metric_family,treatment_name,cell_name,scenario,case,metric,distance_kind,score,generated_n,human_n
scenario_state_distribution_distance,TRP,TRP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,PD_decision_state,total_variation,0.35489361702127653,47,50
scenario_state_distribution_distance,TRP,TRP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,SH_decision_state,total_variation,0.05531914893617024,47,50
scenario_state_distribution_distance,TRP,TRP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,C_decision_state,total_variation,0.22,47,50
scenario_state_distribution_distance,TRP,TRP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,mean_role_state_tv,total_variation,0.3207902735562311,47,50
scenario_direct_value_distance,TRP,TRP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGProposer_decision_direct,wasserstein_1d,0.8425531914893617,47,50
scenario_direct_value_distance,TRP,TRP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGResponder_decision_direct,wasserstein_1d,1.972340425531915,47,50
scenario_direct_value_distance,TRP,TRP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,TGReceiver_decision_direct,wasserstein_1d,0.49191489361702134,47,50
scenario_direct_value_distance,TRP,TRP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,mean_numeric_direct_value_wd,mean_wasserstein_1d,1.1022695035460994,47,50
scenario_state_distribution_distance,TRU,TRU__AISupport__AgainstHuman,AISupport,AgainstHuman,UGProposer_decision_state,total_variation,0.2533333333333333,45,50
scenario_state_distribution_distance,TRU,TRU__AISupport__AgainstHuman,AISupport,AgainstHuman,UGResponder_decision_state,total_variation,0.6155555555555555,45,50
scenario_state_distribution_distance,TRU,TRU__AISupport__AgainstHuman,AISupport,AgainstHuman,TGSender_decision_state,total_variation,0.14444444444444446,45,50
scenario_state_distribution_distance,TRU,TRU__AISupport__AgainstHuman,AISupport,AgainstHuman,TGReceiver_decision_state,total_variation,0.15999999999999998,45,50
scenario_state_distribution_distance,TRU,TRU__AISupport__AgainstHuman,AISupport,AgainstHuman,PD_decision_state,total_variation,0.3688888888888888,45,50
scenario_state_distribution_distance,TRU,TRU__AISupport__AgainstHuman,AISupport,AgainstHuman,SH_decision_state,total_variation,0.013333333333333322,45,50
scenario_state_distribution_distance,TRU,TRU__AISupport__AgainstHuman,AISupport,AgainstHuman,C_decision_state,total_variation,0.28,45,50
scenario_state_distribution_distance,TRU,TRU__AISupport__AgainstHuman,AISupport,AgainstHuman,mean_role_state_tv,total_variation,0.2622222222222222,45,50
scenario_direct_value_distance,TRU,TRU__AISupport__AgainstHuman,AISupport,AgainstHuman,UGProposer_decision_direct,wasserstein_1d,0.2711111111111112,45,50
scenario_direct_value_distance,TRU,TRU__AISupport__AgainstHuman,AISupport,AgainstHuman,UGResponder_decision_direct,wasserstein_1d,1.9622222222222223,45,50
scenario_direct_value_distance,TRU,TRU__AISupport__AgainstHuman,AISupport,AgainstHuman,TGReceiver_decision_direct,wasserstein_1d,0.19999999999999987,45,50
scenario_direct_value_distance,TRU,TRU__AISupport__AgainstHuman,AISupport,AgainstHuman,mean_numeric_direct_value_wd,mean_wasserstein_1d,0.811111111111111,45,50
scenario_state_distribution_distance,TRU,TRU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,UGProposer_decision_state,total_variation,0.4444444444444444,45,50
scenario_state_distribution_distance,TRU,TRU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,UGResponder_decision_state,total_variation,0.7377777777777778,45,50
scenario_state_distribution_distance,TRU,TRU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,TGSender_decision_state,total_variation,0.0022222222222222365,45,50
scenario_state_distribution_distance,TRU,TRU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,TGReceiver_decision_state,total_variation,0.27555555555555555,45,50
scenario_state_distribution_distance,TRU,TRU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,PD_decision_state,total_variation,0.14222222222222225,45,50
scenario_state_distribution_distance,TRU,TRU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,SH_decision_state,total_variation,0.11555555555555555,45,50
scenario_state_distribution_distance,TRU,TRU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,C_decision_state,total_variation,0.37777777777777777,45,50
scenario_state_distribution_distance,TRU,TRU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,mean_role_state_tv,total_variation,0.29936507936507933,45,50
scenario_direct_value_distance,TRU,TRU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,UGProposer_decision_direct,wasserstein_1d,0.6399999999999999,45,50
scenario_direct_value_distance,TRU,TRU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,UGResponder_decision_direct,wasserstein_1d,2.497777777777778,45,50
scenario_direct_value_distance,TRU,TRU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,TGReceiver_decision_direct,wasserstein_1d,0.4422222222222223,45,50
scenario_direct_value_distance,TRU,TRU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,mean_numeric_direct_value_wd,mean_wasserstein_1d,1.1933333333333334,45,50
scenario_state_distribution_distance,TRU,TRU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGProposer_decision_state,total_variation,0.43111111111111106,45,50
scenario_state_distribution_distance,TRU,TRU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGResponder_decision_state,total_variation,0.6844444444444444,45,50
scenario_state_distribution_distance,TRU,TRU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,TGSender_decision_state,total_variation,0.12222222222222222,45,50
scenario_state_distribution_distance,TRU,TRU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,TGReceiver_decision_state,total_variation,0.16000000000000003,45,50
scenario_state_distribution_distance,TRU,TRU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,PD_decision_state,total_variation,0.3666666666666667,45,50
scenario_state_distribution_distance,TRU,TRU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,SH_decision_state,total_variation,0.015555555555555545,45,50
scenario_state_distribution_distance,TRU,TRU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,C_decision_state,total_variation,0.32,45,50
scenario_state_distribution_distance,TRU,TRU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,mean_role_state_tv,total_variation,0.3,45,50
scenario_direct_value_distance,TRU,TRU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGProposer_decision_direct,wasserstein_1d,0.5911111111111114,45,50
scenario_direct_value_distance,TRU,TRU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGResponder_decision_direct,wasserstein_1d,2.3311111111111114,45,50
scenario_direct_value_distance,TRU,TRU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,TGReceiver_decision_direct,wasserstein_1d,0.2422222222222221,45,50
scenario_direct_value_distance,TRU,TRU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,mean_numeric_direct_value_wd,mean_wasserstein_1d,1.0548148148148149,45,50
