custom_id,parse_success,parse_errors,validation_errors,text,parsed_target,record_id,unit_id,treatment_name,variant,model,experiment_code,role,visibility,schema_type,action_context,deliberation_dimension,data_source,check,act,decision_time_bucket,return_pct,send_if_act_without_check,send_if_act_after_check,send_if_no_act_without_check,send_if_no_act_after_check,send_if_act_fast,send_if_no_act_fast,send_if_act_slow,send_if_no_act_slow,send_if_act,send_if_no_act,process_label,process_binary,act_binary,pattern_label,action_premium,action_premium_without_check,action_premium_after_check,action_premium_fast,action_premium_slow,process_premium_if_act,process_premium_if_no_act
two_stage_trust_punishment_y2hgu__e3a_a_574,True,[],[],"{
  ""decision_time_bucket"": ""FAST"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'decision_time_bucket': 'FAST', 'act': 'YES', 'return_pct': 50}",E3A__A__574,E3A__A__574,E3A_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E3A,A,observable,role_a_time,punish,decision_time,generated,,YES,FAST,50.0,,,,,,,,,,,FAST,1.0,1.0,fast_act,,,,,,,
two_stage_trust_punishment_y2hgu__e3a_a_617,True,[],[],"{
  ""decision_time_bucket"": ""FAST"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'decision_time_bucket': 'FAST', 'act': 'YES', 'return_pct': 50}",E3A__A__617,E3A__A__617,E3A_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E3A,A,observable,role_a_time,punish,decision_time,generated,,YES,FAST,50.0,,,,,,,,,,,FAST,1.0,1.0,fast_act,,,,,,,
two_stage_trust_punishment_y2hgu__e3a_a_633,True,[],[],"{""decision_time_bucket"":""FAST"",""act"":""YES"",""return_pct"":50}","{'decision_time_bucket': 'FAST', 'act': 'YES', 'return_pct': 50}",E3A__A__633,E3A__A__633,E3A_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E3A,A,observable,role_a_time,punish,decision_time,generated,,YES,FAST,50.0,,,,,,,,,,,FAST,1.0,1.0,fast_act,,,,,,,
two_stage_trust_punishment_y2hgu__e3a_a_663,True,[],[],"{
  ""decision_time_bucket"": ""FAST"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'decision_time_bucket': 'FAST', 'act': 'YES', 'return_pct': 50}",E3A__A__663,E3A__A__663,E3A_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E3A,A,observable,role_a_time,punish,decision_time,generated,,YES,FAST,50.0,,,,,,,,,,,FAST,1.0,1.0,fast_act,,,,,,,
two_stage_trust_punishment_y2hgu__e3a_a_673,True,[],[],"{
  ""decision_time_bucket"": ""FAST"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'decision_time_bucket': 'FAST', 'act': 'YES', 'return_pct': 50}",E3A__A__673,E3A__A__673,E3A_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E3A,A,observable,role_a_time,punish,decision_time,generated,,YES,FAST,50.0,,,,,,,,,,,FAST,1.0,1.0,fast_act,,,,,,,
two_stage_trust_punishment_y2hgu__e3a_a_685,True,[],[],"{
  ""decision_time_bucket"": ""FAST"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'decision_time_bucket': 'FAST', 'act': 'YES', 'return_pct': 50}",E3A__A__685,E3A__A__685,E3A_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E3A,A,observable,role_a_time,punish,decision_time,generated,,YES,FAST,50.0,,,,,,,,,,,FAST,1.0,1.0,fast_act,,,,,,,
two_stage_trust_punishment_y2hgu__e3a_a_700,True,[],[],"{
  ""decision_time_bucket"": ""FAST"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'decision_time_bucket': 'FAST', 'act': 'YES', 'return_pct': 50}",E3A__A__700,E3A__A__700,E3A_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E3A,A,observable,role_a_time,punish,decision_time,generated,,YES,FAST,50.0,,,,,,,,,,,FAST,1.0,1.0,fast_act,,,,,,,
two_stage_trust_punishment_y2hgu__e3a_a_76,True,[],[],"{
  ""decision_time_bucket"": ""FAST"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'decision_time_bucket': 'FAST', 'act': 'YES', 'return_pct': 50}",E3A__A__76,E3A__A__76,E3A_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E3A,A,observable,role_a_time,punish,decision_time,generated,,YES,FAST,50.0,,,,,,,,,,,FAST,1.0,1.0,fast_act,,,,,,,
two_stage_trust_punishment_y2hgu__e3a_a_769,True,[],[],"{
  ""decision_time_bucket"": ""FAST"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'decision_time_bucket': 'FAST', 'act': 'YES', 'return_pct': 50}",E3A__A__769,E3A__A__769,E3A_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E3A,A,observable,role_a_time,punish,decision_time,generated,,YES,FAST,50.0,,,,,,,,,,,FAST,1.0,1.0,fast_act,,,,,,,
two_stage_trust_punishment_y2hgu__e3a_a_778,True,[],[],"{
  ""decision_time_bucket"": ""FAST"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'decision_time_bucket': 'FAST', 'act': 'YES', 'return_pct': 50}",E3A__A__778,E3A__A__778,E3A_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E3A,A,observable,role_a_time,punish,decision_time,generated,,YES,FAST,50.0,,,,,,,,,,,FAST,1.0,1.0,fast_act,,,,,,,
two_stage_trust_punishment_y2hgu__e3a_a_836,True,[],[],"{
  ""decision_time_bucket"": ""FAST"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'decision_time_bucket': 'FAST', 'act': 'YES', 'return_pct': 50}",E3A__A__836,E3A__A__836,E3A_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E3A,A,observable,role_a_time,punish,decision_time,generated,,YES,FAST,50.0,,,,,,,,,,,FAST,1.0,1.0,fast_act,,,,,,,
two_stage_trust_punishment_y2hgu__e3a_a_860,True,[],[],"{
  ""decision_time_bucket"": ""FAST"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'decision_time_bucket': 'FAST', 'act': 'YES', 'return_pct': 50}",E3A__A__860,E3A__A__860,E3A_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E3A,A,observable,role_a_time,punish,decision_time,generated,,YES,FAST,50.0,,,,,,,,,,,FAST,1.0,1.0,fast_act,,,,,,,
two_stage_trust_punishment_y2hgu__e3a_a_862,True,[],[],"{
  ""decision_time_bucket"": ""FAST"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'decision_time_bucket': 'FAST', 'act': 'YES', 'return_pct': 50}",E3A__A__862,E3A__A__862,E3A_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E3A,A,observable,role_a_time,punish,decision_time,generated,,YES,FAST,50.0,,,,,,,,,,,FAST,1.0,1.0,fast_act,,,,,,,
two_stage_trust_punishment_y2hgu__e3a_a_865,True,[],[],"{
  ""decision_time_bucket"": ""FAST"",
  ""act"": ""YES"",
  ""return_pct"": 40
}","{'decision_time_bucket': 'FAST', 'act': 'YES', 'return_pct': 40}",E3A__A__865,E3A__A__865,E3A_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E3A,A,observable,role_a_time,punish,decision_time,generated,,YES,FAST,40.0,,,,,,,,,,,FAST,1.0,1.0,fast_act,,,,,,,
two_stage_trust_punishment_y2hgu__e3a_a_928,True,[],[],"{
  ""decision_time_bucket"": ""FAST"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'decision_time_bucket': 'FAST', 'act': 'YES', 'return_pct': 50}",E3A__A__928,E3A__A__928,E3A_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E3A,A,observable,role_a_time,punish,decision_time,generated,,YES,FAST,50.0,,,,,,,,,,,FAST,1.0,1.0,fast_act,,,,,,,
two_stage_trust_punishment_y2hgu__e3a_a_958,True,[],[],"{
  ""decision_time_bucket"": ""FAST"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'decision_time_bucket': 'FAST', 'act': 'YES', 'return_pct': 50}",E3A__A__958,E3A__A__958,E3A_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E3A,A,observable,role_a_time,punish,decision_time,generated,,YES,FAST,50.0,,,,,,,,,,,FAST,1.0,1.0,fast_act,,,,,,,
two_stage_trust_punishment_y2hgu__e3a_a_99,True,[],[],"{
  ""decision_time_bucket"": ""FAST"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'decision_time_bucket': 'FAST', 'act': 'YES', 'return_pct': 50}",E3A__A__99,E3A__A__99,E3A_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E3A,A,observable,role_a_time,punish,decision_time,generated,,YES,FAST,50.0,,,,,,,,,,,FAST,1.0,1.0,fast_act,,,,,,,
two_stage_trust_punishment_y2hgu__e3a_a_990,True,[],[],"{
  ""decision_time_bucket"": ""FAST"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'decision_time_bucket': 'FAST', 'act': 'YES', 'return_pct': 50}",E3A__A__990,E3A__A__990,E3A_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E3A,A,observable,role_a_time,punish,decision_time,generated,,YES,FAST,50.0,,,,,,,,,,,FAST,1.0,1.0,fast_act,,,,,,,
two_stage_trust_punishment_y2hgu__e3a_a_996,True,[],[],"{
  ""decision_time_bucket"": ""FAST"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'decision_time_bucket': 'FAST', 'act': 'YES', 'return_pct': 50}",E3A__A__996,E3A__A__996,E3A_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E3A,A,observable,role_a_time,punish,decision_time,generated,,YES,FAST,50.0,,,,,,,,,,,FAST,1.0,1.0,fast_act,,,,,,,
two_stage_trust_punishment_y2hgu__e3b_b_1027,True,[],[],"{
  ""send_if_act"": 7,
  ""send_if_no_act"": 3
}","{'send_if_act': 7, 'send_if_no_act': 3}",E3B__B__1027,E3B__B__1027,E3B_ROLE_B_HIDDEN,baseline,gpt-5.1,E3B,B,hidden,role_b_hidden_time,punish,decision_time,generated,,,,,,,,,,,,,7.0,3.0,,,,,4.0,,,,,,
two_stage_trust_punishment_y2hgu__e3b_b_1087,True,[],[],"{
  ""send_if_act"": 6,
  ""send_if_no_act"": 3
}","{'send_if_act': 6, 'send_if_no_act': 3}",E3B__B__1087,E3B__B__1087,E3B_ROLE_B_HIDDEN,baseline,gpt-5.1,E3B,B,hidden,role_b_hidden_time,punish,decision_time,generated,,,,,,,,,,,,,6.0,3.0,,,,,3.0,,,,,,
two_stage_trust_punishment_y2hgu__e3b_b_1114,True,[],[],"{
  ""send_if_act"": 7,
  ""send_if_no_act"": 3
}","{'send_if_act': 7, 'send_if_no_act': 3}",E3B__B__1114,E3B__B__1114,E3B_ROLE_B_HIDDEN,baseline,gpt-5.1,E3B,B,hidden,role_b_hidden_time,punish,decision_time,generated,,,,,,,,,,,,,7.0,3.0,,,,,4.0,,,,,,
two_stage_trust_punishment_y2hgu__e3b_b_1139,True,[],[],"{
  ""send_if_act"": 7,
  ""send_if_no_act"": 3
}","{'send_if_act': 7, 'send_if_no_act': 3}",E3B__B__1139,E3B__B__1139,E3B_ROLE_B_HIDDEN,baseline,gpt-5.1,E3B,B,hidden,role_b_hidden_time,punish,decision_time,generated,,,,,,,,,,,,,7.0,3.0,,,,,4.0,,,,,,
two_stage_trust_punishment_y2hgu__e3b_b_1144,True,[],[],"{
  ""send_if_act"": 7,
  ""send_if_no_act"": 3
}","{'send_if_act': 7, 'send_if_no_act': 3}",E3B__B__1144,E3B__B__1144,E3B_ROLE_B_HIDDEN,baseline,gpt-5.1,E3B,B,hidden,role_b_hidden_time,punish,decision_time,generated,,,,,,,,,,,,,7.0,3.0,,,,,4.0,,,,,,
two_stage_trust_punishment_y2hgu__e3b_b_1158,True,[],[],"{
  ""send_if_act"": 7,
  ""send_if_no_act"": 4
}","{'send_if_act': 7, 'send_if_no_act': 4}",E3B__B__1158,E3B__B__1158,E3B_ROLE_B_HIDDEN,baseline,gpt-5.1,E3B,B,hidden,role_b_hidden_time,punish,decision_time,generated,,,,,,,,,,,,,7.0,4.0,,,,,3.0,,,,,,
two_stage_trust_punishment_y2hgu__e3b_b_1189,True,[],[],"{
  ""send_if_act"": 7,
  ""send_if_no_act"": 4
}","{'send_if_act': 7, 'send_if_no_act': 4}",E3B__B__1189,E3B__B__1189,E3B_ROLE_B_HIDDEN,baseline,gpt-5.1,E3B,B,hidden,role_b_hidden_time,punish,decision_time,generated,,,,,,,,,,,,,7.0,4.0,,,,,3.0,,,,,,
two_stage_trust_punishment_y2hgu__e3b_b_1233,True,[],[],"{
  ""send_if_act"": 7,
  ""send_if_no_act"": 3
}","{'send_if_act': 7, 'send_if_no_act': 3}",E3B__B__1233,E3B__B__1233,E3B_ROLE_B_HIDDEN,baseline,gpt-5.1,E3B,B,hidden,role_b_hidden_time,punish,decision_time,generated,,,,,,,,,,,,,7.0,3.0,,,,,4.0,,,,,,
two_stage_trust_punishment_y2hgu__e3b_b_1283,True,[],[],"{
  ""send_if_act"": 7,
  ""send_if_no_act"": 3
}","{'send_if_act': 7, 'send_if_no_act': 3}",E3B__B__1283,E3B__B__1283,E3B_ROLE_B_HIDDEN,baseline,gpt-5.1,E3B,B,hidden,role_b_hidden_time,punish,decision_time,generated,,,,,,,,,,,,,7.0,3.0,,,,,4.0,,,,,,
two_stage_trust_punishment_y2hgu__e3b_b_132,True,[],[],"{
  ""send_if_act"": 7,
  ""send_if_no_act"": 3
}","{'send_if_act': 7, 'send_if_no_act': 3}",E3B__B__132,E3B__B__132,E3B_ROLE_B_HIDDEN,baseline,gpt-5.1,E3B,B,hidden,role_b_hidden_time,punish,decision_time,generated,,,,,,,,,,,,,7.0,3.0,,,,,4.0,,,,,,
two_stage_trust_punishment_y2hgu__e3b_b_140,True,[],[],"{
  ""send_if_act"": 7,
  ""send_if_no_act"": 3
}","{'send_if_act': 7, 'send_if_no_act': 3}",E3B__B__140,E3B__B__140,E3B_ROLE_B_HIDDEN,baseline,gpt-5.1,E3B,B,hidden,role_b_hidden_time,punish,decision_time,generated,,,,,,,,,,,,,7.0,3.0,,,,,4.0,,,,,,
two_stage_trust_punishment_y2hgu__e3b_b_174,True,[],[],"{
  ""send_if_act"": 7,
  ""send_if_no_act"": 4
}","{'send_if_act': 7, 'send_if_no_act': 4}",E3B__B__174,E3B__B__174,E3B_ROLE_B_HIDDEN,baseline,gpt-5.1,E3B,B,hidden,role_b_hidden_time,punish,decision_time,generated,,,,,,,,,,,,,7.0,4.0,,,,,3.0,,,,,,
two_stage_trust_punishment_y2hgu__e3b_b_194,True,[],[],"{
  ""send_if_act"": 7,
  ""send_if_no_act"": 3
}","{'send_if_act': 7, 'send_if_no_act': 3}",E3B__B__194,E3B__B__194,E3B_ROLE_B_HIDDEN,baseline,gpt-5.1,E3B,B,hidden,role_b_hidden_time,punish,decision_time,generated,,,,,,,,,,,,,7.0,3.0,,,,,4.0,,,,,,
two_stage_trust_punishment_y2hgu__e3b_b_198,True,[],[],"{
  ""send_if_act"": 7,
  ""send_if_no_act"": 3
}","{'send_if_act': 7, 'send_if_no_act': 3}",E3B__B__198,E3B__B__198,E3B_ROLE_B_HIDDEN,baseline,gpt-5.1,E3B,B,hidden,role_b_hidden_time,punish,decision_time,generated,,,,,,,,,,,,,7.0,3.0,,,,,4.0,,,,,,
two_stage_trust_punishment_y2hgu__e3b_b_27,True,[],[],"{
  ""send_if_act"": 7,
  ""send_if_no_act"": 3
}","{'send_if_act': 7, 'send_if_no_act': 3}",E3B__B__27,E3B__B__27,E3B_ROLE_B_HIDDEN,baseline,gpt-5.1,E3B,B,hidden,role_b_hidden_time,punish,decision_time,generated,,,,,,,,,,,,,7.0,3.0,,,,,4.0,,,,,,
two_stage_trust_punishment_y2hgu__e3b_b_273,True,[],[],"{
  ""send_if_act"": 7,
  ""send_if_no_act"": 4
}","{'send_if_act': 7, 'send_if_no_act': 4}",E3B__B__273,E3B__B__273,E3B_ROLE_B_HIDDEN,baseline,gpt-5.1,E3B,B,hidden,role_b_hidden_time,punish,decision_time,generated,,,,,,,,,,,,,7.0,4.0,,,,,3.0,,,,,,
two_stage_trust_punishment_y2hgu__e3b_b_276,True,[],[],"{
  ""send_if_act"": 7,
  ""send_if_no_act"": 3
}","{'send_if_act': 7, 'send_if_no_act': 3}",E3B__B__276,E3B__B__276,E3B_ROLE_B_HIDDEN,baseline,gpt-5.1,E3B,B,hidden,role_b_hidden_time,punish,decision_time,generated,,,,,,,,,,,,,7.0,3.0,,,,,4.0,,,,,,
two_stage_trust_punishment_y2hgu__e3b_b_353,True,[],[],"{
  ""send_if_act"": 6,
  ""send_if_no_act"": 4
}","{'send_if_act': 6, 'send_if_no_act': 4}",E3B__B__353,E3B__B__353,E3B_ROLE_B_HIDDEN,baseline,gpt-5.1,E3B,B,hidden,role_b_hidden_time,punish,decision_time,generated,,,,,,,,,,,,,6.0,4.0,,,,,2.0,,,,,,
two_stage_trust_punishment_y2hgu__e3b_b_365,True,[],[],"{
  ""send_if_act"": 7,
  ""send_if_no_act"": 4
}","{'send_if_act': 7, 'send_if_no_act': 4}",E3B__B__365,E3B__B__365,E3B_ROLE_B_HIDDEN,baseline,gpt-5.1,E3B,B,hidden,role_b_hidden_time,punish,decision_time,generated,,,,,,,,,,,,,7.0,4.0,,,,,3.0,,,,,,
two_stage_trust_punishment_y2hgu__e3b_b_419,True,[],[],"{
  ""send_if_act"": 7,
  ""send_if_no_act"": 3
}","{'send_if_act': 7, 'send_if_no_act': 3}",E3B__B__419,E3B__B__419,E3B_ROLE_B_HIDDEN,baseline,gpt-5.1,E3B,B,hidden,role_b_hidden_time,punish,decision_time,generated,,,,,,,,,,,,,7.0,3.0,,,,,4.0,,,,,,
two_stage_trust_punishment_y2hgu__e3b_b_425,True,[],[],"{
  ""send_if_act"": 7,
  ""send_if_no_act"": 4
}","{'send_if_act': 7, 'send_if_no_act': 4}",E3B__B__425,E3B__B__425,E3B_ROLE_B_HIDDEN,baseline,gpt-5.1,E3B,B,hidden,role_b_hidden_time,punish,decision_time,generated,,,,,,,,,,,,,7.0,4.0,,,,,3.0,,,,,,
two_stage_trust_punishment_y2hgu__e3b_b_447,True,[],[],"{
  ""send_if_act"": 7,
  ""send_if_no_act"": 4
}","{'send_if_act': 7, 'send_if_no_act': 4}",E3B__B__447,E3B__B__447,E3B_ROLE_B_HIDDEN,baseline,gpt-5.1,E3B,B,hidden,role_b_hidden_time,punish,decision_time,generated,,,,,,,,,,,,,7.0,4.0,,,,,3.0,,,,,,
two_stage_trust_punishment_y2hgu__e3b_b_483,True,[],[],"{""send_if_act"": 7, ""send_if_no_act"": 3}","{'send_if_act': 7, 'send_if_no_act': 3}",E3B__B__483,E3B__B__483,E3B_ROLE_B_HIDDEN,baseline,gpt-5.1,E3B,B,hidden,role_b_hidden_time,punish,decision_time,generated,,,,,,,,,,,,,7.0,3.0,,,,,4.0,,,,,,
two_stage_trust_punishment_y2hgu__e3b_b_505,True,[],[],"{
  ""send_if_act"": 6,
  ""send_if_no_act"": 3
}","{'send_if_act': 6, 'send_if_no_act': 3}",E3B__B__505,E3B__B__505,E3B_ROLE_B_HIDDEN,baseline,gpt-5.1,E3B,B,hidden,role_b_hidden_time,punish,decision_time,generated,,,,,,,,,,,,,6.0,3.0,,,,,3.0,,,,,,
two_stage_trust_punishment_y2hgu__e3b_b_523,True,[],[],"{
  ""send_if_act"": 7,
  ""send_if_no_act"": 3
}","{'send_if_act': 7, 'send_if_no_act': 3}",E3B__B__523,E3B__B__523,E3B_ROLE_B_HIDDEN,baseline,gpt-5.1,E3B,B,hidden,role_b_hidden_time,punish,decision_time,generated,,,,,,,,,,,,,7.0,3.0,,,,,4.0,,,,,,
two_stage_trust_punishment_y2hgu__e3b_b_524,True,[],[],"{
  ""send_if_act"": 7,
  ""send_if_no_act"": 4
}","{'send_if_act': 7, 'send_if_no_act': 4}",E3B__B__524,E3B__B__524,E3B_ROLE_B_HIDDEN,baseline,gpt-5.1,E3B,B,hidden,role_b_hidden_time,punish,decision_time,generated,,,,,,,,,,,,,7.0,4.0,,,,,3.0,,,,,,
two_stage_trust_punishment_y2hgu__e3b_b_539,True,[],[],"{
  ""send_if_act"": 6,
  ""send_if_no_act"": 3
}","{'send_if_act': 6, 'send_if_no_act': 3}",E3B__B__539,E3B__B__539,E3B_ROLE_B_HIDDEN,baseline,gpt-5.1,E3B,B,hidden,role_b_hidden_time,punish,decision_time,generated,,,,,,,,,,,,,6.0,3.0,,,,,3.0,,,,,,
two_stage_trust_punishment_y2hgu__e3b_b_542,True,[],[],"{
  ""send_if_act"": 7,
  ""send_if_no_act"": 4
}","{'send_if_act': 7, 'send_if_no_act': 4}",E3B__B__542,E3B__B__542,E3B_ROLE_B_HIDDEN,baseline,gpt-5.1,E3B,B,hidden,role_b_hidden_time,punish,decision_time,generated,,,,,,,,,,,,,7.0,4.0,,,,,3.0,,,,,,
two_stage_trust_punishment_y2hgu__e3b_b_549,True,[],[],"{
  ""send_if_act"": 7,
  ""send_if_no_act"": 3
}","{'send_if_act': 7, 'send_if_no_act': 3}",E3B__B__549,E3B__B__549,E3B_ROLE_B_HIDDEN,baseline,gpt-5.1,E3B,B,hidden,role_b_hidden_time,punish,decision_time,generated,,,,,,,,,,,,,7.0,3.0,,,,,4.0,,,,,,
two_stage_trust_punishment_y2hgu__e3b_b_558,True,[],[],"{
  ""send_if_act"": 7,
  ""send_if_no_act"": 3
}","{'send_if_act': 7, 'send_if_no_act': 3}",E3B__B__558,E3B__B__558,E3B_ROLE_B_HIDDEN,baseline,gpt-5.1,E3B,B,hidden,role_b_hidden_time,punish,decision_time,generated,,,,,,,,,,,,,7.0,3.0,,,,,4.0,,,,,,
two_stage_trust_punishment_y2hgu__e3b_b_57,True,[],[],"{
  ""send_if_act"": 6,
  ""send_if_no_act"": 4
}","{'send_if_act': 6, 'send_if_no_act': 4}",E3B__B__57,E3B__B__57,E3B_ROLE_B_HIDDEN,baseline,gpt-5.1,E3B,B,hidden,role_b_hidden_time,punish,decision_time,generated,,,,,,,,,,,,,6.0,4.0,,,,,2.0,,,,,,
two_stage_trust_punishment_y2hgu__e3b_b_591,True,[],[],"{
  ""send_if_act"": 7,
  ""send_if_no_act"": 3
}","{'send_if_act': 7, 'send_if_no_act': 3}",E3B__B__591,E3B__B__591,E3B_ROLE_B_HIDDEN,baseline,gpt-5.1,E3B,B,hidden,role_b_hidden_time,punish,decision_time,generated,,,,,,,,,,,,,7.0,3.0,,,,,4.0,,,,,,
two_stage_trust_punishment_y2hgu__e3b_b_623,True,[],[],"{
  ""send_if_act"": 7,
  ""send_if_no_act"": 3
}","{'send_if_act': 7, 'send_if_no_act': 3}",E3B__B__623,E3B__B__623,E3B_ROLE_B_HIDDEN,baseline,gpt-5.1,E3B,B,hidden,role_b_hidden_time,punish,decision_time,generated,,,,,,,,,,,,,7.0,3.0,,,,,4.0,,,,,,
two_stage_trust_punishment_y2hgu__e3b_b_639,True,[],[],"{
  ""send_if_act"": 6,
  ""send_if_no_act"": 3
}","{'send_if_act': 6, 'send_if_no_act': 3}",E3B__B__639,E3B__B__639,E3B_ROLE_B_HIDDEN,baseline,gpt-5.1,E3B,B,hidden,role_b_hidden_time,punish,decision_time,generated,,,,,,,,,,,,,6.0,3.0,,,,,3.0,,,,,,
two_stage_trust_punishment_y2hgu__e3b_b_669,True,[],[],"{
  ""send_if_act"": 7,
  ""send_if_no_act"": 4
}","{'send_if_act': 7, 'send_if_no_act': 4}",E3B__B__669,E3B__B__669,E3B_ROLE_B_HIDDEN,baseline,gpt-5.1,E3B,B,hidden,role_b_hidden_time,punish,decision_time,generated,,,,,,,,,,,,,7.0,4.0,,,,,3.0,,,,,,
two_stage_trust_punishment_y2hgu__e3b_b_680,True,[],[],"{
  ""send_if_act"": 7,
  ""send_if_no_act"": 3
}","{'send_if_act': 7, 'send_if_no_act': 3}",E3B__B__680,E3B__B__680,E3B_ROLE_B_HIDDEN,baseline,gpt-5.1,E3B,B,hidden,role_b_hidden_time,punish,decision_time,generated,,,,,,,,,,,,,7.0,3.0,,,,,4.0,,,,,,
two_stage_trust_punishment_y2hgu__e3b_b_691,True,[],[],"{
  ""send_if_act"": 7,
  ""send_if_no_act"": 4
}","{'send_if_act': 7, 'send_if_no_act': 4}",E3B__B__691,E3B__B__691,E3B_ROLE_B_HIDDEN,baseline,gpt-5.1,E3B,B,hidden,role_b_hidden_time,punish,decision_time,generated,,,,,,,,,,,,,7.0,4.0,,,,,3.0,,,,,,
two_stage_trust_punishment_y2hgu__e3b_b_71,True,[],[],"{
  ""send_if_act"": 7,
  ""send_if_no_act"": 4
}","{'send_if_act': 7, 'send_if_no_act': 4}",E3B__B__71,E3B__B__71,E3B_ROLE_B_HIDDEN,baseline,gpt-5.1,E3B,B,hidden,role_b_hidden_time,punish,decision_time,generated,,,,,,,,,,,,,7.0,4.0,,,,,3.0,,,,,,
two_stage_trust_punishment_y2hgu__e3b_b_764,True,[],[],"{
  ""send_if_act"": 7,
  ""send_if_no_act"": 4
}","{'send_if_act': 7, 'send_if_no_act': 4}",E3B__B__764,E3B__B__764,E3B_ROLE_B_HIDDEN,baseline,gpt-5.1,E3B,B,hidden,role_b_hidden_time,punish,decision_time,generated,,,,,,,,,,,,,7.0,4.0,,,,,3.0,,,,,,
two_stage_trust_punishment_y2hgu__e3b_b_771,True,[],[],"{
  ""send_if_act"": 7,
  ""send_if_no_act"": 4
}","{'send_if_act': 7, 'send_if_no_act': 4}",E3B__B__771,E3B__B__771,E3B_ROLE_B_HIDDEN,baseline,gpt-5.1,E3B,B,hidden,role_b_hidden_time,punish,decision_time,generated,,,,,,,,,,,,,7.0,4.0,,,,,3.0,,,,,,
two_stage_trust_punishment_y2hgu__e3b_b_783,True,[],[],"{
  ""send_if_act"": 6,
  ""send_if_no_act"": 3
}","{'send_if_act': 6, 'send_if_no_act': 3}",E3B__B__783,E3B__B__783,E3B_ROLE_B_HIDDEN,baseline,gpt-5.1,E3B,B,hidden,role_b_hidden_time,punish,decision_time,generated,,,,,,,,,,,,,6.0,3.0,,,,,3.0,,,,,,
two_stage_trust_punishment_y2hgu__e3b_b_856,True,[],[],"{
  ""send_if_act"": 7,
  ""send_if_no_act"": 4
}","{'send_if_act': 7, 'send_if_no_act': 4}",E3B__B__856,E3B__B__856,E3B_ROLE_B_HIDDEN,baseline,gpt-5.1,E3B,B,hidden,role_b_hidden_time,punish,decision_time,generated,,,,,,,,,,,,,7.0,4.0,,,,,3.0,,,,,,
two_stage_trust_punishment_y2hgu__e3b_b_877,True,[],[],"{
  ""send_if_act"": 6,
  ""send_if_no_act"": 3
}","{'send_if_act': 6, 'send_if_no_act': 3}",E3B__B__877,E3B__B__877,E3B_ROLE_B_HIDDEN,baseline,gpt-5.1,E3B,B,hidden,role_b_hidden_time,punish,decision_time,generated,,,,,,,,,,,,,6.0,3.0,,,,,3.0,,,,,,
two_stage_trust_punishment_y2hgu__e3b_b_879,True,[],[],"{
  ""send_if_act"": 7,
  ""send_if_no_act"": 3
}","{'send_if_act': 7, 'send_if_no_act': 3}",E3B__B__879,E3B__B__879,E3B_ROLE_B_HIDDEN,baseline,gpt-5.1,E3B,B,hidden,role_b_hidden_time,punish,decision_time,generated,,,,,,,,,,,,,7.0,3.0,,,,,4.0,,,,,,
two_stage_trust_punishment_y2hgu__e3b_b_88,True,[],[],"{
  ""send_if_act"": 6,
  ""send_if_no_act"": 4
}","{'send_if_act': 6, 'send_if_no_act': 4}",E3B__B__88,E3B__B__88,E3B_ROLE_B_HIDDEN,baseline,gpt-5.1,E3B,B,hidden,role_b_hidden_time,punish,decision_time,generated,,,,,,,,,,,,,6.0,4.0,,,,,2.0,,,,,,
