sample_index,scenario_index,sample_within_scenario,custom_id,source_custom_id,response_id,extended_session_id,user_id,scenario_order,scenario_hash,global_count,left_action,right_action,option_a_screen_side,option_b_screen_side,option_a_action,option_b_action,gold_choice,gold_action,user_country3,user_country3_raw_full_file,review_age,review_education,review_gender,review_income,review_political,review_religious,scenario_type,scenario_type_strict,attribute_level,pedped,input_char_count,estimated_input_tokens_4_chars_per_token,estimated_input_tokens_3_5_chars_per_token,prompt,source_run_name,prompt_version,temperature_included,wvs_wave,wvs_wave_years,wvs_donor_s007,wvs_match_key,wvs_donor_pool_size,wvs_profile_text,wvs_values_included
401,81,1,mm_individual_demo_081_01_ab_wvsw6_d1,mm_individual_demo_081_01_ab,BeaiwfQs9MYTX5dye,-456007209_2718254721121056.0,2718254721121060,1,7a5fc84e4231ff78a0db5cdc5654ba3c,10644,stay,swerve,left,right,stay,swerve,A,stay,USA,USA,44,bachelor,female,50000,0.65,0,Fitness,Fitness,Fat,0,1796,449,514,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 44
Gender: Female
Education: Bachelor degree
Annual income: $50,001-$80,000
Political views: 0.65 on a conservative (0) to progressive (1) scale
Religiosity: 0.00 on a not religious (0) to very religious (1) scale
Country: USA

Imputed WVS donor profile: Wave 6 (2010-2014).
This is one matched WVS respondent, used as plausible value context for the Moral Machine participant rather than as observed answers from that participant.
General trust: most people can be trusted.
Political self-placement: 4 on a 1 left to 10 right scale.
Religion in life: not important at all.
Religious service attendance: never, practically never.
Self-description on religion: not a religious person.
Child quality, feeling of responsibility: mentioned as important.
Child quality, unselfishness: not mentioned.
Child quality, obedience: not mentioned.
Avoiding a fare on public transport: 1 on a 1 never justifiable to 10 always justifiable scale.
Cheating on taxes: 1 on a 1 never justifiable to 10 always justifiable scale.
Accepting a bribe: 1 on a 1 never justifiable to 10 always justifiable scale.
Suicide: 1 on a 1 never justifiable to 10 always justifiable scale.

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead into a concrete barrier. The following passengers die: 1 woman.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 female athlete.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,wvs_wave_one_donor_exact_polrel_v1,False,6,2010-2014,8400621331,USA|female|35-44|upper|medium|mid|low,9,"Imputed WVS donor profile: Wave 6 (2010-2014).
This is one matched WVS respondent, used as plausible value context for the Moral Machine participant rather than as observed answers from that participant.
General trust: most people can be trusted.
Political self-placement: 4 on a 1 left to 10 right scale.
Religion in life: not important at all.
Religious service attendance: never, practically never.
Self-description on religion: not a religious person.
Child quality, feeling of responsibility: mentioned as important.
Child quality, unselfishness: not mentioned.
Child quality, obedience: not mentioned.
Avoiding a fare on public transport: 1 on a 1 never justifiable to 10 always justifiable scale.
Cheating on taxes: 1 on a 1 never justifiable to 10 always justifiable scale.
Accepting a bribe: 1 on a 1 never justifiable to 10 always justifiable scale.
Suicide: 1 on a 1 never justifiable to 10 always justifiable scale.",A165|E033|A006|F028|F034|A032|A041|A042|F115|F116|F117|F123
402,81,2,mm_individual_demo_081_02_ab_wvsw6_d1,mm_individual_demo_081_02_ab,E9zYQcLAjBHgvErGm,1186637239_1150355025527896.0,1150355025527900,6,7a5fc84e4231ff78a0db5cdc5654ba3c,10644,swerve,stay,left,right,swerve,stay,B,stay,JPN,JPN,50,bachelor,male,50000,0.5,0,Fitness,Fitness,Fat,0,1789,448,512,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 50
Gender: Male
Education: Bachelor degree
Annual income: $50,001-$80,000
Political views: 0.50 on a conservative (0) to progressive (1) scale
Religiosity: 0.00 on a not religious (0) to very religious (1) scale
Country: JPN

Imputed WVS donor profile: Wave 6 (2010-2014).
This is one matched WVS respondent, used as plausible value context for the Moral Machine participant rather than as observed answers from that participant.
General trust: most people can be trusted.
Political self-placement: 6 on a 1 left to 10 right scale.
Religion in life: not important at all.
Religious service attendance: less often.
Self-description on religion: not a religious person.
Child quality, feeling of responsibility: mentioned as important.
Child quality, unselfishness: mentioned as important.
Child quality, obedience: not mentioned.
Avoiding a fare on public transport: 2 on a 1 never justifiable to 10 always justifiable scale.
Cheating on taxes: 1 on a 1 never justifiable to 10 always justifiable scale.
Accepting a bribe: 1 on a 1 never justifiable to 10 always justifiable scale.
Suicide: 1 on a 1 never justifiable to 10 always justifiable scale.

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 female athlete.
(B) Continue ahead into a concrete barrier. The following passengers die: 1 woman.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,wvs_wave_one_donor_exact_polrel_v1,False,6,2010-2014,3920620062,JPN|male|45-54|upper|medium|mid|low,11,"Imputed WVS donor profile: Wave 6 (2010-2014).
This is one matched WVS respondent, used as plausible value context for the Moral Machine participant rather than as observed answers from that participant.
General trust: most people can be trusted.
Political self-placement: 6 on a 1 left to 10 right scale.
Religion in life: not important at all.
Religious service attendance: less often.
Self-description on religion: not a religious person.
Child quality, feeling of responsibility: mentioned as important.
Child quality, unselfishness: mentioned as important.
Child quality, obedience: not mentioned.
Avoiding a fare on public transport: 2 on a 1 never justifiable to 10 always justifiable scale.
Cheating on taxes: 1 on a 1 never justifiable to 10 always justifiable scale.
Accepting a bribe: 1 on a 1 never justifiable to 10 always justifiable scale.
Suicide: 1 on a 1 never justifiable to 10 always justifiable scale.",A165|E033|A006|F028|F034|A032|A041|A042|F115|F116|F117|F123
403,81,3,mm_individual_demo_081_03_ab_wvsw6_d1,mm_individual_demo_081_03_ab,dxsWQSsKwQRLKREf4,676451366_3656258721770520.0,3656258721770520,7,7a5fc84e4231ff78a0db5cdc5654ba3c,10644,stay,swerve,left,right,stay,swerve,A,stay,BRA,BRA,19,college,male,25000,0.7,0.61,Fitness,Fitness,Fat,0,1864,466,533,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 19
Gender: Male
Education: Attended college
Annual income: $25,001-$35,000
Political views: 0.70 on a conservative (0) to progressive (1) scale
Religiosity: 0.61 on a not religious (0) to very religious (1) scale
Country: BRA

Imputed WVS donor profile: Wave 6 (2010-2014).
This is one matched WVS respondent, used as plausible value context for the Moral Machine participant rather than as observed answers from that participant.
General trust: need to be very careful.
Political self-placement: 1 on a 1 left to 10 right scale.
Religion in life: rather important.
Religious service attendance: never, practically never.
Self-description on religion: a religious person.
Child quality, feeling of responsibility: mentioned as important.
Child quality, unselfishness: not mentioned.
Child quality, obedience: mentioned as important.
Avoiding a fare on public transport: 1 on a 1 never justifiable to 10 always justifiable scale.
Cheating on taxes: 1 on a 1 never justifiable to 10 always justifiable scale.
Accepting a bribe: 1 on a 1 never justifiable to 10 always justifiable scale.
Euthanasia: 1 on a 1 never justifiable to 10 always justifiable scale.
Suicide: 1 on a 1 never justifiable to 10 always justifiable scale.

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead into a concrete barrier. The following passengers die: 1 woman.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 female athlete.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,wvs_wave_one_donor_exact_polrel_v1,False,6,2010-2014,760620519,BRA|male|15-24|middle|medium|high|mid,4,"Imputed WVS donor profile: Wave 6 (2010-2014).
This is one matched WVS respondent, used as plausible value context for the Moral Machine participant rather than as observed answers from that participant.
General trust: need to be very careful.
Political self-placement: 1 on a 1 left to 10 right scale.
Religion in life: rather important.
Religious service attendance: never, practically never.
Self-description on religion: a religious person.
Child quality, feeling of responsibility: mentioned as important.
Child quality, unselfishness: not mentioned.
Child quality, obedience: mentioned as important.
Avoiding a fare on public transport: 1 on a 1 never justifiable to 10 always justifiable scale.
Cheating on taxes: 1 on a 1 never justifiable to 10 always justifiable scale.
Accepting a bribe: 1 on a 1 never justifiable to 10 always justifiable scale.
Euthanasia: 1 on a 1 never justifiable to 10 always justifiable scale.
Suicide: 1 on a 1 never justifiable to 10 always justifiable scale.",A165|E033|A006|F028|F034|A032|A041|A042|F115|F116|F117|F122|F123
404,81,4,mm_individual_demo_081_04_ab_wvsw6_d1,mm_individual_demo_081_04_ab,fgpLAW3A9jjds3AHY,-1400545178_1561147286788580.0,1561147286788580,6,7a5fc84e4231ff78a0db5cdc5654ba3c,10644,stay,swerve,left,right,stay,swerve,B,swerve,BRA,BRA,24,college,male,under5000,0.5,0,Fitness,Fitness,Fat,0,1869,468,534,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 24
Gender: Male
Education: Attended college
Annual income: Under $5,000
Political views: 0.50 on a conservative (0) to progressive (1) scale
Religiosity: 0.00 on a not religious (0) to very religious (1) scale
Country: BRA

Imputed WVS donor profile: Wave 6 (2010-2014).
This is one matched WVS respondent, used as plausible value context for the Moral Machine participant rather than as observed answers from that participant.
General trust: need to be very careful.
Political self-placement: 4 on a 1 left to 10 right scale.
Religion in life: not important at all.
Religious service attendance: never, practically never.
Self-description on religion: not a religious person.
Child quality, feeling of responsibility: mentioned as important.
Child quality, unselfishness: mentioned as important.
Child quality, obedience: not mentioned.
Avoiding a fare on public transport: 6 on a 1 never justifiable to 10 always justifiable scale.
Cheating on taxes: 3 on a 1 never justifiable to 10 always justifiable scale.
Accepting a bribe: 3 on a 1 never justifiable to 10 always justifiable scale.
Euthanasia: 1 on a 1 never justifiable to 10 always justifiable scale.
Suicide: 1 on a 1 never justifiable to 10 always justifiable scale.

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead into a concrete barrier. The following passengers die: 1 woman.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 female athlete.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,wvs_wave_one_donor_exact_polrel_v1,False,6,2010-2014,760620260,BRA|male|15-24|middle|low|mid|low,1,"Imputed WVS donor profile: Wave 6 (2010-2014).
This is one matched WVS respondent, used as plausible value context for the Moral Machine participant rather than as observed answers from that participant.
General trust: need to be very careful.
Political self-placement: 4 on a 1 left to 10 right scale.
Religion in life: not important at all.
Religious service attendance: never, practically never.
Self-description on religion: not a religious person.
Child quality, feeling of responsibility: mentioned as important.
Child quality, unselfishness: mentioned as important.
Child quality, obedience: not mentioned.
Avoiding a fare on public transport: 6 on a 1 never justifiable to 10 always justifiable scale.
Cheating on taxes: 3 on a 1 never justifiable to 10 always justifiable scale.
Accepting a bribe: 3 on a 1 never justifiable to 10 always justifiable scale.
Euthanasia: 1 on a 1 never justifiable to 10 always justifiable scale.
Suicide: 1 on a 1 never justifiable to 10 always justifiable scale.",A165|E033|A006|F028|F034|A032|A041|A042|F115|F116|F117|F122|F123
405,81,5,mm_individual_demo_081_05_ab_wvsw6_d1,mm_individual_demo_081_05_ab,xtr973dW2Jb8y34Yd,-1046001231_5960164797652270.0,5960164797652270,2,7a5fc84e4231ff78a0db5cdc5654ba3c,10644,stay,swerve,left,right,stay,swerve,A,stay,JPN,JPN,33,bachelor,male,25000,0.5,0.63,Fitness,Fitness,Fat,0,1801,451,515,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 33
Gender: Male
Education: Bachelor degree
Annual income: $25,001-$35,000
Political views: 0.50 on a conservative (0) to progressive (1) scale
Religiosity: 0.63 on a not religious (0) to very religious (1) scale
Country: JPN

Imputed WVS donor profile: Wave 6 (2010-2014).
This is one matched WVS respondent, used as plausible value context for the Moral Machine participant rather than as observed answers from that participant.
General trust: most people can be trusted.
Political self-placement: 5 on a 1 left to 10 right scale.
Religion in life: not very important.
Religious service attendance: never, practically never.
Self-description on religion: not a religious person.
Child quality, feeling of responsibility: mentioned as important.
Child quality, unselfishness: mentioned as important.
Child quality, obedience: not mentioned.
Avoiding a fare on public transport: 1 on a 1 never justifiable to 10 always justifiable scale.
Cheating on taxes: 1 on a 1 never justifiable to 10 always justifiable scale.
Accepting a bribe: 1 on a 1 never justifiable to 10 always justifiable scale.
Suicide: 1 on a 1 never justifiable to 10 always justifiable scale.

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead into a concrete barrier. The following passengers die: 1 woman.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 female athlete.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,wvs_wave_one_donor_exact_polrel_v1,False,6,2010-2014,3920621845,JPN|male|25-34|upper|medium|mid|mid,5,"Imputed WVS donor profile: Wave 6 (2010-2014).
This is one matched WVS respondent, used as plausible value context for the Moral Machine participant rather than as observed answers from that participant.
General trust: most people can be trusted.
Political self-placement: 5 on a 1 left to 10 right scale.
Religion in life: not very important.
Religious service attendance: never, practically never.
Self-description on religion: not a religious person.
Child quality, feeling of responsibility: mentioned as important.
Child quality, unselfishness: mentioned as important.
Child quality, obedience: not mentioned.
Avoiding a fare on public transport: 1 on a 1 never justifiable to 10 always justifiable scale.
Cheating on taxes: 1 on a 1 never justifiable to 10 always justifiable scale.
Accepting a bribe: 1 on a 1 never justifiable to 10 always justifiable scale.
Suicide: 1 on a 1 never justifiable to 10 always justifiable scale.",A165|E033|A006|F028|F034|A032|A041|A042|F115|F116|F117|F123
406,82,1,mm_individual_demo_082_01_ab_wvsw6_d1,mm_individual_demo_082_01_ab,5W2cMkYZZmDgJpp2D,-1391786558_24930393863283.0,24930393863283,4,7b098f9e80b9ec88bbdb8f82acb29856,10631,stay,swerve,left,right,stay,swerve,B,swerve,USA,USA,21,bachelor,male,5000,0.05,1,Age,Age,Old,1,1815,454,519,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 21
Gender: Male
Education: Bachelor degree
Annual income: $5,000-$10,000
Political views: 0.05 on a conservative (0) to progressive (1) scale
Religiosity: 1.00 on a not religious (0) to very religious (1) scale
Country: USA

Imputed WVS donor profile: Wave 6 (2010-2014).
This is one matched WVS respondent, used as plausible value context for the Moral Machine participant rather than as observed answers from that participant.
General trust: need to be very careful.
Political self-placement: 10 on a 1 left to 10 right scale.
Religion in life: very important.
Religious service attendance: once a week.
Self-description on religion: a religious person.
Child quality, feeling of responsibility: not mentioned.
Child quality, unselfishness: mentioned as important.
Child quality, obedience: not mentioned.
Avoiding a fare on public transport: 1 on a 1 never justifiable to 10 always justifiable scale.
Cheating on taxes: 1 on a 1 never justifiable to 10 always justifiable scale.
Accepting a bribe: 2 on a 1 never justifiable to 10 always justifiable scale.
Suicide: 3 on a 1 never justifiable to 10 always justifiable scale.

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 elderly woman crossing on a green light.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 woman crossing on a red light.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,wvs_wave_one_donor_exact_polrel_v1,False,6,2010-2014,8400620615,USA|male|15-24|upper|low|low|high,2,"Imputed WVS donor profile: Wave 6 (2010-2014).
This is one matched WVS respondent, used as plausible value context for the Moral Machine participant rather than as observed answers from that participant.
General trust: need to be very careful.
Political self-placement: 10 on a 1 left to 10 right scale.
Religion in life: very important.
Religious service attendance: once a week.
Self-description on religion: a religious person.
Child quality, feeling of responsibility: not mentioned.
Child quality, unselfishness: mentioned as important.
Child quality, obedience: not mentioned.
Avoiding a fare on public transport: 1 on a 1 never justifiable to 10 always justifiable scale.
Cheating on taxes: 1 on a 1 never justifiable to 10 always justifiable scale.
Accepting a bribe: 2 on a 1 never justifiable to 10 always justifiable scale.
Suicide: 3 on a 1 never justifiable to 10 always justifiable scale.",A165|E033|A006|F028|F034|A032|A041|A042|F115|F116|F117|F123
409,82,4,mm_individual_demo_082_04_ab_wvsw6_d1,mm_individual_demo_082_04_ab,cyMPW6xC9AmTxd9F7,-1361733624_8969878330479277.0,8969878330479280,9,7b098f9e80b9ec88bbdb8f82acb29856,10631,swerve,stay,left,right,swerve,stay,B,stay,USA,USA,38,college,male,50000,0.5,0.11,Age,Age,Old,1,1848,462,528,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 38
Gender: Male
Education: Attended college
Annual income: $50,001-$80,000
Political views: 0.50 on a conservative (0) to progressive (1) scale
Religiosity: 0.11 on a not religious (0) to very religious (1) scale
Country: USA

Imputed WVS donor profile: Wave 6 (2010-2014).
This is one matched WVS respondent, used as plausible value context for the Moral Machine participant rather than as observed answers from that participant.
General trust: need to be very careful.
Political self-placement: 6 on a 1 left to 10 right scale.
Religion in life: not important at all.
Religious service attendance: never, practically never.
Self-description on religion: not a religious person.
Child quality, feeling of responsibility: mentioned as important.
Child quality, unselfishness: mentioned as important.
Child quality, obedience: not mentioned.
Avoiding a fare on public transport: 4 on a 1 never justifiable to 10 always justifiable scale.
Cheating on taxes: 1 on a 1 never justifiable to 10 always justifiable scale.
Accepting a bribe: 1 on a 1 never justifiable to 10 always justifiable scale.
Suicide: 4 on a 1 never justifiable to 10 always justifiable scale.

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 woman crossing on a red light.
(B) Continue ahead through the crossing. The following pedestrians die: 1 elderly woman crossing on a green light.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,wvs_wave_one_donor_exact_polrel_v1,False,6,2010-2014,8400621472,USA|male|35-44|middle|medium|mid|low,5,"Imputed WVS donor profile: Wave 6 (2010-2014).
This is one matched WVS respondent, used as plausible value context for the Moral Machine participant rather than as observed answers from that participant.
General trust: need to be very careful.
Political self-placement: 6 on a 1 left to 10 right scale.
Religion in life: not important at all.
Religious service attendance: never, practically never.
Self-description on religion: not a religious person.
Child quality, feeling of responsibility: mentioned as important.
Child quality, unselfishness: mentioned as important.
Child quality, obedience: not mentioned.
Avoiding a fare on public transport: 4 on a 1 never justifiable to 10 always justifiable scale.
Cheating on taxes: 1 on a 1 never justifiable to 10 always justifiable scale.
Accepting a bribe: 1 on a 1 never justifiable to 10 always justifiable scale.
Suicide: 4 on a 1 never justifiable to 10 always justifiable scale.",A165|E033|A006|F028|F034|A032|A041|A042|F115|F116|F117|F123
412,83,2,mm_individual_demo_083_02_ab_wvsw6_d1,mm_individual_demo_083_02_ab,FQCG6rzLyWzkmoDfF,-611504032_2351773361887819.0,2351773361887820,3,331172c6ff413e6093566be253c90f07,10602,swerve,stay,left,right,swerve,stay,B,stay,RUS,RUS,33,bachelor,male,35000,0.23,0.07,Random,Fitness,Rand,0,1797,450,514,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 33
Gender: Male
Education: Bachelor degree
Annual income: $35,001-$50,000
Political views: 0.23 on a conservative (0) to progressive (1) scale
Religiosity: 0.07 on a not religious (0) to very religious (1) scale
Country: RUS

Imputed WVS donor profile: Wave 6 (2010-2014).
This is one matched WVS respondent, used as plausible value context for the Moral Machine participant rather than as observed answers from that participant.
General trust: need to be very careful.
Political self-placement: 8 on a 1 left to 10 right scale.
Religion in life: not important at all.
Religious service attendance: never, practically never.
Self-description on religion: not a religious person.
Child quality, feeling of responsibility: mentioned as important.
Child quality, unselfishness: not mentioned.
Child quality, obedience: mentioned as important.
Avoiding a fare on public transport: 9 on a 1 never justifiable to 10 always justifiable scale.
Cheating on taxes: 10 on a 1 never justifiable to 10 always justifiable scale.
Accepting a bribe: 7 on a 1 never justifiable to 10 always justifiable scale.
Suicide: 7 on a 1 never justifiable to 10 always justifiable scale.

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 man.
(B) Continue ahead into a concrete barrier. The following passengers die: 1 male athlete.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,wvs_wave_one_donor_exact_polrel_v1,False,6,2010-2014,6430620778,RUS|male|25-34|upper|medium|low|low,1,"Imputed WVS donor profile: Wave 6 (2010-2014).
This is one matched WVS respondent, used as plausible value context for the Moral Machine participant rather than as observed answers from that participant.
General trust: need to be very careful.
Political self-placement: 8 on a 1 left to 10 right scale.
Religion in life: not important at all.
Religious service attendance: never, practically never.
Self-description on religion: not a religious person.
Child quality, feeling of responsibility: mentioned as important.
Child quality, unselfishness: not mentioned.
Child quality, obedience: mentioned as important.
Avoiding a fare on public transport: 9 on a 1 never justifiable to 10 always justifiable scale.
Cheating on taxes: 10 on a 1 never justifiable to 10 always justifiable scale.
Accepting a bribe: 7 on a 1 never justifiable to 10 always justifiable scale.
Suicide: 7 on a 1 never justifiable to 10 always justifiable scale.",A165|E033|A006|F028|F034|A032|A041|A042|F115|F116|F117|F123
413,83,3,mm_individual_demo_083_03_ab_wvsw6_d1,mm_individual_demo_083_03_ab,qebP2WsNMZb99FpSE,-7021313_4972804197910343.0,4972804197910340,10,331172c6ff413e6093566be253c90f07,10602,swerve,stay,left,right,swerve,stay,B,stay,USA,USA,23,bachelor,male,50000,0.86,0,Random,Fitness,Rand,0,1778,445,508,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 23
Gender: Male
Education: Bachelor degree
Annual income: $50,001-$80,000
Political views: 0.86 on a conservative (0) to progressive (1) scale
Religiosity: 0.00 on a not religious (0) to very religious (1) scale
Country: USA

Imputed WVS donor profile: Wave 6 (2010-2014).
This is one matched WVS respondent, used as plausible value context for the Moral Machine participant rather than as observed answers from that participant.
General trust: most people can be trusted.
Political self-placement: 3 on a 1 left to 10 right scale.
Religion in life: not important at all.
Religious service attendance: never, practically never.
Self-description on religion: a convinced atheist.
Child quality, feeling of responsibility: not mentioned.
Child quality, unselfishness: not mentioned.
Child quality, obedience: not mentioned.
Avoiding a fare on public transport: 1 on a 1 never justifiable to 10 always justifiable scale.
Cheating on taxes: 1 on a 1 never justifiable to 10 always justifiable scale.
Accepting a bribe: 1 on a 1 never justifiable to 10 always justifiable scale.
Suicide: 2 on a 1 never justifiable to 10 always justifiable scale.

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 man.
(B) Continue ahead into a concrete barrier. The following passengers die: 1 male athlete.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,wvs_wave_one_donor_exact_polrel_v1,False,6,2010-2014,8400621461,USA|male|15-24|upper|medium|high|low,2,"Imputed WVS donor profile: Wave 6 (2010-2014).
This is one matched WVS respondent, used as plausible value context for the Moral Machine participant rather than as observed answers from that participant.
General trust: most people can be trusted.
Political self-placement: 3 on a 1 left to 10 right scale.
Religion in life: not important at all.
Religious service attendance: never, practically never.
Self-description on religion: a convinced atheist.
Child quality, feeling of responsibility: not mentioned.
Child quality, unselfishness: not mentioned.
Child quality, obedience: not mentioned.
Avoiding a fare on public transport: 1 on a 1 never justifiable to 10 always justifiable scale.
Cheating on taxes: 1 on a 1 never justifiable to 10 always justifiable scale.
Accepting a bribe: 1 on a 1 never justifiable to 10 always justifiable scale.
Suicide: 2 on a 1 never justifiable to 10 always justifiable scale.",A165|E033|A006|F028|F034|A032|A041|A042|F115|F116|F117|F123
416,84,1,mm_individual_demo_084_01_ab_wvsw6_d1,mm_individual_demo_084_01_ab,3YkP7y47Qt3mTBdMs,1819517242_3259225360210025.0,3259225360210030,5,7895fe3e515a5e8039638505065b2da9,10599,stay,swerve,left,right,stay,swerve,B,swerve,BRA,BRA,32,bachelor,male,50000,0.75,0.22,Age,Age,Old,0,1870,468,535,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 32
Gender: Male
Education: Bachelor degree
Annual income: $50,001-$80,000
Political views: 0.75 on a conservative (0) to progressive (1) scale
Religiosity: 0.22 on a not religious (0) to very religious (1) scale
Country: BRA

Imputed WVS donor profile: Wave 6 (2010-2014).
This is one matched WVS respondent, used as plausible value context for the Moral Machine participant rather than as observed answers from that participant.
General trust: most people can be trusted.
Political self-placement: 1 on a 1 left to 10 right scale.
Religion in life: not important at all.
Religious service attendance: never, practically never.
Self-description on religion: a convinced atheist.
Child quality, feeling of responsibility: mentioned as important.
Child quality, unselfishness: mentioned as important.
Child quality, obedience: not mentioned.
Avoiding a fare on public transport: 7 on a 1 never justifiable to 10 always justifiable scale.
Cheating on taxes: 1 on a 1 never justifiable to 10 always justifiable scale.
Accepting a bribe: 1 on a 1 never justifiable to 10 always justifiable scale.
Euthanasia: 8 on a 1 never justifiable to 10 always justifiable scale.
Suicide: 7 on a 1 never justifiable to 10 always justifiable scale.

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead into a concrete barrier. The following passengers die: 1 elderly woman.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 woman.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,wvs_wave_one_donor_exact_polrel_v1,False,6,2010-2014,760620427,BRA|male|25-34|upper|medium|high|low,2,"Imputed WVS donor profile: Wave 6 (2010-2014).
This is one matched WVS respondent, used as plausible value context for the Moral Machine participant rather than as observed answers from that participant.
General trust: most people can be trusted.
Political self-placement: 1 on a 1 left to 10 right scale.
Religion in life: not important at all.
Religious service attendance: never, practically never.
Self-description on religion: a convinced atheist.
Child quality, feeling of responsibility: mentioned as important.
Child quality, unselfishness: mentioned as important.
Child quality, obedience: not mentioned.
Avoiding a fare on public transport: 7 on a 1 never justifiable to 10 always justifiable scale.
Cheating on taxes: 1 on a 1 never justifiable to 10 always justifiable scale.
Accepting a bribe: 1 on a 1 never justifiable to 10 always justifiable scale.
Euthanasia: 8 on a 1 never justifiable to 10 always justifiable scale.
Suicide: 7 on a 1 never justifiable to 10 always justifiable scale.",A165|E033|A006|F028|F034|A032|A041|A042|F115|F116|F117|F122|F123
