custom_id,input_token_estimate
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0052,718
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0053,716
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0054,716
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0055,718
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0056,720
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0057,771
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0058,769
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0059,770
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0060,769
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0061,716
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0062,769
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0063,569
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0064,771
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0001,17537
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0002,17537
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0003,17389
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0004,17589
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0005,17537
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0006,17537
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0007,17536
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0008,17536
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0009,17534
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0010,17536
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0011,17535
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0012,17537
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0013,17537
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0014,17538
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0015,17536
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0016,17590
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0017,17537
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0018,17536
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0019,17537
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0020,17590
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0021,17590
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0022,17591
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0023,17388
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0024,17538
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0025,17590
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0026,17535
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0027,17388
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0028,17589
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0029,17534
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0030,17589
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0031,17590
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0032,17535
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0033,17589
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0034,17535
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0035,17538
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0036,17535
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0037,17536
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0038,17590
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0039,17537
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0040,17590
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0041,17591
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0042,17537
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0043,17540
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0044,17588
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0045,17588
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0046,17589
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0047,17535
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0048,17535
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0049,17536
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0050,17389
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0051,17538
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0052,17537
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0053,17534
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0054,17535
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0055,17537
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0056,17538
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0057,17590
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0058,17587
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0059,17589
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0060,17588
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0061,17534
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0062,17588
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0063,17388
simbenchpop__simbenchpop__ctx_010__twin_persona_summary_non_social_econ_only__s0064,17590
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0001,15295
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0002,15295
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0003,15147
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0004,15347
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0005,15295
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0006,15295
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0007,15294
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0008,15294
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0009,15292
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0010,15294
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0011,15293
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0012,15295
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0013,15295
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0014,15296
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0015,15294
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0016,15348
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0017,15295
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0018,15294
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0019,15295
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0020,15348
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0021,15348
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0022,15349
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0023,15146
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0024,15296
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0025,15348
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0026,15293
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0027,15146
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0028,15347
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0029,15292
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0030,15347
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0031,15348
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0032,15293
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0033,15347
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0034,15293
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0035,15296
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0036,15293
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0037,15294
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0038,15348
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0039,15295
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0040,15348
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0041,15349
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0042,15295
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0043,15298
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0044,15346
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0045,15346
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0046,15347
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0047,15293
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0048,15293
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0049,15294
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0050,15147
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0051,15296
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0052,15295
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0053,15292
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0054,15293
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0055,15295
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0056,15296
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0057,15348
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0058,15345
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0059,15347
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0060,15346
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0061,15292
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0062,15346
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0063,15146
simbenchpop__simbenchpop__ctx_011__twin_persona_summary_non_social_econ_only__s0064,15348
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0001,18085
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0002,18085
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0003,17937
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0004,18137
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0005,18085
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0006,18085
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0007,18084
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0008,18084
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0009,18082
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0010,18084
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0011,18083
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0012,18085
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0013,18085
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0014,18086
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0015,18084
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0016,18138
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0017,18085
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0018,18084
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0019,18085
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0020,18138
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0021,18138
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0022,18139
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0023,17936
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0024,18086
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0025,18138
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0026,18083
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0027,17936
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0028,18137
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0029,18082
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0030,18137
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0031,18138
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0032,18083
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0033,18137
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0034,18083
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0035,18086
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0036,18083
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0037,18084
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0038,18138
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0039,18085
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0040,18138
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0041,18139
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0042,18085
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0043,18088
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0044,18136
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0045,18136
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0046,18137
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0047,18083
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0048,18083
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0049,18084
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0050,17937
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0051,18086
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0052,18085
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0053,18082
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0054,18083
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0055,18085
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0056,18086
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0057,18138
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0058,18135
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0059,18137
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0060,18136
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0061,18082
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0062,18136
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0063,17936
simbenchpop__simbenchpop__ctx_012__twin_persona_summary_non_social_econ_only__s0064,18138
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0001,1204
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0002,1204
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0003,1055
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0004,1255
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0005,1203
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0006,1203
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0007,1203
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0008,1203
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0009,1201
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0010,1203
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0011,1202
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0012,1204
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0013,1204
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0014,1205
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0015,1203
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0016,1256
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0017,1203
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0018,1203
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0019,1203
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0020,1257
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0021,1257
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0022,1257
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0023,1054
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0024,1205
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0025,1256
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0026,1201
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0027,1055
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0028,1256
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0029,1200
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0030,1256
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0031,1257
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0032,1201
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0033,1256
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0034,1202
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0035,1205
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0036,1202
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0037,1202
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0038,1257
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0039,1203
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0040,1256
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0041,1258
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0042,1203
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0043,1207
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0044,1254
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0045,1255
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0046,1255
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0047,1202
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0048,1202
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0049,1203
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0050,1055
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0051,1204
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0052,1203
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0053,1201
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0054,1202
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0055,1204
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0056,1205
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0057,1257
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0058,1254
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0059,1255
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0060,1255
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0061,1201
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0062,1255
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0063,1055
simbenchpop__simbenchpop__ctx_013__twin_persona_summary_non_social_econ_only__s0064,1256
simbenchpop__simbenchpop__ctx_014__twin_persona_summary_non_social_econ_only__s0001,575
simbenchpop__simbenchpop__ctx_014__twin_persona_summary_non_social_econ_only__s0002,575
simbenchpop__simbenchpop__ctx_014__twin_persona_summary_non_social_econ_only__s0003,426
simbenchpop__simbenchpop__ctx_014__twin_persona_summary_non_social_econ_only__s0004,626
simbenchpop__simbenchpop__ctx_014__twin_persona_summary_non_social_econ_only__s0005,575
simbenchpop__simbenchpop__ctx_014__twin_persona_summary_non_social_econ_only__s0006,574
simbenchpop__simbenchpop__ctx_014__twin_persona_summary_non_social_econ_only__s0007,574
simbenchpop__simbenchpop__ctx_014__twin_persona_summary_non_social_econ_only__s0008,574
simbenchpop__simbenchpop__ctx_014__twin_persona_summary_non_social_econ_only__s0009,572
simbenchpop__simbenchpop__ctx_014__twin_persona_summary_non_social_econ_only__s0010,574
simbenchpop__simbenchpop__ctx_014__twin_persona_summary_non_social_econ_only__s0011,573
simbenchpop__simbenchpop__ctx_014__twin_persona_summary_non_social_econ_only__s0012,575
simbenchpop__simbenchpop__ctx_014__twin_persona_summary_non_social_econ_only__s0013,575
simbenchpop__simbenchpop__ctx_014__twin_persona_summary_non_social_econ_only__s0014,576
simbenchpop__simbenchpop__ctx_014__twin_persona_summary_non_social_econ_only__s0015,574
simbenchpop__simbenchpop__ctx_014__twin_persona_summary_non_social_econ_only__s0016,627
simbenchpop__simbenchpop__ctx_014__twin_persona_summary_non_social_econ_only__s0017,574
simbenchpop__simbenchpop__ctx_014__twin_persona_summary_non_social_econ_only__s0018,574
simbenchpop__simbenchpop__ctx_014__twin_persona_summary_non_social_econ_only__s0019,575
simbenchpop__simbenchpop__ctx_014__twin_persona_summary_non_social_econ_only__s0020,628
simbenchpop__simbenchpop__ctx_014__twin_persona_summary_non_social_econ_only__s0021,628
simbenchpop__simbenchpop__ctx_014__twin_persona_summary_non_social_econ_only__s0022,629
simbenchpop__simbenchpop__ctx_014__twin_persona_summary_non_social_econ_only__s0023,426
simbenchpop__simbenchpop__ctx_014__twin_persona_summary_non_social_econ_only__s0024,576
simbenchpop__simbenchpop__ctx_014__twin_persona_summary_non_social_econ_only__s0025,627
simbenchpop__simbenchpop__ctx_014__twin_persona_summary_non_social_econ_only__s0026,572
simbenchpop__simbenchpop__ctx_014__twin_persona_summary_non_social_econ_only__s0027,426
simbenchpop__simbenchpop__ctx_014__twin_persona_summary_non_social_econ_only__s0028,627
simbenchpop__simbenchpop__ctx_014__twin_persona_summary_non_social_econ_only__s0029,571
simbenchpop__simbenchpop__ctx_014__twin_persona_summary_non_social_econ_only__s0030,627
simbenchpop__simbenchpop__ctx_014__twin_persona_summary_non_social_econ_only__s0031,628
simbenchpop__simbenchpop__ctx_014__twin_persona_summary_non_social_econ_only__s0032,572
simbenchpop__simbenchpop__ctx_014__twin_persona_summary_non_social_econ_only__s0033,627
simbenchpop__simbenchpop__ctx_014__twin_persona_summary_non_social_econ_only__s0034,573
simbenchpop__simbenchpop__ctx_014__twin_persona_summary_non_social_econ_only__s0035,576
simbenchpop__simbenchpop__ctx_014__twin_persona_summary_non_social_econ_only__s0036,573
simbenchpop__simbenchpop__ctx_014__twin_persona_summary_non_social_econ_only__s0037,574
simbenchpop__simbenchpop__ctx_014__twin_persona_summary_non_social_econ_only__s0038,628
simbenchpop__simbenchpop__ctx_014__twin_persona_summary_non_social_econ_only__s0039,575
simbenchpop__simbenchpop__ctx_014__twin_persona_summary_non_social_econ_only__s0040,628
simbenchpop__simbenchpop__ctx_014__twin_persona_summary_non_social_econ_only__s0041,629
simbenchpop__simbenchpop__ctx_014__twin_persona_summary_non_social_econ_only__s0042,574
simbenchpop__simbenchpop__ctx_014__twin_persona_summary_non_social_econ_only__s0043,578
