record_id,unit_id,treatment_name,experiment_code,role,visibility,schema_type,action_context,deliberation_dimension,gold_target_json
E2__A__578,E2__A__578,E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,punish,cost,"{""check"": ""NO"", ""act"": ""NO"", ""return_pct"": 49}"
E2__A__732,E2__A__732,E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,punish,cost,"{""check"": ""NO"", ""act"": ""YES"", ""return_pct"": 50}"
E2__A__736,E2__A__736,E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""NO"", ""return_pct"": 0}"
E2__A__743,E2__A__743,E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""YES"", ""return_pct"": 50}"
E2__A__889,E2__A__889,E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""YES"", ""return_pct"": 45}"
E2__A__909,E2__A__909,E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,punish,cost,"{""check"": ""NO"", ""act"": ""NO"", ""return_pct"": 50}"
E2__A__935,E2__A__935,E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""YES"", ""return_pct"": 50}"
E2__A__973,E2__A__973,E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""YES"", ""return_pct"": 50}"
E2__A__975,E2__A__975,E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,punish,cost,"{""check"": ""NO"", ""act"": ""NO"", ""return_pct"": 50}"
E2__B__1049,E2__B__1049,E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,punish,cost,"{""send_if_act"": 5, ""send_if_no_act"": 5}"
E2__B__1179,E2__B__1179,E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,punish,cost,"{""send_if_act"": 5, ""send_if_no_act"": 5}"
E2__B__1231,E2__B__1231,E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,punish,cost,"{""send_if_act"": 10, ""send_if_no_act"": 0}"
E2__B__128,E2__B__128,E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,punish,cost,"{""send_if_act"": 2, ""send_if_no_act"": 4}"
E2__B__1287,E2__B__1287,E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,punish,cost,"{""send_if_act"": 5, ""send_if_no_act"": 0}"
E2__B__1300,E2__B__1300,E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,punish,cost,"{""send_if_act"": 2, ""send_if_no_act"": 5}"
E2__B__138,E2__B__138,E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,punish,cost,"{""send_if_act"": 0, ""send_if_no_act"": 5}"
E2__B__146,E2__B__146,E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,punish,cost,"{""send_if_act"": 5, ""send_if_no_act"": 7}"
E2__B__1573,E2__B__1573,E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,punish,cost,"{""send_if_act"": 0, ""send_if_no_act"": 10}"
E2__B__1620,E2__B__1620,E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,punish,cost,"{""send_if_act"": 2, ""send_if_no_act"": 5}"
E2__B__1638,E2__B__1638,E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,punish,cost,"{""send_if_act"": 0, ""send_if_no_act"": 5}"
E2__B__1711,E2__B__1711,E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,punish,cost,"{""send_if_act"": 0, ""send_if_no_act"": 0}"
E2__B__1753,E2__B__1753,E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,punish,cost,"{""send_if_act"": 10, ""send_if_no_act"": 10}"
E2__B__1754,E2__B__1754,E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,punish,cost,"{""send_if_act"": 0, ""send_if_no_act"": 0}"
E2__B__1893,E2__B__1893,E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,punish,cost,"{""send_if_act"": 6, ""send_if_no_act"": 8}"
E2__B__19,E2__B__19,E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,punish,cost,"{""send_if_act"": 4, ""send_if_no_act"": 5}"
E2__B__1901,E2__B__1901,E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,punish,cost,"{""send_if_act"": 10, ""send_if_no_act"": 4}"
E2__B__2056,E2__B__2056,E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,punish,cost,"{""send_if_act"": 5, ""send_if_no_act"": 10}"
E2__B__2081,E2__B__2081,E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,punish,cost,"{""send_if_act"": 10, ""send_if_no_act"": 10}"
E2__B__2186,E2__B__2186,E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,punish,cost,"{""send_if_act"": 5, ""send_if_no_act"": 5}"
E2__B__2192,E2__B__2192,E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,punish,cost,"{""send_if_act"": 2, ""send_if_no_act"": 1}"
E2__B__2239,E2__B__2239,E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,punish,cost,"{""send_if_act"": 4, ""send_if_no_act"": 5}"
E2__B__2316,E2__B__2316,E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,punish,cost,"{""send_if_act"": 10, ""send_if_no_act"": 0}"
E2__B__2363,E2__B__2363,E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,punish,cost,"{""send_if_act"": 10, ""send_if_no_act"": 10}"
E2__B__2400,E2__B__2400,E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,punish,cost,"{""send_if_act"": 5, ""send_if_no_act"": 5}"
E2__B__2401,E2__B__2401,E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,punish,cost,"{""send_if_act"": 8, ""send_if_no_act"": 4}"
E2__B__2430,E2__B__2430,E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,punish,cost,"{""send_if_act"": 0, ""send_if_no_act"": 2}"
E2__B__2441,E2__B__2441,E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,punish,cost,"{""send_if_act"": 8, ""send_if_no_act"": 6}"
E2__B__2457,E2__B__2457,E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,punish,cost,"{""send_if_act"": 0, ""send_if_no_act"": 10}"
E2__B__2475,E2__B__2475,E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,punish,cost,"{""send_if_act"": 0, ""send_if_no_act"": 0}"
E2__B__2497,E2__B__2497,E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,punish,cost,"{""send_if_act"": 3, ""send_if_no_act"": 5}"
E2__B__2544,E2__B__2544,E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,punish,cost,"{""send_if_act"": 0, ""send_if_no_act"": 10}"
E2__B__2614,E2__B__2614,E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,punish,cost,"{""send_if_act"": 5, ""send_if_no_act"": 5}"
E2__B__280,E2__B__280,E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,punish,cost,"{""send_if_act"": 5, ""send_if_no_act"": 6}"
E2__B__338,E2__B__338,E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,punish,cost,"{""send_if_act"": 5, ""send_if_no_act"": 5}"
E2__B__365,E2__B__365,E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,punish,cost,"{""send_if_act"": 10, ""send_if_no_act"": 10}"
E2__B__397,E2__B__397,E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,punish,cost,"{""send_if_act"": 0, ""send_if_no_act"": 10}"
E2__B__413,E2__B__413,E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,punish,cost,"{""send_if_act"": 4, ""send_if_no_act"": 5}"
E2__B__526,E2__B__526,E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,punish,cost,"{""send_if_act"": 10, ""send_if_no_act"": 0}"
E2__B__548,E2__B__548,E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,punish,cost,"{""send_if_act"": 10, ""send_if_no_act"": 10}"
E2__B__57,E2__B__57,E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,punish,cost,"{""send_if_act"": 10, ""send_if_no_act"": 10}"
E2__B__707,E2__B__707,E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,punish,cost,"{""send_if_act"": 5, ""send_if_no_act"": 5}"
E2__B__750,E2__B__750,E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,punish,cost,"{""send_if_act"": 10, ""send_if_no_act"": 5}"
E2__B__756,E2__B__756,E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,punish,cost,"{""send_if_act"": 5, ""send_if_no_act"": 10}"
E2__B__758,E2__B__758,E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,punish,cost,"{""send_if_act"": 5, ""send_if_no_act"": 10}"
E2__B__885,E2__B__885,E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,punish,cost,"{""send_if_act"": 2, ""send_if_no_act"": 5}"
E2__B__924,E2__B__924,E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,punish,cost,"{""send_if_act"": 5, ""send_if_no_act"": 10}"
E2__B__980,E2__B__980,E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,punish,cost,"{""send_if_act"": 10, ""send_if_no_act"": 5}"
E2__B__981,E2__B__981,E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,punish,cost,"{""send_if_act"": 5, ""send_if_no_act"": 4}"
E2__B__991,E2__B__991,E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,punish,cost,"{""send_if_act"": 10, ""send_if_no_act"": 0}"
E2__B__1051,E2__B__1051,E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,punish,cost,"{""send_if_act_without_check"": 6, ""send_if_act_after_check"": 5, ""send_if_no_act_without_check"": 6, ""send_if_no_act_after_check"": 6}"
E2__B__1196,E2__B__1196,E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,punish,cost,"{""send_if_act_without_check"": 10, ""send_if_act_after_check"": 10, ""send_if_no_act_without_check"": 0, ""send_if_no_act_after_check"": 0}"
E2__B__1247,E2__B__1247,E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,punish,cost,"{""send_if_act_without_check"": 0, ""send_if_act_after_check"": 0, ""send_if_no_act_without_check"": 0, ""send_if_no_act_after_check"": 0}"
E2__B__1292,E2__B__1292,E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,punish,cost,"{""send_if_act_without_check"": 0, ""send_if_act_after_check"": 0, ""send_if_no_act_without_check"": 10, ""send_if_no_act_after_check"": 10}"
E2__B__1305,E2__B__1305,E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,punish,cost,"{""send_if_act_without_check"": 10, ""send_if_act_after_check"": 10, ""send_if_no_act_without_check"": 0, ""send_if_no_act_after_check"": 0}"
E2__B__1323,E2__B__1323,E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,punish,cost,"{""send_if_act_without_check"": 10, ""send_if_act_after_check"": 10, ""send_if_no_act_without_check"": 10, ""send_if_no_act_after_check"": 10}"
E2__B__1395,E2__B__1395,E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,punish,cost,"{""send_if_act_without_check"": 2, ""send_if_act_after_check"": 3, ""send_if_no_act_without_check"": 5, ""send_if_no_act_after_check"": 3}"
E2__B__1481,E2__B__1481,E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,punish,cost,"{""send_if_act_without_check"": 0, ""send_if_act_after_check"": 4, ""send_if_no_act_without_check"": 10, ""send_if_no_act_after_check"": 4}"
E2__B__1583,E2__B__1583,E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,punish,cost,"{""send_if_act_without_check"": 0, ""send_if_act_after_check"": 0, ""send_if_no_act_without_check"": 0, ""send_if_no_act_after_check"": 0}"
E2__B__1631,E2__B__1631,E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,punish,cost,"{""send_if_act_without_check"": 0, ""send_if_act_after_check"": 1, ""send_if_no_act_without_check"": 3, ""send_if_no_act_after_check"": 5}"
E2__B__1642,E2__B__1642,E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,punish,cost,"{""send_if_act_without_check"": 10, ""send_if_act_after_check"": 8, ""send_if_no_act_without_check"": 6, ""send_if_no_act_after_check"": 0}"
E2__B__1709,E2__B__1709,E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,punish,cost,"{""send_if_act_without_check"": 0, ""send_if_act_after_check"": 0, ""send_if_no_act_without_check"": 0, ""send_if_no_act_after_check"": 0}"
E2__B__1750,E2__B__1750,E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,punish,cost,"{""send_if_act_without_check"": 5, ""send_if_act_after_check"": 5, ""send_if_no_act_without_check"": 5, ""send_if_no_act_after_check"": 2}"
E2__B__1757,E2__B__1757,E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,punish,cost,"{""send_if_act_without_check"": 10, ""send_if_act_after_check"": 6, ""send_if_no_act_without_check"": 0, ""send_if_no_act_after_check"": 2}"
E2__B__1912,E2__B__1912,E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,punish,cost,"{""send_if_act_without_check"": 6, ""send_if_act_after_check"": 6, ""send_if_no_act_without_check"": 6, ""send_if_no_act_after_check"": 6}"
E2__B__192,E2__B__192,E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,punish,cost,"{""send_if_act_without_check"": 8, ""send_if_act_after_check"": 10, ""send_if_no_act_without_check"": 10, ""send_if_no_act_after_check"": 10}"
E2__B__1921,E2__B__1921,E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,punish,cost,"{""send_if_act_without_check"": 10, ""send_if_act_after_check"": 10, ""send_if_no_act_without_check"": 5, ""send_if_no_act_after_check"": 5}"
E2__B__2085,E2__B__2085,E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,punish,cost,"{""send_if_act_without_check"": 5, ""send_if_act_after_check"": 5, ""send_if_no_act_without_check"": 7, ""send_if_no_act_after_check"": 3}"
E2__B__2103,E2__B__2103,E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,punish,cost,"{""send_if_act_without_check"": 5, ""send_if_act_after_check"": 10, ""send_if_no_act_without_check"": 10, ""send_if_no_act_after_check"": 10}"
E2__B__2213,E2__B__2213,E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,punish,cost,"{""send_if_act_without_check"": 10, ""send_if_act_after_check"": 8, ""send_if_no_act_without_check"": 10, ""send_if_no_act_after_check"": 4}"
E2__B__2220,E2__B__2220,E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,punish,cost,"{""send_if_act_without_check"": 6, ""send_if_act_after_check"": 6, ""send_if_no_act_without_check"": 6, ""send_if_no_act_after_check"": 6}"
E2__B__226,E2__B__226,E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,punish,cost,"{""send_if_act_without_check"": 8, ""send_if_act_after_check"": 10, ""send_if_no_act_without_check"": 10, ""send_if_no_act_after_check"": 10}"
E2__B__2337,E2__B__2337,E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,punish,cost,"{""send_if_act_without_check"": 10, ""send_if_act_after_check"": 10, ""send_if_no_act_without_check"": 10, ""send_if_no_act_after_check"": 10}"
E2__B__2385,E2__B__2385,E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,punish,cost,"{""send_if_act_without_check"": 10, ""send_if_act_after_check"": 10, ""send_if_no_act_without_check"": 10, ""send_if_no_act_after_check"": 10}"
E2__B__2427,E2__B__2427,E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,punish,cost,"{""send_if_act_without_check"": 10, ""send_if_act_after_check"": 10, ""send_if_no_act_without_check"": 10, ""send_if_no_act_after_check"": 10}"
E2__B__2432,E2__B__2432,E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,punish,cost,"{""send_if_act_without_check"": 2, ""send_if_act_after_check"": 5, ""send_if_no_act_without_check"": 10, ""send_if_no_act_after_check"": 8}"
E2__B__2458,E2__B__2458,E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,punish,cost,"{""send_if_act_without_check"": 5, ""send_if_act_after_check"": 8, ""send_if_no_act_without_check"": 5, ""send_if_no_act_after_check"": 5}"
E2__B__2473,E2__B__2473,E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,punish,cost,"{""send_if_act_without_check"": 10, ""send_if_act_after_check"": 2, ""send_if_no_act_without_check"": 5, ""send_if_no_act_after_check"": 5}"
E2__B__2485,E2__B__2485,E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,punish,cost,"{""send_if_act_without_check"": 4, ""send_if_act_after_check"": 10, ""send_if_no_act_without_check"": 4, ""send_if_no_act_after_check"": 8}"
E2__B__2503,E2__B__2503,E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,punish,cost,"{""send_if_act_without_check"": 10, ""send_if_act_after_check"": 10, ""send_if_no_act_without_check"": 2, ""send_if_no_act_after_check"": 2}"
E2__B__2521,E2__B__2521,E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,punish,cost,"{""send_if_act_without_check"": 0, ""send_if_act_after_check"": 0, ""send_if_no_act_without_check"": 0, ""send_if_no_act_after_check"": 0}"
E2__B__2563,E2__B__2563,E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,punish,cost,"{""send_if_act_without_check"": 6, ""send_if_act_after_check"": 4, ""send_if_no_act_without_check"": 4, ""send_if_no_act_after_check"": 4}"
E2__B__266,E2__B__266,E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,punish,cost,"{""send_if_act_without_check"": 0, ""send_if_act_after_check"": 0, ""send_if_no_act_without_check"": 10, ""send_if_no_act_after_check"": 10}"
E2__B__299,E2__B__299,E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,punish,cost,"{""send_if_act_without_check"": 0, ""send_if_act_after_check"": 0, ""send_if_no_act_without_check"": 3, ""send_if_no_act_after_check"": 3}"
E2__B__356,E2__B__356,E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,punish,cost,"{""send_if_act_without_check"": 10, ""send_if_act_after_check"": 2, ""send_if_no_act_without_check"": 10, ""send_if_no_act_after_check"": 10}"
E2__B__373,E2__B__373,E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,punish,cost,"{""send_if_act_without_check"": 2, ""send_if_act_after_check"": 1, ""send_if_no_act_without_check"": 1, ""send_if_no_act_after_check"": 3}"
E2__B__406,E2__B__406,E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,punish,cost,"{""send_if_act_without_check"": 10, ""send_if_act_after_check"": 10, ""send_if_no_act_without_check"": 10, ""send_if_no_act_after_check"": 10}"
E2__B__430,E2__B__430,E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,punish,cost,"{""send_if_act_without_check"": 0, ""send_if_act_after_check"": 0, ""send_if_no_act_without_check"": 5, ""send_if_no_act_after_check"": 5}"
E2__B__547,E2__B__547,E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,punish,cost,"{""send_if_act_without_check"": 2, ""send_if_act_after_check"": 4, ""send_if_no_act_without_check"": 10, ""send_if_no_act_after_check"": 8}"
E2__B__561,E2__B__561,E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,punish,cost,"{""send_if_act_without_check"": 5, ""send_if_act_after_check"": 5, ""send_if_no_act_without_check"": 5, ""send_if_no_act_after_check"": 5}"
E2__B__594,E2__B__594,E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,punish,cost,"{""send_if_act_without_check"": 5, ""send_if_act_after_check"": 5, ""send_if_no_act_without_check"": 5, ""send_if_no_act_after_check"": 5}"
E2__B__724,E2__B__724,E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,punish,cost,"{""send_if_act_without_check"": 5, ""send_if_act_after_check"": 4, ""send_if_no_act_without_check"": 3, ""send_if_no_act_after_check"": 4}"
E2__B__762,E2__B__762,E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,punish,cost,"{""send_if_act_without_check"": 5, ""send_if_act_after_check"": 5, ""send_if_no_act_without_check"": 5, ""send_if_no_act_after_check"": 5}"
E2__B__765,E2__B__765,E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,punish,cost,"{""send_if_act_without_check"": 0, ""send_if_act_after_check"": 0, ""send_if_no_act_without_check"": 10, ""send_if_no_act_after_check"": 6}"
E2__B__773,E2__B__773,E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,punish,cost,"{""send_if_act_without_check"": 2, ""send_if_act_after_check"": 2, ""send_if_no_act_without_check"": 0, ""send_if_no_act_after_check"": 0}"
E2__B__907,E2__B__907,E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,punish,cost,"{""send_if_act_without_check"": 0, ""send_if_act_after_check"": 0, ""send_if_no_act_without_check"": 10, ""send_if_no_act_after_check"": 10}"
E2__B__948,E2__B__948,E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,punish,cost,"{""send_if_act_without_check"": 0, ""send_if_act_after_check"": 5, ""send_if_no_act_without_check"": 10, ""send_if_no_act_after_check"": 5}"
E2__B__989,E2__B__989,E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,punish,cost,"{""send_if_act_without_check"": 10, ""send_if_act_after_check"": 8, ""send_if_no_act_without_check"": 4, ""send_if_no_act_after_check"": 2}"
E2__B__992,E2__B__992,E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,punish,cost,"{""send_if_act_without_check"": 0, ""send_if_act_after_check"": 3, ""send_if_no_act_without_check"": 5, ""send_if_no_act_after_check"": 5}"
E2__B__998,E2__B__998,E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,punish,cost,"{""send_if_act_without_check"": 2, ""send_if_act_after_check"": 2, ""send_if_no_act_without_check"": 2, ""send_if_no_act_after_check"": 2}"
E3A__A__1021,E3A__A__1021,E3A_ROLE_A_HIDDEN,E3A,A,hidden,role_a_time,punish,decision_time,"{""decision_time_bucket"": ""SLOW"", ""act"": ""NO"", ""return_pct"": 50}"
E3A__A__109,E3A__A__109,E3A_ROLE_A_HIDDEN,E3A,A,hidden,role_a_time,punish,decision_time,"{""decision_time_bucket"": ""FAST"", ""act"": ""NO"", ""return_pct"": 50}"
E3A__A__1122,E3A__A__1122,E3A_ROLE_A_HIDDEN,E3A,A,hidden,role_a_time,punish,decision_time,"{""decision_time_bucket"": ""SLOW"", ""act"": ""NO"", ""return_pct"": 50}"
E3A__A__1148,E3A__A__1148,E3A_ROLE_A_HIDDEN,E3A,A,hidden,role_a_time,punish,decision_time,"{""decision_time_bucket"": ""FAST"", ""act"": ""NO"", ""return_pct"": 50}"
E3A__A__1152,E3A__A__1152,E3A_ROLE_A_HIDDEN,E3A,A,hidden,role_a_time,punish,decision_time,"{""decision_time_bucket"": ""SLOW"", ""act"": ""NO"", ""return_pct"": 50}"
E3A__A__1165,E3A__A__1165,E3A_ROLE_A_HIDDEN,E3A,A,hidden,role_a_time,punish,decision_time,"{""decision_time_bucket"": ""FAST"", ""act"": ""NO"", ""return_pct"": 25}"
E3A__A__1195,E3A__A__1195,E3A_ROLE_A_HIDDEN,E3A,A,hidden,role_a_time,punish,decision_time,"{""decision_time_bucket"": ""FAST"", ""act"": ""NO"", ""return_pct"": 50}"
E3A__A__1248,E3A__A__1248,E3A_ROLE_A_HIDDEN,E3A,A,hidden,role_a_time,punish,decision_time,"{""decision_time_bucket"": ""SLOW"", ""act"": ""YES"", ""return_pct"": 0}"
E3A__A__1302,E3A__A__1302,E3A_ROLE_A_HIDDEN,E3A,A,hidden,role_a_time,punish,decision_time,"{""decision_time_bucket"": ""SLOW"", ""act"": ""NO"", ""return_pct"": 33}"
E3A__A__142,E3A__A__142,E3A_ROLE_A_HIDDEN,E3A,A,hidden,role_a_time,punish,decision_time,"{""decision_time_bucket"": ""SLOW"", ""act"": ""YES"", ""return_pct"": 20}"
E3A__A__155,E3A__A__155,E3A_ROLE_A_HIDDEN,E3A,A,hidden,role_a_time,punish,decision_time,"{""decision_time_bucket"": ""SLOW"", ""act"": ""NO"", ""return_pct"": 30}"
E3A__A__180,E3A__A__180,E3A_ROLE_A_HIDDEN,E3A,A,hidden,role_a_time,punish,decision_time,"{""decision_time_bucket"": ""SLOW"", ""act"": ""NO"", ""return_pct"": 50}"
E3A__A__2,E3A__A__2,E3A_ROLE_A_HIDDEN,E3A,A,hidden,role_a_time,punish,decision_time,"{""decision_time_bucket"": ""FAST"", ""act"": ""YES"", ""return_pct"": 50}"
E3A__A__200,E3A__A__200,E3A_ROLE_A_HIDDEN,E3A,A,hidden,role_a_time,punish,decision_time,"{""decision_time_bucket"": ""SLOW"", ""act"": ""YES"", ""return_pct"": 50}"
E3A__A__283,E3A__A__283,E3A_ROLE_A_HIDDEN,E3A,A,hidden,role_a_time,punish,decision_time,"{""decision_time_bucket"": ""SLOW"", ""act"": ""YES"", ""return_pct"": 50}"
E3A__A__289,E3A__A__289,E3A_ROLE_A_HIDDEN,E3A,A,hidden,role_a_time,punish,decision_time,"{""decision_time_bucket"": ""SLOW"", ""act"": ""NO"", ""return_pct"": 50}"
E3A__A__29,E3A__A__29,E3A_ROLE_A_HIDDEN,E3A,A,hidden,role_a_time,punish,decision_time,"{""decision_time_bucket"": ""SLOW"", ""act"": ""NO"", ""return_pct"": 50}"
E3A__A__36,E3A__A__36,E3A_ROLE_A_HIDDEN,E3A,A,hidden,role_a_time,punish,decision_time,"{""decision_time_bucket"": ""SLOW"", ""act"": ""NO"", ""return_pct"": 42}"
E3A__A__367,E3A__A__367,E3A_ROLE_A_HIDDEN,E3A,A,hidden,role_a_time,punish,decision_time,"{""decision_time_bucket"": ""SLOW"", ""act"": ""NO"", ""return_pct"": 50}"
E3A__A__425,E3A__A__425,E3A_ROLE_A_HIDDEN,E3A,A,hidden,role_a_time,punish,decision_time,"{""decision_time_bucket"": ""SLOW"", ""act"": ""YES"", ""return_pct"": 50}"
E3A__A__430,E3A__A__430,E3A_ROLE_A_HIDDEN,E3A,A,hidden,role_a_time,punish,decision_time,"{""decision_time_bucket"": ""SLOW"", ""act"": ""NO"", ""return_pct"": 50}"
E3A__A__444,E3A__A__444,E3A_ROLE_A_HIDDEN,E3A,A,hidden,role_a_time,punish,decision_time,"{""decision_time_bucket"": ""FAST"", ""act"": ""NO"", ""return_pct"": 50}"
E3A__A__483,E3A__A__483,E3A_ROLE_A_HIDDEN,E3A,A,hidden,role_a_time,punish,decision_time,"{""decision_time_bucket"": ""FAST"", ""act"": ""NO"", ""return_pct"": 0}"
