custom_id,persona_pid,persona_source,condition,persona_index,source_key,name,raw_profile_chars,raw_profile_sha1,record_id,unit_id,treatment_name,chip_family,chip_family_display,cohort_name,stage_name,stage_code,experiment_name,players,model,top_k
concordia_chip_match__pid_concordia_bbd6f2111e15__record_chip3__cohort_01_m8aiq8__game_2_alt_profile__p018__g025,concordia_bbd6f2111e15,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,18,concordia_chip_bargain_game_grounded_alphaevolve_5:018:Konrad the Procedural Sadist (Edge Opposite),Konrad the Procedural Sadist (Edge Opposite),4270,3d0552fc7adbf90d7d090d5f0b89a318dd2221af,chip3__cohort_01_m8aiq8__game_2_alt_profile,chip3__cohort_01_m8aiq8__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,chip3,3-Chip Bargaining,Cohort 01-m8aiq8,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p2,"[""goose-green-3433"", ""bear-green-5745"", ""buffalo-green-2230""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_bbd6f2111e15__record_chip3__cohort_02_m8aiq8__game_2_alt_profile__p018__g026,concordia_bbd6f2111e15,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,18,concordia_chip_bargain_game_grounded_alphaevolve_5:018:Konrad the Procedural Sadist (Edge Opposite),Konrad the Procedural Sadist (Edge Opposite),4270,3d0552fc7adbf90d7d090d5f0b89a318dd2221af,chip3__cohort_02_m8aiq8__game_2_alt_profile,chip3__cohort_02_m8aiq8__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,chip3,3-Chip Bargaining,Cohort 02-m8aiq8,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p2,"[""peacock-red-3668"", ""cat-orange-2462"", ""otter-blue-7516""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_bbd6f2111e15__record_chip3__cohort_03_m8aiq8__game_2_alt_profile__p018__g027,concordia_bbd6f2111e15,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,18,concordia_chip_bargain_game_grounded_alphaevolve_5:018:Konrad the Procedural Sadist (Edge Opposite),Konrad the Procedural Sadist (Edge Opposite),4270,3d0552fc7adbf90d7d090d5f0b89a318dd2221af,chip3__cohort_03_m8aiq8__game_2_alt_profile,chip3__cohort_03_m8aiq8__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,chip3,3-Chip Bargaining,Cohort 03-m8aiq8,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p2,"[""squid-yellow-9545"", ""badger-red-5032"", ""camel-yellow-5577""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_bbd6f2111e15__record_chip3__cohort_06_m8ak4g__game_2_alt_profile__p018__g028,concordia_bbd6f2111e15,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,18,concordia_chip_bargain_game_grounded_alphaevolve_5:018:Konrad the Procedural Sadist (Edge Opposite),Konrad the Procedural Sadist (Edge Opposite),4270,3d0552fc7adbf90d7d090d5f0b89a318dd2221af,chip3__cohort_06_m8ak4g__game_2_alt_profile,chip3__cohort_06_m8ak4g__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,chip3,3-Chip Bargaining,Cohort 06-m8ak4g,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p2,"[""dolphin-orange-3122"", ""whale-red-86"", ""duck-orange-4971""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_bbd6f2111e15__record_chip3__g12_m5wp8p__game_2_alt_profile__p018__g029,concordia_bbd6f2111e15,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,18,concordia_chip_bargain_game_grounded_alphaevolve_5:018:Konrad the Procedural Sadist (Edge Opposite),Konrad the Procedural Sadist (Edge Opposite),4270,3d0552fc7adbf90d7d090d5f0b89a318dd2221af,chip3__g12_m5wp8p__game_2_alt_profile,chip3__g12_m5wp8p__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,chip3,3-Chip Bargaining,g12-m5wp8p,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p1 (N= 54),"[""bear-purple-7271"", ""peacock-red-7768"", ""swan-purple-1670""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_bbd6f2111e15__record_chip3__g13_m5wp8q__game_2_alt_profile__p018__g030,concordia_bbd6f2111e15,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,18,concordia_chip_bargain_game_grounded_alphaevolve_5:018:Konrad the Procedural Sadist (Edge Opposite),Konrad the Procedural Sadist (Edge Opposite),4270,3d0552fc7adbf90d7d090d5f0b89a318dd2221af,chip3__g13_m5wp8q__game_2_alt_profile,chip3__g13_m5wp8q__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,chip3,3-Chip Bargaining,g13-m5wp8q,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p1 (N= 54),"[""gorilla-yellow-5964"", ""camel-red-6481"", ""monkey-yellow-524""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_bbd6f2111e15__record_chip3__g3_m5wp6q__game_2_alt_profile__p018__g031,concordia_bbd6f2111e15,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,18,concordia_chip_bargain_game_grounded_alphaevolve_5:018:Konrad the Procedural Sadist (Edge Opposite),Konrad the Procedural Sadist (Edge Opposite),4270,3d0552fc7adbf90d7d090d5f0b89a318dd2221af,chip3__g3_m5wp6q__game_2_alt_profile,chip3__g3_m5wp6q__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,chip3,3-Chip Bargaining,g3-m5wp6q,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p1 (N= 54),"[""butterfly-blue-7661"", ""kangaroo-blue-9562"", ""squid-purple-3630""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_bbd6f2111e15__record_chip3__g7_m5wp78__game_2_alt_profile__p018__g032,concordia_bbd6f2111e15,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,18,concordia_chip_bargain_game_grounded_alphaevolve_5:018:Konrad the Procedural Sadist (Edge Opposite),Konrad the Procedural Sadist (Edge Opposite),4270,3d0552fc7adbf90d7d090d5f0b89a318dd2221af,chip3__g7_m5wp78__game_2_alt_profile,chip3__g7_m5wp78__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,chip3,3-Chip Bargaining,g7-m5wp78,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p1 (N= 54),"[""badger-green-4722"", ""peacock-purple-5231"", ""unicorn-blue-7096""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_bbd6f2111e15__record_chip4__cohort_02_m89542__game_1__p018__g033,concordia_bbd6f2111e15,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,18,concordia_chip_bargain_game_grounded_alphaevolve_5:018:Konrad the Procedural Sadist (Edge Opposite),Konrad the Procedural Sadist (Edge Opposite),4270,3d0552fc7adbf90d7d090d5f0b89a318dd2221af,chip4__cohort_02_m89542__game_1,chip4__cohort_02_m89542__game_1,CHIP4__GAME_1,chip4,4-Chip Bargaining,Cohort 02-m89542,First negotiation game-negotiation1,GAME_1,🟣 4p2,"[""otter-yellow-9944"", ""bear-blue-8468"", ""dog-red-9959""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_bbd6f2111e15__record_chip4__cohort_04_m8aboy__game_1__p018__g034,concordia_bbd6f2111e15,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,18,concordia_chip_bargain_game_grounded_alphaevolve_5:018:Konrad the Procedural Sadist (Edge Opposite),Konrad the Procedural Sadist (Edge Opposite),4270,3d0552fc7adbf90d7d090d5f0b89a318dd2221af,chip4__cohort_04_m8aboy__game_1,chip4__cohort_04_m8aboy__game_1,CHIP4__GAME_1,chip4,4-Chip Bargaining,Cohort 04-m8aboy,First negotiation game-negotiation1,GAME_1,🟣 4p4,"[""ram-red-1301"", ""goose-orange-349"", ""butterfly-orange-8262""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_bbd6f2111e15__record_chip4__cohort_05_m7xlsd__game_1__p018__g035,concordia_bbd6f2111e15,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,18,concordia_chip_bargain_game_grounded_alphaevolve_5:018:Konrad the Procedural Sadist (Edge Opposite),Konrad the Procedural Sadist (Edge Opposite),4270,3d0552fc7adbf90d7d090d5f0b89a318dd2221af,chip4__cohort_05_m7xlsd__game_1,chip4__cohort_05_m7xlsd__game_1,CHIP4__GAME_1,chip4,4-Chip Bargaining,Cohort 05-m7xlsd,First negotiation game-negotiation1,GAME_1,🟣 4p1 (n=20),"[""iguana-red-1430"", ""whale-pink-487"", ""duck-red-8937""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_bbd6f2111e15__record_chip4__cohort_05_m89542__game_1__p018__g036,concordia_bbd6f2111e15,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,18,concordia_chip_bargain_game_grounded_alphaevolve_5:018:Konrad the Procedural Sadist (Edge Opposite),Konrad the Procedural Sadist (Edge Opposite),4270,3d0552fc7adbf90d7d090d5f0b89a318dd2221af,chip4__cohort_05_m89542__game_1,chip4__cohort_05_m89542__game_1,CHIP4__GAME_1,chip4,4-Chip Bargaining,Cohort 05-m89542,First negotiation game-negotiation1,GAME_1,🟣 4p2,"[""ram-purple-8899"", ""lion-yellow-9203"", ""owl-yellow-9160""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_bbd6f2111e15__record_chip4__cohort_05_m898xg__game_1__p018__g037,concordia_bbd6f2111e15,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,18,concordia_chip_bargain_game_grounded_alphaevolve_5:018:Konrad the Procedural Sadist (Edge Opposite),Konrad the Procedural Sadist (Edge Opposite),4270,3d0552fc7adbf90d7d090d5f0b89a318dd2221af,chip4__cohort_05_m898xg__game_1,chip4__cohort_05_m898xg__game_1,CHIP4__GAME_1,chip4,4-Chip Bargaining,Cohort 05-m898xg,First negotiation game-negotiation1,GAME_1,🟣 4p3,"[""butterfly-purple-4350"", ""ram-green-9746"", ""owl-yellow-8687""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_bbd6f2111e15__record_chip4__cohort_06_m89b9z__game_1__p018__g038,concordia_bbd6f2111e15,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,18,concordia_chip_bargain_game_grounded_alphaevolve_5:018:Konrad the Procedural Sadist (Edge Opposite),Konrad the Procedural Sadist (Edge Opposite),4270,3d0552fc7adbf90d7d090d5f0b89a318dd2221af,chip4__cohort_06_m89b9z__game_1,chip4__cohort_06_m89b9z__game_1,CHIP4__GAME_1,chip4,4-Chip Bargaining,Cohort 06-m89b9z,First negotiation game-negotiation1,GAME_1,🟣 4p3,"[""duck-purple-3491"", ""swan-green-9081"", ""whale-pink-7682""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_bbd6f2111e15__record_chip4__cohort_06_m8acrp__game_1__p018__g039,concordia_bbd6f2111e15,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,18,concordia_chip_bargain_game_grounded_alphaevolve_5:018:Konrad the Procedural Sadist (Edge Opposite),Konrad the Procedural Sadist (Edge Opposite),4270,3d0552fc7adbf90d7d090d5f0b89a318dd2221af,chip4__cohort_06_m8acrp__game_1,chip4__cohort_06_m8acrp__game_1,CHIP4__GAME_1,chip4,4-Chip Bargaining,Cohort 06-m8acrp,First negotiation game-negotiation1,GAME_1,🟣 4p4,"[""pig-green-499"", ""zebra-red-3364"", ""swan-purple-7217""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_bbd6f2111e15__record_chip4__cohort_07_m8ad4g__game_1__p018__g040,concordia_bbd6f2111e15,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,18,concordia_chip_bargain_game_grounded_alphaevolve_5:018:Konrad the Procedural Sadist (Edge Opposite),Konrad the Procedural Sadist (Edge Opposite),4270,3d0552fc7adbf90d7d090d5f0b89a318dd2221af,chip4__cohort_07_m8ad4g__game_1,chip4__cohort_07_m8ad4g__game_1,CHIP4__GAME_1,chip4,4-Chip Bargaining,Cohort 07-m8ad4g,First negotiation game-negotiation1,GAME_1,🟣 4p4,"[""kangaroo-red-5113"", ""frog-orange-8868"", ""unicorn-yellow-3690""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_bbd6f2111e15__record_chip4__cohort_01_m898xg__game_2_alt_profile__p018__g041,concordia_bbd6f2111e15,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,18,concordia_chip_bargain_game_grounded_alphaevolve_5:018:Konrad the Procedural Sadist (Edge Opposite),Konrad the Procedural Sadist (Edge Opposite),4270,3d0552fc7adbf90d7d090d5f0b89a318dd2221af,chip4__cohort_01_m898xg__game_2_alt_profile,chip4__cohort_01_m898xg__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 01-m898xg,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p3,"[""buffalo-yellow-4552"", ""goose-green-9189"", ""bear-red-8738""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_bbd6f2111e15__record_chip4__cohort_02_m7xl5i__game_2_alt_profile__p018__g042,concordia_bbd6f2111e15,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,18,concordia_chip_bargain_game_grounded_alphaevolve_5:018:Konrad the Procedural Sadist (Edge Opposite),Konrad the Procedural Sadist (Edge Opposite),4270,3d0552fc7adbf90d7d090d5f0b89a318dd2221af,chip4__cohort_02_m7xl5i__game_2_alt_profile,chip4__cohort_02_m7xl5i__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 02-m7xl5i,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p1 (n=20),"[""peacock-red-7894"", ""otter-orange-7286"", ""squid-pink-8454""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_bbd6f2111e15__record_chip4__cohort_02_m89542__game_2_alt_profile__p018__g043,concordia_bbd6f2111e15,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,18,concordia_chip_bargain_game_grounded_alphaevolve_5:018:Konrad the Procedural Sadist (Edge Opposite),Konrad the Procedural Sadist (Edge Opposite),4270,3d0552fc7adbf90d7d090d5f0b89a318dd2221af,chip4__cohort_02_m89542__game_2_alt_profile,chip4__cohort_02_m89542__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 02-m89542,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p2,"[""bear-blue-8468"", ""otter-yellow-9944"", ""dog-red-9959""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_bbd6f2111e15__record_chip4__cohort_02_m8aboy__game_2_alt_profile__p018__g044,concordia_bbd6f2111e15,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,18,concordia_chip_bargain_game_grounded_alphaevolve_5:018:Konrad the Procedural Sadist (Edge Opposite),Konrad the Procedural Sadist (Edge Opposite),4270,3d0552fc7adbf90d7d090d5f0b89a318dd2221af,chip4__cohort_02_m8aboy__game_2_alt_profile,chip4__cohort_02_m8aboy__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 02-m8aboy,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p4,"[""camel-yellow-4406"", ""otter-orange-6095"", ""badger-purple-8825""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_bbd6f2111e15__record_chip4__cohort_03_m898xg__game_2_alt_profile__p018__g045,concordia_bbd6f2111e15,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,18,concordia_chip_bargain_game_grounded_alphaevolve_5:018:Konrad the Procedural Sadist (Edge Opposite),Konrad the Procedural Sadist (Edge Opposite),4270,3d0552fc7adbf90d7d090d5f0b89a318dd2221af,chip4__cohort_03_m898xg__game_2_alt_profile,chip4__cohort_03_m898xg__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 03-m898xg,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p3,"[""camel-blue-7414"", ""squid-orange-6967"", ""lion-green-7491""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_bbd6f2111e15__record_chip4__cohort_04_m89542__game_2_alt_profile__p018__g046,concordia_bbd6f2111e15,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,18,concordia_chip_bargain_game_grounded_alphaevolve_5:018:Konrad the Procedural Sadist (Edge Opposite),Konrad the Procedural Sadist (Edge Opposite),4270,3d0552fc7adbf90d7d090d5f0b89a318dd2221af,chip4__cohort_04_m89542__game_2_alt_profile,chip4__cohort_04_m89542__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 04-m89542,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p2,"[""butterfly-yellow-2785"", ""badger-blue-8654"", ""cat-pink-5829""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_bbd6f2111e15__record_chip4__cohort_05_m7xlsd__game_2_alt_profile__p018__g047,concordia_bbd6f2111e15,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,18,concordia_chip_bargain_game_grounded_alphaevolve_5:018:Konrad the Procedural Sadist (Edge Opposite),Konrad the Procedural Sadist (Edge Opposite),4270,3d0552fc7adbf90d7d090d5f0b89a318dd2221af,chip4__cohort_05_m7xlsd__game_2_alt_profile,chip4__cohort_05_m7xlsd__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 05-m7xlsd,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p1 (n=20),"[""whale-pink-487"", ""iguana-red-1430"", ""duck-red-8937""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_bbd6f2111e15__record_chip4__cohort_05_m898xg__game_2_alt_profile__p018__g048,concordia_bbd6f2111e15,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,18,concordia_chip_bargain_game_grounded_alphaevolve_5:018:Konrad the Procedural Sadist (Edge Opposite),Konrad the Procedural Sadist (Edge Opposite),4270,3d0552fc7adbf90d7d090d5f0b89a318dd2221af,chip4__cohort_05_m898xg__game_2_alt_profile,chip4__cohort_05_m898xg__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 05-m898xg,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p3,"[""butterfly-purple-4350"", ""owl-yellow-8687"", ""ram-green-9746""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_7261011d7035__record_chip2__cohort_01_m7xia7__game_1__p019__g001,concordia_7261011d7035,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,19,concordia_chip_bargain_game_grounded_alphaevolve_5:019:Yara the Experimental Learner,Yara the Experimental Learner,3755,e05064e14e8cc1d7be81e573c447e50edb951161,chip2__cohort_01_m7xia7__game_1,chip2__cohort_01_m7xia7__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 01-m7xia7,First negotiation game-negotiation1,GAME_1,🟢 2p2 (n=20),"[""dog-orange-384"", ""buffalo-red-6989"", ""cat-pink-8143""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_7261011d7035__record_chip2__cohort_02_m7xiz2__game_1__p019__g002,concordia_7261011d7035,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,19,concordia_chip_bargain_game_grounded_alphaevolve_5:019:Yara the Experimental Learner,Yara the Experimental Learner,3755,e05064e14e8cc1d7be81e573c447e50edb951161,chip2__cohort_02_m7xiz2__game_1,chip2__cohort_02_m7xiz2__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 02-m7xiz2,First negotiation game-negotiation1,GAME_1,🟢 2p2 (n=20),"[""otter-blue-1497"", ""peacock-pink-777"", ""badger-red-827""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_7261011d7035__record_chip2__cohort_03_m8aexq__game_1__p019__g003,concordia_7261011d7035,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,19,concordia_chip_bargain_game_grounded_alphaevolve_5:019:Yara the Experimental Learner,Yara the Experimental Learner,3755,e05064e14e8cc1d7be81e573c447e50edb951161,chip2__cohort_03_m8aexq__game_1,chip2__cohort_03_m8aexq__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 03-m8aexq,First negotiation game-negotiation1,GAME_1,🟢 2p3,"[""dog-purple-778"", ""peacock-purple-2249"", ""owl-orange-1045""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_7261011d7035__record_chip2__cohort_05_m7xjzy__game_1__p019__g004,concordia_7261011d7035,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,19,concordia_chip_bargain_game_grounded_alphaevolve_5:019:Yara the Experimental Learner,Yara the Experimental Learner,3755,e05064e14e8cc1d7be81e573c447e50edb951161,chip2__cohort_05_m7xjzy__game_1,chip2__cohort_05_m7xjzy__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 05-m7xjzy,First negotiation game-negotiation1,GAME_1,🟢 2p2 (n=20),"[""owl-yellow-7660"", ""iguana-red-1137"", ""whale-blue-4588""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_7261011d7035__record_chip2__cohort_07_m8ag8i__game_1__p019__g005,concordia_7261011d7035,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,19,concordia_chip_bargain_game_grounded_alphaevolve_5:019:Yara the Experimental Learner,Yara the Experimental Learner,3755,e05064e14e8cc1d7be81e573c447e50edb951161,chip2__cohort_07_m8ag8i__game_1,chip2__cohort_07_m8ag8i__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 07-m8ag8i,First negotiation game-negotiation1,GAME_1,🟢 2p3,"[""whale-green-1798"", ""swan-pink-1424"", ""turtle-yellow-7601""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_7261011d7035__record_chip2__cohort_12_m8agmu__game_1__p019__g006,concordia_7261011d7035,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,19,concordia_chip_bargain_game_grounded_alphaevolve_5:019:Yara the Experimental Learner,Yara the Experimental Learner,3755,e05064e14e8cc1d7be81e573c447e50edb951161,chip2__cohort_12_m8agmu__game_1,chip2__cohort_12_m8agmu__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 12-m8agmu,First negotiation game-negotiation1,GAME_1,🟢 2p3,"[""monkey-pink-6874"", ""buffalo-orange-6610"", ""goose-purple-9985""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_7261011d7035__record_chip2__cohort_14_m8agmu__game_1__p019__g007,concordia_7261011d7035,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,19,concordia_chip_bargain_game_grounded_alphaevolve_5:019:Yara the Experimental Learner,Yara the Experimental Learner,3755,e05064e14e8cc1d7be81e573c447e50edb951161,chip2__cohort_14_m8agmu__game_1,chip2__cohort_14_m8agmu__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 14-m8agmu,First negotiation game-negotiation1,GAME_1,🟢 2p3,"[""ram-pink-8623"", ""squid-yellow-4597"", ""otter-pink-5988""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_7261011d7035__record_chip2__cohort_15_m8agmu__game_1__p019__g008,concordia_7261011d7035,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,19,concordia_chip_bargain_game_grounded_alphaevolve_5:019:Yara the Experimental Learner,Yara the Experimental Learner,3755,e05064e14e8cc1d7be81e573c447e50edb951161,chip2__cohort_15_m8agmu__game_1,chip2__cohort_15_m8agmu__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 15-m8agmu,First negotiation game-negotiation1,GAME_1,🟢 2p3,"[""camel-pink-767"", ""butterfly-yellow-2139"", ""alligator-orange-9612""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_7261011d7035__record_chip2__cohort_04_m8aexq__game_2_alt_profile__p019__g009,concordia_7261011d7035,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,19,concordia_chip_bargain_game_grounded_alphaevolve_5:019:Yara the Experimental Learner,Yara the Experimental Learner,3755,e05064e14e8cc1d7be81e573c447e50edb951161,chip2__cohort_04_m8aexq__game_2_alt_profile,chip2__cohort_04_m8aexq__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,chip2,2-Chip Bargaining,Cohort 04-m8aexq,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟢 2p3,"[""iguana-orange-9224"", ""ram-red-5745"", ""dolphin-purple-6605""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_7261011d7035__record_chip2__cohort_05_m7xjzy__game_2_alt_profile__p019__g010,concordia_7261011d7035,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,19,concordia_chip_bargain_game_grounded_alphaevolve_5:019:Yara the Experimental Learner,Yara the Experimental Learner,3755,e05064e14e8cc1d7be81e573c447e50edb951161,chip2__cohort_05_m7xjzy__game_2_alt_profile,chip2__cohort_05_m7xjzy__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,chip2,2-Chip Bargaining,Cohort 05-m7xjzy,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟢 2p2 (n=20),"[""iguana-red-1137"", ""owl-yellow-7660"", ""whale-blue-4588""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_7261011d7035__record_chip2__cohort_05_m8aexq__game_2_alt_profile__p019__g011,concordia_7261011d7035,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,19,concordia_chip_bargain_game_grounded_alphaevolve_5:019:Yara the Experimental Learner,Yara the Experimental Learner,3755,e05064e14e8cc1d7be81e573c447e50edb951161,chip2__cohort_05_m8aexq__game_2_alt_profile,chip2__cohort_05_m8aexq__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,chip2,2-Chip Bargaining,Cohort 05-m8aexq,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟢 2p3,"[""duck-pink-5390"", ""gorilla-purple-6898"", ""kangaroo-purple-4743""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_7261011d7035__record_chip2__cohort_12_m8agmu__game_2_alt_profile__p019__g012,concordia_7261011d7035,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,19,concordia_chip_bargain_game_grounded_alphaevolve_5:019:Yara the Experimental Learner,Yara the Experimental Learner,3755,e05064e14e8cc1d7be81e573c447e50edb951161,chip2__cohort_12_m8agmu__game_2_alt_profile,chip2__cohort_12_m8agmu__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,chip2,2-Chip Bargaining,Cohort 12-m8agmu,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟢 2p3,"[""goose-purple-9985"", ""buffalo-orange-6610"", ""monkey-pink-6874""]",gpt-5-mini,3
