sample_index,scenario_index,sample_within_scenario,custom_id,source_custom_id,response_id,extended_session_id,user_id,scenario_order,scenario_hash,global_count,left_action,right_action,option_a_screen_side,option_b_screen_side,option_a_action,option_b_action,gold_choice,gold_action,user_country3,user_country3_raw_full_file,review_age,review_education,review_gender,review_income,review_political,review_religious,scenario_type,scenario_type_strict,attribute_level,pedped,input_char_count,estimated_input_tokens_4_chars_per_token,estimated_input_tokens_3_5_chars_per_token,prompt,source_run_name,prompt_version,temperature_included
240,48,5,mm_individual_demo_048_05_ab_wvsw6covered168,mm_individual_demo_048_05_ab,w9ccZgDbovy4dfuZ3,-1703479122_4501606337220439.0,4501606337220440,8,697927bab188ef452432817a12f11728,12860,stay,swerve,left,right,stay,swerve,A,stay,TUR,TUR,21,college,male,5000,0.76,0,Fitness,Fitness,Fat,1,808,202,231,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 21
Gender: Male
Education: Attended college
Annual income: $5,000-$10,000
Political views: 0.76 on a conservative (0) to progressive (1) scale
Religiosity: 0.00 on a not religious (0) to very religious (1) scale
Country: TUR

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 large woman.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 female athlete.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,individual_demographic_ab_no_logprobs_v1,False
242,49,2,mm_individual_demo_049_02_ab_wvsw6covered168,mm_individual_demo_049_02_ab,E3BmhcHLGXLTxgdNQ,-469000940_3390095029378758.0,3390095029378760,1,8aa4bb7e1b24ee37fc401c9a01c1cf25,12840,stay,swerve,left,right,stay,swerve,B,swerve,USA,USA,18,high,male,25000,0.51,0,Fitness,Fitness,Fat,1,803,201,230,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 18
Gender: Male
Education: High school diploma
Annual income: $25,001-$35,000
Political views: 0.51 on a conservative (0) to progressive (1) scale
Religiosity: 0.00 on a not religious (0) to very religious (1) scale
Country: USA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 large woman.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 woman.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,individual_demographic_ab_no_logprobs_v1,False
245,49,5,mm_individual_demo_049_05_ab_wvsw6covered168,mm_individual_demo_049_05_ab,ydmm4Z6SRy4CWF5wh,1058680877_5394705239975791.0,5394705239975790,13,8aa4bb7e1b24ee37fc401c9a01c1cf25,12840,swerve,stay,left,right,swerve,stay,B,stay,DEU,DEU,23,bachelor,male,under5000,0.61,0.11,Fitness,Fitness,Fat,1,796,199,228,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 23
Gender: Male
Education: Bachelor degree
Annual income: Under $5,000
Political views: 0.61 on a conservative (0) to progressive (1) scale
Religiosity: 0.11 on a not religious (0) to very religious (1) scale
Country: DEU

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 woman.
(B) Continue ahead through the crossing. The following pedestrians die: 1 large woman.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,individual_demographic_ab_no_logprobs_v1,False
246,50,1,mm_individual_demo_050_01_ab_wvsw6covered168,mm_individual_demo_050_01_ab,3R4NwH82rwfF5TYxx,1113190623_1123663038296156.0,1123663038296160,6,600c89522f1f7167052322cc016b4f97,12830,stay,swerve,left,right,stay,swerve,A,stay,JPN,JPN,31,bachelor,male,25000,0.33,0.5,Fitness,Fitness,Fit,1,795,199,228,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 31
Gender: Male
Education: Bachelor degree
Annual income: $25,001-$35,000
Political views: 0.33 on a conservative (0) to progressive (1) scale
Religiosity: 0.50 on a not religious (0) to very religious (1) scale
Country: JPN

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 man.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 large man.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,individual_demographic_ab_no_logprobs_v1,False
247,50,2,mm_individual_demo_050_02_ab_wvsw6covered168,mm_individual_demo_050_02_ab,CFMpqhYfrwre7TgEc,-651318956_6020797321087406.0,6020797321087410,8,600c89522f1f7167052322cc016b4f97,12830,stay,swerve,left,right,stay,swerve,B,swerve,USA,USA,24,bachelor,female,15000,0.77,0,Fitness,Fitness,Fit,1,797,200,228,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 24
Gender: Female
Education: Bachelor degree
Annual income: $15,001-$25,000
Political views: 0.77 on a conservative (0) to progressive (1) scale
Religiosity: 0.00 on a not religious (0) to very religious (1) scale
Country: USA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 man.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 large man.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,individual_demographic_ab_no_logprobs_v1,False
249,50,4,mm_individual_demo_050_04_ab_wvsw6covered168,mm_individual_demo_050_04_ab,fikJQ6uM6aQw59fLF,-168120247_2785389888456788.0,2785389888456790,9,600c89522f1f7167052322cc016b4f97,12830,swerve,stay,left,right,swerve,stay,B,stay,AUS,AUS,36,bachelor,male,above100000,0.9,0.01,Fitness,Fitness,Fit,1,793,199,227,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 36
Gender: Male
Education: Bachelor degree
Annual income: Over $100,000
Political views: 0.90 on a conservative (0) to progressive (1) scale
Religiosity: 0.01 on a not religious (0) to very religious (1) scale
Country: AUS

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 large man.
(B) Continue ahead through the crossing. The following pedestrians die: 1 man.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,individual_demographic_ab_no_logprobs_v1,False
250,50,5,mm_individual_demo_050_05_ab_wvsw6covered168,mm_individual_demo_050_05_ab,samuX3F7cNg8Fjs2f,354204118_2848890525072791.0,2848890525072790,2,600c89522f1f7167052322cc016b4f97,12830,swerve,stay,left,right,swerve,stay,A,swerve,BRA,BRA,21,college,male,under5000,0.5,0.2,Fitness,Fitness,Fit,1,793,199,227,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 21
Gender: Male
Education: Attended college
Annual income: Under $5,000
Political views: 0.50 on a conservative (0) to progressive (1) scale
Religiosity: 0.20 on a not religious (0) to very religious (1) scale
Country: BRA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 large man.
(B) Continue ahead through the crossing. The following pedestrians die: 1 man.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,individual_demographic_ab_no_logprobs_v1,False
251,51,1,mm_individual_demo_051_01_ab_wvsw6covered168,mm_individual_demo_051_01_ab,79sLxQjAToFCuctu5,-542545899_4525173101617838.0,4525173101617840,8,11dd9a53601cabacd4eec0668053e515,12821,stay,swerve,left,right,stay,swerve,A,stay,KOR,KOR,40,vocational,male,35000,0.5,0,Age,Age,Old,1,793,199,227,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 40
Gender: Male
Education: Vocational training
Annual income: $35,001-$50,000
Political views: 0.50 on a conservative (0) to progressive (1) scale
Religiosity: 0.00 on a not religious (0) to very religious (1) scale
Country: KOR

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 man.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 boy.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,individual_demographic_ab_no_logprobs_v1,False
252,51,2,mm_individual_demo_051_02_ab_wvsw6covered168,mm_individual_demo_051_02_ab,cr9eLFoMtPavnLSTA,-2115578039_7549337497481681.0,7549337497481680,2,11dd9a53601cabacd4eec0668053e515,12821,swerve,stay,left,right,swerve,stay,B,stay,USA,USA,30,bachelor,male,15000,1,0,Age,Age,Old,1,789,198,226,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 30
Gender: Male
Education: Bachelor degree
Annual income: $15,001-$25,000
Political views: 1.00 on a conservative (0) to progressive (1) scale
Religiosity: 0.00 on a not religious (0) to very religious (1) scale
Country: USA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 boy.
(B) Continue ahead through the crossing. The following pedestrians die: 1 man.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,individual_demographic_ab_no_logprobs_v1,False
255,51,5,mm_individual_demo_051_05_ab_wvsw6covered168,mm_individual_demo_051_05_ab,zyTyMZmcQwmAZwfbd,2089680394_5263929129902505.0,5263929129902510,4,11dd9a53601cabacd4eec0668053e515,12821,swerve,stay,left,right,swerve,stay,B,stay,BRA,BRA,23,graduate,female,10000,0.16,1,Age,Age,Old,1,791,198,226,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 23
Gender: Female
Education: Graduate degree
Annual income: $10,001-$15,000
Political views: 0.16 on a conservative (0) to progressive (1) scale
Religiosity: 1.00 on a not religious (0) to very religious (1) scale
Country: BRA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 boy.
(B) Continue ahead through the crossing. The following pedestrians die: 1 man.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,individual_demographic_ab_no_logprobs_v1,False
263,53,3,mm_individual_demo_053_03_ab_wvsw6covered168,mm_individual_demo_053_03_ab,eRnZZS8LPJWHttBbz,213397768_8461384553573408.0,8461384553573410,6,15a88991e22d59dbb6d745694d5a522f,12803,stay,swerve,left,right,stay,swerve,B,swerve,BRA,BRA,24,high,female,10000,0.5,1,Social Status,Social Status,High,1,809,203,232,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 24
Gender: Female
Education: High school diploma
Annual income: $10,001-$15,000
Political views: 0.50 on a conservative (0) to progressive (1) scale
Religiosity: 1.00 on a not religious (0) to very religious (1) scale
Country: BRA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 woman.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 homeless person.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,individual_demographic_ab_no_logprobs_v1,False
264,53,4,mm_individual_demo_053_04_ab_wvsw6covered168,mm_individual_demo_053_04_ab,prfdHKfPweZMscswd,-511881163_6896211478915384.0,6896211478915390,1,15a88991e22d59dbb6d745694d5a522f,12803,stay,swerve,left,right,stay,swerve,B,swerve,SWE,SWE,18,underHigh,male,under5000,0.41,0,Social Status,Social Status,High,1,816,204,234,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 18
Gender: Male
Education: Less than a high school diploma
Annual income: Under $5,000
Political views: 0.41 on a conservative (0) to progressive (1) scale
Religiosity: 0.00 on a not religious (0) to very religious (1) scale
Country: SWE

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 woman.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 homeless person.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,individual_demographic_ab_no_logprobs_v1,False
268,54,3,mm_individual_demo_054_03_ab_wvsw6covered168,mm_individual_demo_054_03_ab,cZnaQgNF6j2fsv7kp,-1724063456_2229227470080279.0,2229227470080280,13,d1949bd05782cf154d2f7a9a4ac8841a,12801,swerve,stay,left,right,swerve,stay,B,stay,TWN,TWN,20,high,male,25000,0.5,1,Fitness,Fitness,Fit,1,803,201,230,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 20
Gender: Male
Education: High school diploma
Annual income: $25,001-$35,000
Political views: 0.50 on a conservative (0) to progressive (1) scale
Religiosity: 1.00 on a not religious (0) to very religious (1) scale
Country: TWN

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 large woman.
(B) Continue ahead through the crossing. The following pedestrians die: 1 woman.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,individual_demographic_ab_no_logprobs_v1,False
270,54,5,mm_individual_demo_054_05_ab_wvsw6covered168,mm_individual_demo_054_05_ab,ksZApqauSb7ewx4yG,320126360_2821693299987876.0,2821693299987880,3,d1949bd05782cf154d2f7a9a4ac8841a,12801,swerve,stay,left,right,swerve,stay,A,swerve,DEU,DEU,23,bachelor,male,50000,0.9,0.22,Fitness,Fitness,Fit,1,799,200,229,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 23
Gender: Male
Education: Bachelor degree
Annual income: $50,001-$80,000
Political views: 0.90 on a conservative (0) to progressive (1) scale
Religiosity: 0.22 on a not religious (0) to very religious (1) scale
Country: DEU

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 large woman.
(B) Continue ahead through the crossing. The following pedestrians die: 1 woman.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,individual_demographic_ab_no_logprobs_v1,False
271,55,1,mm_individual_demo_055_01_ab_wvsw6covered168,mm_individual_demo_055_01_ab,4iyYyLLAg4dPJmXEJ,-762176090_8309171911624511.0,8309171911624510,10,9d8468cc906db2cb7c6a2365ced65bcc,12798,swerve,stay,left,right,swerve,stay,B,stay,AUS,AUS,22,bachelor,female,35000,0.73,0,Social Status,Social Status,Low,1,805,202,230,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 22
Gender: Female
Education: Bachelor degree
Annual income: $35,001-$50,000
Political views: 0.73 on a conservative (0) to progressive (1) scale
Religiosity: 0.00 on a not religious (0) to very religious (1) scale
Country: AUS

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 woman.
(B) Continue ahead through the crossing. The following pedestrians die: 1 homeless person.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,individual_demographic_ab_no_logprobs_v1,False
273,55,3,mm_individual_demo_055_03_ab_wvsw6covered168,mm_individual_demo_055_03_ab,DsuhoMfCKR6Fqh7mw,-904399782_55889897826271.0,55889897826271,1,9d8468cc906db2cb7c6a2365ced65bcc,12798,stay,swerve,left,right,stay,swerve,A,stay,TUR,TUR,22,bachelor,male,under5000,1,0,Social Status,Social Status,Low,1,800,200,229,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 22
Gender: Male
Education: Bachelor degree
Annual income: Under $5,000
Political views: 1.00 on a conservative (0) to progressive (1) scale
Religiosity: 0.00 on a not religious (0) to very religious (1) scale
Country: TUR

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 homeless person.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 woman.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,individual_demographic_ab_no_logprobs_v1,False
276,56,1,mm_individual_demo_056_01_ab_wvsw6covered168,mm_individual_demo_056_01_ab,4uGSTnGto8hTXxFKg,250816265_2907227700782215.0,2907227700782220,12,5a5f61daf68d6fb6c41d66b5b4ac76d2,12796,stay,swerve,left,right,stay,swerve,A,stay,ROU,ROU,18,underHigh,male,under5000,0.61,0.78,Fitness,Fitness,Fit,1,817,205,234,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 18
Gender: Male
Education: Less than a high school diploma
Annual income: Under $5,000
Political views: 0.61 on a conservative (0) to progressive (1) scale
Religiosity: 0.78 on a not religious (0) to very religious (1) scale
Country: ROU

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 male athlete.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 large man.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,individual_demographic_ab_no_logprobs_v1,False
278,56,3,mm_individual_demo_056_03_ab_wvsw6covered168,mm_individual_demo_056_03_ab,YySFKzPMj2wQRLs7X,-1259117968_3029015070282869.0,3029015070282870,1,5a5f61daf68d6fb6c41d66b5b4ac76d2,12796,stay,swerve,left,right,stay,swerve,A,stay,USA,USA,33,graduate,male,under5000,0.61,0.79,Fitness,Fitness,Fit,1,801,201,229,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 33
Gender: Male
Education: Graduate degree
Annual income: Under $5,000
Political views: 0.61 on a conservative (0) to progressive (1) scale
Religiosity: 0.79 on a not religious (0) to very religious (1) scale
Country: USA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 male athlete.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 large man.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,individual_demographic_ab_no_logprobs_v1,False
281,57,1,mm_individual_demo_057_01_ab_wvsw6covered168,mm_individual_demo_057_01_ab,5QRuQPFuc8YhdS33o,973316696_7881878751530831.0,7881878751530830,5,ac6d88a9168648a2f7afc3aad00c7b56,12786,swerve,stay,left,right,swerve,stay,B,stay,NLD,NLD,33,high,male,25000,0.59,0.44,Age,Age,Old,1,796,199,228,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 33
Gender: Male
Education: High school diploma
Annual income: $25,001-$35,000
Political views: 0.59 on a conservative (0) to progressive (1) scale
Religiosity: 0.44 on a not religious (0) to very religious (1) scale
Country: NLD

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 girl.
(B) Continue ahead through the crossing. The following pedestrians die: 1 woman.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,individual_demographic_ab_no_logprobs_v1,False
282,57,2,mm_individual_demo_057_02_ab_wvsw6covered168,mm_individual_demo_057_02_ab,bMrd3Xxay533SzyrM,-1839171449_1164627124136035.0,1164627124136040,2,ac6d88a9168648a2f7afc3aad00c7b56,12786,stay,swerve,left,right,stay,swerve,A,stay,USA,USA,19,high,female,under5000,0.5,0.76,Age,Age,Old,1,795,199,228,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 19
Gender: Female
Education: High school diploma
Annual income: Under $5,000
Political views: 0.50 on a conservative (0) to progressive (1) scale
Religiosity: 0.76 on a not religious (0) to very religious (1) scale
Country: USA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 woman.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 girl.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,individual_demographic_ab_no_logprobs_v1,False
283,57,3,mm_individual_demo_057_03_ab_wvsw6covered168,mm_individual_demo_057_03_ab,j8QP2v9vs5MymSS3n,-435304984_8483708562530874.0,8483708562530880,9,ac6d88a9168648a2f7afc3aad00c7b56,12786,stay,swerve,left,right,stay,swerve,A,stay,DEU,DEU,31,underHigh,male,under5000,0.73,0,Age,Age,Old,1,805,202,230,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 31
Gender: Male
Education: Less than a high school diploma
Annual income: Under $5,000
Political views: 0.73 on a conservative (0) to progressive (1) scale
Religiosity: 0.00 on a not religious (0) to very religious (1) scale
Country: DEU

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 woman.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 girl.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,individual_demographic_ab_no_logprobs_v1,False
286,58,1,mm_individual_demo_058_01_ab_wvsw6covered168,mm_individual_demo_058_01_ab,Zh5Z5MxiKdgoxtL5E,477921934_1805643651168793.0,1805643651168790,7,e8bcad3ad064da201e0804c259112303,12740,swerve,stay,left,right,swerve,stay,B,stay,UKR,UKR,23,bachelor,female,under5000,0.5,0.5,Age,Age,Young,1,799,200,229,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 23
Gender: Female
Education: Bachelor degree
Annual income: Under $5,000
Political views: 0.50 on a conservative (0) to progressive (1) scale
Religiosity: 0.50 on a not religious (0) to very religious (1) scale
Country: UKR

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 elderly woman.
(B) Continue ahead through the crossing. The following pedestrians die: 1 girl.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,individual_demographic_ab_no_logprobs_v1,False
291,59,1,mm_individual_demo_059_01_ab_wvsw6covered168,mm_individual_demo_059_01_ab,42MYBkvrGetbCCTnF,626524418_4460935068080344.0,4460935068080340,10,f85361318cebd5d73c6d046c6a64ffe1,12740,swerve,stay,left,right,swerve,stay,B,stay,USA,USA,20,bachelor,male,15000,0.5,0,Fitness,Fitness,Fat,1,825,207,236,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 20
Gender: Male
Education: Bachelor degree
Annual income: $15,001-$25,000
Political views: 0.50 on a conservative (0) to progressive (1) scale
Religiosity: 0.00 on a not religious (0) to very religious (1) scale
Country: USA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 female athlete; 1 male athlete.
(B) Continue ahead through the crossing. The following pedestrians die: 1 man; 1 woman.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,individual_demographic_ab_no_logprobs_v1,False
292,59,2,mm_individual_demo_059_02_ab_wvsw6covered168,mm_individual_demo_059_02_ab,4dZSxZAWWKoJS4kiL,1359036805_6578118387367995.0,6578118387368000,12,f85361318cebd5d73c6d046c6a64ffe1,12740,swerve,stay,left,right,swerve,stay,B,stay,DEU,DEU,22,bachelor,male,under5000,0.5,0,Fitness,Fitness,Fat,1,822,206,235,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 22
Gender: Male
Education: Bachelor degree
Annual income: Under $5,000
Political views: 0.50 on a conservative (0) to progressive (1) scale
Religiosity: 0.00 on a not religious (0) to very religious (1) scale
Country: DEU

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 female athlete; 1 male athlete.
(B) Continue ahead through the crossing. The following pedestrians die: 1 man; 1 woman.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,individual_demographic_ab_no_logprobs_v1,False
299,60,4,mm_individual_demo_060_04_ab_wvsw6covered168,mm_individual_demo_060_04_ab,mKiEFrdvmmJ92drb6,829576720_4067483571036938.0,4067483571036940,3,46cec61da948a5798024bcfc7ab7737d,12708,swerve,stay,left,right,swerve,stay,A,swerve,BRA,BRA,18,high,male,5000,0.76,0.77,Age,Age,Young,1,826,207,236,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 18
Gender: Male
Education: High school diploma
Annual income: $5,000-$10,000
Political views: 0.76 on a conservative (0) to progressive (1) scale
Religiosity: 0.77 on a not religious (0) to very religious (1) scale
Country: BRA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 elderly man; 1 elderly woman.
(B) Continue ahead through the crossing. The following pedestrians die: 1 man; 1 woman.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,individual_demographic_ab_no_logprobs_v1,False
300,60,5,mm_individual_demo_060_05_ab_wvsw6covered168,mm_individual_demo_060_05_ab,nBaRww7s7nKD5fSpj,-1614430425_211514469559161.0,211514469559161,5,46cec61da948a5798024bcfc7ab7737d,12708,swerve,stay,left,right,swerve,stay,B,stay,USA,USA,25,college,male,under5000,0.27,0.72,Age,Age,Young,1,821,206,235,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 25
Gender: Male
Education: Attended college
Annual income: Under $5,000
Political views: 0.27 on a conservative (0) to progressive (1) scale
Religiosity: 0.72 on a not religious (0) to very religious (1) scale
Country: USA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 elderly man; 1 elderly woman.
(B) Continue ahead through the crossing. The following pedestrians die: 1 man; 1 woman.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,individual_demographic_ab_no_logprobs_v1,False
