custom_id,player_id,player_mean_contribution_rate,player_mean_normalized_payoff,player_contribution_volatility,player_punish_round_rate,player_reward_round_rate,observed_rounds,game_id,treatment_name,chat_enabled,punishment_enabled,reward_enabled,num_rounds,twin_pid,seat_index,message_count,player_message_rate,behavioral_stability,communication_coordination,conditional_cooperation,cooperation_orientation,exploitation_caution,generosity_without_return,norm_enforcement,model_name
trajectory_completion_compact__VALIDATION_13_T__YcjbRWmow2HQZpZPS__k0__rep1,pvhKkW6YTKELF3cDm,0.5294117647058824,0.7378296146044623,0.1689577248981773,0.0,0.0,17,YcjbRWmow2HQZpZPS,VALIDATION_13_T,True,True,True,17,777,14,3,0.17647058823529413,0.96,0.8,0.48,0.53,0.71,0.33,0.33,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__YcjbRWmow2HQZpZPS__k0__rep1,ssSBk2pkDTH5cYLBN,0.47941176470588237,0.7395199459093982,0.16808508308505352,0.0,0.0,17,YcjbRWmow2HQZpZPS,VALIDATION_13_T,True,True,True,17,982,15,10,0.5882352941176471,0.73,0.61,0.46,0.38,0.77,0.24,0.5,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__YcjbRWmow2HQZpZPS__k0__rep1,t2KwyD9PEMyD3dfCv,0.7823529411764706,0.6651453684922244,0.1523745158469249,0.0,0.0,17,YcjbRWmow2HQZpZPS,VALIDATION_13_T,True,True,True,17,2035,16,10,0.5882352941176471,0.6,0.88,0.52,0.72,0.51,0.61,0.31,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__hmECynMmPPk7N8Pvc__k0__rep1,5yTYxfeRC7QaD4Y4e,0.5411764705882353,0.5392156862745098,0.12745852164717913,0.0,0.0,17,hmECynMmPPk7N8Pvc,VALIDATION_13_T,True,True,True,17,1941,1,0,0.0,0.69,0.51,0.41,0.64,0.42,0.61,0.31,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__hmECynMmPPk7N8Pvc__k0__rep1,BzGf2xnZet59EGxzp,0.5205882352941176,0.5451318458417849,0.11639034669064341,0.0,0.0,17,hmECynMmPPk7N8Pvc,VALIDATION_13_T,True,True,True,17,227,2,0,0.0,0.91,0.67,0.45,0.72,0.59,0.59,0.35,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__hmECynMmPPk7N8Pvc__k0__rep1,EBwDxXFsHp6zMntAq,0.4294117647058823,0.5713319810682893,0.10154515589195336,0.0,0.0,17,hmECynMmPPk7N8Pvc,VALIDATION_13_T,True,True,True,17,1276,3,2,0.11764705882352941,0.96,0.67,0.49,0.57,0.64,0.49,0.53,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__hmECynMmPPk7N8Pvc__k0__rep1,GnbYpyPTpzCLaRKqB,0.33529411764705885,0.5856997971602433,0.10256232808330998,0.0,0.0,17,hmECynMmPPk7N8Pvc,VALIDATION_13_T,True,True,True,17,198,4,2,0.11764705882352941,0.45,0.57,0.44,0.49,0.71,0.4,0.27,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__hmECynMmPPk7N8Pvc__k0__rep1,Qp5GF2N5RA8Z6STW2,0.3058823529411765,0.5814739688979039,0.1123051946590399,0.0,0.0,17,hmECynMmPPk7N8Pvc,VALIDATION_13_T,True,True,True,17,1765,5,8,0.47058823529411764,0.71,0.62,0.4,0.39,0.71,0.26,0.45,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__hmECynMmPPk7N8Pvc__k0__rep1,WFNnpk5jgfoTgediH,0.5235294117647059,0.544286680189317,0.11391127488845344,0.0,0.0,17,hmECynMmPPk7N8Pvc,VALIDATION_13_T,True,True,True,17,1534,6,0,0.0,0.82,0.67,0.48,0.69,0.56,0.57,0.36,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__hmECynMmPPk7N8Pvc__k0__rep1,aeeNDdJYKjGmYtarC,0.5235294117647059,0.544286680189317,0.11391127488845344,0.0,0.0,17,hmECynMmPPk7N8Pvc,VALIDATION_13_T,True,True,True,17,410,7,0,0.0,0.8,0.72,0.44,0.71,0.49,0.64,0.42,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__hmECynMmPPk7N8Pvc__k0__rep1,cQwipRgkXtk72isqy,0.4676470588235294,0.5603448275862069,0.10973387121280959,0.0,0.0,17,hmECynMmPPk7N8Pvc,VALIDATION_13_T,True,True,True,17,947,8,0,0.0,0.6,0.57,0.39,0.65,0.43,0.56,0.13,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__hmECynMmPPk7N8Pvc__k0__rep1,fQujfT2b4k5R496sA,0.6205882352941177,0.5163962136578768,0.11122159059522961,0.0,0.0,17,hmECynMmPPk7N8Pvc,VALIDATION_13_T,True,True,True,17,497,9,6,0.35294117647058826,0.61,0.77,0.61,0.7,0.58,0.57,0.56,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__hmECynMmPPk7N8Pvc__k0__rep1,i9GgzmgBm7CaMMqDg,0.6176470588235294,0.5172413793103448,0.1123821951443694,0.0,0.0,17,hmECynMmPPk7N8Pvc,VALIDATION_13_T,True,True,True,17,1204,10,1,0.058823529411764705,0.36,0.56,0.45,0.72,0.39,0.69,0.33,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__hmECynMmPPk7N8Pvc__k0__rep1,iMBR4EEtoE4RJ3tTN,0.5235294117647059,0.544286680189317,0.11391127488845344,0.0,0.0,17,hmECynMmPPk7N8Pvc,VALIDATION_13_T,True,True,True,17,1168,11,3,0.17647058823529413,0.68,0.58,0.49,0.69,0.58,0.58,0.45,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__hmECynMmPPk7N8Pvc__k0__rep1,jBQRHsgM75uHWocTf,0.3382352941176471,0.5848546315077754,0.11184207848136203,0.0,0.0,17,hmECynMmPPk7N8Pvc,VALIDATION_13_T,True,True,True,17,883,12,4,0.23529411764705882,0.61,0.7,0.38,0.53,0.49,0.46,0.22,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__hmECynMmPPk7N8Pvc__k0__rep1,kqduCkzMr9nWHvznc,0.6647058823529413,0.5037187288708587,0.10677726388630203,0.0,0.0,17,hmECynMmPPk7N8Pvc,VALIDATION_13_T,True,True,True,17,1638,13,1,0.058823529411764705,0.33,0.44,0.39,0.72,0.25,0.75,0.12,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__hmECynMmPPk7N8Pvc__k0__rep1,ngxfSkLmD4PhXovzq,0.7264705882352941,0.4859702501690331,0.11519503545627141,0.0,0.0,17,hmECynMmPPk7N8Pvc,VALIDATION_13_T,True,True,True,17,409,14,8,0.47058823529411764,0.79,0.81,0.58,0.78,0.52,0.72,0.36,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__hmECynMmPPk7N8Pvc__k0__rep1,odsMQ9rtwcEX8mSCL,0.7264705882352941,0.47920892494929,0.11519503545627141,0.11764705882352941,0.0,17,hmECynMmPPk7N8Pvc,VALIDATION_13_T,True,True,True,17,103,15,10,0.5882352941176471,0.78,0.79,0.54,0.77,0.68,0.62,0.56,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__hmECynMmPPk7N8Pvc__k0__rep1,ptqnudgerhNQkJssW,0.7529411764705882,0.471602434077079,0.1254059153254579,0.11764705882352941,0.0,17,hmECynMmPPk7N8Pvc,VALIDATION_13_T,True,True,True,17,1629,16,9,0.5294117647058824,0.83,0.74,0.77,0.76,0.54,0.69,0.71,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__o2JWtSgsB72zbWZfE__k0__rep1,6mAJxib9oGD5kseXk,0.6970588235294117,0.697261663286004,0.13225486562304187,0.0,0.0,17,o2JWtSgsB72zbWZfE,VALIDATION_13_T,True,True,True,17,1045,1,3,0.17647058823529413,0.38,0.53,0.5,0.48,0.64,0.43,0.53,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__o2JWtSgsB72zbWZfE__k0__rep1,9SmdRr8gqwWhXtoBC,0.7529411764705882,0.6812035158891142,0.11176470588235293,0.0,0.0,17,o2JWtSgsB72zbWZfE,VALIDATION_13_T,True,True,True,17,1355,2,4,0.23529411764705882,0.88,0.54,0.61,0.76,0.64,0.61,0.5,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__o2JWtSgsB72zbWZfE__k0__rep1,CTzaJE854WfMzi27n,0.6088235294117647,0.7226166328600405,0.09112901991076273,0.0,0.0,17,o2JWtSgsB72zbWZfE,VALIDATION_13_T,True,True,True,17,887,3,1,0.058823529411764705,0.35,0.47,0.32,0.62,0.31,0.55,0.1,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__o2JWtSgsB72zbWZfE__k0__rep1,TGNaTKiWhbw2Ki6WW,0.7852941176470588,0.6719066937119674,0.08872413605293149,0.0,0.0,17,o2JWtSgsB72zbWZfE,VALIDATION_13_T,True,True,True,17,1921,4,4,0.23529411764705882,0.73,0.65,0.46,0.77,0.52,0.67,0.4,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__o2JWtSgsB72zbWZfE__k0__rep1,cmBWTod3E2vejSTaN,0.5147058823529411,0.7369844489519944,0.11601813484303541,0.0,0.0,17,o2JWtSgsB72zbWZfE,VALIDATION_13_T,True,True,True,17,1743,5,5,0.29411764705882354,0.7,0.69,0.25,0.49,0.61,0.43,0.29,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__o2JWtSgsB72zbWZfE__k0__rep1,eZS8jjujFja7hFBFm,0.7058823529411765,0.6947261663286003,0.09834266763117935,0.0,0.0,17,o2JWtSgsB72zbWZfE,VALIDATION_13_T,True,True,True,17,1780,6,1,0.058823529411764705,0.44,0.46,0.46,0.65,0.46,0.59,0.25,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__o2JWtSgsB72zbWZfE__k0__rep1,gpuZ97vrXWmTxAJzo,0.7323529411764705,0.6871196754563894,0.08033235461028039,0.0,0.0,17,o2JWtSgsB72zbWZfE,VALIDATION_13_T,True,True,True,17,1485,7,0,0.0,0.73,0.55,0.5,0.6,0.58,0.53,0.44,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__o2JWtSgsB72zbWZfE__k0__rep1,kfDkwSQ66c9tyG9Ah,0.7058823529411765,0.6913455037187287,0.09683575078326075,0.058823529411764705,0.0,17,o2JWtSgsB72zbWZfE,VALIDATION_13_T,True,True,True,17,2018,8,4,0.23529411764705882,0.57,0.47,0.45,0.56,0.59,0.49,0.37,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__o2JWtSgsB72zbWZfE__k0__rep1,mFLtvTT2jz4NwSyuM,0.6617647058823529,0.7074036511156185,0.09930554715373018,0.0,0.0,17,o2JWtSgsB72zbWZfE,VALIDATION_13_T,True,True,True,17,2026,9,4,0.23529411764705882,0.59,0.54,0.39,0.55,0.63,0.46,0.28,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__o2JWtSgsB72zbWZfE__k0__rep1,o8HGQQS4tcFczgDdr,0.47058823529411764,0.7496619337390128,0.12840517619378278,0.0,0.0,17,o2JWtSgsB72zbWZfE,VALIDATION_13_T,True,True,True,17,7,10,3,0.17647058823529413,0.36,0.8,0.28,0.45,0.64,0.29,0.18,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__o2JWtSgsB72zbWZfE__k0__rep1,oaoHG6batBdgzh8fa,0.9205882352941177,0.6330290736984449,0.09710337658364221,0.0,0.0,17,o2JWtSgsB72zbWZfE,VALIDATION_13_T,True,True,True,17,976,11,6,0.35294117647058826,0.54,0.9,0.54,0.9,0.36,0.92,0.21,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__o2JWtSgsB72zbWZfE__k0__rep1,sEFa9mAYkz8RH4HaH,0.7294117647058824,0.6879648411088573,0.08054743492723032,0.0,0.0,17,o2JWtSgsB72zbWZfE,VALIDATION_13_T,True,True,True,17,588,12,3,0.17647058823529413,0.31,0.55,0.41,0.62,0.45,0.57,0.29,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__o2JWtSgsB72zbWZfE__k0__rep1,tdBFy5mcHvWeRWgX8,0.8676470588235294,0.6482420554428667,0.09843059135695005,0.0,0.0,17,o2JWtSgsB72zbWZfE,VALIDATION_13_T,True,True,True,17,1892,13,5,0.29411764705882354,0.72,0.64,0.45,0.82,0.27,0.79,0.26,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__o2JWtSgsB72zbWZfE__k0__rep1,viLKuRxYjkwXvc5hS,0.6411764705882353,0.7133198106828937,0.11406305546861949,0.0,0.0,17,o2JWtSgsB72zbWZfE,VALIDATION_13_T,True,True,True,17,559,14,3,0.17647058823529413,0.49,0.79,0.37,0.57,0.51,0.49,0.17,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__o2JWtSgsB72zbWZfE__k0__rep1,wf6tfu7bGuSGvopJu,0.5176470588235295,0.7454361054766734,0.11624160497276179,0.058823529411764705,0.0,17,o2JWtSgsB72zbWZfE,VALIDATION_13_T,True,True,True,17,1917,15,8,0.47058823529411764,0.6,0.72,0.51,0.6,0.73,0.38,0.63,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__o2JWtSgsB72zbWZfE__k0__rep1,y8nA7haK4ni86q7Mg,0.8294117647058823,0.6592292089249492,0.08054743492723031,0.0,0.0,17,o2JWtSgsB72zbWZfE,VALIDATION_13_T,True,True,True,17,1015,16,6,0.35294117647058826,0.54,0.75,0.42,0.69,0.4,0.66,0.24,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__qY5ZnasWiD2prFpH6__k0__rep1,37sTDzvb2FoPcB3Ld,0.8294117647058823,0.7209263015551047,0.10008646780690326,0.0,0.0,17,qY5ZnasWiD2prFpH6,VALIDATION_13_T,True,True,True,17,1513,1,3,0.17647058823529413,0.54,0.76,0.46,0.68,0.58,0.56,0.27,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__qY5ZnasWiD2prFpH6__k0__rep1,9SYYWh8h8zANfzHTw,0.8588235294117647,0.7124746450304259,0.09112901991076275,0.0,0.0,17,qY5ZnasWiD2prFpH6,VALIDATION_13_T,True,True,True,17,2015,2,2,0.11764705882352941,0.65,0.55,0.37,0.81,0.41,0.71,0.15,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__qY5ZnasWiD2prFpH6__k0__rep1,A6RgYhhAdroFE9Fuc,0.4470588235294118,0.8181203515889113,0.11690945243736348,0.0,0.0,17,qY5ZnasWiD2prFpH6,VALIDATION_13_T,True,True,True,17,1372,3,6,0.35294117647058826,0.79,0.67,0.47,0.51,0.71,0.31,0.3,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__qY5ZnasWiD2prFpH6__k0__rep1,CY93SZfgktfGu8ERj,0.48235294117647054,0.820655848546315,0.10563697056510571,0.0,0.0,17,qY5ZnasWiD2prFpH6,VALIDATION_13_T,True,True,True,17,1944,4,2,0.11764705882352941,0.38,0.56,0.31,0.37,0.64,0.38,0.36,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__qY5ZnasWiD2prFpH6__k0__rep1,D2zCJncsNMhoyqQdf,0.8294117647058823,0.7209263015551047,0.10008646780690326,0.0,0.0,17,qY5ZnasWiD2prFpH6,VALIDATION_13_T,True,True,True,17,1219,5,2,0.11764705882352941,0.78,0.58,0.51,0.67,0.5,0.58,0.54,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__qY5ZnasWiD2prFpH6__k0__rep1,L6AwTZP7rHvXxKhE7,0.7058823529411765,0.7564232589587557,0.09982683969692437,0.0,0.0,17,qY5ZnasWiD2prFpH6,VALIDATION_13_T,True,True,True,17,1156,6,0,0.0,0.53,0.56,0.27,0.58,0.43,0.53,0.18,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__qY5ZnasWiD2prFpH6__k0__rep1,PLEWysZSX9G9adimj,0.6058823529411765,0.7851588911426638,0.09683575078326075,0.0,0.0,17,qY5ZnasWiD2prFpH6,VALIDATION_13_T,True,True,True,17,240,7,1,0.058823529411764705,0.49,0.57,0.5,0.5,0.62,0.42,0.38,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__qY5ZnasWiD2prFpH6__k0__rep1,RJBKvWo4PwAQqdYdk,0.8294117647058823,0.7209263015551047,0.10008646780690326,0.0,0.0,17,qY5ZnasWiD2prFpH6,VALIDATION_13_T,True,True,True,17,373,8,3,0.17647058823529413,0.98,0.8,0.45,0.73,0.5,0.62,0.33,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__qY5ZnasWiD2prFpH6__k0__rep1,SQoj867tyddHnKi84,0.8470588235294118,0.7158553076402975,0.10774505343537767,0.0,0.0,17,qY5ZnasWiD2prFpH6,VALIDATION_13_T,True,True,True,17,716,9,5,0.29411764705882354,0.89,0.7,0.56,0.68,0.56,0.6,0.6,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__qY5ZnasWiD2prFpH6__k0__rep1,Y8LNcb78Jwp763Ktp,0.6088235294117647,0.784313725490196,0.16381059194875672,0.0,0.0,17,qY5ZnasWiD2prFpH6,VALIDATION_13_T,True,True,True,17,974,10,1,0.058823529411764705,0.43,0.37,0.52,0.63,0.48,0.61,0.45,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__qY5ZnasWiD2prFpH6__k0__rep1,bB2kyN54CLBHdgstT,0.8235294117647058,0.7192359702501689,0.1099701123284701,0.058823529411764705,0.0,17,qY5ZnasWiD2prFpH6,VALIDATION_13_T,True,True,True,17,346,11,6,0.35294117647058826,1.0,0.76,0.49,0.72,0.4,0.62,0.66,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__qY5ZnasWiD2prFpH6__k0__rep1,okgkGe7tGuG4HRPhE,0.861764705882353,0.711629479377958,0.10222439527636921,0.0,0.0,17,qY5ZnasWiD2prFpH6,VALIDATION_13_T,True,True,True,17,409,12,4,0.23529411764705882,0.79,0.81,0.58,0.78,0.52,0.72,0.36,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__qY5ZnasWiD2prFpH6__k0__rep1,otK47jiKLNxXGQPyC,0.6735294117647058,0.7657200811359025,0.12019303965707381,0.0,0.0,17,qY5ZnasWiD2prFpH6,VALIDATION_13_T,True,True,True,17,1385,13,4,0.23529411764705882,0.84,0.6,0.43,0.53,0.53,0.52,0.36,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__qY5ZnasWiD2prFpH6__k0__rep1,uSZxN8j5FEFJQtKLL,0.8323529411764706,0.7200811359026368,0.1013746349389064,0.0,0.0,17,qY5ZnasWiD2prFpH6,VALIDATION_13_T,True,True,True,17,322,14,3,0.17647058823529413,0.71,0.76,0.7,0.59,0.36,0.53,0.49,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__qY5ZnasWiD2prFpH6__k0__rep1,wQXioaazWEkiTYTe3,0.8294117647058823,0.7209263015551047,0.10008646780690326,0.0,0.0,17,qY5ZnasWiD2prFpH6,VALIDATION_13_T,True,True,True,17,392,15,5,0.29411764705882354,0.75,0.56,0.47,0.68,0.5,0.59,0.36,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__qY5ZnasWiD2prFpH6__k0__rep1,zNiJwTScd6WsPdiD7,0.861764705882353,0.711629479377958,0.10222439527636921,0.0,0.0,17,qY5ZnasWiD2prFpH6,VALIDATION_13_T,True,True,True,17,586,16,6,0.35294117647058826,0.89,0.82,0.48,0.73,0.61,0.6,0.24,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__xLr7iyvBrbe8FazC6__k0__rep1,B92Hz29oW3sHo3W24,0.8176470588235294,0.8527721433400944,0.16533493320653173,0.0,0.0,17,xLr7iyvBrbe8FazC6,VALIDATION_13_T,True,True,True,17,1496,1,2,0.11764705882352941,0.71,0.6,0.42,0.65,0.45,0.61,0.2,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__xLr7iyvBrbe8FazC6__k0__rep1,DjeeuL2Y42vk9P8X6,0.9470588235294118,0.8155848546315076,0.12422771812907574,0.0,0.0,17,xLr7iyvBrbe8FazC6,VALIDATION_13_T,True,True,True,17,1573,2,5,0.29411764705882354,0.46,0.8,0.65,0.85,0.38,0.88,0.32,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__xLr7iyvBrbe8FazC6__k0__rep1,Ho8WcEZZk4Z6bcpSa,0.8470588235294118,0.8443204868154156,0.12422771812907575,0.0,0.0,17,xLr7iyvBrbe8FazC6,VALIDATION_13_T,True,True,True,17,833,3,1,0.058823529411764705,0.97,0.77,0.5,0.65,0.57,0.54,0.35,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__xLr7iyvBrbe8FazC6__k0__rep1,LuMnfvXGE8wA6uA2N,0.8705882352941177,0.8375591615956726,0.09557692240748189,0.0,0.0,17,xLr7iyvBrbe8FazC6,VALIDATION_13_T,True,True,True,17,1070,4,0,0.0,0.76,0.42,0.43,0.78,0.38,0.7,0.21,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__xLr7iyvBrbe8FazC6__k0__rep1,PCfPmSvntWQ32x33a,0.8529411764705882,0.8426301555104798,0.12422771812907575,0.0,0.0,17,xLr7iyvBrbe8FazC6,VALIDATION_13_T,True,True,True,17,1798,5,5,0.29411764705882354,0.87,0.82,0.47,0.5,0.56,0.44,0.36,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__xLr7iyvBrbe8FazC6__k0__rep1,ZKqezpeYC7HR7zmzH,0.8529411764705882,0.8426301555104798,0.12422771812907575,0.0,0.0,17,xLr7iyvBrbe8FazC6,VALIDATION_13_T,True,True,True,17,1087,6,2,0.11764705882352941,0.75,0.58,0.43,0.65,0.41,0.68,0.45,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__xLr7iyvBrbe8FazC6__k0__rep1,aTBKCFz5xQTfCjJ6E,0.7705882352941176,0.8662947937795806,0.13618631650341442,0.0,0.0,17,xLr7iyvBrbe8FazC6,VALIDATION_13_T,True,True,True,17,1689,7,4,0.23529411764705882,0.51,0.74,0.44,0.56,0.65,0.46,0.46,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__xLr7iyvBrbe8FazC6__k0__rep1,cFGXyFriA7AoCpSTy,0.9529411764705882,0.8138945233265719,0.12422771812907574,0.0,0.0,17,xLr7iyvBrbe8FazC6,VALIDATION_13_T,True,True,True,17,1140,8,4,0.23529411764705882,0.86,0.63,0.59,0.83,0.27,0.83,0.32,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__xLr7iyvBrbe8FazC6__k0__rep1,gHrbkTwg5heqjd5NR,0.7999999999999999,0.8578431372549018,0.1644956641659949,0.0,0.0,17,xLr7iyvBrbe8FazC6,VALIDATION_13_T,True,True,True,17,198,9,5,0.29411764705882354,0.45,0.57,0.44,0.49,0.71,0.4,0.27,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__xLr7iyvBrbe8FazC6__k0__rep1,gwrTkS62fZqzwNwXR,0.9294117647058824,0.820655848546315,0.13618631650341442,0.0,0.0,17,xLr7iyvBrbe8FazC6,VALIDATION_13_T,True,True,True,17,572,10,2,0.11764705882352941,0.43,0.67,0.35,0.78,0.33,0.71,0.26,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__xLr7iyvBrbe8FazC6__k0__rep1,hHcs4imnFQEZznprx,0.8470588235294118,0.8443204868154156,0.12422771812907575,0.0,0.0,17,xLr7iyvBrbe8FazC6,VALIDATION_13_T,True,True,True,17,57,11,4,0.23529411764705882,1.0,0.52,0.53,0.69,0.59,0.57,0.52,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__xLr7iyvBrbe8FazC6__k0__rep1,oDNwRXemjCg3RiXHZ,0.9411764705882353,0.8172751859364434,0.12394886768062045,0.0,0.0,17,xLr7iyvBrbe8FazC6,VALIDATION_13_T,True,True,True,17,684,12,2,0.11764705882352941,0.41,0.58,0.39,0.69,0.48,0.65,0.09,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__xLr7iyvBrbe8FazC6__k0__rep1,qAcAZEmXvtd8jL4LH,0.8470588235294118,0.8443204868154156,0.12422771812907575,0.0,0.0,17,xLr7iyvBrbe8FazC6,VALIDATION_13_T,True,True,True,17,170,13,1,0.058823529411764705,0.66,0.48,0.4,0.64,0.5,0.56,0.23,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__xLr7iyvBrbe8FazC6__k0__rep1,tAJ5tzo9W4nfFWEMm,0.8529411764705882,0.8426301555104798,0.12422771812907575,0.0,0.0,17,xLr7iyvBrbe8FazC6,VALIDATION_13_T,True,True,True,17,1498,14,0,0.0,0.65,0.66,0.39,0.67,0.47,0.57,0.14,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__xLr7iyvBrbe8FazC6__k0__rep1,z3b2DjNDfyzHPLQm4,0.8529411764705882,0.8392494929006084,0.12422771812907575,0.058823529411764705,0.0,17,xLr7iyvBrbe8FazC6,VALIDATION_13_T,True,True,True,17,1864,15,8,0.47058823529411764,0.71,0.59,0.55,0.64,0.56,0.58,0.61,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__xLr7iyvBrbe8FazC6__k0__rep1,zAi5JwhvdrDa3hz7y,0.5588235294117647,0.9144692359702501,0.2327806933812868,0.0,0.0,17,xLr7iyvBrbe8FazC6,VALIDATION_13_T,True,True,True,17,517,16,7,0.4117647058823529,0.68,0.49,0.36,0.47,0.54,0.48,0.42,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__yyC2ywtsHCrp9PF8v__k0__rep1,2XFrE4mSQxSYhDzCr,0.7911764705882353,0.5552738336713995,0.08950072973354668,0.0,0.0,17,yyC2ywtsHCrp9PF8v,VALIDATION_13_T,True,True,True,17,1549,1,3,0.17647058823529413,0.5,0.56,0.56,0.65,0.51,0.6,0.47,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__yyC2ywtsHCrp9PF8v__k0__rep1,3Tvjbm4abYDAR9KL6,0.5294117647058824,0.6304935767410411,0.05955428450387233,0.0,0.0,17,yyC2ywtsHCrp9PF8v,VALIDATION_13_T,True,True,True,17,1124,2,2,0.11764705882352941,0.66,0.7,0.45,0.65,0.57,0.53,0.42,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__yyC2ywtsHCrp9PF8v__k0__rep1,8oh9oNT9zZ5SBrqs6,0.5235294117647059,0.6321839080459769,0.09719242142269591,0.0,0.0,17,yyC2ywtsHCrp9PF8v,VALIDATION_13_T,True,True,True,17,1147,3,0,0.0,0.39,0.3,0.38,0.6,0.35,0.61,0.22,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__yyC2ywtsHCrp9PF8v__k0__rep1,BCz7KjC6mp7mQdMdF,0.8147058823529412,0.5485125084516564,0.11474358354783035,0.0,0.0,17,yyC2ywtsHCrp9PF8v,VALIDATION_13_T,True,True,True,17,428,4,2,0.11764705882352941,0.58,0.66,0.57,0.75,0.66,0.61,0.49,gpt-5.1 twin
trajectory_completion_compact__VALIDATION_13_T__yyC2ywtsHCrp9PF8v__k0__rep1,Bh3vA2MzW8osD2Qee,0.4029411764705882,0.660074374577417,0.0848365005991527,0.11764705882352941,0.0,17,yyC2ywtsHCrp9PF8v,VALIDATION_13_T,True,True,True,17,1917,5,4,0.23529411764705882,0.6,0.72,0.51,0.6,0.73,0.38,0.63,gpt-5.1 twin
