custom_id,record_id,unit_id,treatment_name,TreatmentCode,Treatment,PersonalizedTreatment,scenario,case,scenario_order,cell_name,data_source,UGProposer_delegated,UGResponder_delegated,TGSender_delegated,TGReceiver_delegated,PD_delegated,SH_delegated,C_delegated,UGProposer_decision,UGProposer_decision_nonnull,UGProposer_decision_state,UGResponder_decision,UGResponder_decision_nonnull,UGResponder_decision_state,TGSender_decision,TGSender_decision_nonnull,TGSender_decision_state,TGReceiver_decision,TGReceiver_decision_nonnull,TGReceiver_decision_state,PD_decision,PD_decision_nonnull,PD_decision_state,SH_decision,SH_decision_nonnull,SH_decision_state,C_decision,C_decision_nonnull,C_decision_state
multi_game_llm_fvk2c__30,30,30,ODU,ODU,OpaqueDelegation,0,AISupport,AgainstHuman,1,ODU__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__30,30,30,ODU,ODU,OpaqueDelegation,0,NoAISupport,Opaque,2,ODU__NoAISupport__Opaque,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__333,333,333,ODU,ODU,OpaqueDelegation,0,AISupport,AgainstHuman,1,ODU__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__333,333,333,ODU,ODU,OpaqueDelegation,0,NoAISupport,Opaque,2,ODU__NoAISupport__Opaque,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__334,334,334,ODU,ODU,OpaqueDelegation,0,AISupport,AgainstHuman,1,ODU__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__334,334,334,ODU,ODU,OpaqueDelegation,0,NoAISupport,Opaque,2,ODU__NoAISupport__Opaque,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,4,3.0,1,3,YES,1,YES,2.0,1,2,B,1,B,Y,1,Y,Earth,1,Earth
multi_game_llm_fvk2c__368,368,368,ODU,ODU,OpaqueDelegation,0,AISupport,AgainstHuman,1,ODU__AISupport__AgainstHuman,generated,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,0,NULL,,0,NULL,YES,1,YES,3.0,1,3,,0,NULL,,0,NULL,Earth,1,Earth
multi_game_llm_fvk2c__368,368,368,ODU,ODU,OpaqueDelegation,0,NoAISupport,Opaque,2,ODU__NoAISupport__Opaque,generated,1.0,1.0,0.0,0.0,1.0,1.0,0.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__448,448,448,ODU,ODU,OpaqueDelegation,0,AISupport,AgainstHuman,1,ODU__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__448,448,448,ODU,ODU,OpaqueDelegation,0,NoAISupport,Opaque,2,ODU__NoAISupport__Opaque,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__514,514,514,ODU,ODU,OpaqueDelegation,0,AISupport,AgainstHuman,1,ODU__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,Earth,1,Earth
multi_game_llm_fvk2c__514,514,514,ODU,ODU,OpaqueDelegation,0,NoAISupport,Opaque,2,ODU__NoAISupport__Opaque,generated,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1,4,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__579,579,579,ODU,ODU,OpaqueDelegation,0,AISupport,AgainstHuman,1,ODU__AISupport__AgainstHuman,generated,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,0,NULL,,0,NULL,YES,1,YES,3.0,1,3,,0,NULL,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__579,579,579,ODU,ODU,OpaqueDelegation,0,NoAISupport,Opaque,2,ODU__NoAISupport__Opaque,generated,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,1,4,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__633,633,633,ODU,ODU,OpaqueDelegation,0,AISupport,AgainstHuman,1,ODU__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__633,633,633,ODU,ODU,OpaqueDelegation,0,NoAISupport,Opaque,2,ODU__NoAISupport__Opaque,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,4,3.0,1,3,YES,1,YES,3.0,1,3,B,1,B,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__671,671,671,ODU,ODU,OpaqueDelegation,0,AISupport,AgainstHuman,1,ODU__AISupport__AgainstHuman,generated,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,0,NULL,,0,NULL,YES,1,YES,3.0,1,3,,0,NULL,,0,NULL,Earth,1,Earth
multi_game_llm_fvk2c__671,671,671,ODU,ODU,OpaqueDelegation,0,NoAISupport,Opaque,2,ODU__NoAISupport__Opaque,generated,1.0,1.0,0.0,0.0,1.0,1.0,0.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__706,706,706,ODU,ODU,OpaqueDelegation,0,AISupport,AgainstHuman,1,ODU__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__706,706,706,ODU,ODU,OpaqueDelegation,0,NoAISupport,Opaque,2,ODU__NoAISupport__Opaque,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__73,73,73,ODU,ODU,OpaqueDelegation,0,AISupport,AgainstHuman,1,ODU__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__73,73,73,ODU,ODU,OpaqueDelegation,0,NoAISupport,Opaque,2,ODU__NoAISupport__Opaque,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__811,811,811,ODU,ODU,OpaqueDelegation,0,AISupport,AgainstHuman,1,ODU__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__811,811,811,ODU,ODU,OpaqueDelegation,0,NoAISupport,Opaque,2,ODU__NoAISupport__Opaque,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,4,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__812,812,812,ODU,ODU,OpaqueDelegation,0,AISupport,AgainstHuman,1,ODU__AISupport__AgainstHuman,generated,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,0,NULL,,0,NULL,YES,1,YES,3.0,1,3,,0,NULL,,0,NULL,Earth,1,Earth
multi_game_llm_fvk2c__812,812,812,ODU,ODU,OpaqueDelegation,0,NoAISupport,Opaque,2,ODU__NoAISupport__Opaque,generated,1.0,1.0,0.0,0.0,1.0,1.0,0.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__946,946,946,ODU,ODU,OpaqueDelegation,0,AISupport,AgainstHuman,1,ODU__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__946,946,946,ODU,ODU,OpaqueDelegation,0,NoAISupport,Opaque,2,ODU__NoAISupport__Opaque,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,4,3.0,1,3,YES,1,YES,3.0,1,3,B,1,B,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__1003,1003,1003,TDP,TDP,TransparentDelegation,1,AISupport,AgainstHuman,1,TDP__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__1003,1003,1003,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstHuman,2,TDP__NoAISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,4,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__1003,1003,1003,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstAI,3,TDP__NoAISupport__AgainstAI,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1,3,4.0,1,4,NO,1,NO,2.0,1,2,B,1,B,Y,1,Y,Mars,1,Mars
multi_game_llm_fvk2c__1022,1022,1022,TDP,TDP,TransparentDelegation,1,AISupport,AgainstHuman,1,TDP__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__1022,1022,1022,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstHuman,2,TDP__NoAISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,4,3.0,1,3,YES,1,YES,3.0,1,3,B,1,B,Y,1,Y,Earth,1,Earth
multi_game_llm_fvk2c__1022,1022,1022,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstAI,3,TDP__NoAISupport__AgainstAI,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1,3,4.0,1,4,NO,1,NO,2.0,1,2,B,1,B,Y,1,Y,Mars,1,Mars
multi_game_llm_fvk2c__1024,1024,1024,TDP,TDP,TransparentDelegation,1,AISupport,AgainstHuman,1,TDP__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__1024,1024,1024,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstHuman,2,TDP__NoAISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__1024,1024,1024,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstAI,3,TDP__NoAISupport__AgainstAI,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,4,4.0,1,4,YES,1,YES,2.0,1,2,B,1,B,Y,1,Y,Mars,1,Mars
multi_game_llm_fvk2c__103,103,103,TDP,TDP,TransparentDelegation,1,AISupport,AgainstHuman,1,TDP__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__103,103,103,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstHuman,2,TDP__NoAISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__103,103,103,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstAI,3,TDP__NoAISupport__AgainstAI,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,4,4.0,1,4,NO,1,NO,2.0,1,2,B,1,B,Y,1,Y,Mars,1,Mars
multi_game_llm_fvk2c__107,107,107,TDP,TDP,TransparentDelegation,1,AISupport,AgainstHuman,1,TDP__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__107,107,107,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstHuman,2,TDP__NoAISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__107,107,107,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstAI,3,TDP__NoAISupport__AgainstAI,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,4,4.0,1,4,YES,1,YES,2.0,1,2,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__1155,1155,1155,TDP,TDP,TransparentDelegation,1,AISupport,AgainstHuman,1,TDP__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,Earth,1,Earth
multi_game_llm_fvk2c__1155,1155,1155,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstHuman,2,TDP__NoAISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1,4,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__1155,1155,1155,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstAI,3,TDP__NoAISupport__AgainstAI,generated,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1,3,4.0,1,4,NO,1,NO,2.0,1,2,B,1,B,Y,1,Y,Mars,1,Mars
multi_game_llm_fvk2c__1404,1404,1404,TDP,TDP,TransparentDelegation,1,AISupport,AgainstHuman,1,TDP__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__1404,1404,1404,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstHuman,2,TDP__NoAISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,4,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__1404,1404,1404,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstAI,3,TDP__NoAISupport__AgainstAI,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1,3,4.0,1,4,NO,1,NO,2.0,1,2,B,1,B,Y,1,Y,Mars,1,Mars
multi_game_llm_fvk2c__1422,1422,1422,TDP,TDP,TransparentDelegation,1,AISupport,AgainstHuman,1,TDP__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__1422,1422,1422,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstHuman,2,TDP__NoAISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__1422,1422,1422,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstAI,3,TDP__NoAISupport__AgainstAI,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,4,4.0,1,4,YES,1,YES,2.0,1,2,B,1,B,Y,1,Y,Mars,1,Mars
multi_game_llm_fvk2c__1518,1518,1518,TDP,TDP,TransparentDelegation,1,AISupport,AgainstHuman,1,TDP__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__1518,1518,1518,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstHuman,2,TDP__NoAISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,B,1,B,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__1518,1518,1518,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstAI,3,TDP__NoAISupport__AgainstAI,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,4,4.0,1,4,YES,1,YES,2.0,1,2,B,1,B,Y,1,Y,Mars,1,Mars
multi_game_llm_fvk2c__1530,1530,1530,TDP,TDP,TransparentDelegation,1,AISupport,AgainstHuman,1,TDP__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,B,1,B,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__1530,1530,1530,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstHuman,2,TDP__NoAISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1,4,3.0,1,3,YES,1,YES,3.0,1,3,B,1,B,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__1530,1530,1530,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstAI,3,TDP__NoAISupport__AgainstAI,generated,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1,3,4.0,1,4,NO,1,NO,2.0,1,2,B,1,B,Y,1,Y,Mars,1,Mars
multi_game_llm_fvk2c__1599,1599,1599,TDP,TDP,TransparentDelegation,1,AISupport,AgainstHuman,1,TDP__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__1599,1599,1599,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstHuman,2,TDP__NoAISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__1599,1599,1599,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstAI,3,TDP__NoAISupport__AgainstAI,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,4,4.0,1,4,YES,1,YES,2.0,1,2,B,1,B,Y,1,Y,Mars,1,Mars
multi_game_llm_fvk2c__1636,1636,1636,TDP,TDP,TransparentDelegation,1,AISupport,AgainstHuman,1,TDP__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__1636,1636,1636,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstHuman,2,TDP__NoAISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,4,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__1636,1636,1636,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstAI,3,TDP__NoAISupport__AgainstAI,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1,3,4.0,1,4,NO,1,NO,2.0,1,2,B,1,B,Y,1,Y,Mars,1,Mars
multi_game_llm_fvk2c__1668,1668,1668,TDP,TDP,TransparentDelegation,1,AISupport,AgainstHuman,1,TDP__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__1668,1668,1668,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstHuman,2,TDP__NoAISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__1668,1668,1668,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstAI,3,TDP__NoAISupport__AgainstAI,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,4,4.0,1,4,YES,1,YES,2.0,1,2,B,1,B,Y,1,Y,Mars,1,Mars
multi_game_llm_fvk2c__1742,1742,1742,TDP,TDP,TransparentDelegation,1,AISupport,AgainstHuman,1,TDP__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__1742,1742,1742,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstHuman,2,TDP__NoAISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1,5,3.0,1,3,YES,1,YES,2.0,1,2,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__1742,1742,1742,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstAI,3,TDP__NoAISupport__AgainstAI,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,4,4.0,1,4,YES,1,YES,1.0,1,1,B,1,B,Y,1,Y,Mars,1,Mars
multi_game_llm_fvk2c__1746,1746,1746,TDP,TDP,TransparentDelegation,1,AISupport,AgainstHuman,1,TDP__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__1746,1746,1746,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstHuman,2,TDP__NoAISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__1746,1746,1746,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstAI,3,TDP__NoAISupport__AgainstAI,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,4,4.0,1,4,YES,1,YES,2.0,1,2,B,1,B,Y,1,Y,Earth,1,Earth
multi_game_llm_fvk2c__1777,1777,1777,TDP,TDP,TransparentDelegation,1,AISupport,AgainstHuman,1,TDP__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__1777,1777,1777,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstHuman,2,TDP__NoAISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,4,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__1777,1777,1777,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstAI,3,TDP__NoAISupport__AgainstAI,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1,3,4.0,1,4,NO,1,NO,2.0,1,2,B,1,B,Y,1,Y,Mars,1,Mars
multi_game_llm_fvk2c__1781,1781,1781,TDP,TDP,TransparentDelegation,1,AISupport,AgainstHuman,1,TDP__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__1781,1781,1781,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstHuman,2,TDP__NoAISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,1,4,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__1781,1781,1781,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstAI,3,TDP__NoAISupport__AgainstAI,generated,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,1,3,4.0,1,4,NO,1,NO,2.0,1,2,B,1,B,Y,1,Y,Mars,1,Mars
multi_game_llm_fvk2c__1784,1784,1784,TDP,TDP,TransparentDelegation,1,AISupport,AgainstHuman,1,TDP__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__1784,1784,1784,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstHuman,2,TDP__NoAISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__1784,1784,1784,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstAI,3,TDP__NoAISupport__AgainstAI,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,4,4.0,1,4,YES,1,YES,2.0,1,2,B,1,B,Y,1,Y,Earth,1,Earth
multi_game_llm_fvk2c__1836,1836,1836,TDP,TDP,TransparentDelegation,1,AISupport,AgainstHuman,1,TDP__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__1836,1836,1836,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstHuman,2,TDP__NoAISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__1836,1836,1836,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstAI,3,TDP__NoAISupport__AgainstAI,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,4,4.0,1,4,NO,1,NO,2.0,1,2,B,1,B,Y,1,Y,Mars,1,Mars
multi_game_llm_fvk2c__1850,1850,1850,TDP,TDP,TransparentDelegation,1,AISupport,AgainstHuman,1,TDP__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,A,1,A,X,1,X,Earth,1,Earth
