custom_id,record_id,unit_id,treatment_name,variant,model,chip_family,chip_family_display,cohort_name,stage_name,stage_code,experiment_name,players_json,chip_definitions_json,participant_chip_values_json,initial_chip_holdings_json,turn_order_json
chip_bargain__chip3_g15_m5wp8s_game_2_alt_profile,chip3__g15_m5wp8s__game_2_alt_profile,chip3__g15_m5wp8s__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,twin_sampled_unadjusted_seed_0,gpt-5-mini,chip3,3-Chip Bargaining,g15-m5wp8s,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p1 (N= 54),"[""alligator-yellow-2789"", ""otter-green-8822"", ""tiger-red-5171""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""otter-green-8822"": {""BLUE"": 1.0, ""RED"": 0.4, ""GREEN"": 0.5}, ""tiger-red-5171"": {""RED"": 0.7000000000000001, ""GREEN"": 0.5, ""BLUE"": 0.9}, ""alligator-yellow-2789"": {""BLUE"": 0.6000000000000001, ""GREEN"": 0.5, ""RED"": 0.1}}","{""alligator-yellow-2789"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""otter-green-8822"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""tiger-red-5171"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}}","[""alligator-yellow-2789"", ""otter-green-8822"", ""tiger-red-5171""]"
chip_bargain__chip3_g16_m5wp8t_game_2_alt_profile,chip3__g16_m5wp8t__game_2_alt_profile,chip3__g16_m5wp8t__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,twin_sampled_unadjusted_seed_0,gpt-5-mini,chip3,3-Chip Bargaining,g16-m5wp8t,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p1 (N= 54),"[""dolphin-green-1598"", ""frog-yellow-5901"", ""pig-green-5362""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""pig-green-5362"": {""BLUE"": 0.30000000000000004, ""RED"": 0.4, ""GREEN"": 0.5}, ""frog-yellow-5901"": {""BLUE"": 0.5, ""GREEN"": 0.5, ""RED"": 0.9}, ""dolphin-green-1598"": {""GREEN"": 0.5, ""RED"": 0.1, ""BLUE"": 0.1}}","{""dolphin-green-1598"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""frog-yellow-5901"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""pig-green-5362"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}}","[""dolphin-green-1598"", ""frog-yellow-5901"", ""pig-green-5362""]"
chip_bargain__chip3_g17_m5wp8w_game_2_alt_profile,chip3__g17_m5wp8w__game_2_alt_profile,chip3__g17_m5wp8w__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,twin_sampled_unadjusted_seed_0,gpt-5-mini,chip3,3-Chip Bargaining,g17-m5wp8w,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p1 (N= 54),"[""iguana-blue-1059"", ""owl-green-168"", ""squid-purple-9957""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""owl-green-168"": {""GREEN"": 0.5, ""BLUE"": 0.6000000000000001, ""RED"": 1.0}, ""iguana-blue-1059"": {""RED"": 0.30000000000000004, ""GREEN"": 0.5, ""BLUE"": 0.2}, ""squid-purple-9957"": {""GREEN"": 0.5, ""BLUE"": 0.5, ""RED"": 0.9}}","{""iguana-blue-1059"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""owl-green-168"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""squid-purple-9957"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}}","[""iguana-blue-1059"", ""owl-green-168"", ""squid-purple-9957""]"
chip_bargain__chip3_g18_m5wq8i_game_2_alt_profile,chip3__g18_m5wq8i__game_2_alt_profile,chip3__g18_m5wq8i__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,twin_sampled_unadjusted_seed_0,gpt-5-mini,chip3,3-Chip Bargaining,g18-m5wq8i,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p1 (N= 54),"[""gorilla-purple-8501"", ""llama-pink-7039"", ""whale-orange-533""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""whale-orange-533"": {""BLUE"": 0.30000000000000004, ""GREEN"": 0.5, ""RED"": 0.6000000000000001}, ""gorilla-purple-8501"": {""RED"": 0.8, ""BLUE"": 0.5, ""GREEN"": 0.5}, ""llama-pink-7039"": {""RED"": 0.6000000000000001, ""BLUE"": 0.8, ""GREEN"": 0.5}}","{""gorilla-purple-8501"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""llama-pink-7039"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""whale-orange-533"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}}","[""gorilla-purple-8501"", ""llama-pink-7039"", ""whale-orange-533""]"
chip_bargain__chip3_g19_m5wq90_game_2_alt_profile,chip3__g19_m5wq90__game_2_alt_profile,chip3__g19_m5wq90__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,twin_sampled_unadjusted_seed_0,gpt-5-mini,chip3,3-Chip Bargaining,g19-m5wq90,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p1 (N= 54),"[""duck-purple-4961"", ""lion-yellow-4229"", ""tiger-purple-9111""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""tiger-purple-9111"": {""BLUE"": 0.30000000000000004, ""RED"": 1.0, ""GREEN"": 0.5}, ""lion-yellow-4229"": {""RED"": 0.9, ""BLUE"": 0.5, ""GREEN"": 0.5}, ""duck-purple-4961"": {""GREEN"": 0.5, ""BLUE"": 1.0, ""RED"": 1.0}}","{""duck-purple-4961"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""lion-yellow-4229"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""tiger-purple-9111"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}}","[""duck-purple-4961"", ""lion-yellow-4229"", ""tiger-purple-9111""]"
chip_bargain__chip3_g1_m5wp46_game_2_alt_profile,chip3__g1_m5wp46__game_2_alt_profile,chip3__g1_m5wp46__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,twin_sampled_unadjusted_seed_0,gpt-5-mini,chip3,3-Chip Bargaining,g1-m5wp46,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p1 (N= 54),"[""bear-yellow-1294"", ""goose-green-2832"", ""ram-blue-9899""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""bear-yellow-1294"": {""GREEN"": 0.5, ""BLUE"": 1.0, ""RED"": 0.2}, ""goose-green-2832"": {""GREEN"": 0.5, ""RED"": 0.8, ""BLUE"": 0.8}, ""ram-blue-9899"": {""RED"": 0.5, ""GREEN"": 0.5, ""BLUE"": 0.8}}","{""bear-yellow-1294"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""goose-green-2832"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""ram-blue-9899"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}}","[""bear-yellow-1294"", ""goose-green-2832"", ""ram-blue-9899""]"
chip_bargain__chip3_g20_m5wq93_game_2_alt_profile,chip3__g20_m5wq93__game_2_alt_profile,chip3__g20_m5wq93__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,twin_sampled_unadjusted_seed_0,gpt-5-mini,chip3,3-Chip Bargaining,g20-m5wq93,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p1 (N= 54),"[""lion-blue-472"", ""octopus-green-4361"", ""ram-purple-2824""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""octopus-green-4361"": {""GREEN"": 0.5, ""BLUE"": 0.1, ""RED"": 0.2}, ""lion-blue-472"": {""RED"": 0.5, ""GREEN"": 0.5, ""BLUE"": 0.6000000000000001}, ""ram-purple-2824"": {""RED"": 0.30000000000000004, ""GREEN"": 0.5, ""BLUE"": 1.0}}","{""lion-blue-472"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""octopus-green-4361"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""ram-purple-2824"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}}","[""lion-blue-472"", ""octopus-green-4361"", ""ram-purple-2824""]"
chip_bargain__chip3_g2_m5wp6p_game_2_alt_profile,chip3__g2_m5wp6p__game_2_alt_profile,chip3__g2_m5wp6p__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,twin_sampled_unadjusted_seed_0,gpt-5-mini,chip3,3-Chip Bargaining,g2-m5wp6p,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p1 (N= 54),"[""buffalo-purple-5232"", ""cat-yellow-2069"", ""duck-green-2458""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""buffalo-purple-5232"": {""GREEN"": 0.5, ""RED"": 0.9, ""BLUE"": 0.1}, ""duck-green-2458"": {""RED"": 0.4, ""GREEN"": 0.5, ""BLUE"": 0.9}, ""cat-yellow-2069"": {""BLUE"": 0.2, ""GREEN"": 0.5, ""RED"": 0.4}}","{""buffalo-purple-5232"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""cat-yellow-2069"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""duck-green-2458"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}}","[""buffalo-purple-5232"", ""cat-yellow-2069"", ""duck-green-2458""]"
chip_bargain__chip3_g3_m5wp6q_game_2_alt_profile,chip3__g3_m5wp6q__game_2_alt_profile,chip3__g3_m5wp6q__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,twin_sampled_unadjusted_seed_0,gpt-5-mini,chip3,3-Chip Bargaining,g3-m5wp6q,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p1 (N= 54),"[""butterfly-blue-7661"", ""kangaroo-blue-9562"", ""squid-purple-3630""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""kangaroo-blue-9562"": {""RED"": 0.7000000000000001, ""GREEN"": 0.5, ""BLUE"": 0.2}, ""butterfly-blue-7661"": {""RED"": 0.30000000000000004, ""BLUE"": 0.1, ""GREEN"": 0.5}, ""squid-purple-3630"": {""GREEN"": 0.5, ""RED"": 0.4, ""BLUE"": 0.8}}","{""butterfly-blue-7661"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""kangaroo-blue-9562"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""squid-purple-3630"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}}","[""butterfly-blue-7661"", ""kangaroo-blue-9562"", ""squid-purple-3630""]"
chip_bargain__chip3_g5_m5wp6r_game_2_alt_profile,chip3__g5_m5wp6r__game_2_alt_profile,chip3__g5_m5wp6r__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,twin_sampled_unadjusted_seed_0,gpt-5-mini,chip3,3-Chip Bargaining,g5-m5wp6r,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p1 (N= 54),"[""bat-pink-1751"", ""fox-green-2854"", ""frog-blue-6296""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""frog-blue-6296"": {""BLUE"": 0.30000000000000004, ""RED"": 0.7000000000000001, ""GREEN"": 0.5}, ""bat-pink-1751"": {""BLUE"": 0.6000000000000001, ""RED"": 0.2, ""GREEN"": 0.5}, ""fox-green-2854"": {""RED"": 0.6000000000000001, ""GREEN"": 0.5, ""BLUE"": 1.0}}","{""bat-pink-1751"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""fox-green-2854"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""frog-blue-6296"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}}","[""bat-pink-1751"", ""fox-green-2854"", ""frog-blue-6296""]"
chip_bargain__chip3_g6_m5wp77_game_2_alt_profile,chip3__g6_m5wp77__game_2_alt_profile,chip3__g6_m5wp77__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,twin_sampled_unadjusted_seed_0,gpt-5-mini,chip3,3-Chip Bargaining,g6-m5wp77,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p1 (N= 54),"[""dog-green-8079"", ""parrot-pink-5400"", ""turtle-red-9966""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""parrot-pink-5400"": {""RED"": 0.6000000000000001, ""GREEN"": 0.5, ""BLUE"": 0.30000000000000004}, ""turtle-red-9966"": {""GREEN"": 0.5, ""BLUE"": 1.0, ""RED"": 0.5}, ""dog-green-8079"": {""GREEN"": 0.5, ""BLUE"": 1.0, ""RED"": 0.5}}","{""dog-green-8079"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""parrot-pink-5400"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""turtle-red-9966"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}}","[""dog-green-8079"", ""parrot-pink-5400"", ""turtle-red-9966""]"
chip_bargain__chip3_g7_m5wp78_game_2_alt_profile,chip3__g7_m5wp78__game_2_alt_profile,chip3__g7_m5wp78__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,twin_sampled_unadjusted_seed_0,gpt-5-mini,chip3,3-Chip Bargaining,g7-m5wp78,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p1 (N= 54),"[""badger-green-4722"", ""peacock-purple-5231"", ""unicorn-blue-7096""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""unicorn-blue-7096"": {""RED"": 0.5, ""GREEN"": 0.5, ""BLUE"": 0.1}, ""peacock-purple-5231"": {""BLUE"": 0.1, ""GREEN"": 0.5, ""RED"": 0.30000000000000004}, ""badger-green-4722"": {""BLUE"": 0.1, ""RED"": 0.30000000000000004, ""GREEN"": 0.5}}","{""badger-green-4722"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""peacock-purple-5231"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""unicorn-blue-7096"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}}","[""badger-green-4722"", ""peacock-purple-5231"", ""unicorn-blue-7096""]"
chip_bargain__chip3_g8_m5wp79_game_2_alt_profile,chip3__g8_m5wp79__game_2_alt_profile,chip3__g8_m5wp79__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,twin_sampled_unadjusted_seed_0,gpt-5-mini,chip3,3-Chip Bargaining,g8-m5wp79,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p1 (N= 54),"[""dog-orange-6603"", ""mouse-green-4201"", ""owl-purple-3001""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""dog-orange-6603"": {""BLUE"": 1.0, ""GREEN"": 0.5, ""RED"": 0.8}, ""owl-purple-3001"": {""GREEN"": 0.5, ""RED"": 0.30000000000000004, ""BLUE"": 1.0}, ""mouse-green-4201"": {""BLUE"": 0.6000000000000001, ""GREEN"": 0.5, ""RED"": 0.2}}","{""dog-orange-6603"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""mouse-green-4201"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""owl-purple-3001"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}}","[""dog-orange-6603"", ""mouse-green-4201"", ""owl-purple-3001""]"
chip_bargain__chip3_g9_m5wp79_game_2_alt_profile,chip3__g9_m5wp79__game_2_alt_profile,chip3__g9_m5wp79__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,twin_sampled_unadjusted_seed_0,gpt-5-mini,chip3,3-Chip Bargaining,g9-m5wp79,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p1 (N= 54),"[""alligator-orange-6315"", ""buffalo-purple-4069"", ""rabbit-yellow-6681""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""alligator-orange-6315"": {""RED"": 0.6000000000000001, ""GREEN"": 0.5, ""BLUE"": 0.5}, ""rabbit-yellow-6681"": {""BLUE"": 0.30000000000000004, ""RED"": 1.0, ""GREEN"": 0.5}, ""buffalo-purple-4069"": {""GREEN"": 0.5, ""BLUE"": 0.2, ""RED"": 0.5}}","{""alligator-orange-6315"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""buffalo-purple-4069"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""rabbit-yellow-6681"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}}","[""alligator-orange-6315"", ""buffalo-purple-4069"", ""rabbit-yellow-6681""]"
chip_bargain__chip4_cohort_01_m7xkoz_game_1,chip4__cohort_01_m7xkoz__game_1,chip4__cohort_01_m7xkoz__game_1,CHIP4__GAME_1,twin_sampled_unadjusted_seed_0,gpt-5-mini,chip4,4-Chip Bargaining,Cohort 01-m7xkoz,First negotiation game-negotiation1,GAME_1,🟣 4p1 (n=20),"[""badger-pink-6314"", ""cat-blue-2956"", ""dog-green-9823""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""PURPLE"", ""name"": ""purple"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""badger-pink-6314"": {""RED"": 0.4, ""PURPLE"": 0.1, ""BLUE"": 0.6, ""GREEN"": 0.5}, ""cat-blue-2956"": {""GREEN"": 0.5, ""PURPLE"": 0.9, ""BLUE"": 0.5, ""RED"": 0.3}, ""dog-green-9823"": {""GREEN"": 0.5, ""PURPLE"": 0.4, ""BLUE"": 0.4, ""RED"": 0.8}}","{""badger-pink-6314"": {""RED"": 10, ""BLUE"": 10, ""PURPLE"": 10, ""GREEN"": 10}, ""cat-blue-2956"": {""RED"": 10, ""BLUE"": 10, ""PURPLE"": 10, ""GREEN"": 10}, ""dog-green-9823"": {""RED"": 10, ""BLUE"": 10, ""PURPLE"": 10, ""GREEN"": 10}}","[""badger-pink-6314"", ""cat-blue-2956"", ""dog-green-9823""]"
chip_bargain__chip4_cohort_01_m898xg_game_1,chip4__cohort_01_m898xg__game_1,chip4__cohort_01_m898xg__game_1,CHIP4__GAME_1,twin_sampled_unadjusted_seed_0,gpt-5-mini,chip4,4-Chip Bargaining,Cohort 01-m898xg,First negotiation game-negotiation1,GAME_1,🟣 4p3,"[""buffalo-yellow-4552"", ""goose-green-9189"", ""bear-red-8738""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""PURPLE"", ""name"": ""purple"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""goose-green-9189"": {""RED"": 0.9, ""BLUE"": 0.8, ""PURPLE"": 0.7, ""GREEN"": 0.5}, ""bear-red-8738"": {""GREEN"": 0.5, ""RED"": 0.4, ""BLUE"": 0.2, ""PURPLE"": 0.2}, ""buffalo-yellow-4552"": {""PURPLE"": 0.7, ""RED"": 0.3, ""BLUE"": 1.0, ""GREEN"": 0.5}}","{""buffalo-yellow-4552"": {""RED"": 10, ""BLUE"": 10, ""PURPLE"": 10, ""GREEN"": 10}, ""goose-green-9189"": {""RED"": 10, ""BLUE"": 10, ""PURPLE"": 10, ""GREEN"": 10}, ""bear-red-8738"": {""RED"": 10, ""BLUE"": 10, ""PURPLE"": 10, ""GREEN"": 10}}","[""buffalo-yellow-4552"", ""goose-green-9189"", ""bear-red-8738""]"
