custom_id,persona_pid,persona_source,source_frame,source_key,persona_chars,persona_sha1,general_domain_top_1pct,specific_domain_top_1pct,general_domain_top_0_1pct,specific_domain_top_0_1pct,game_id,treatment_name,config_id,num_rounds,players,model,max_persona_chars,top_k
personahub_persona_jsonl_pgg_match__pid_personahub_persona_f8ab9587fa6b__game_65crAkEscRbHNJXbW__p017__g003,personahub_persona_f8ab9587fa6b,personahub_persona_jsonl,persona.jsonl official 200k-row subset,persona.jsonl:99619,104,8732855ed30e1a2100117cbcae175689f1c2ea3d,,,,,65crAkEscRbHNJXbW,VALIDATION_10_C,10,6,"[""SLOTH"", ""GORILLA"", ""DUCK""]",gpt-5-mini,0,3
personahub_persona_jsonl_pgg_match__pid_personahub_persona_f8ab9587fa6b__game_3EG5RaDj4z7hkT2JD__p017__g004,personahub_persona_f8ab9587fa6b,personahub_persona_jsonl,persona.jsonl official 200k-row subset,persona.jsonl:99619,104,8732855ed30e1a2100117cbcae175689f1c2ea3d,,,,,3EG5RaDj4z7hkT2JD,VALIDATION_10_T,10,6,"[""SLOTH"", ""GORILLA"", ""DUCK""]",gpt-5-mini,0,3
personahub_persona_jsonl_pgg_match__pid_personahub_persona_f8ab9587fa6b__game_PmcxhmDRj2tN3cECC__p017__g005,personahub_persona_f8ab9587fa6b,personahub_persona_jsonl,persona.jsonl official 200k-row subset,persona.jsonl:99619,104,8732855ed30e1a2100117cbcae175689f1c2ea3d,,,,,PmcxhmDRj2tN3cECC,VALIDATION_11_C,11,26,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE""]",gpt-5-mini,0,3
personahub_persona_jsonl_pgg_match__pid_personahub_persona_f8ab9587fa6b__game_925LF9k9CXpz8KjQm__p017__g006,personahub_persona_f8ab9587fa6b,personahub_persona_jsonl,persona.jsonl official 200k-row subset,persona.jsonl:99619,104,8732855ed30e1a2100117cbcae175689f1c2ea3d,,,,,925LF9k9CXpz8KjQm,VALIDATION_11_T,11,26,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE""]",gpt-5-mini,0,3
personahub_persona_jsonl_pgg_match__pid_personahub_persona_f8ab9587fa6b__game_ASQtYBWx6cGN27KxL__p017__g007,personahub_persona_f8ab9587fa6b,personahub_persona_jsonl,persona.jsonl official 200k-row subset,persona.jsonl:99619,104,8732855ed30e1a2100117cbcae175689f1c2ea3d,,,,,ASQtYBWx6cGN27KxL,VALIDATION_12_C,12,12,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3
personahub_persona_jsonl_pgg_match__pid_personahub_persona_f8ab9587fa6b__game_DYFJDsdGg8bppBJ7P__p017__g008,personahub_persona_f8ab9587fa6b,personahub_persona_jsonl,persona.jsonl official 200k-row subset,persona.jsonl:99619,104,8732855ed30e1a2100117cbcae175689f1c2ea3d,,,,,DYFJDsdGg8bppBJ7P,VALIDATION_12_T,12,12,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3
personahub_persona_jsonl_pgg_match__pid_personahub_persona_f8ab9587fa6b__game_CbDvrXGkphmfGtH3G__p017__g009,personahub_persona_f8ab9587fa6b,personahub_persona_jsonl,persona.jsonl official 200k-row subset,persona.jsonl:99619,104,8732855ed30e1a2100117cbcae175689f1c2ea3d,,,,,CbDvrXGkphmfGtH3G,VALIDATION_13_C,13,17,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG""]",gpt-5-mini,0,3
personahub_persona_jsonl_pgg_match__pid_personahub_persona_f8ab9587fa6b__game_FvbM5EM5aB5pcjLpA__p017__g010,personahub_persona_f8ab9587fa6b,personahub_persona_jsonl,persona.jsonl official 200k-row subset,persona.jsonl:99619,104,8732855ed30e1a2100117cbcae175689f1c2ea3d,,,,,FvbM5EM5aB5pcjLpA,VALIDATION_13_T,13,17,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG""]",gpt-5-mini,0,3
personahub_persona_jsonl_pgg_match__pid_personahub_persona_f8ab9587fa6b__game_C5Cd8Yq5dDbdycXKB__p017__g011,personahub_persona_f8ab9587fa6b,personahub_persona_jsonl,persona.jsonl official 200k-row subset,persona.jsonl:99619,104,8732855ed30e1a2100117cbcae175689f1c2ea3d,,,,,C5Cd8Yq5dDbdycXKB,VALIDATION_14_C,14,19,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3
personahub_persona_jsonl_pgg_match__pid_personahub_persona_f8ab9587fa6b__game_AyQkFs97hRTki5zWR__p017__g012,personahub_persona_f8ab9587fa6b,personahub_persona_jsonl,persona.jsonl official 200k-row subset,persona.jsonl:99619,104,8732855ed30e1a2100117cbcae175689f1c2ea3d,,,,,AyQkFs97hRTki5zWR,VALIDATION_14_T,14,19,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3
personahub_persona_jsonl_pgg_match__pid_personahub_persona_f8ab9587fa6b__game_7oRFMBwqmesGX7t3H__p017__g013,personahub_persona_f8ab9587fa6b,personahub_persona_jsonl,persona.jsonl official 200k-row subset,persona.jsonl:99619,104,8732855ed30e1a2100117cbcae175689f1c2ea3d,,,,,7oRFMBwqmesGX7t3H,VALIDATION_15_C,15,14,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",gpt-5-mini,0,3
personahub_persona_jsonl_pgg_match__pid_personahub_persona_f8ab9587fa6b__game_fMhhGrfpZH9ign2AK__p017__g014,personahub_persona_f8ab9587fa6b,personahub_persona_jsonl,persona.jsonl official 200k-row subset,persona.jsonl:99619,104,8732855ed30e1a2100117cbcae175689f1c2ea3d,,,,,fMhhGrfpZH9ign2AK,VALIDATION_15_T,15,14,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",gpt-5-mini,0,3
personahub_persona_jsonl_pgg_match__pid_personahub_persona_f8ab9587fa6b__game_i7C4Y4NiesraiSwwb__p017__g015,personahub_persona_f8ab9587fa6b,personahub_persona_jsonl,persona.jsonl official 200k-row subset,persona.jsonl:99619,104,8732855ed30e1a2100117cbcae175689f1c2ea3d,,,,,i7C4Y4NiesraiSwwb,VALIDATION_16_C,16,15,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",gpt-5-mini,0,3
personahub_persona_jsonl_pgg_match__pid_personahub_persona_f8ab9587fa6b__game_7tfDsTHHnxsgrhE3d__p017__g016,personahub_persona_f8ab9587fa6b,personahub_persona_jsonl,persona.jsonl official 200k-row subset,persona.jsonl:99619,104,8732855ed30e1a2100117cbcae175689f1c2ea3d,,,,,7tfDsTHHnxsgrhE3d,VALIDATION_16_T,16,15,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",gpt-5-mini,0,3
personahub_persona_jsonl_pgg_match__pid_personahub_persona_f8ab9587fa6b__game_r7Bk7fEwX3HSRrXMZ__p017__g017,personahub_persona_f8ab9587fa6b,personahub_persona_jsonl,persona.jsonl official 200k-row subset,persona.jsonl:99619,104,8732855ed30e1a2100117cbcae175689f1c2ea3d,,,,,r7Bk7fEwX3HSRrXMZ,VALIDATION_17_C,17,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG"", ""ELEPHANT"", ""WHALE"", ""HORSE""]",gpt-5-mini,0,3
personahub_persona_jsonl_pgg_match__pid_personahub_persona_f8ab9587fa6b__game_7FQezekfKk3zctLN8__p017__g018,personahub_persona_f8ab9587fa6b,personahub_persona_jsonl,persona.jsonl official 200k-row subset,persona.jsonl:99619,104,8732855ed30e1a2100117cbcae175689f1c2ea3d,,,,,7FQezekfKk3zctLN8,VALIDATION_17_T,17,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG"", ""ELEPHANT"", ""WHALE"", ""HORSE""]",gpt-5-mini,0,3
personahub_persona_jsonl_pgg_match__pid_personahub_persona_f8ab9587fa6b__game_2khRAszouj8vP8ZfP__p017__g019,personahub_persona_f8ab9587fa6b,personahub_persona_jsonl,persona.jsonl official 200k-row subset,persona.jsonl:99619,104,8732855ed30e1a2100117cbcae175689f1c2ea3d,,,,,2khRAszouj8vP8ZfP,VALIDATION_18_C,18,23,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3
personahub_persona_jsonl_pgg_match__pid_personahub_persona_f8ab9587fa6b__game_CoHyYysb84APn5gDE__p017__g020,personahub_persona_f8ab9587fa6b,personahub_persona_jsonl,persona.jsonl official 200k-row subset,persona.jsonl:99619,104,8732855ed30e1a2100117cbcae175689f1c2ea3d,,,,,CoHyYysb84APn5gDE,VALIDATION_18_T,18,23,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3
personahub_persona_jsonl_pgg_match__pid_personahub_persona_f8ab9587fa6b__game_2KKC9nMd8nRXfgH5G__p017__g021,personahub_persona_f8ab9587fa6b,personahub_persona_jsonl,persona.jsonl official 200k-row subset,persona.jsonl:99619,104,8732855ed30e1a2100117cbcae175689f1c2ea3d,,,,,2KKC9nMd8nRXfgH5G,VALIDATION_19_C,19,29,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3
personahub_persona_jsonl_pgg_match__pid_personahub_persona_f8ab9587fa6b__game_PrfKWppTZdvPhe4oN__p017__g022,personahub_persona_f8ab9587fa6b,personahub_persona_jsonl,persona.jsonl official 200k-row subset,persona.jsonl:99619,104,8732855ed30e1a2100117cbcae175689f1c2ea3d,,,,,PrfKWppTZdvPhe4oN,VALIDATION_19_T,19,29,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3
personahub_persona_jsonl_pgg_match__pid_personahub_persona_f8ab9587fa6b__game_6Pxb9DsQpyk22cJNr__p017__g023,personahub_persona_f8ab9587fa6b,personahub_persona_jsonl,persona.jsonl official 200k-row subset,persona.jsonl:99619,104,8732855ed30e1a2100117cbcae175689f1c2ea3d,,,,,6Pxb9DsQpyk22cJNr,VALIDATION_1_C,1,16,"[""SLOTH"", ""GORILLA"", ""DUCK""]",gpt-5-mini,0,3
personahub_persona_jsonl_pgg_match__pid_personahub_persona_f8ab9587fa6b__game_Fm7uYc98E2b6kcoDE__p017__g024,personahub_persona_f8ab9587fa6b,personahub_persona_jsonl,persona.jsonl official 200k-row subset,persona.jsonl:99619,104,8732855ed30e1a2100117cbcae175689f1c2ea3d,,,,,Fm7uYc98E2b6kcoDE,VALIDATION_1_T,1,16,"[""SLOTH"", ""GORILLA"", ""DUCK""]",gpt-5-mini,0,3
personahub_persona_jsonl_pgg_match__pid_personahub_persona_f8ab9587fa6b__game_9oyspxPncwXdAkruR__p017__g025,personahub_persona_f8ab9587fa6b,personahub_persona_jsonl,persona.jsonl official 200k-row subset,persona.jsonl:99619,104,8732855ed30e1a2100117cbcae175689f1c2ea3d,,,,,9oyspxPncwXdAkruR,VALIDATION_2_C,2,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3
personahub_persona_jsonl_pgg_match__pid_personahub_persona_f8ab9587fa6b__game_2TDnnb4wn9rwy3CYZ__p017__g026,personahub_persona_f8ab9587fa6b,personahub_persona_jsonl,persona.jsonl official 200k-row subset,persona.jsonl:99619,104,8732855ed30e1a2100117cbcae175689f1c2ea3d,,,,,2TDnnb4wn9rwy3CYZ,VALIDATION_2_T,2,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3
personahub_persona_jsonl_pgg_match__pid_personahub_persona_f8ab9587fa6b__game_7ywewvEuctuz4Rq8j__p017__g027,personahub_persona_f8ab9587fa6b,personahub_persona_jsonl,persona.jsonl official 200k-row subset,persona.jsonl:99619,104,8732855ed30e1a2100117cbcae175689f1c2ea3d,,,,,7ywewvEuctuz4Rq8j,VALIDATION_3_C,3,26,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3
personahub_persona_jsonl_pgg_match__pid_personahub_persona_f8ab9587fa6b__game_AJ4ikZuWJeJcEXhgZ__p017__g028,personahub_persona_f8ab9587fa6b,personahub_persona_jsonl,persona.jsonl official 200k-row subset,persona.jsonl:99619,104,8732855ed30e1a2100117cbcae175689f1c2ea3d,,,,,AJ4ikZuWJeJcEXhgZ,VALIDATION_3_T,3,26,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3
personahub_persona_jsonl_pgg_match__pid_personahub_persona_f8ab9587fa6b__game_3v9ji6wNY7sXHe8cM__p017__g029,personahub_persona_f8ab9587fa6b,personahub_persona_jsonl,persona.jsonl official 200k-row subset,persona.jsonl:99619,104,8732855ed30e1a2100117cbcae175689f1c2ea3d,,,,,3v9ji6wNY7sXHe8cM,VALIDATION_4_C,4,8,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE""]",gpt-5-mini,0,3
personahub_persona_jsonl_pgg_match__pid_personahub_persona_f8ab9587fa6b__game_8GneB6qmtDLSnbcJT__p017__g030,personahub_persona_f8ab9587fa6b,personahub_persona_jsonl,persona.jsonl official 200k-row subset,persona.jsonl:99619,104,8732855ed30e1a2100117cbcae175689f1c2ea3d,,,,,8GneB6qmtDLSnbcJT,VALIDATION_4_T,4,8,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE""]",gpt-5-mini,0,3
personahub_persona_jsonl_pgg_match__pid_personahub_persona_f8ab9587fa6b__game_6sSM4xSyZQkaxyHav__p017__g031,personahub_persona_f8ab9587fa6b,personahub_persona_jsonl,persona.jsonl official 200k-row subset,persona.jsonl:99619,104,8732855ed30e1a2100117cbcae175689f1c2ea3d,,,,,6sSM4xSyZQkaxyHav,VALIDATION_5_C,5,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3
personahub_persona_jsonl_pgg_match__pid_personahub_persona_f8ab9587fa6b__game_3EQGxadfbmAKaACgZ__p017__g032,personahub_persona_f8ab9587fa6b,personahub_persona_jsonl,persona.jsonl official 200k-row subset,persona.jsonl:99619,104,8732855ed30e1a2100117cbcae175689f1c2ea3d,,,,,3EQGxadfbmAKaACgZ,VALIDATION_5_T,5,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3
personahub_persona_jsonl_pgg_match__pid_personahub_persona_f8ab9587fa6b__game_Aj2G7CTuhLZ7Z2SPK__p017__g033,personahub_persona_f8ab9587fa6b,personahub_persona_jsonl,persona.jsonl official 200k-row subset,persona.jsonl:99619,104,8732855ed30e1a2100117cbcae175689f1c2ea3d,,,,,Aj2G7CTuhLZ7Z2SPK,VALIDATION_6_C,6,16,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",gpt-5-mini,0,3
personahub_persona_jsonl_pgg_match__pid_personahub_persona_f8ab9587fa6b__game_FAuuG8S2iw8wkGRnA__p017__g034,personahub_persona_f8ab9587fa6b,personahub_persona_jsonl,persona.jsonl official 200k-row subset,persona.jsonl:99619,104,8732855ed30e1a2100117cbcae175689f1c2ea3d,,,,,FAuuG8S2iw8wkGRnA,VALIDATION_6_T,6,16,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",gpt-5-mini,0,3
personahub_persona_jsonl_pgg_match__pid_personahub_persona_f8ab9587fa6b__game_SFohXkBYvScM7Y7rC__p017__g035,personahub_persona_f8ab9587fa6b,personahub_persona_jsonl,persona.jsonl official 200k-row subset,persona.jsonl:99619,104,8732855ed30e1a2100117cbcae175689f1c2ea3d,,,,,SFohXkBYvScM7Y7rC,VALIDATION_7_C,7,19,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",gpt-5-mini,0,3
personahub_persona_jsonl_pgg_match__pid_personahub_persona_f8ab9587fa6b__game_5R7YRmti4R5GiJKpi__p017__g036,personahub_persona_f8ab9587fa6b,personahub_persona_jsonl,persona.jsonl official 200k-row subset,persona.jsonl:99619,104,8732855ed30e1a2100117cbcae175689f1c2ea3d,,,,,5R7YRmti4R5GiJKpi,VALIDATION_7_T,7,19,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",gpt-5-mini,0,3
personahub_persona_jsonl_pgg_match__pid_personahub_persona_f8ab9587fa6b__game_6BxRfLcBtXYodAS8h__p017__g037,personahub_persona_f8ab9587fa6b,personahub_persona_jsonl,persona.jsonl official 200k-row subset,persona.jsonl:99619,104,8732855ed30e1a2100117cbcae175689f1c2ea3d,,,,,6BxRfLcBtXYodAS8h,VALIDATION_8_C,8,2,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3
personahub_persona_jsonl_pgg_match__pid_personahub_persona_f8ab9587fa6b__game_7Y6PBvgZNqtriKzaZ__p017__g038,personahub_persona_f8ab9587fa6b,personahub_persona_jsonl,persona.jsonl official 200k-row subset,persona.jsonl:99619,104,8732855ed30e1a2100117cbcae175689f1c2ea3d,,,,,7Y6PBvgZNqtriKzaZ,VALIDATION_8_T,8,2,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3
personahub_persona_jsonl_pgg_match__pid_personahub_persona_f8ab9587fa6b__game_HmA52oSS75D5Z2W8a__p017__g039,personahub_persona_f8ab9587fa6b,personahub_persona_jsonl,persona.jsonl official 200k-row subset,persona.jsonl:99619,104,8732855ed30e1a2100117cbcae175689f1c2ea3d,,,,,HmA52oSS75D5Z2W8a,VALIDATION_9_C,9,9,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY""]",gpt-5-mini,0,3
personahub_persona_jsonl_pgg_match__pid_personahub_persona_f8ab9587fa6b__game_6pQRuemJv5faRcZft__p017__g040,personahub_persona_f8ab9587fa6b,personahub_persona_jsonl,persona.jsonl official 200k-row subset,persona.jsonl:99619,104,8732855ed30e1a2100117cbcae175689f1c2ea3d,,,,,6pQRuemJv5faRcZft,VALIDATION_9_T,9,9,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY""]",gpt-5-mini,0,3
personahub_persona_jsonl_pgg_match__pid_personahub_persona_14f19722d2df__game_5mhtM66ewYHNxSp4q__p018__g001,personahub_persona_14f19722d2df,personahub_persona_jsonl,persona.jsonl official 200k-row subset,persona.jsonl:103163,31,4f269b6c4720c04355b0a4491be10c8cab209241,,,,,5mhtM66ewYHNxSp4q,VALIDATION_0_C,0,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",gpt-5-mini,0,3
personahub_persona_jsonl_pgg_match__pid_personahub_persona_14f19722d2df__game_2TquMDieEiixty8AN__p018__g002,personahub_persona_14f19722d2df,personahub_persona_jsonl,persona.jsonl official 200k-row subset,persona.jsonl:103163,31,4f269b6c4720c04355b0a4491be10c8cab209241,,,,,2TquMDieEiixty8AN,VALIDATION_0_T,0,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",gpt-5-mini,0,3
personahub_persona_jsonl_pgg_match__pid_personahub_persona_14f19722d2df__game_65crAkEscRbHNJXbW__p018__g003,personahub_persona_14f19722d2df,personahub_persona_jsonl,persona.jsonl official 200k-row subset,persona.jsonl:103163,31,4f269b6c4720c04355b0a4491be10c8cab209241,,,,,65crAkEscRbHNJXbW,VALIDATION_10_C,10,6,"[""SLOTH"", ""GORILLA"", ""DUCK""]",gpt-5-mini,0,3
personahub_persona_jsonl_pgg_match__pid_personahub_persona_14f19722d2df__game_3EG5RaDj4z7hkT2JD__p018__g004,personahub_persona_14f19722d2df,personahub_persona_jsonl,persona.jsonl official 200k-row subset,persona.jsonl:103163,31,4f269b6c4720c04355b0a4491be10c8cab209241,,,,,3EG5RaDj4z7hkT2JD,VALIDATION_10_T,10,6,"[""SLOTH"", ""GORILLA"", ""DUCK""]",gpt-5-mini,0,3
personahub_persona_jsonl_pgg_match__pid_personahub_persona_14f19722d2df__game_PmcxhmDRj2tN3cECC__p018__g005,personahub_persona_14f19722d2df,personahub_persona_jsonl,persona.jsonl official 200k-row subset,persona.jsonl:103163,31,4f269b6c4720c04355b0a4491be10c8cab209241,,,,,PmcxhmDRj2tN3cECC,VALIDATION_11_C,11,26,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE""]",gpt-5-mini,0,3
personahub_persona_jsonl_pgg_match__pid_personahub_persona_14f19722d2df__game_925LF9k9CXpz8KjQm__p018__g006,personahub_persona_14f19722d2df,personahub_persona_jsonl,persona.jsonl official 200k-row subset,persona.jsonl:103163,31,4f269b6c4720c04355b0a4491be10c8cab209241,,,,,925LF9k9CXpz8KjQm,VALIDATION_11_T,11,26,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE""]",gpt-5-mini,0,3
personahub_persona_jsonl_pgg_match__pid_personahub_persona_14f19722d2df__game_ASQtYBWx6cGN27KxL__p018__g007,personahub_persona_14f19722d2df,personahub_persona_jsonl,persona.jsonl official 200k-row subset,persona.jsonl:103163,31,4f269b6c4720c04355b0a4491be10c8cab209241,,,,,ASQtYBWx6cGN27KxL,VALIDATION_12_C,12,12,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3
personahub_persona_jsonl_pgg_match__pid_personahub_persona_14f19722d2df__game_DYFJDsdGg8bppBJ7P__p018__g008,personahub_persona_14f19722d2df,personahub_persona_jsonl,persona.jsonl official 200k-row subset,persona.jsonl:103163,31,4f269b6c4720c04355b0a4491be10c8cab209241,,,,,DYFJDsdGg8bppBJ7P,VALIDATION_12_T,12,12,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3
personahub_persona_jsonl_pgg_match__pid_personahub_persona_14f19722d2df__game_CbDvrXGkphmfGtH3G__p018__g009,personahub_persona_14f19722d2df,personahub_persona_jsonl,persona.jsonl official 200k-row subset,persona.jsonl:103163,31,4f269b6c4720c04355b0a4491be10c8cab209241,,,,,CbDvrXGkphmfGtH3G,VALIDATION_13_C,13,17,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG""]",gpt-5-mini,0,3
personahub_persona_jsonl_pgg_match__pid_personahub_persona_14f19722d2df__game_FvbM5EM5aB5pcjLpA__p018__g010,personahub_persona_14f19722d2df,personahub_persona_jsonl,persona.jsonl official 200k-row subset,persona.jsonl:103163,31,4f269b6c4720c04355b0a4491be10c8cab209241,,,,,FvbM5EM5aB5pcjLpA,VALIDATION_13_T,13,17,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG""]",gpt-5-mini,0,3
personahub_persona_jsonl_pgg_match__pid_personahub_persona_14f19722d2df__game_C5Cd8Yq5dDbdycXKB__p018__g011,personahub_persona_14f19722d2df,personahub_persona_jsonl,persona.jsonl official 200k-row subset,persona.jsonl:103163,31,4f269b6c4720c04355b0a4491be10c8cab209241,,,,,C5Cd8Yq5dDbdycXKB,VALIDATION_14_C,14,19,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3
personahub_persona_jsonl_pgg_match__pid_personahub_persona_14f19722d2df__game_AyQkFs97hRTki5zWR__p018__g012,personahub_persona_14f19722d2df,personahub_persona_jsonl,persona.jsonl official 200k-row subset,persona.jsonl:103163,31,4f269b6c4720c04355b0a4491be10c8cab209241,,,,,AyQkFs97hRTki5zWR,VALIDATION_14_T,14,19,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3
