StatementID,TreatmentCode,SubjectID,ID,UGProposer,UGProposer_JUS,AI_UGProposer,AI_UGProposer_JUS,StatementID2,SubjectID2,ID2,UGResponder,UGResponder_JUS,AI_UGResponder,AI_UGResponder_JUS
201,ODU,2180,62,4,I think it's best to offer just under half.,5,I believe this offer is fair and gives the responder a reasonable amount of the endowment while also allowing me to keep a significant portion for myself.,201,2623,45,3,I'm hoping for better but planning for a minimum.,1,It is better to have something than nothing.
202,ODU,2198,55,5,"This is the fairest allocation, as it splits the endowment equally. I presume the other person will be willing to accept that.",5,I'm offering half of my endowment because I believe it's a fair compromise that balances the need to be generous with the need to keep some ECU for myself. I hope the responder will see it this way and accept my offer.,202,2646,38,5,"Fair and even, best of both worlds.",1,"I'd like to receive something, so even just 1 ECU is better than nothing."
203,ODU,2199,34,5,I believe in fairness & share equally.,5,"I want to be fair while also maximizing my own reward, so I split the endowment in half and offer 5 ECU to the responder.",203,2659,33,3,"I don't want to be greedy, I would be happy with 3 rather than getting nothing.",1,Accepting 1 ECU is better than getting 0 ECU.
204,ODU,2231,43,4,Their odds of having a minimum endowment of 4 ECU seems fairly high.,5,"I believe that a fair and reasonable offer would be to transfer 5 ECU to the responder, keeping 5 ECU for myself. This way, both parties receive half of the total endowment and are motivated to accept the offer.",204,2667,46,5,I think most people would accept half the ECU.,1,I would accept a minimum of 1 ECU because it is better than nothing.
205,ODU,2239,39,8,I'm hoping that the responder would have good faith that I would send a high amount.,5,"I believe it's a fair offer to give half of my endowment to the responder. This way, we both benefit from the transaction and neither of us will be left with nothing.",205,2682,9,5,The fairest option is to go halves.,1,"I want to receive something, so I will accept any positive offer."
206,ODU,2278,19,5,A 50-50 split.,5,"I aim to maximize my own ECU, but also need to consider the minimum acceptance level of the responder. Offering 5 ECU strikes a balance between these goals.",206,2688,31,4,To try to at least get something.,1,Any amount is better than none.
207,ODU,2283,49,5,"Seems fair and good chance of acceptance, thus decent bonus.",5,"I believe that a fair and equal split of the endowment would be to offer half to the responder, which in this case is 5 ECU.",207,2689,15,1,"As I would be deciding my own reward, I would rather make this decision myself and choose a low number to guarantee some payout.",1,"I believe that receiving any amount is better than receiving nothing, so I would be willing to accept any positive offer."
208,ODU,2304,22,5,"More likely to accept, better for both of us.",5,I want to be fair and keep the possibility of a mutually beneficial outcome alive.,208,2697,7,3,Three is better than nothing and closer to 50/50.,1,Any positive amount is better than nothing.
209,ODU,2305,34,5,Just want to make it fair.,5,"I want to be fair while also maximizing my own reward, so I split the endowment in half and offer 5 ECU to the responder.",209,2702,53,5,Equal share.,1,"I want to receive at least some amount of money, so I set the minimum offer to be 1 ECU."
210,ODU,2306,50,5,I think half is fair.,5,"I'm feeling generous and fair, so I'll offer the responder half of my endowment.",210,2709,45,5,It’s the only fair split of the 10 ECU.,1,It is better to have something than nothing.
211,ODU,2313,36,5,"Straight down the middle, the fairest option.",5,I want to keep half of the endowment for myself and offer the other half to the responder. This seems like a fair and reasonable offer to make.,211,2719,44,5,An obvious 50/50 split.,1,"I would accept any positive amount, as even a small amount of ECU is better than none at all."
212,ODU,2322,13,5,"I need them to be on board, and therefore I decided to offer them the same as I would get.",5,"I would like to keep half of my endowment and offer the other half to the responder. This way I am maximizing my chances of reaching an agreement, as it is likely that the responder's minimum acceptance level is somewhere close to 5 ECU.",212,2724,19,5,I want at least half so that we both get a fair share.,1,Getting something is better than nothing.
213,ODU,2347,35,5,Splitting it equally seems fair.,5,"It's a fair split, giving the responder half of my endowment.",213,2727,18,5,I think it’s only fair to receive half the endowment. This amount would be my minimum and maximum amounts.,1,"I want at least some money, so I would accept any positive offer."
214,ODU,2349,52,5,Equal split = likely to be accepted.,5,"I am dividing the money equally, which is a fair offer.",214,2730,31,5,"If they aren’t willing to share, then I'm happy to assist in teaching a lesson.",1,Any amount is better than none.
215,ODU,2351,37,5,"We get equal share, this should sound fair.",5,"I'm trying to be fair and give the responder half of the endowment so that we both end up with 5 ECU each. This way, both of us stand to gain something and there's a good chance the responder will accept the offer.",215,2736,14,1,Accepting any offer above 0 is better than rejecting for me.,1,"I want to receive at least some ECU, so even a small amount is better than nothing."
216,ODU,2357,57,5,This is a fair split so they're unlikely to reject it.,5,"I'm offering half of my endowment because I think it's a fair compromise, and the responder is likely to accept it, resulting in both of us receiving something rather than nothing.",216,2802,36,1,"I would put 1, because the alternative is receiving nothing at all.",1,"I would accept any offer that is greater than 0 ECU. This is because I am currently endowed with 0 ECU, so any positive amount of ECU would be an improvement."
217,ODU,2372,38,5,Only fair to share the amount equally.,5,"I think it's a fair offer that balances my self-interest with a desire to be generous. By offering half, I'm showing that I'm willing to share the resources and not just keep everything for myself. This increases the likelihood that the responder will accept the offer and we'll both end up with something, rather than both getting nothing if the responder rejects my offer.",217,2828,45,1,Might as well increase my chances of some gain.,1,It is better to have something than nothing.
218,ODU,2396,14,5,It is the most likely to be accepted and is a fair spit between us.,5,"I think it's fair to offer half of the endowment to the responder, since it's a one-time opportunity and splitting it equally gives both of us something instead of risking getting nothing if the responder sets their minimum too high or rejects the offer.",218,2830,60,5,Half is a fair cut of the ECU.,1,"I want to receive at least some amount of money, even if it's just 1 ECU. Rejecting the offer would result in both of us getting 0 ECU, so accepting any positive offer is preferable to rejecting the offer."
219,ODU,2399,63,4,Close to half and should be within his limit.,5,"I'm trying to split the endowment fairly and avoid a situation where the responder rejects the offer and we both get nothing. By offering 5 ECU, I'm giving the responder half of the endowment which I believe is a fair deal.",219,2831,7,1,"Don’t deserve any, so worth a try.",1,Any positive amount is better than nothing.
220,ODU,2407,58,6,"I want to be fair and instil trust. I've done nothing to deserve more than the responder. If the responder wants to ""win"", they can - I don't want 0.",5,"I think it's a fair offer that benefits both of us. By offering 5 ECU, I am still able to keep a significant amount for myself while also giving the responder a chance to earn some money.",220,2847,41,4,"I'm willing to take a smaller share, but not by a lot.",1,"I believe that any positive amount is better than nothing, so I would accept any offer of 1 ECU or more."
221,ODU,2421,9,5,Equal share is fair and the other person would not presumably then barter.,5,"I want to offer the responder 5 ECU because it's a fair compromise between keeping the majority for myself and giving a significant enough amount to the responder to make the offer worth their acceptance. This way, both of us can come away with some ECU and avoid leaving empty-handed.",221,2850,42,5,I want minimum half.,1,I'll accept any positive amount because it's better than getting nothing.
222,ODU,2425,13,5,It seems fair as it is half.,5,"I would like to keep half of my endowment and offer the other half to the responder. This way I am maximizing my chances of reaching an agreement, as it is likely that the responder's minimum acceptance level is somewhere close to 5 ECU.",222,2863,57,4,I would not think that the proposer would hope to keep more than 60%.,1,"I would like to receive at least some amount of money, so I would accept an offer of 1 ECU or more."
223,ODU,2427,52,8,Want to benefit myself.,5,"I am dividing the money equally, which is a fair offer.",223,2878,25,5,Putting trust in us both knowing that this is best for us.,1,It's better to receive something than nothing.
224,ODU,2431,2,5,This seems a fair exchange that I am willing to offer.,5,"I want to maximize my own payout while also increasing the likelihood that the responder will accept my offer, so I'm offering half of my endowment.",224,2933,25,10,So that we can both share them.,1,It's better to receive something than nothing.
225,ODU,2451,33,5,It's a fair split.,5,I would like to keep half of my endowment and offer the other half to the responder because I believe this is a fair and reasonable compromise that would maximize the chances of the offer being accepted.,225,2934,43,5,5 each is fair.,1,Accepting any amount is better than getting nothing.
226,ODU,2462,19,5,Seems like a fair offer and will meet responder’s minimum.,5,"I aim to maximize my own ECU, but also need to consider the minimum acceptance level of the responder. Offering 5 ECU strikes a balance between these goals.",226,2938,41,4,It's a fair one.,1,"I believe that any positive amount is better than nothing, so I would accept any offer of 1 ECU or more."
227,ODU,2466,63,10,Hoping for human kindness.,5,"I'm trying to split the endowment fairly and avoid a situation where the responder rejects the offer and we both get nothing. By offering 5 ECU, I'm giving the responder half of the endowment which I believe is a fair deal.",227,2952,43,5,I'm prepared to divide the ECU exactly in half.,1,Accepting any amount is better than getting nothing.
228,ODU,2481,45,5,Seems fair to divide equally.,5,"I think a fair offer would be to give half of my endowment to the responder, which would result in both of us having 5 ECU.",228,2957,60,4,It is just under half of the original amount and I think there is a good chance we will both benefit.,1,"I want to receive at least some amount of money, even if it's just 1 ECU. Rejecting the offer would result in both of us getting 0 ECU, so accepting any positive offer is preferable to rejecting the offer."
229,ODU,2490,55,5,I would like us both to benefit equally.,5,I'm offering half of my endowment because I believe it's a fair compromise that balances the need to be generous with the need to keep some ECU for myself. I hope the responder will see it this way and accept my offer.,229,2975,62,5,Most beneficial for both parties.,1,"I believe in fairness and equity, even a small amount is better than nothing."
230,ODU,2532,51,4,The responder has nothing so if he/she rejects will get nothing and it's a fair offer.,5,"I think it's a fair and reasonable offer, giving the responder half of my endowment while still allowing me to keep a portion of the money.",230,2981,6,5,"By offering this, there are more chances of acceptance.",1,Because getting something is better than getting nothing.
231,ODU,2533,38,5,It is fair to share the profit.,5,"I think it's a fair offer that balances my self-interest with a desire to be generous. By offering half, I'm showing that I'm willing to share the resources and not just keep everything for myself. This increases the likelihood that the responder will accept the offer and we'll both end up with something, rather than both getting nothing if the responder rejects my offer.",231,2987,38,5,I think that they will go halves.,1,"I'd like to receive something, so even just 1 ECU is better than nothing."
