custom_id,source_custom_id,scenario_hash,global_count,global_stay_count,global_swerve_count,global_stay_share,global_swerve_share,option_a_action,option_b_action,observed_a_count,observed_b_count,observed_a_share,observed_b_share,scenario_type,scenario_type_strict,attribute_level,pedped,input_char_count,estimated_input_tokens_4_chars_per_token,estimated_input_tokens_3_5_chars_per_token,prompt,source_run_name,prompt_version,response_format
mm_global_distribution_0065_vprob,mm_global_distribution_0065,3e0c5465a62a205260ee74a0071a1b5a,11444,8522,2922,0.7446696959105208,0.2553303040894792,stay,swerve,8522,2922,0.7446696959105208,0.2553303040894792,Age,Age,Old,0,743,186,213,"A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 elderly woman crossing on a red light.
(B) Swerve into a concrete barrier. The following passengers die: 1 woman.

Estimate what percentage of respondents would choose each option if asked this dilemma once.
Return JSON only.
Output contract:
- Use exactly two keys: ""A"" and ""B"".
- Use integer percentages from 0 to 100.
- A and B must sum to exactly 100.
- Do not include explanations, markdown, or extra keys.
- Example: {""A"": 55, ""B"": 45}
Answer:",mm_global_distribution_scenario_only_n_gt_10000_gpt_5_mini,verbalized_probability_json_v1,json_object
mm_global_distribution_0066_vprob,mm_global_distribution_0066,6f3de36a8dca725f5e5c7c821a25c2e3,11438,6404,5034,0.5598880923238329,0.44011190767616715,stay,swerve,6404,5034,0.5598880923238329,0.44011190767616715,Age,Age,Young,0,739,185,212,"A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 man crossing on a red light.
(B) Swerve into a concrete barrier. The following passengers die: 1 elderly man.

Estimate what percentage of respondents would choose each option if asked this dilemma once.
Return JSON only.
Output contract:
- Use exactly two keys: ""A"" and ""B"".
- Use integer percentages from 0 to 100.
- A and B must sum to exactly 100.
- Do not include explanations, markdown, or extra keys.
- Example: {""A"": 55, ""B"": 45}
Answer:",mm_global_distribution_scenario_only_n_gt_10000_gpt_5_mini,verbalized_probability_json_v1,json_object
mm_global_distribution_0067_vprob,mm_global_distribution_0067,af1ecc4748b89e799b89b9fc4f035175,11403,7819,3584,0.6856967464702272,0.31430325352977284,stay,swerve,7819,3584,0.6856967464702272,0.31430325352977284,Fitness,Fitness,Fat,0,740,185,212,"A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 man crossing on a red light.
(B) Swerve into a concrete barrier. The following passengers die: 1 male athlete.

Estimate what percentage of respondents would choose each option if asked this dilemma once.
Return JSON only.
Output contract:
- Use exactly two keys: ""A"" and ""B"".
- Use integer percentages from 0 to 100.
- A and B must sum to exactly 100.
- Do not include explanations, markdown, or extra keys.
- Example: {""A"": 55, ""B"": 45}
Answer:",mm_global_distribution_scenario_only_n_gt_10000_gpt_5_mini,verbalized_probability_json_v1,json_object
mm_global_distribution_0068_vprob,mm_global_distribution_0068,e4cf7ee350c9036203166165fca9f95d,11393,7638,3755,0.6704116562801721,0.329588343719828,stay,swerve,7638,3755,0.6704116562801721,0.329588343719828,Random,Fitness,Rand,0,740,185,212,"A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 male athlete crossing on a red light.
(B) Swerve into a concrete barrier. The following passengers die: 1 man.

Estimate what percentage of respondents would choose each option if asked this dilemma once.
Return JSON only.
Output contract:
- Use exactly two keys: ""A"" and ""B"".
- Use integer percentages from 0 to 100.
- A and B must sum to exactly 100.
- Do not include explanations, markdown, or extra keys.
- Example: {""A"": 55, ""B"": 45}
Answer:",mm_global_distribution_scenario_only_n_gt_10000_gpt_5_mini,verbalized_probability_json_v1,json_object
mm_global_distribution_0069_vprob,mm_global_distribution_0069,df3b5a305483e45022f39329245535fc,11342,8433,2909,0.743519661435373,0.25648033856462704,stay,swerve,8433,2909,0.743519661435373,0.25648033856462704,Age,Age,Old,0,739,185,212,"A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 elderly man crossing on a red light.
(B) Swerve into a concrete barrier. The following passengers die: 1 man.

Estimate what percentage of respondents would choose each option if asked this dilemma once.
Return JSON only.
Output contract:
- Use exactly two keys: ""A"" and ""B"".
- Use integer percentages from 0 to 100.
- A and B must sum to exactly 100.
- Do not include explanations, markdown, or extra keys.
- Example: {""A"": 55, ""B"": 45}
Answer:",mm_global_distribution_scenario_only_n_gt_10000_gpt_5_mini,verbalized_probability_json_v1,json_object
mm_global_distribution_0070_vprob,mm_global_distribution_0070,42da6f052586a1bb2343fd93c2cfd098,11238,7514,3724,0.6686243103755116,0.3313756896244883,stay,swerve,7514,3724,0.6686243103755116,0.3313756896244883,Random,Fitness,Rand,0,744,186,213,"A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 female athlete crossing on a red light.
(B) Swerve into a concrete barrier. The following passengers die: 1 woman.

Estimate what percentage of respondents would choose each option if asked this dilemma once.
Return JSON only.
Output contract:
- Use exactly two keys: ""A"" and ""B"".
- Use integer percentages from 0 to 100.
- A and B must sum to exactly 100.
- Do not include explanations, markdown, or extra keys.
- Example: {""A"": 55, ""B"": 45}
Answer:",mm_global_distribution_scenario_only_n_gt_10000_gpt_5_mini,verbalized_probability_json_v1,json_object
mm_global_distribution_0071_vprob,mm_global_distribution_0071,a3d54dd408bcbde97398ad443aee2d6d,10789,4440,6349,0.4115302623041987,0.5884697376958012,stay,swerve,4440,6349,0.4115302623041987,0.5884697376958012,Age,Age,Young,0,730,183,209,"A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead into a concrete barrier. The following passengers die: 1 woman.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 elderly woman.

Estimate what percentage of respondents would choose each option if asked this dilemma once.
Return JSON only.
Output contract:
- Use exactly two keys: ""A"" and ""B"".
- Use integer percentages from 0 to 100.
- A and B must sum to exactly 100.
- Do not include explanations, markdown, or extra keys.
- Example: {""A"": 55, ""B"": 45}
Answer:",mm_global_distribution_scenario_only_n_gt_10000_gpt_5_mini,verbalized_probability_json_v1,json_object
mm_global_distribution_0072_vprob,mm_global_distribution_0072,0d7d635efcf87f111b3aedc7ae87090d,10774,2770,8004,0.2571004269537776,0.7428995730462223,stay,swerve,2770,8004,0.2571004269537776,0.7428995730462223,Random,Fitness,Rand,1,775,194,222,"A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 male athlete crossing on a green light.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 man crossing on a red light.

Estimate what percentage of respondents would choose each option if asked this dilemma once.
Return JSON only.
Output contract:
- Use exactly two keys: ""A"" and ""B"".
- Use integer percentages from 0 to 100.
- A and B must sum to exactly 100.
- Do not include explanations, markdown, or extra keys.
- Example: {""A"": 55, ""B"": 45}
Answer:",mm_global_distribution_scenario_only_n_gt_10000_gpt_5_mini,verbalized_probability_json_v1,json_object
mm_global_distribution_0073_vprob,mm_global_distribution_0073,47ff10003e1cf5ae5bc5187cf16a53bb,10769,1893,8876,0.17578233819296127,0.8242176618070387,stay,swerve,1893,8876,0.17578233819296127,0.8242176618070387,Age,Age,Young,1,774,194,222,"A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 man crossing on a green light.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 elderly man crossing on a red light.

Estimate what percentage of respondents would choose each option if asked this dilemma once.
Return JSON only.
Output contract:
- Use exactly two keys: ""A"" and ""B"".
- Use integer percentages from 0 to 100.
- A and B must sum to exactly 100.
- Do not include explanations, markdown, or extra keys.
- Example: {""A"": 55, ""B"": 45}
Answer:",mm_global_distribution_scenario_only_n_gt_10000_gpt_5_mini,verbalized_probability_json_v1,json_object
mm_global_distribution_0074_vprob,mm_global_distribution_0074,d770fde4f23ba47b8f738a410622b44e,10748,1683,9065,0.15658727205061407,0.8434127279493859,stay,swerve,1683,9065,0.15658727205061407,0.8434127279493859,Age,Age,Young,1,778,195,223,"A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 woman crossing on a green light.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 elderly woman crossing on a red light.

Estimate what percentage of respondents would choose each option if asked this dilemma once.
Return JSON only.
Output contract:
- Use exactly two keys: ""A"" and ""B"".
- Use integer percentages from 0 to 100.
- A and B must sum to exactly 100.
- Do not include explanations, markdown, or extra keys.
- Example: {""A"": 55, ""B"": 45}
Answer:",mm_global_distribution_scenario_only_n_gt_10000_gpt_5_mini,verbalized_probability_json_v1,json_object
mm_global_distribution_0075_vprob,mm_global_distribution_0075,da0f242ac407177b23c2f03477707383,10722,6522,4200,0.608282036933408,0.39171796306659207,stay,swerve,6522,4200,0.608282036933408,0.39171796306659207,Random,Fitness,Rand,0,731,183,209,"A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead into a concrete barrier. The following passengers die: 1 female athlete.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 woman.

Estimate what percentage of respondents would choose each option if asked this dilemma once.
Return JSON only.
Output contract:
- Use exactly two keys: ""A"" and ""B"".
- Use integer percentages from 0 to 100.
- A and B must sum to exactly 100.
- Do not include explanations, markdown, or extra keys.
- Example: {""A"": 55, ""B"": 45}
Answer:",mm_global_distribution_scenario_only_n_gt_10000_gpt_5_mini,verbalized_probability_json_v1,json_object
mm_global_distribution_0076_vprob,mm_global_distribution_0076,6dfd2a42768065eb9eca222c2ec78fb5,10712,2896,7816,0.2703510082150859,0.7296489917849142,stay,swerve,2896,7816,0.2703510082150859,0.7296489917849142,Fitness,Fitness,Fat,1,775,194,222,"A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 man crossing on a green light.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 male athlete crossing on a red light.

Estimate what percentage of respondents would choose each option if asked this dilemma once.
Return JSON only.
Output contract:
- Use exactly two keys: ""A"" and ""B"".
- Use integer percentages from 0 to 100.
- A and B must sum to exactly 100.
- Do not include explanations, markdown, or extra keys.
- Example: {""A"": 55, ""B"": 45}
Answer:",mm_global_distribution_scenario_only_n_gt_10000_gpt_5_mini,verbalized_probability_json_v1,json_object
mm_global_distribution_0077_vprob,mm_global_distribution_0077,ab459e8ad43c894a308a1d6f7c02f3bd,10686,4629,6057,0.43318360471645145,0.5668163952835485,stay,swerve,4629,6057,0.43318360471645145,0.5668163952835485,Age,Age,Young,0,726,182,208,"A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead into a concrete barrier. The following passengers die: 1 man.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 elderly man.

Estimate what percentage of respondents would choose each option if asked this dilemma once.
Return JSON only.
Output contract:
- Use exactly two keys: ""A"" and ""B"".
- Use integer percentages from 0 to 100.
- A and B must sum to exactly 100.
- Do not include explanations, markdown, or extra keys.
- Example: {""A"": 55, ""B"": 45}
Answer:",mm_global_distribution_scenario_only_n_gt_10000_gpt_5_mini,verbalized_probability_json_v1,json_object
mm_global_distribution_0078_vprob,mm_global_distribution_0078,6a735cb05a4f2ec78bdc8b4e7b01e498,10668,8013,2655,0.7511248593925759,0.24887514060742408,stay,swerve,8013,2655,0.7511248593925759,0.24887514060742408,Age,Age,Old,0,726,182,208,"A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead into a concrete barrier. The following passengers die: 1 elderly man.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 man.

Estimate what percentage of respondents would choose each option if asked this dilemma once.
Return JSON only.
Output contract:
- Use exactly two keys: ""A"" and ""B"".
- Use integer percentages from 0 to 100.
- A and B must sum to exactly 100.
- Do not include explanations, markdown, or extra keys.
- Example: {""A"": 55, ""B"": 45}
Answer:",mm_global_distribution_scenario_only_n_gt_10000_gpt_5_mini,verbalized_probability_json_v1,json_object
mm_global_distribution_0079_vprob,mm_global_distribution_0079,f31aa671c54164721a10f47b954eb64c,10658,3175,7483,0.29789829236254456,0.7021017076374554,stay,swerve,3175,7483,0.29789829236254456,0.7021017076374554,Fitness,Fitness,Fat,1,779,195,223,"A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 woman crossing on a green light.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 female athlete crossing on a red light.

Estimate what percentage of respondents would choose each option if asked this dilemma once.
Return JSON only.
Output contract:
- Use exactly two keys: ""A"" and ""B"".
- Use integer percentages from 0 to 100.
- A and B must sum to exactly 100.
- Do not include explanations, markdown, or extra keys.
- Example: {""A"": 55, ""B"": 45}
Answer:",mm_global_distribution_scenario_only_n_gt_10000_gpt_5_mini,verbalized_probability_json_v1,json_object
mm_global_distribution_0080_vprob,mm_global_distribution_0080,00c9d606a39e1c48b8ec9c414379b769,10648,5159,5489,0.484504132231405,0.515495867768595,stay,swerve,5159,5489,0.484504132231405,0.515495867768595,Age,Age,Old,1,774,194,222,"A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 elderly man crossing on a green light.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 man crossing on a red light.

Estimate what percentage of respondents would choose each option if asked this dilemma once.
Return JSON only.
Output contract:
- Use exactly two keys: ""A"" and ""B"".
- Use integer percentages from 0 to 100.
- A and B must sum to exactly 100.
- Do not include explanations, markdown, or extra keys.
- Example: {""A"": 55, ""B"": 45}
Answer:",mm_global_distribution_scenario_only_n_gt_10000_gpt_5_mini,verbalized_probability_json_v1,json_object
mm_global_distribution_0081_vprob,mm_global_distribution_0081,7a5fc84e4231ff78a0db5cdc5654ba3c,10644,7127,3517,0.6695791055993987,0.3304208944006013,stay,swerve,7127,3517,0.6695791055993987,0.3304208944006013,Fitness,Fitness,Fat,0,731,183,209,"A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead into a concrete barrier. The following passengers die: 1 woman.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 female athlete.

Estimate what percentage of respondents would choose each option if asked this dilemma once.
Return JSON only.
Output contract:
- Use exactly two keys: ""A"" and ""B"".
- Use integer percentages from 0 to 100.
- A and B must sum to exactly 100.
- Do not include explanations, markdown, or extra keys.
- Example: {""A"": 55, ""B"": 45}
Answer:",mm_global_distribution_scenario_only_n_gt_10000_gpt_5_mini,verbalized_probability_json_v1,json_object
mm_global_distribution_0082_vprob,mm_global_distribution_0082,7b098f9e80b9ec88bbdb8f82acb29856,10631,5497,5134,0.5170727118803499,0.4829272881196501,stay,swerve,5497,5134,0.5170727118803499,0.4829272881196501,Age,Age,Old,1,778,195,223,"A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 elderly woman crossing on a green light.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 woman crossing on a red light.

Estimate what percentage of respondents would choose each option if asked this dilemma once.
Return JSON only.
Output contract:
- Use exactly two keys: ""A"" and ""B"".
- Use integer percentages from 0 to 100.
- A and B must sum to exactly 100.
- Do not include explanations, markdown, or extra keys.
- Example: {""A"": 55, ""B"": 45}
Answer:",mm_global_distribution_scenario_only_n_gt_10000_gpt_5_mini,verbalized_probability_json_v1,json_object
mm_global_distribution_0083_vprob,mm_global_distribution_0083,331172c6ff413e6093566be253c90f07,10602,6580,4022,0.6206376155442369,0.3793623844557631,stay,swerve,6580,4022,0.6206376155442369,0.3793623844557631,Random,Fitness,Rand,0,727,182,208,"A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead into a concrete barrier. The following passengers die: 1 male athlete.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 man.

Estimate what percentage of respondents would choose each option if asked this dilemma once.
Return JSON only.
Output contract:
- Use exactly two keys: ""A"" and ""B"".
- Use integer percentages from 0 to 100.
- A and B must sum to exactly 100.
- Do not include explanations, markdown, or extra keys.
- Example: {""A"": 55, ""B"": 45}
Answer:",mm_global_distribution_scenario_only_n_gt_10000_gpt_5_mini,verbalized_probability_json_v1,json_object
mm_global_distribution_0084_vprob,mm_global_distribution_0084,7895fe3e515a5e8039638505065b2da9,10599,8501,2098,0.8020567978111143,0.19794320218888575,stay,swerve,8501,2098,0.8020567978111143,0.19794320218888575,Age,Age,Old,0,730,183,209,"A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead into a concrete barrier. The following passengers die: 1 elderly woman.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 woman.

Estimate what percentage of respondents would choose each option if asked this dilemma once.
Return JSON only.
Output contract:
- Use exactly two keys: ""A"" and ""B"".
- Use integer percentages from 0 to 100.
- A and B must sum to exactly 100.
- Do not include explanations, markdown, or extra keys.
- Example: {""A"": 55, ""B"": 45}
Answer:",mm_global_distribution_scenario_only_n_gt_10000_gpt_5_mini,verbalized_probability_json_v1,json_object
mm_global_distribution_0085_vprob,mm_global_distribution_0085,787f9b6cf19df72165738c9c7ac9155a,10598,2584,8014,0.24381958860162295,0.7561804113983771,stay,swerve,2584,8014,0.24381958860162295,0.7561804113983771,Random,Fitness,Rand,1,779,195,223,"A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 female athlete crossing on a green light.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 woman crossing on a red light.

Estimate what percentage of respondents would choose each option if asked this dilemma once.
Return JSON only.
Output contract:
- Use exactly two keys: ""A"" and ""B"".
- Use integer percentages from 0 to 100.
- A and B must sum to exactly 100.
- Do not include explanations, markdown, or extra keys.
- Example: {""A"": 55, ""B"": 45}
Answer:",mm_global_distribution_scenario_only_n_gt_10000_gpt_5_mini,verbalized_probability_json_v1,json_object
mm_global_distribution_0086_vprob,mm_global_distribution_0086,332ed3412c6dde783cfc00def8484ea0,10560,6877,3683,0.6512310606060606,0.3487689393939394,stay,swerve,6877,3683,0.6512310606060606,0.3487689393939394,Fitness,Fitness,Fat,0,727,182,208,"A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead into a concrete barrier. The following passengers die: 1 man.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 male athlete.

Estimate what percentage of respondents would choose each option if asked this dilemma once.
Return JSON only.
Output contract:
- Use exactly two keys: ""A"" and ""B"".
- Use integer percentages from 0 to 100.
- A and B must sum to exactly 100.
- Do not include explanations, markdown, or extra keys.
- Example: {""A"": 55, ""B"": 45}
Answer:",mm_global_distribution_scenario_only_n_gt_10000_gpt_5_mini,verbalized_probability_json_v1,json_object
mm_global_distribution_0087_vprob,mm_global_distribution_0087,3077bec3306bbea342f1a5d836156aea,10195,4355,5840,0.4271701814615007,0.5728298185384992,stay,swerve,4355,5840,0.4271701814615007,0.5728298185384992,Gender,Gender,Female,0,725,182,208,"A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 elderly woman.
(B) Swerve into a concrete barrier. The following passengers die: 1 elderly man.

Estimate what percentage of respondents would choose each option if asked this dilemma once.
Return JSON only.
Output contract:
- Use exactly two keys: ""A"" and ""B"".
- Use integer percentages from 0 to 100.
- A and B must sum to exactly 100.
- Do not include explanations, markdown, or extra keys.
- Example: {""A"": 55, ""B"": 45}
Answer:",mm_global_distribution_scenario_only_n_gt_10000_gpt_5_mini,verbalized_probability_json_v1,json_object
mm_global_distribution_0088_vprob,mm_global_distribution_0088,5a29c560a249d39a2c0b6af8bbe9bdca,10033,4364,5669,0.43496461676467657,0.5650353832353234,stay,swerve,4364,5669,0.43496461676467657,0.5650353832353234,Gender,Gender,Male,0,708,177,203,"A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 boy.
(B) Swerve into a concrete barrier. The following passengers die: 1 girl.

Estimate what percentage of respondents would choose each option if asked this dilemma once.
Return JSON only.
Output contract:
- Use exactly two keys: ""A"" and ""B"".
- Use integer percentages from 0 to 100.
- A and B must sum to exactly 100.
- Do not include explanations, markdown, or extra keys.
- Example: {""A"": 55, ""B"": 45}
Answer:",mm_global_distribution_scenario_only_n_gt_10000_gpt_5_mini,verbalized_probability_json_v1,json_object
