text,umap_x,umap_y,cluster_id,cluster_title,cluster_intro,cluster_size
"They observe others’ varying contributions and payoffs but do not visibly retaliate or condition their behavior on these outcomes. When others free-ride substantially and earn more, they still contribute fully in subsequent rounds. When a particular player repeatedly contributes slightly less and gains a marginal advantage, they never target that player via reduced contributions or critical messaging, aside from joining in a playful, non-serious “impostor” joke that aligns with others’ mild accusations. There is no evidence that they reward high contributors either; their own contributions remain at ceiling regardless of whether the group is perfectly cooperative or partially defective. This suggests a low-reactivity style: they notice but largely ignore payoff differences and continue following their own cooperative rule. Their emotional stance toward inequality is not explicit; based on behavior, they appear tolerant of moderate exploitation and more interested in preserving a cooperative pattern than in enforcing strict fairness through behavioral change.",-0.053955775,-1.1827126,7,Payoff / Payoffs / Free,"This cluster groups personas with related strategy patterns around payoff, payoffs, free, cooperation, outcomes.",149
"The player sees full payoff information each round but never comments on it. Behaviorally, they exhibit a clear asymmetry: they continue to contribute fully when others slightly under-contribute, accepting small personal losses relative to those mild free-riders; yet they occasionally free-ride themselves in otherwise cooperative environments, collecting higher payoffs than others without verbal justification. They do not visibly retaliate against specific low contributors by systematically lowering their own contributions in proportion to those deviations. When someone repeatedly or intermittently contributes less, the player typically stays at maximum contributions, indicating tolerance for modest inequality and a willingness to maintain group efficiency despite being disadvantaged. When the group becomes more uneven in its contributions, the player’s low-contribution rounds seem more opportunistic than punitive. There is no consistent mapping from specific others’ payoffs to their own subsequent contributions; they are not using targeted social comparison to calibrate a tit-for-tat strategy. Instead, they appear to operate under a “cooperate by default, occasionally exploit the cooperative environment” rule. They do not react in chat to accusations directed at other players or to speculation about end-of-game punishment mechanisms. Their stance toward others’ higher or lower payoffs, in attitudinal terms, is unknown; only their revealed preference is visible: they accept others’ benefiting from slight free-riding and also occasionally take such benefits for themselves.",0.32984835,-1.3634218,11,Group / Contributions / Payoffs,"This cluster groups personas with related strategy patterns around group, contributions, payoffs, payoff, outcomes.",105
"This player appears to monitor others’ outcomes and contributions, as their deviations occur in contexts where others are reliably contributing at or near the maximum. They repeatedly choose contribution levels that yield them higher-than-average payoffs while leaving others with slightly lower returns, implying awareness of the payoff structure and its distributional consequences. When other players start experimenting with lower contributions or one player repeatedly contributes less, the focal player sometimes returns to full contribution levels, likely because the marginal gain from free-riding shrinks when others also defect. This suggests they adapt to the effective “price” of defection: they exploit most when others are most cooperative and scale back when too many are also shaving off contributions. In terms of social reactions, they do not visibly respond to chat comments about cheating, impostors, or possible punishment mechanisms. They do not retaliate against low contributors (no direct action is possible beyond their own contributions, and they do not try to discipline others through higher cooperation or moral messaging). Instead, they continue to pursue their individual payoff strategy. There is no evidence of guilt, shame, or norm reinforcement; they neither reduce their exploitation after being implicitly named nor engage in pro-social signaling through communication. Their primary sensitivity is to payoff-relevant actions, not to social feedback.",-0.07600808,-1.3016737,7,Payoff / Payoffs / Free,"This cluster groups personas with related strategy patterns around payoff, payoffs, free, cooperation, outcomes.",149
"They observe that some players occasionally earn higher payoffs by contributing less, but they do not verbally react to these outcome differences. There is no expression of resentment, no direct calling out of free-riders, and no attempts to shame or pressure them. Likewise, when the group returns to full cooperation and everyone earns the same, they do not explicitly praise or reinforce this equality, although their continued full contributions are consistent with valuing that outcome. Their own rare low-contribution episodes occur in contexts where others are also contributing less; this might reflect a muted sensitivity to relative payoffs—being willing to take advantage when the norm visibly loosens—yet they do not follow through with systematic matching or tit-for-tat. They neither escalate against undercontributors nor reward overcontributors; instead, they maintain a stable cooperative pattern while quietly tolerating payoff asymmetries most of the time. In summary, they are outcome-aware but non-confrontational: they accept temporary inequities, occasionally benefit from them, and do not use social tools (chat) to regulate others’ payoffs or behavior.",0.7492428,-1.0404919,11,Group / Contributions / Payoffs,"This cluster groups personas with related strategy patterns around group, contributions, payoffs, payoff, outcomes.",105
"The player tracks and responds to the pattern of others’ contributions and sanctioning outcomes, rather than to payoffs in isolation. When other players repeatedly punish defectors and cooperation becomes almost universal, they infer that non-contribution is now strongly disfavored and adjust their own strategy to avoid continued financial and possibly psychological costs. Their later punitive burst against the most consistent non-contributor indicates that they incorporate information about who is benefiting from the public good while not bearing proportional costs, and they are willing to reverse roles from punished defector to active punisher once that role reversal is justified by their own cooperative behavior. They seem relatively indifferent to small differences in others’ payoffs per se; what matters is the combination of (a) who is contributing versus free-riding and (b) how the rest of the group is reacting via punishment. When cooperation among others fractures and another player ceases contributing near the end, they interpret this as a breakdown of the cooperative norm and stop enforcing it, neither rewarding remaining cooperators nor punishing new defectors. Their adaptation is thus driven by emerging social norms and their own vulnerability to sanction, not by a stable concern for maximizing total group welfare or ensuring strict payoff equality.",0.02627735,0.09709337,6,Punishment / Reward / Contributions,"This cluster groups personas with related strategy patterns around punishment, reward, contributions, contribution, payoffs.",123
"They closely track others’ outcomes enough to react through punishment, but their reactions do not align with a simple preference for equalizing payoffs or protecting cooperators. They do not refrain from punishing high contributors who are already being punished by others, nor do they systematically protect or favor anyone based on prior earnings. When some players earn high payoffs while cooperating, the focal player still sometimes directs punishment toward them, implying either resentment toward high earners, indifference to cooperative intent, or retaliation for hidden prior punishments. They also continue to impose sanctions late in the game when some targets end up with markedly worse outcomes than others. This indicates that they are not driven by a concern to avoid pushing group members “too low” in payoff terms. Overall, they prioritize expressing disapproval or hostility (for reasons that remain unknown) over maintaining group welfare, payoff equality, or rewarding cooperation. Their type is thus best characterized as a steadfast free rider with a willingness to engage in costly, sometimes misaligned punishment, likely motivated by spite, competitive feelings, or idiosyncratic grudges rather than by cooperative norms.",0.7116603,0.4111585,10,Punishment / High / Payoffs,"This cluster groups personas with related strategy patterns around punishment, high, payoffs, player, contribution.",134
"The player is attentive to others’ contributions and outcomes, and their reactions are structured around observed fairness and efficiency rather than immediate payoff comparisons. They continue to contribute fully even when others who free-ride earn more, which indicates they do not instantly mirror others’ selfishness in response to unfavorable payoff gaps. However, when others’ payoffs benefit from clear under-contribution, they sometimes respond with punishment, showing that high earnings combined with low contribution can trigger costly correction. They do not show evidence of punishing high contributors or those whose outcomes stem from cooperative behavior, implying a basic fairness criterion: cooperative players’ high payoffs are accepted, while non-cooperators’ high payoffs are more likely to be targeted. The player does not appear to escalate punishment purely because they personally suffer deductions; their own losses from being punished do not obviously shift their subsequent contribution pattern or cause an indiscriminate punitive response. They seem to treat others’ punishment expenditures as background noise rather than a direct social signal, focusing more on who is contributing versus who is not. Their learning over time manifests in the eventual withdrawal of contribution when the game ends, rather than in rapid copying of others’ selfish behavior; their responses to peers’ outcomes are more norm-based than reactive or volatile.",0.2888699,0.034572743,10,Punishment / High / Payoffs,"This cluster groups personas with related strategy patterns around punishment, high, payoffs, player, contribution.",134
"This player attends to others’ contribution levels and resulting payoffs and reacts behaviorally via punishment, but not via adjusting their own contribution. When others earn high payoffs while contributing little, they respond by reducing those players’ payoffs through costly sanctions rather than by lowering their own cooperation. When others start contributing more and group outcomes improve, the player still cooperates fully and may reduce punishment somewhat but does not abandon sanctioning entirely; they continue to deploy punishment selectively, including against individuals whose previous behavior or current position they may perceive as problematic. They do not appear to “reward” high contributors via leniency in contributions (since they are always at maximum) and have no reward tool available. Their pattern indicates sensitivity to relative outcomes: they seem especially reactive when free‑riders benefit disproportionately compared to contributors. At the same time, they tolerate the possibility of being materially worse off than others as a result of their own punishment spending and consistent cooperation, indicating that expressive or normative satisfaction (seeing norm violators penalized) is at least as important as final payoff. Overall, they behave as a principled cooperator–punisher who monitors group outcomes, enforces their norm through sanctions, but does not adapt their core cooperative stance to others’ changing behavior.",0.5151532,0.19034892,10,Punishment / High / Payoffs,"This cluster groups personas with related strategy patterns around punishment, high, payoffs, player, contribution.",134
"The player is attentive to others’ contributions and outcomes and updates behavior accordingly. When they observe that a subset of players consistently contributes fully and bears punishment costs, they are willing to align with this cooperative subgroup for a time, suggesting some respect for their efforts to sustain the public good. They do not, however, mirror others’ punishment spending patterns; they do not follow those who spend heavily on punishment, even when such players incur large costs, implying that they see extreme punishment as excessive or inefficient rather than admirable. When others who contribute less still manage to secure high payoffs (especially when punishment against them is limited or ineffective), the player shows increased willingness to defect, indicating sensitivity to payoff structures and an eye for profitable free-riding opportunities. They appear more responsive to the pattern of contributions and resulting payoffs than to the moral status of who “deserves” what; others’ losses due to punishment do not induce them to compensate or protect those players, and others’ high punishment costs do not inspire imitation. In summary, they monitor who contributes and who gains, and they adapt their strategy toward whichever pattern seems most advantageous in the current stage, with only a moderate and fragile concern for cooperative fairness.",1.1248103,1.5188786,9,Punishment / Payoffs / High,"This cluster groups personas with related strategy patterns around punishment, payoffs, high, outcomes, contribution.",138
"This player is sensitive to the broader pattern of others’ behaviors and outcomes, but only through modification of their own contribution, not through direct sanctioning. After observing that others are willing to contribute substantially and that punishment against low contributors occurs in the group, they shift from free-riding to full contribution and then maintain that higher level, even when this exposes them to continued punishment and later to being one of the more cooperative players amidst decline. They do not visibly react to others’ punishment costs or payoff losses by altering their own punishment behavior; they remain a non-punisher regardless of how aggressively others sanction. However, they do appear to treat the combination of others’ contributions and the existence of an active punishment environment as signals that cooperation might be expected or enforced, prompting them to align their behavior with that norm. Their later persistence in cooperation, despite some others ceasing to contribute and despite being punished themselves, suggests that once they infer a cooperative or enforcement-oriented environment, they are willing to “stick” with cooperation rather than chase short-term payoff advantages based on others’ immediate outcomes. In personality terms, they present as a pragmatic adapter: they observe how the group moves and then adjust their own contributions accordingly, but they avoid directly intervening in others’ payoffs. Their concern seems more focused on choosing an acceptable role in the emerging social pattern than on micro-managing or disciplining specific peers. Whether they feel resentment, fairness concerns, or moral disapproval toward others’ choices is unknown; all that is evident is a behavioral shift toward cooperation, without overt efforts to shape others’ outcomes via punishment.",0.51433754,0.54042464,10,Punishment / High / Payoffs,"This cluster groups personas with related strategy patterns around punishment, high, payoffs, player, contribution.",134
"They observe that many others spend on rewards and/or refrain from heavy punishment, yet they do not emulate this pattern. Others frequently transfer positive payoffs to their peers, but this player continues to avoid rewarding and to invest in punishment. They also see that some players incur very large punishment costs, and that some players suffer large deductions; however, there is no visible adaptive shift toward aligning with the majority norm of high cooperation and mixed positive/negative sanctions. They remain an outlier: under-contributing and frequently punishing. They do not clearly respond to others’ payoff levels in a way that indicates compassion or fairness correction. For example, they do not refrain from punishing individuals who are already being heavily targeted by others, nor do they step in to reward over-punished cooperators. They appear indifferent to whether their targets are currently advantaged or disadvantaged in terms of payoffs. This suggests that they are not using outcome information to protect less fortunate players or to correct inequities; instead, they act according to a private rule that does not visibly track who is “doing well” or “doing badly.” Their learning or adaptation to group behavior is minimal; they maintain similar patterns of contribution and sanctions despite clear evidence that high cooperation and mutual rewarding are prevalent and that their own decisions attract substantial punishment from others. Overall, this player type is a low-to-moderate contributor who systematically avoids social communication, refuses to use rewards, and invests heavily in broadly targeted, often antisocial punishment, while showing little behavioral adaptation to the evolving cooperative and sanctioning environment.",0.16566426,1.5078998,5,Punishment / Payoffs / Outcomes,"This cluster groups personas with related strategy patterns around punishment, payoffs, outcomes, contributions, behavior.",116
"They appear attentive to the overall social environment but do not imitate others’ heavy use of punishment or their occasional low contributions. When others receive large deductions or spend heavily on punishing, this player does not respond by punishing in kind or by withdrawing cooperation. Instead, they maintain high or moderate contributions and continue rewarding broadly. They sometimes direct extra rewards toward players who have contributed little or who have been targeted by punishment, suggesting possible concern for equity or for maintaining group morale rather than strictly reinforcing high contributors. They do not seem to condition their own actions strongly on others’ immediate payoff levels, and there is no sign of envy or retaliation toward those who earn more. Overall, they respond to a harsh punishment environment with steadfast positive behavior, indicating a stable, prosocial, and non-vengeful type that tries to support the group even when others use more aggressive strategies.",0.05629437,1.2683529,5,Punishment / Payoffs / Outcomes,"This cluster groups personas with related strategy patterns around punishment, payoffs, outcomes, contributions, behavior.",116
"They receive small amounts of reward and some punishment over the game, but their core behavior (full contribution and sporadic strong enforcement) does not visibly change in response. They do not retaliate against apparent punishers, despite being able to guess likely candidates from others’ spending patterns, and they do not preferentially reward those who reward them. Instead, their sanctions track contribution behavior, not who has previously affected their payoffs via punishment or reward. This suggests low sensitivity to interpersonal payoff shocks and a focus on actions relative to contribution norms. They seem to interpret others’ outcomes primarily through the lens of contribution levels rather than through a personal tit-for-tat framework. Overall, the player acts as a principled, high-cost cooperator and norm enforcer whose decisions are anchored in contribution behavior and cooperative standards, rather than in short-term self-interest or reciprocal targeting.",0.33669582,0.59078604,6,Punishment / Reward / Contributions,"This cluster groups personas with related strategy patterns around punishment, reward, contributions, contribution, payoffs.",123
"They are repeatedly punished and occasionally rewarded, yet they do not visibly adjust in a simple tit-for-tat way. After being punished while contributing fully, they still later cooperate at high levels, suggesting they do not strongly internalize these sanctions as reasons to stop contributing. Their one clear free-riding episode happens when several others also choose low or zero contributions and when punishment activity is already high; this looks more like strategic experimentation within a low-contribution, high-sanction environment than direct retaliation for their own deductions. They also do not mimic the heavy rewarding behavior of some others; even after seeing that rewards are commonly used, they refrain from adopting that tool. When others impose very large punishment costs on various targets, they do not join in piling on except when contribution deviations are large and norm-violating from their perspective. Their later decision to stop punishing while continuing to contribute suggests some learning from observing that other players are already enforcing norms, or that punishment is costly with limited marginal effect. Overall, they respond to others’ outcomes primarily by adjusting their own contribution and enforcement mix over time, not by mirroring specific individuals’ costs or payoffs.",0.88366646,1.1214907,9,Punishment / Payoffs / High,"This cluster groups personas with related strategy patterns around punishment, payoffs, high, outcomes, contribution.",138
"The player appears attentive to others’ contributions and sanctioning patterns, as inferred from their targeted rewards and later targeted punishments, but they do not visibly respond to others’ exact payoffs or to whether particular players are being heavily punished or rewarded by the group. For example, they reward and punish in ways that correspond to contribution behavior rather than to who is already doing well or poorly in terms of payoff. They do not seem to compensate those who have been heavily punished, nor do they “pile on” to players who already have low payoffs; their focus is on current cooperative effort. When they themselves are punished, they do not retaliate or alter their contribution strategy, and there is no clear shift in their reward pattern aimed at those who helped them or hurt them. This suggests that they interpret outcomes and sanction flows mainly as information about contributions and norms, not as cues for personal vendettas or alliances. Their behavior is consistent with a norm-focused, outcome-aware type who regards the public record of actions as a guide for enforcing cooperation, rather than as a ledger of interpersonal debts and grievances.",-0.3361019,0.8066086,6,Punishment / Reward / Contributions,"This cluster groups personas with related strategy patterns around punishment, reward, contributions, contribution, payoffs.",123
"They consistently observe that others spend heavily on both punishment and reward, and that these actions materially affect payoffs. Yet they neither imitate the widespread punitive behavior nor join the intense rewarding coalitions that some players form. Their reaction to seeing others incur large sanctioning costs is to remain mostly passive in the sanctioning stage and to focus on their own contribution/income choices. When they are personally punished (deductions applied to them despite never punishing), they do not visibly retaliate: they do not start punishing in response, and they do not clearly adjust their contributions in a way that can be tied straightforwardly to sanction experience. Similarly, when they receive rewards, they do not establish a stable pattern of preferential cooperation or targeted reciprocation toward likely benefactors (who are anonymous anyway). They thus appear relatively insensitive to social approval or disapproval as expressed through the sanction mechanisms, at least in any systematic, traceable way. Their main adaptation channel seems to be internal experimentation with contribution levels, not mirroring or reacting to others’ sanctioning patterns. Overall, this player’s type is a low-communication, non-punitive, mildly exploratory strategist: they vary their own contributions substantially, dabble with positive rewards early, ignore punishment as a tool, and show limited behavioral response to the complex sanctioning behaviors and outcomes of others.",-0.30626523,1.148969,5,Punishment / Payoffs / Outcomes,"This cluster groups personas with related strategy patterns around punishment, payoffs, outcomes, contributions, behavior.",116
"They experience repeated deductions and occasional rewards from others but do not visibly react with counter‑punishment, counter‑reward, or communication. Instead, their primary response channel is adjustment of their own contribution level. After a series of punishments despite high contributions, they temporarily switch to complete free‑riding, which is consistent with frustration, a desire to test how the group responds, or a recalculation that cooperation is not being fairly protected. When they see that strong punishment and high contributions continue among others, they move back to generous contributions but not at the extreme cooperative maximum, signaling a compromise between personal payoff security and group benefit. They appear to track the general pattern of others’ contributions and the intensity of sanctioning, but they do not respond in a targeted way to individuals’ specific outcomes. Their stance toward others’ costly punishment and reward is observational and adaptive rather than participatory: they let others bear the enforcement costs while they adjust their own strategy to the prevailing norm and perceived fairness climate.",-0.13334978,0.6481992,6,Punishment / Reward / Contributions,"This cluster groups personas with related strategy patterns around punishment, reward, contributions, contribution, payoffs.",123
"The player pays attention to how others are treated and adjusts in response. When they themselves are punished despite strong cooperation, they briefly adopt a non-contributory stance, indicating that unfair negative treatment undermines their willingness to contribute and may trigger experimental or defiant behavior. However, they do not mirror the punitive aggression of others; instead, they soon revert to high contributions and, at times, offer small rewards to those who are being punished heavily. This pattern suggests that seeing others incur extreme punishment for low contributions elicits a mild corrective reaction—rewarding them a bit—rather than joining the punitive majority. They do not appear to condition their own contributions strongly on specific individuals’ payoffs or histories; instead, they respond at a coarse level to the overall climate of punishment and cooperation. Their behavior is consistent with a type who values cooperative efficiency but is easily alienated by what they perceive as unfair targeting, and who sometimes uses rewards to counteract or soften disproportionate sanctions imposed by others.",-0.011104782,0.79198056,6,Punishment / Reward / Contributions,"This cluster groups personas with related strategy patterns around punishment, reward, contributions, contribution, payoffs.",123
"They appear highly attentive to others’ contribution decisions and to the pattern of enforcement in the group, but less sensitive to detailed payoff outcomes. Their long-run punishment of one low contributor is consistent with tracking that player’s repeated deviations from the emergent norm, not with tracking who is richest or poorest. Their consistent reward of a particular cooperator/enforcer aligns with noticing that player bearing repeated enforcement costs. They do not adjust their own contribution in response to being punished once or in response to how much they themselves are being rewarded; their cooperation and enforcement choices seem largely independent of how much they personally gain or lose. There is no observable reaction to other players’ heavy punishment expenditures or to dramatic payoff swings; they neither imitate that intensity nor try to counter-punish. Overall, they respond to others’ actions (contributions, enforcement behavior) rather than to others’ final payoffs per se, and they maintain their own cooperative standard regardless of how the payoff landscape evolves.",-0.07120653,0.91946626,6,Punishment / Reward / Contributions,"This cluster groups personas with related strategy patterns around punishment, reward, contributions, contribution, payoffs.",123
"The player pays attention to others’ contributions and outcomes and modifies their behavior in a nuanced but not aggressive way. When others spend heavily on punishment and create substantial payoff variation, the player does not react by escalating sanctions; instead, they typically maintain or revert to positive tools (reward) or remain neutral. They do not appear to target those who are themselves frequent punishers or heavy rewarders, nor do they visibly protect victims of severe punishment through compensatory rewards; their reward choices track contribution levels more than net payoff outcomes. They shift their own contribution level somewhat when aggregate cooperation drops, suggesting that group-level outcomes inform their personal cost–benefit balance, but they never pivot to pure self-interest. Overall, they respond to the social environment primarily by adjusting generosity and rewards rather than by outcome-based retaliation, positioning them as a stable, cooperative type who absorbs noise and aggression rather than amplifying it.",-0.51063836,0.25520387,3,Reward / Contributions / Rewards,"This cluster groups personas with related strategy patterns around reward, contributions, rewards, high, group.",130
"They observe others’ outcomes, including how much players spend on punishment and reward and who ends up with high or low payoffs, and they adjust behavior over time. The changes in their contributions and intermittent punishment choices roughly follow shifts in the group’s sanctioning climate: when other players intensify punishment or show strong norm-enforcement, this player experiments both with stronger cooperation and with occasional defection, and they briefly join in punishing some targets before withdrawing from active sanctioning again. They do not visibly respond via chat to being punished or rewarded, and there is no sign of reactive over-punishment or gratitude-based reward. Their main behavioral adjustments in response to others’ outcomes are shifts in their own contribution level and rare changes in whom they punish. Overall, they appear to process outcome information in a pragmatic, non-verbal way: they update their sense of which behaviors are safe or acceptable but do not overtly signal their interpretations. Their reaction profile fits a somewhat introspective, outcome-sensitive type who experiments within the available strategy space rather than a vocal leader or a purely myopic individualist.",-0.31361517,0.5570989,6,Punishment / Reward / Contributions,"This cluster groups personas with related strategy patterns around punishment, reward, contributions, contribution, payoffs.",123
"They observe a highly punitive environment in which several players spend heavily on punishment, including anti‑social punishment against high contributors, and where some players accumulate large payoff swings. Their behavior indicates that they register these outcomes but respond only through their own contribution levels and selective rewards, not through counter‑punishment or public commentary. When they are themselves punished despite cooperative behavior, they do not escalate conflict. They neither retaliate nor reduce contributions in a simple tit‑for‑tat manner; instead, they adjust contributions and reward patterns in a more complex way, sometimes maintaining or restoring high cooperation after being targeted. They do not show obvious favoritism toward those who punish a lot or against those who are heavily punished; their rewards are not clearly aligned with the group’s punishment patterns. This suggests that they treat others’ punishment behavior as noisy or not worth reinforcing. In summary, they are robust to unfair outcomes and maintain a constructive orientation. They track who is distinctive in their behavior and sometimes reinforce them with rewards, but they refrain from amplifying the punitive dynamics around them.",0.16505833,1.2449615,5,Punishment / Payoffs / Outcomes,"This cluster groups personas with related strategy patterns around punishment, payoffs, outcomes, contributions, behavior.",116
"The player experiences both rewards and punishments from others across the game, yet their own choices remain unchanged: they continue to contribute fully and never engage in sanctioning. They do not react to being rewarded by increasing cooperation (it is already maxed) or by reciprocating rewards; they also do not respond to being punished by lowering contributions or starting to punish back. Likewise, they ignore substantial sanction expenditures by others—both heavy punishers and heavy rewarders—showing no observable attempt to ally with, imitate, or counterbalance them. In effect, others’ payoff outcomes, including extreme cases of being heavily fined or generously rewarded, do not appear to alter this player’s strategy. Their learning or adaptation is minimal to nonexistent at the observable level: they seem committed to a fixed rule of behavior and treat the evolving payoff landscape more as background noise than as input for adjusting actions. This creates a profile of a steadfast, internally motivated cooperator who is largely insensitive to external incentives, reputational dynamics, and payoff feedback.",-1.2478031,1.005477,2,Punishment / Reward / Payoffs,"This cluster groups personas with related strategy patterns around punishment, reward, payoffs, contribution, low.",111
"They pay attention to others’ contributions and to the intensity of punishment and reward in the group, and their strategy evolves in response. When others maintain very high contribution levels despite heavy punishment exchanges, they respond by holding or returning to moderate contributions and later by opportunistic defection, indicating they infer that the public good is robust to their own under-contribution. Observing extensive punishment against some low or inconsistent contributors seems to trigger two distinct reactions at different times: transient protective or compensatory rewards toward punished targets, and later a strong punitive action toward multiple low contributors when they judge free-riding to be more problematic. They appear largely indifferent to others’ exact payoffs and do not respond sympathetically to players who lose a lot through punishment, except for that brief early reward episode. Overall, they interpret the observed outcome environment as one where others are willing to sustain cooperation and do substantial norm enforcement; they exploit that stability at times, then selectively join in enforcement when they deem it necessary to curb what they see as excessive deviation.",0.64643306,0.7556526,10,Punishment / High / Payoffs,"This cluster groups personas with related strategy patterns around punishment, high, payoffs, player, contribution.",134
"The player pays close attention to others’ contribution levels, punishment costs, and deduction outcomes. They notice who contributes less, who gets punished, and who punishes whom. When a previously low contributor increases contributions, they respond with explicit positive reinforcement and thanks, suggesting a supportive orientation when others move toward the cooperative norm. They also quickly challenge implausible excuses about having “no coins,” referring to the visible payoff data and urging the player to “try harder,” indicating that they use outcome information to assess honesty. They are vocal about egregious misbehavior, criticizing the chronically low contributor and, later, their antisocial punishment of a high contributor. However, they remain behavior-focused rather than personally abusive; their comments, while morally charged (“bad rabbit”), are framed in terms of deservedness and fairness. They do not express envy toward higher-earning low contributors nor gloat over punished players; instead, they show a kind of moral bookkeeping where outcomes serve as evidence for who should be encouraged, who should be condemned, and when harsh punishment becomes warranted.",1.511769,0.6419823,13,Punishment / Outcomes / Payoffs,"This cluster groups personas with related strategy patterns around punishment, outcomes, payoffs, group, contributions.",104
"They appear behaviorally indifferent, at least in their own decisions, to others’ payoff swings, punishment costs, and being heavily deducted. Even when one player is massively punished and later engages in arbitrary punishment of cooperators, this focal player neither joins nor escalates. They continue to cooperate at a high level without adjusting contributions or initiating sanctions in response to others’ changing fortunes. They do not comment in chat on who spent on punishment, who was deducted, or whether outcomes are fair, nor do they publicly comfort or scold any side. Their implicit stance is to decouple their own cooperative behavior from others’ gains or losses once the broad cooperative norm is in place. They notice enough to align with the declared “everyone contributes fully” pattern and to state their own behavior once, but they do not visibly let others’ payoffs or sanctioning choices influence their own strategy. Overall, they fit a “quiet high cooperator who abstains from punishment and largely ignores outcome drama” type.",0.9250872,1.5436299,9,Punishment / Payoffs / High,"This cluster groups personas with related strategy patterns around punishment, payoffs, high, outcomes, contribution.",138
"They observe a wide range of outcomes: high cooperative payoffs, extreme punishment expenditures by some, and large income losses for a deviant player. Despite this, they do not comment on others’ payoffs, do not express sympathy or outrage, and do not adjust their own contributions downward except for their single opportunistic defection, which is not explicitly linked in chat to any observed outcome. They respond once in chat to group calls to punish a low contributor, indicating that others’ observable low effort plus coordinated punitive intent can move their behavior. Conversely, when another player receives very large cumulative punishment, they do not add to the pile, suggesting they avoid overkill and perhaps consider further sanctions as redundant. Their lack of visible response to antisocial punishment against a high contributor implies either detachment from justice concerns beyond clear free riding, or a preference not to escalate social conflict. They appear more attuned to contribution levels and announced intentions than to detailed payoff numbers per se.",1.0032593,0.9845913,13,Punishment / Outcomes / Payoffs,"This cluster groups personas with related strategy patterns around punishment, outcomes, payoffs, group, contributions.",104
"They pay close attention to others’ contributions, payoffs, and punishment actions, and they comment on them in a norm-referencing way. When a low contributor improves, they immediately offer praise and thanks, reinforcing cooperative behavior socially. When that same individual later reverts to under-contributing or lies about constraints, they join others in questioning and criticizing the inconsistency. They express concern when a fellow full contributor is punished arbitrarily and help publicly identify the culprit, aligning with a fairness coalition. They also acknowledge and explain their own past punishment decisions to the group, signaling transparency and a desire to maintain group understanding of why outcomes look the way they do. Overall, they are sensitive to who is deserving vs. undeserving in terms of outcomes, and they use chat to align social judgments with the objective contribution and punishment records.",2.01692,0.50679284,14,Punishment / Group / Outcomes,"This cluster groups personas with related strategy patterns around punishment, group, outcomes, player, payoff.",108
"They pay close attention to others’ contributions and payoffs, asking clarifying questions when something looks inconsistent (for example when someone claims to be poor or to have no coins despite visible payoffs). They appear skeptical of self-exonerating claims from low contributors and side with those calling out dishonesty or shirking. They openly track who is spending on punishment and who is being deducted, quickly inferring who punished whom and sharing that information with the group to enforce social accountability. When a cooperative player is punished unfairly by the main defector, they help identify the culprit and frame subsequent retaliation by others as “only fair,” indicating a strong fairness norm and support for reciprocal sanctions against unjustified punishment. They also praise high contributions and express satisfaction with a fully cooperative group, reinforcing positive outcomes socially. Overall, they monitor the outcome structure closely and use that information to support both cooperation and proportionate norm enforcement.",1.9910843,0.58891016,14,Punishment / Group / Outcomes,"This cluster groups personas with related strategy patterns around punishment, group, outcomes, player, payoff.",108
"They closely track others’ behavior and outcomes and interpret them through a fairness and responsibility lens. They repeatedly push for equal, maximal contributions and call out individuals who systematically contribute less, rejecting “it glitched” or “mistake” narratives when prior history suggests intentional free‑riding. They distinguish between accidental and deliberate actions and infer intent from patterns, not single events. They do not express sympathy for heavily punished low contributors; instead they stress that these players should contribute “as much as us,” i.e., uphold the same standard. They support a cooperative majority norm and side with high contributors against deviants. When someone who has benefited from group tolerance later punishes them, they see it as a serious violation and endorse reciprocal punishment. Overall, they are attentive to contribution histories, sensitive to unjust outcomes affecting themselves, and norm‑enforcing in their interpretations of others’ payoffs.",1.7470449,0.71030754,13,Punishment / Outcomes / Payoffs,"This cluster groups personas with related strategy patterns around punishment, outcomes, payoffs, group, contributions.",104
"The player closely observes others’ outcomes enough to know that they are being punished and by how much, but they show little verbal concern for the fairness of others’ payoffs. They do not praise cooperators for high contributions nor express sympathy for those who bear large punishment costs in defense of group norms. When others suffer lower payoffs due to punishing them, the player does not acknowledge these costs or respond with gratitude or contrition. Their only direct reaction to substantial end-game retaliation is a brief acknowledgment, without complaint or reflection on the disproportionate losses they caused and received. They also show no visible curiosity about why others are punishing or about the efficiency effects of punishment on group payoffs. Overall, they treat others’ payoffs and punishment costs as background rather than as meaningful signals for adjusting their behavior.",1.3227744,1.449871,13,Punishment / Outcomes / Payoffs,"This cluster groups personas with related strategy patterns around punishment, outcomes, payoffs, group, contributions.",104
