StatementID,TreatmentCode,SubjectID,personality_string,UGProposer,UGResponder,TGSender,TGReceiver,PD,SH,C,UGProposer_JUS,UGResponder_JUS,TGSender_JUS,TGReceiver_JUS,PD_JUS,SH_JUS,C_JUS,ID,AI_UGProposer,AI_UGResponder,AI_TGSender,AI_TGReceiver,AI_PD,AI_SH,AI_C,AI_UGProposer_JUS,AI_UGResponder_JUS,AI_TGSender_JUS,AI_TGReceiver_JUS,AI_PD_JUS,AI_SH_JUS,AI_C_JUS
177,TRU,2494,NA,5,5,No,0,B,X,earth,It is reasonable and nobody logically would risk more than half.,I will decline out of spite if it is unfair.,I can't trust them.,I have no incentive to do so.,I will likely get more or at least even.,Because we both get the most.,"Because all things being equal, Earth seems to be the planet most closely related to them.",60,5,1,Yes,2,A,X,earth,I'm trying to maximize my own payout while still making an offer that the responder is likely to accept. Offering 5 ECU strikes a balance between those two goals.,"I want to receive at least some amount of money, even if it's just 1 ECU. Rejecting the offer would result in both of us getting 0 ECU, so accepting any positive offer is preferable to rejecting the offer.",I trust the receiver to make a fair decision.,"This is the minimum amount that can be returned, ensuring that the receiver receives the maximum amount of ECU possible.",I prefer option A as it guarantees a payout of at least 1 ECU regardless of the other person's choice.,I prefer option X because it gives me a higher payout in all scenarios.,I choose earth because it sounds like a safe and reliable option.
178,TRU,2505,NA,5,1,Yes,4,B,X,mars,"A) it's fair and b) it's very unlikely the responder will set their minimum demand any higher than that, so we both win.","Even 1 is better than nothing, and this ensures that we both get something. If the proposer offers me 8, I still get 8, even if my minimum demand was 1.","Assuming the other person is honest, which I expect more than 50% of people to be, they will at least return 3 to me so that I will be no worse off and they will be better off, and if they are both honest and good at maths they will return 4 or 5 to me so we both end up better off.",It rewards their generosity and leaves us both with 7.,"B ensures at least a reasonable return, and I think the other person may shy away from A because they could potentially end up with only 1.  If I'm wrong about that I'll get a high score.","The other person would need to be mad, or to assume that I was mad, to choose Y, since X maximises the result for both of us.","Earth is too obvious and next after Earth, Mars is most iconic so I think the other person is most likely to choose it.",9,5,1,Yes,2,A,X,mars,"I want to offer the responder 5 ECU because it's a fair compromise between keeping the majority for myself and giving a significant enough amount to the responder to make the offer worth their acceptance. This way, both of us can come away with some ECU and avoid leaving empty-handed.","I want to receive something, so I will accept any positive offer.",I choose to trust the receiver and believe they will return some of the money.,"I want to maintain fairness and reciprocate the sender's trust, so I choose to return half of the amount received.","I would choose option A as it offers a higher payout than option B when the other player also chooses A, and a slightly lower payout than option B when the other player chooses B.","Choosing X yields a higher payout in 3 out of 4 possible scenarios, so it's the safer bet.",I choose Mars because it seems like a good option.
179,TRU,2557,NA,0,5,No,2,B,Y,earth,This is to avoid me receiving 0.,I think this would help me earn more.,I do not think I need to.,I think I would earn more as a result.,To prevent me earning just 1 point.,There are higher chances of earning more if Y is chosen.,I like earth more than the other options.,64,5,1,Yes,2,A,X,mars,"I believe that offering half of my endowment to the responder is a fair and reasonable offer, and will increase the likelihood that the responder will accept it.",I'm not willing to accept any less than 1 ECU.,"It's a trust-building exercise where the receiver might return some of the ECUs, leading to a higher payout for both parties.","I want to return enough to be fair, but also keep enough to maximize my own earnings. Returning 2 ECU strikes a balance between these two goals.","The expected payout for choosing A is 4 ECU, which is higher than the expected payout for choosing B (3 ECU).",I choose X because I want to maximize my earnings regardless of the other's choice. Choosing X guarantees me at least 1 ECU and has the potential to earn me 8 ECU if the other person chooses X as well.,Just going with my gut feeling.
180,TRU,2593,NA,5,1,Yes,3,A,X,earth,I’ll share half.,I’ll accept anything.,"Hopefully, they give some back.",Go halves on the amount.,"Hopefully, they choose the same.",Fingers crossed they pick X.,That’s where the other person lives.,42,5,1,Yes,3,A,X,venus,"I think it's a fair offer that balances my self-interest with the responder's potential acceptance. By offering 5 ECU, I get to keep half of the endowment while also increasing the likelihood that the responder will accept the offer and we'll both end up with some money.",I'll accept any positive amount because it's better than getting nothing.,"I think it's a generous move and it might encourage the receiver to return some of the amount, which would increase my final payment.","This decision is based on the concept of fairness and reciprocity in social exchange, where returning half of the received amount is seen as a fair and equal division of resources.","Sure. Option A is the dominant strategy because it leads to the highest minimum payoff, regardless of the other person's choice. If the other person chooses A, both receive 5 ECU. If the other person chooses B, I receive 1 ECU. So no matter what, I will receive at least 1 ECU.",Choosing X results in a higher payout in two out of four possible scenarios.,No problem. I choose Venus because I believe it will give me the best chance of earning money in this game.
181,TRU,2617,NA,5,3,Yes,1,A,X,mars,I would still split 50/50.,Something would be better than nothing and I am aware not everyone will agree.,If it is tripled then there is a higher chance that the sender may send more than 2 back therefore making more points.,It will make half each of the total.,I think there is a higher chance of both choosing to share equally.,X has the highest reward so I am hoping the other person would see this.,I still believe mars to be the planet chosen as it is the most talked about of all the other planets.,61,5,1,Yes,0,A,X,mars,"I think that a fair offer would be to split the endowment down the middle, giving both of us 5 ECU each. This ensures that both parties receive a fair share of the endowment and there is a higher likelihood that the responder will accept the offer.",I wouldn't accept anything less than 1 ECU because I would rather have some amount of money than none at all.,"I want to demonstrate trust and hope for a positive outcome, which could lead to a reciprocal act of kindness.",I keep all 6 ECU.,"The expected value of choosing A is 4 ECU, while the expected value of choosing B is 4 ECU as well.",I choose X because it maximizes my expected outcome regardless of the other person's choice.,Why not! Sounds good to me.
182,TRU,2621,NA,4,3,No,3,B,X,earth,I assume they'd believe 5-4 is a fair deal.,I'm assuming they won't go less than 3.,They'd want to keep the money for themselves.,"Whatever the outcome, I'm not losing my ECU.","Choosing A hoping the other person does, too.",They should know we'd earn high if we both choose X.,I believe they'd choose earth.,20,5,1,Yes,2,A,X,mars,I want to split the endowment fairly.,"I want to receive some money, so I accept any positive offer.","It's a win-win situation, either the receiver returns the amount or they don't, either way I will be making more money.","This decision is based on the principle of reciprocity, where one returns the same amount they received.","Choose A as it leads to the highest expected payout (5 ECU) if the other person also chooses A, and the lowest payout (1 ECU) if the other person chooses B.","Option X yields the highest expected payout, regardless of the other player's choice.",I like the sound of Mars.
183,TRU,2634,NA,5,5,Yes,4,A,X,earth,Seems fairest to split the amount so that both parties receive an equal share.,Seems fairest to split the amount so that both parties receive an equal share.,"This way, I will still have at least half of the original given amount.","If the sender had sent 2ECU, returning 4 would result of an equal amount for each of us.","Both choosing A may not give the highest return, but it will always result in each person receiving an equal amount.",Both choosing X guarantees the highest return for both parties every time.,It's our home planet.,18,2,1,yes,2,A,X,saturn,I want to keep 8 ECU and offer 2 ECU to the responder to increase the likelihood of the offer being accepted.,"I want at least some money, so I would accept any positive offer.","I trust the receiver to return some of the money, thus increasing my final payment.",I'm maximizing my own earnings.,Choosing option A minimizes the risk of getting the lowest reward.,Maximize expected payout.,I chose randomly.
184,TRU,2644,NA,4,5,No,1,B,X,earth,I think this is my best bet.,Think this is the most likely offer.,I don't want to take the risk.,I might as well.,I still think the other person will choose B if they get the chance.,I think they will pick this.,I think the person is as likely to choose this as I am.,45,5,1,Yes,2,A,X,mars,"I think a fair offer would be to give half of my endowment to the responder, which would result in both of us having 5 ECU.",It is better to have something than nothing.,It seems like a good opportunity to potentially increase my final payment.,"In the spirit of the Tit for Tat strategy, I would return 2 ECU to the sender as a fair response to their 2 ECU transfer. This creates an atmosphere of trust and cooperation, and sets the stage for future positive interactions.","Choosing option A gives me the best expected payoff, regardless of what the other person chooses.","Choosing option X results in a higher payout in two of the four possible outcomes, so it seems like the safer choice.",I just went with my gut feeling.
185,TRU,2687,NA,5,3,No,0,B,Y,mars,It's the most fair and most likely to be accepted.,I'd rather get that than nothing.,"I don't think any of my transfer would be returned, so it's not worth it.",There's no incentive for me to return the money.,"I think going for B is the best choice, it either gains me 8 or 3, so I only lose 2 in comparison to both choosing A.",It seems the least risky option.,I think the other person would pick it to be different from earth.,12,5,1,Yes,2,A,X,mars,"I want to split the endowment in half, so 5 ECU for the responder and 5 ECU for myself. This seems like a fair and reasonable offer.","1 ECU is the minimum amount of money, so accepting anything less than that wouldn't make sense.",I believe in reciprocation and hope that the receiver will return some of the ECU I transferred.,"It's a fair move that benefits both parties, maximizing each person's earnings while also showing trust and cooperation.",Because option A has higher expected value.,Choosing X guarantees a higher payout (1 ECU) compared to choosing Y (0 ECU) if the other person chooses the other option.,I choose randomly.
186,TRU,2701,NA,5,5,Yes,4,A,X,mercury,This is fair to both parties.,"This is fair to both, they need to make an offer good enough to make me accept it.",I hope we will both play fair and chose an option where we both benefit.,This way we will both get the same reward.,I would hope we are both considering each other so that we both get a good outcome.,"We both get the same, it is fair.","It is the first on the list and I am hoping they select it, too.",64,5,1,Yes,2,A,X,mars,"I believe that offering half of my endowment to the responder is a fair and reasonable offer, and will increase the likelihood that the responder will accept it.",I'm not willing to accept any less than 1 ECU.,"It's a trust-building exercise where the receiver might return some of the ECUs, leading to a higher payout for both parties.","I want to return enough to be fair, but also keep enough to maximize my own earnings. Returning 2 ECU strikes a balance between these two goals.","The expected payout for choosing A is 4 ECU, which is higher than the expected payout for choosing B (3 ECU).",I choose X because I want to maximize my earnings regardless of the other's choice. Choosing X guarantees me at least 1 ECU and has the potential to earn me 8 ECU if the other person chooses X as well.,Just going with my gut feeling.
187,TRU,2708,NA,5,5,No,0,B,Y,earth,A fair split of the money.,A fair offer of half.,Better to hold on to the money.,Better to hold on to what you have.,Higher probability of payout.,Best pay out for both.,One in 5 choice so chose randomly.,42,5,1,Yes,3,A,X,venus,"I think it's a fair offer that balances my self-interest with the responder's potential acceptance. By offering 5 ECU, I get to keep half of the endowment while also increasing the likelihood that the responder will accept the offer and we'll both end up with some money.",I'll accept any positive amount because it's better than getting nothing.,"I think it's a generous move and it might encourage the receiver to return some of the amount, which would increase my final payment.","This decision is based on the concept of fairness and reciprocity in social exchange, where returning half of the received amount is seen as a fair and equal division of resources.","Sure. Option A is the dominant strategy because it leads to the highest minimum payoff, regardless of the other person's choice. If the other person chooses A, both receive 5 ECU. If the other person chooses B, I receive 1 ECU. So no matter what, I will receive at least 1 ECU.",Choosing X results in a higher payout in two out of four possible scenarios.,No problem. I choose Venus because I believe it will give me the best chance of earning money in this game.
188,TRU,2721,NA,4,4,No,0,A,X,earth,They are probably greedy.,They are probably greedy.,I'm greedy and hope they will send me lots of ECU.,Then I get to keep more ECU.,A seems positive and first option.,The other person might be greedy and go for X so we both get lots of ECU.,"We live on earth, so it would be a simple choice.",18,2,1,yes,2,A,X,saturn,I want to keep 8 ECU and offer 2 ECU to the responder to increase the likelihood of the offer being accepted.,"I want at least some money, so I would accept any positive offer.","I trust the receiver to return some of the money, thus increasing my final payment.",I'm maximizing my own earnings.,Choosing option A minimizes the risk of getting the lowest reward.,Maximize expected payout.,I chose randomly.
189,TRU,2728,NA,5,1,Yes,3,A,X,earth,5 is an equal split.,"Hopefully, the other person offers 5, but 1 is better than nothing.",This is the best way to maximize the potential bonus.,This makes it an equal split.,This is the best way to maximize the average potential bonus.,This is the best way to maximize the average potential bonus.,As we live on earth I think it will be the most common answer and hopefully the other person will think the same.,24,5,1,Yes,0,A,X,venus,I want to split the endowment equally and offer 5 ECU to the responder.,Even 1 ECU is better than nothing.,I believe in trust and mutual benefit.,I keep all 6 ECU.,Choosing A minimizes the potential loss and maximizes the potential gain in the interaction.,I will maximize my expected value.,I randomly selected Venus.
190,TRU,2754,NA,3,3,No,0,A,X,mercury,This is the minimum I would accept if I were the responder.,"I expect the other person to want to keep more, so must accept less than equal distribution, but I would rather they keep nothing that accept less than three.",The possible higher payoff from transfer / return isn't high enough to risk not receiving anything back.,"Self interest, I make the most this way.",We can both earn more by cooperating (choosing A).,"X is the rational choice, self interest should prevail to maximise both our earnings.","Since we need to make the same choice without communicating, the first choice makes more sense than choosing randomly.",7,5,1,Yes,2,A,X,mars,I want to keep half and offer the other half to the responder. It's a fair and equal split and maximizes the chances of the offer being accepted.,Any positive amount is better than nothing.,I stand to potentially gain more ECU by making the transfer and relying on the receiver's generosity in their return amount.,"This is the minimum amount that can be returned, leaving the receiver with the maximum amount of ECU.",I choose option A to maximize my expected payout.,"Choosing option X results in a higher payout on average, regardless of the other person's choice.",I choose Mars because it sounds like a good option.
191,TRU,2805,NA,5,1,No,3,B,X,mercury,It's unreasonable for the other person to expect more.,Better to have something than nothing.,Unlikely the other person will choose to return anything.,To reward the other person for sharing in the interest of fairness.,My minimum payment is higher.,Best result for both.,Think it's likely the other person will pick the 1st option.,48,5,1,Yes,3,A,X,earth,"I believe that a fair division of the endowment would be for both parties to receive half, so I'm offering 5 ECU to the responder.","I want to receive at least some amount, even if it's just a small one.",I believe in the principle of reciprocity and hope that the receiver will return some of the ECU back to me.,"In the spirit of fairness, I return half of what was given to me.",I prefer option A because it gives me a chance to earn a higher payout regardless of the other person's choice.,"Choosing option X results in a higher payout on average compared to choosing option Y, regardless of what the other person chooses.",I'm feeling Earthy today.
192,TRU,2808,NA,4,1,Yes,3,B,X,earth,I think it will be the minimum the other person will enter.,Minimises my chance of receiving nothing.,Increase my chances of having more than 5 ECU.,It is the fairest split.,Maximise my minimum payment (3).,I hope to receive 8 ECU.,It is the planet we live on so is most likely to be chosen by the other person.,59,5,1,Yes,3,A,X,venus,"I chose to offer 5 ECU because it seems like a fair and equal split between myself and the responder. It also gives the responder a decent amount of money, which may increase the likelihood of them accepting the offer. However, I still keep half of my endowment, which is important to me as well.","I believe it's fair to receive at least 1 ECU since the proposer is receiving 9 ECU. I wouldn't want to reject the offer and receive nothing, so I would accept any offer above 0 ECU.",I choose to trust the receiver and believe they will return some of the tripled amount.,I return 3 ECU to the sender to be fair and reciprocate their trust in me. It is a win-win situation where both of us end up with a slightly higher amount of ECU than our initial endowment.,5 ECU is the highest mutual payout.,Choosing option X leads to the higher payout in 2 out of the 4 possible outcomes.,I choose Venus because it is a familiar name and I have a positive association with it.
193,TRU,2826,NA,5,5,Yes,3,A,X,earth,It is the even split.,Fairest amount to share.,I do not mind sharing some of mine and seeing if they want to share back.,I want to restore the faith shown.,I would put my trust in them doing the same.,Best outcome for us both.,Based on location and hoping they think the same.,13,5,1,Yes,2,A,X,mars,"I would like to keep half of my endowment and offer the other half to the responder. This way I am maximizing my chances of reaching an agreement, as it is likely that the responder's minimum acceptance level is somewhere close to 5 ECU.",I would accept any amount greater than 0 ECU.,I choose to trust the receiver to return a fair amount.,To maximize my own payout and to follow the strategy of reciprocating the sender's transfer.,"Mathematically speaking, Option A provides a higher expected value (5 ECU) compared to option B (3 ECU) regardless of the other person's choice.",X is the dominant strategy as it gives the highest expected payout of 4 ECU no matter what the other person chooses,Seems like a good choice.
194,TRU,2856,NA,5,1,No,0,A,X,venus,To hope they accept.,It's better than nothing.,I don't think it will maximise my return.,To maximise my return.,"Hopefully, they will too.",To maximise my return.,Women are from venus.,63,5,1,Yes,3,A,X,venus,"I'm trying to split the endowment fairly and avoid a situation where the responder rejects the offer and we both get nothing. By offering 5 ECU, I'm giving the responder half of the endowment which I believe is a fair deal.",I need to receive something in order to accept the offer.,I want to transfer 2 ECU because it can potentially result in a higher payout for both me and the receiver.,"I would return 3 ECU to the sender because it's a fair and balanced choice that benefits both parties. The sender will receive 3 ECU back, while I still get to keep 3 ECU as well.",I'll choose option A because it gives me a higher expected payout than option B regardless of the other person's choice.,I choose X because I will get more ECU in two out of the four possible combinations of choices.,I choose Venus because I think it has a nice ring to it.
195,TRU,2859,NA,5,5,Yes,4,A,X,earth,We will both get an equal reward.,It is only fair if the proposer shares equally.,If the receiver returns 4ECU to me then we both get 7ECU.,We will both have 7 ECU total.,If we both choose A then we both get a decent bonus.,X has the greater reward for both of us.,It is the only habitable planet in the solar system.,20,5,1,Yes,2,A,X,mars,I want to split the endowment fairly.,"I want to receive some money, so I accept any positive offer.","It's a win-win situation, either the receiver returns the amount or they don't, either way I will be making more money.","This decision is based on the principle of reciprocity, where one returns the same amount they received.","Choose A as it leads to the highest expected payout (5 ECU) if the other person also chooses A, and the lowest payout (1 ECU) if the other person chooses B.","Option X yields the highest expected payout, regardless of the other player's choice.",I like the sound of Mars.
196,TRU,2906,NA,2,4,No,0,B,Y,venus,I believe the responder will accept.,That is a reasonable offer.,The other person may not need it.,I believe the sender will want me to keep it.,I believe the other person will choose the same as me.,I believe the other person will choose the same option.,The other person will not choose the same option as me.,46,5,1,Yes,3,A,X,earth,"I'm offering 5 ECU to the responder as a fair compromise, hoping they will accept the offer and we both receive some money.",I would accept a minimum of 1 ECU because it is better than nothing.,I'm feeling generous.,"Returning 3 ECU is a fair compromise, as it allows both the sender and the receiver to end up with a decent amount of money, while also acknowledging the sender's initial transfer.","I choose A because it gives me a higher expected payout than choosing B, no matter what the other person chooses.",I choose option X because it gives me the highest expected payout.,Why not? It's a safe choice and has a chance of getting 5 ECU.
197,TRU,2949,NA,5,5,No,4,B,X,mars,Fair and even split of ECU.,Fair and even split of ECU.,"Receiver will make 5 ECU regardless but if they keep all of the transferred ECU, they get 11 and I get 3. Feels unfair!","If I return 4, we both end up with 7 ECU - me 5 plus the 2 ECU from the 6 transferred and the other keeps 3 and gets 4 back from me.",I make 8 or 3 if I pick B. Will only make 5 or 1 from A.,They will select X as they can make either 8 or 5 with an X choice so is the best outcome for them.,It's a 1/5 chance so just picked the best planet!,24,5,1,Yes,0,A,X,venus,I want to split the endowment equally and offer 5 ECU to the responder.,Even 1 ECU is better than nothing.,I believe in trust and mutual benefit.,I keep all 6 ECU.,Choosing A minimizes the potential loss and maximizes the potential gain in the interaction.,I will maximize my expected value.,I randomly selected Venus.
198,TRU,2951,NA,5,5,No,6,A,X,venus,There's a good chance of keeping 5 ECU.,I want half of the ECU.,There doesn't seem to be anything in it for me.,I want the full amount.,There's a good chance to get 5 ECU.,There is the chance to get 8 ECU.,It was a random choice.,59,5,1,Yes,3,A,X,venus,"I chose to offer 5 ECU because it seems like a fair and equal split between myself and the responder. It also gives the responder a decent amount of money, which may increase the likelihood of them accepting the offer. However, I still keep half of my endowment, which is important to me as well.","I believe it's fair to receive at least 1 ECU since the proposer is receiving 9 ECU. I wouldn't want to reject the offer and receive nothing, so I would accept any offer above 0 ECU.",I choose to trust the receiver and believe they will return some of the tripled amount.,I return 3 ECU to the sender to be fair and reciprocate their trust in me. It is a win-win situation where both of us end up with a slightly higher amount of ECU than our initial endowment.,5 ECU is the highest mutual payout.,Choosing option X leads to the higher payout in 2 out of the 4 possible outcomes.,I choose Venus because it is a familiar name and I have a positive association with it.
199,TDP,3,2112222,5,4,Yes,3,B,X,earth,It seems fair that their minimum would be half.,I’d like to go halves but also don’t want to end up with both of us receiving nothing!,"This is a benefit to the receiver, so they may return my 2 but still gain additional funds because of the tripling, so no loss for me and gain for them.",Split the gains equally.,This is a good option for me whether they choose A or B.,Both choosing X is the best outcome for us.,This is the most familiar planet so I think the one they’re most likely to choose.,80,5,1,Yes,3,A,X,venus,"Split the endowment in half, so both parties receive an equal amount and the chance of rejection is minimized.",I am willing to accept any non-zero amount as long as both parties receive something.,I believe in being fair and cooperative.,To maintain fairness and reciprocate the transfer in a way that benefits both parties equally.,"Choosing option A results in a more balanced and equal payout, regardless of the other person's choice.",Choosing X maximizes the joint payout and ensures that both parties earn a minimum of 4 ECU.,"I feel like Venus is a balanced and stable choice, and has a good chance of matching with the other person's choice."
200,TDP,89,2211211,5,5,No,3,B,X,earth,I think it's fair.,It seems the most fair.,I think it makes it more likely to win more.,I think it's fair.,Most likely to win.,I think it gives me the highest chance to win more.,Its where we live so may be chosen by the other.,101,5,3,Yes,3,A,X,saturn,"It seems like a fair and reasonable amount to offer to the responder, balancing the idea of sharing with the need to keep some for myself.","I believe that accepting an offer less than 3 ECU would not be fair, and I would rather receive nothing than an unfair amount.","I believe in helping others and I think that by sending 2 ECU, it could lead to a positive outcome for both of us.",Returning 3 ECU to the sender strikes a balance between taking advantage of the tripled transfer and being fair to the sender. It shows gratitude for the transfer while also recognizing that both parties should benefit from the interaction.,"Choosing option A is a safer bet, since it guarantees some reward regardless of the other person's choice.","Choosing X results in the highest payout if both players choose the same option and the lowest payout if the other player chooses the opposite option, so it's a safe choice with potential for a big payout.",I just think Saturn is an interesting and unique option.
201,TDP,128,2112222,5,5,Yes,3,B,Y,earth,I think they’ll accept that amount.,I think this is what they will offer.,I think they’ll send some back.,I think it’s fair.,I think they will choose B.,I think they’ll choose Y.,I think they’ll be more likely to choose earth.,80,5,1,Yes,3,A,X,venus,"Split the endowment in half, so both parties receive an equal amount and the chance of rejection is minimized.",I am willing to accept any non-zero amount as long as both parties receive something.,I believe in being fair and cooperative.,To maintain fairness and reciprocate the transfer in a way that benefits both parties equally.,"Choosing option A results in a more balanced and equal payout, regardless of the other person's choice.",Choosing X maximizes the joint payout and ensures that both parties earn a minimum of 4 ECU.,"I feel like Venus is a balanced and stable choice, and has a good chance of matching with the other person's choice."
202,TDP,138,2111221,5,5,Yes,3,B,X,earth,Should hopefully be fair.,It’s fair for us both.,I trust they will make the right decision.,Then it's fair for us both.,There’s not much difference.,It’s the best choice for both.,I just think they’ll choose earth.,71,5,1,Yes,3,A,X,venus,I believe this is a fair and balanced offer.,I believe in fairness and believe that everyone should get at least a fair share.,"I believe in treating others as I would like to be treated and by giving, I might receive in return.",Returning half of the received ECU is a fair and balanced decision.,"Choosing option A helps to maintain fairness in the outcome, ensuring that both parties receive equal payouts if both make the same choice.","Choosing option X maximizes the payout for both parties, which could be seen as more fair.",I just have a good feeling about Venus today.
203,TDP,187,2211121,5,5,Yes,2,A,X,earth,This would be the fair split.,This is the fairest option.,I would like to see what happens if I do.,It seems moral to do so.,This would mean we both get the most.,I would think that they would see that this option would give us the best outcome.,This is the only planet we live on and have in common so I would expect them to choose the same.,99,5,1,Yes,0,A,X,venus,I think a 50-50 split is a fair and reasonable offer in this situation.,"I would like to receive some reward for participating in this task, even if it's just a small amount.","It seems like a fair move to make in this situation, as the amount transferred will be tripled and there is potential for a positive outcome for both parties.",I don't feel the need to return anything since I didn't do anything to earn it. The sender made the decision to transfer the funds and I am simply keeping what was given to me.,I choose A because it results in the highest average payout and reduces the risk of getting the lowest payout.,"Choosing X results in the best outcome in the case where the other person also chooses X. And even if the other person chooses Y, it still results in a higher payout for me than choosing Y.","I choose Venus because I like the sound of it and think it might be a common choice, increasing my chances of getting 5 ECU."
204,TDP,260,1211221,5,5,Yes,1,B,X,earth,This would be equal and fair.,Equality and fairness means a good outcome.,This is a suggested number and sounds appropriate.,As I trust the person less.,The value is likely to be too much for the person to be fair.,Hoping that the other person sees the benefit of this.,"Because I think it’s the middle and where we live, so more likely to be chosen.",39,5,2,Yes,3,A,X,venus,I want to give half to show that I am fair and willing to share.,"I want to ensure that I receive a fair share, so I will accept an offer of 2 ECU or more.",I feel like it's a good thing to do.,Returning half shows fairness to both parties and creates a balance.,"Going with option A maximizes the chance for both people to earn more ECU together, creating a situation where both people can benefit.","I choose option X because it has the highest expected payout, regardless of the other person's choice.","Sounds good, goes well with other planets in the solar system."
205,TDP,271,2212221,5,5,Yes,3,A,X,earth,It's the fairest option.,If they offer less they don't deserve it.,I think the other person will feel sympathy for me and give me back some ECU.,Because I think they will want to be fair and transfer so I will give some back.,It seems to be the way we will both get the most.,I think the other person will see this is best.,I think there is a small chance we will choose the same.,111,5,1,Yes,3,A,X,venus,"I believe it's reasonable to offer half of the endowment to the responder, as this could result in both parties getting some reward and avoiding the possibility of both getting nothing.","I believe that every person deserves to receive something, even if it's just a little. Rejecting the offer and getting nothing seems unfair to me.","I believe in fairness and helping others, so I choose to transfer 2 ECU.","I believe in returning half of what I receive, as a gesture of goodwill and fairness in the exchange.","Choosing option A is a cooperative choice that leads to mutual benefit, while choosing option B is more selfish and leads to a winner-takes-all outcome.",I choose X because it gives me the opportunity to earn more money regardless of the other person's choice.,It just felt like the best choice.
206,TDP,289,2122221,5,1,No,4,B,X,earth,"It seems fair to give the responder half of what I have, so that we both have the same amount of ECU.","If my minimum offer is too high, then neither of us win anything. By accepting at least 1, I make sure that we both get something as long as the proposer shares at least 1 ECU. If they decide to not share anything, then we both get 0.","By not transferring, we both keep our 5 ECU, which seems fair to me.","By returning 4 ECU, we both would have 7 ECU each, which is the most fair scenario.","By choosing B, the minimum amount of ECU I'd get is 3.","If we both choose X, it is a win-win situation. We both win the maximum amount of ECU possible.",It is the planet we are on.,95,5,1,Yes,0,A,X,mercury,"I believe that a fair and balanced offer would be to give half of my endowment to the responder. This will result in both parties receiving a moderate amount of ECU, which is better than receiving nothing at all if the offer is rejected.","I believe it is reasonable to ask for at least some compensation for participating in the exchange, even if it is a small amount.","The decision to transfer 2 ECU to the receiver is based on the potential for a mutually beneficial outcome, where both parties can increase their final payment.",I choose to keep the full 6 ECU and not return any to the sender. This decision is based on self-interest and maximizing my own payout.,This choice maximizes the expected payout while also limiting the risk of a low payout.,"The option X results in a better outcome in three out of four possible combinations, so it is the more optimal choice.",It's just a personal preference.
207,TDP,339,1111222,5,5,Yes,2,B,X,earth,I would hope they would want it to be equal.,I would like it to be even.,I would be hopeful they will return some to keep it equal.,Trying to keep it even and at least put the sender back to original amount.,I hope that we both end up with the highest amount.,I want to try and get us both the higher amount.,I feel like this might be the common choice.,8,5,3,No,2,A,X,venus,It seems like a fair amount to offer while still keeping some for myself.,I believe it is fair for both parties to receive a portion of the endowment.,I don't trust the other person.,Returning half of the amount received seems fair.,"Option A values fairness and altruism over individual gain, leading to mutual benefit in the best case scenario and a less unequal outcome in the other scenarios.","Choosing option X results in a fairer outcome for both parties, regardless of the other's choice.",Feels like the right choice.
208,TDP,454,2111221,5,5,Yes,3,A,X,earth,Think this is a fair offer.,This is a fair offer.,Think this is the best outcome for both parties.,Still going for the fairest option.,This is the fairest option.,Making the choice that benefits us both.,Just went for the middle.,71,5,1,Yes,3,A,X,venus,I believe this is a fair and balanced offer.,I believe in fairness and believe that everyone should get at least a fair share.,"I believe in treating others as I would like to be treated and by giving, I might receive in return.",Returning half of the received ECU is a fair and balanced decision.,"Choosing option A helps to maintain fairness in the outcome, ensuring that both parties receive equal payouts if both make the same choice.","Choosing option X maximizes the payout for both parties, which could be seen as more fair.",I just have a good feeling about Venus today.
209,TDP,594,1111221,5,3,Yes,4,A,X,earth,We both get an equal amount.,Something is better than nothing.,"Hopefully, they feel generous, but I know that I do!",So we both profit equally.,"Fairest for everyone - it’s the highest we can both get, so no one is truly missing out.",In hopes that the other person would also pick the most selfless option where we both win.,Because that’s where we live.,7,5,2,No,2,A,X,venus,I think it's fair to split the endowment down the middle.,"I want to ensure I receive some amount, even if small, rather than nothing.",I don't want to take the risk.,Returning half seems fair and balanced.,"Choosing option A supports fairness and altruism, which are values that align with the traits described.",I choose option X as it is the option that is most beneficial for both parties and has the highest reward if both parties choose it.,Sounds good to me.
210,TDP,662,2221211,5,5,Yes,4,A,X,earth,They will definitely accept as it is the fairest.,It is the most fair decision.,I believe that there is the potential both I and the other person will make more than initially if we transfer the money.,That is the most fair decision to we both benefit equally.,"Hopefully, the other person also chooses A.",I hope we will both choose X to get the most money.,"Hopefully, both will choose the closest decision to our knowledge.",117,5,1,Yes,0,A,X,venus,"I think offering half of the endowment is a fair compromise, as it gives both of us a positive outcome. This way, there's a good chance the responder will accept and we'll both end up with some money.",I'd rather have some ECU than none at all.,I'm feeling generous today.,I keep all 6 ECU to maximize my own earnings.,"I choose A because I think it gives me the best overall payout, regardless of the other person's choice.","Choosing X gives the best average payout, regardless of what the other person chooses.","It's just a gut feeling, but I have a hunch that choosing Venus will lead to a higher payout in the end."
