question_id,block_name,question_type,source,wave_1_exists,wave_2_exists,wave_3_exists,wave_presence,wave_mapping_method,question_text_full,options_json,rows_json,csv_columns_json
QID279,Economic preferences ,Matrix,wave1_3_persona_json,False,True,False,2,persona_block_order,"In this question, the LOTTERY is a 50% chance of LOSING $8 (as indicated by the minus sign before $8) and a 50% chance of winning a value x. Suppose you are given the option to exchange this lottery for the certainty of winning $0. Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left gets better as one goes down the list while the option on the right stays the same. You can select the option you would prefer receiving by clicking on the button next to that option.",[],"[""Lottery with x=$7.00:$0"", ""Lottery with x=$8.00:$0"", ""Lottery with x=$9.00:$0"", ""Lottery with x=$10.00:$0"", ""Lottery with x=$11.00:$0"", ""Lottery with x=$12.00:$0"", ""Lottery with x=$13.00:$0"", ""Lottery with x=$14.00:$0"", ""Lottery with x=$15.00:$0"", ""Lottery with x=$16.00:$0"", ""Lottery with x=$17.00:$0"", ""Lottery with x=$18.00:$0"", ""Lottery with x=$19.00:$0"", ""Lottery with x=$20.00:$0""]","[""QID279_1"", ""QID279_2"", ""QID279_3"", ""QID279_4"", ""QID279_5"", ""QID279_6"", ""QID279_7"", ""QID279_8"", ""QID279_9"", ""QID279_10"", ""QID279_11"", ""QID279_12"", ""QID279_13"", ""QID279_14""]"
QID84,Economic preferences ,Matrix,wave1_3_persona_json,False,True,False,2,persona_block_order,"Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option.",[],"[""$6.00 in 6 weeks:$3.00 in 5 weeks"", ""$6.00 in 6 weeks:$4.00 in 5 weeks"", ""$6.00 in 6 weeks:$4.50 in 5 weeks"", ""$6.00 in 6 weeks:$5.00 in 5 weeks"", ""$6.00 in 6 weeks:$5.25 in 5 weeks"", ""$6.00 in 6 weeks:$5.50 in 5 weeks"", ""$6.00 in 6 weeks:$5.75 in 5 weeks"", ""$6.00 in 6 weeks:$6.00 in 5 weeks"", ""$6.00 in 6 weeks:$7.00 in 5 weeks""]","[""QID84_4"", ""QID84_5"", ""QID84_6"", ""QID84_7"", ""QID84_8"", ""QID84_9"", ""QID84_10"", ""QID84_11"", ""QID84_12""]"
QID242,Economic preferences - intro ,DB,wave1_3_persona_json,False,True,False,2,persona_block_order,"In this section, you will be asked various questions about your opinions and preferences. In order to help you pace yourself, the ""next"" button will appear only after a few seconds in each question.",[],[],[]
QID266,Economic preferences - intro ,DB,wave1_3_persona_json,True,False,False,1,persona_block_order,"In this final section, you will be asked various questions about your opinions and preferences. In order to help you pace yourself, the ""next"" button will appear only after a few seconds in each question.",[],[],[]
QID287,False consensus ,Matrix,wave4_Q_wave1_3_A,True,False,False,1,questionnaire_text_match,Would you support or oppose...,[],"[""Placing a tax on carbon emissions?"", ""Ensuring 40% of all new clean energy infrastructure development spending goes to low-income communities?"", ""Federal investments to ensure a carbon-pollution free electricity sector by 2035?"", ""A ‘Medicare for All’ system in which all Americans would get healthcare from a government-run plan?"", ""A ‘public option’, which would allow Americans to buy into a government-run healthcare plan if they choose to do so?"", ""Immigration reforms that would provide a path to U.S. citizenship for undocumented immigrants currently in the United States?"", ""A law that requires companies to provide paid family leave for parents?"", ""A 2% tax on the assets of individuals with a net worth of more than $50 million?"", ""Increasing deportations for those in the US illegally?"", ""Offering seniors healthcare vouchers to purchase private healthcare plans in place of traditional medicare coverage?""]","[""QID287_1"", ""QID287_2"", ""QID287_3"", ""QID287_4"", ""QID287_5"", ""QID287_6"", ""QID287_7"", ""QID287_10"", ""QID287_11"", ""QID287_12""]"
QID10,Forward Flow,TE,wave1_3_persona_json,False,True,False,2,persona_block_order,"On this page, starting with the word paper, your job is to write down the next word that follows in your mind from the previous word. Please put down only single words, and do not use proper nouns (such as names, brands, etc.). There is no right or wrong answer, just write the words as they come to your mind.",[],"[""word 1"", ""word 2"", ""word 3"", ""word 4"", ""word 5"", ""word 6"", ""word 7"", ""word 8"", ""word 9"", ""word 10"", ""word 11"", ""word 12"", ""word 13"", ""word 14"", ""word 15"", ""word 16"", ""word 17"", ""word 18"", ""word 19"", ""word 20""]","[""QID10_1"", ""QID10_2"", ""QID10_3"", ""QID10_4"", ""QID10_5"", ""QID10_6"", ""QID10_7"", ""QID10_8"", ""QID10_9"", ""QID10_10"", ""QID10_11"", ""QID10_12"", ""QID10_13"", ""QID10_14"", ""QID10_15"", ""QID10_16"", ""QID10_17"", ""QID10_18"", ""QID10_19"", ""QID10_20""]"
QID171,Less is More Gamble A ,MC,wave4_Q_wave1_3_A,False,False,True,3,questionnaire_text_match,"Please rate your level of disagreement or agreement with the following statement: ""I would find a game that had a 7/36 chance of winning $9 and a 29/36 chance of winning nothing extremely attractive.""","[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",[],"[""QID171""]"
QID172,Less is More Gamble B ,MC,wave4_Q_wave1_3_A,False,False,True,3,questionnaire_text_match,"Please rate your level of disagreement or agreement with the following statement: ""I would find a game that had a 7/36 chance of winning $9 and a 29/36 chance of losing $0.05 extremely attractive.""","[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",[],"[""QID172""]"
QID173,Less is More Gamble C ,MC,wave4_Q_wave1_3_A,False,False,True,3,questionnaire_text_match,"Please rate your level of disagreement or agreement with the following statement: ""I would find a game that had a 7/36 chance of winning $9 and a 29/36 chance of losing $0.25 extremely attractive.""","[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",[],"[""QID173""]"
QID159,Linda -no conjunction ,Matrix,wave4_Q_wave1_3_A,False,True,False,2,questionnaire_text_match,"Linda is 31 years old, single, outspoken, and very bright. She majored in philosophy. As a student, she was deeply concerned with issues of discrimination and social justice, and also participated in anti-nuclear demonstrations. Please complete the statements below.",[],"[""It is ___ that Linda is a teacher in an elementary school"", ""It is ___ that Linda works in a bookstore and takes Yoga classes"", ""It is ___ that Linda is a bank teller""]","[""QID159_1"", ""QID159_2"", ""QID159_3""]"
QID160,Linda-conjunction,Matrix,wave4_Q_wave1_3_A,False,True,False,2,questionnaire_text_match,"Linda is 31 years old, single, outspoken, and very bright. She majored in philosophy. As a student, she was deeply concerned with issues of discrimination and social justice, and also participated in anti-nuclear demonstrations. Please complete the statements below.",[],"[""It is ___ that Linda is a teacher in an elementary school"", ""It is ___ that Linda works in a bookstore and takes Yoga classes"", ""It is ___ that Linda is a bank teller and is active in the feminist movement""]","[""QID160_1"", ""QID160_2"", ""QID160_3""]"
QID194,Myside Ford,MC,wave4_Q_wave1_3_A,False,True,False,2,questionnaire_text_match,"According to a comprehensive study by the U.S. Department of Transportation, Ford Explorers are 8 times more likely than a typical family car to kill occupants of another car in a crash. The Department of Transportation in Germany is considering recommending a ban on the sale of the Ford Explorer in Germany. Do you think that Germany should ban the sale of the Ford Explorer?","[""definitely no"", ""no"", ""probably no"", ""probably yes"", ""yes"", ""definitely yes""]",[],"[""QID194""]"
QID195,Myside German,MC,wave4_Q_wave1_3_A,False,True,False,2,questionnaire_text_match,"According to a comprehensive study by the U.S. Department of Transportation, a particular German car is 8 times more likely than a typical family car to kill occupants of another car in a crash. The U.S. Department of Transportation is considering recommending a ban on the sale of this German car. Do you think that the U.S. should ban the sale of the German car?","[""definitely no"", ""no"", ""probably no"", ""probably yes"", ""yes"", ""definitely yes""]",[],"[""QID195""]"
QID196,Non-experimental heuristics and biases ,MC,wave4_Q_wave1_3_A,False,False,True,3,questionnaire_text_match,"Assume that you are presented with two trays of black and white marbles, a large tray that contains 100 marbles and a small tray that contains 10 marbles. The marbles are spread in a single layer in each tray. You must draw out one marble (without peeking, of course) from either tray. If you draw a black marble you win $2. Consider a condition in which the small tray contains 1 black marble and 9 white marbles, and the large tray contains 8 black marbles and 92 white marbles. From which tray would you prefer to select a marble in a real situation?","[""the small tray"", ""the large tray""]",[],"[""QID196""]"
QID288,Non-experimental heuristics and biases ,Matrix,wave4_Q_wave1_3_A,True,False,False,1,questionnaire_text_match,"Please rate the following technology or products from ""not at all beneficial"" to ""extremely beneficial""",[],"[""bicycles"", ""alcoholic beverages"", ""chemical plants"", ""pesticides""]","[""QID288_1"", ""QID288_2"", ""QID288_3"", ""QID288_4""]"
QID289,Non-experimental heuristics and biases ,Matrix,wave4_Q_wave1_3_A,True,False,False,1,questionnaire_text_match,"Please rate the following technology or products from ""not at all risky"" to ""extremely risky""",[],"[""bicycles"", ""alcoholic beverages"", ""chemical plants"", ""pesticides""]","[""QID289_1"", ""QID289_2"", ""QID289_3"", ""QID289_4""]"
QID290,Non-experimental heuristics and biases ,Slider,wave4_Q_wave1_3_A,True,False,False,1,questionnaire_text_match,"What percentage of the public do you think supports the following policies? For each policy, choose a number from 0% to 100%.",[],[],"[""QID290_1"", ""QID290_2"", ""QID290_3"", ""QID290_4"", ""QID290_5"", ""QID290_6"", ""QID290_7"", ""QID290_10"", ""QID290_11"", ""QID290_12""]"
QID291,Non-experimental heuristics and biases ,MC,wave4_Q_wave1_3_A,False,True,False,2,questionnaire_text_match,"Imagine that there will be a deadly flu going around your area next winter. Your doctor says that you have a 10% chance (10 out of 100) of dying from this flu. However, a new flu vaccine has been developed and tested. If taken, the vaccine prevents you from catching the deadly flu. However, there is one serious risk involved with taking this vaccine. The vaccine is made from a somewhat weaker type of flu virus, and there is a 5% (5 out of 100) risk of the vaccine causing you to die from the weaker type of flu. Imagine that this vaccine is completely covered by health insurance. If you had to decide now, which would you choose?","[""I would definitely not take the vaccine. I would thus accept the 10% chance of dying from this flu."", ""I would probably not take the vaccine. I would thus accept the 10% chance of dying from this flu."", ""I would probably take the vaccine. I would thus accept the 5% chance of dying from the weaker flu in the vaccine"", ""I would definitely take the vaccine. I would thus accept the 5% chance of dying from the weaker flu in the vaccine.""]",[],"[""QID291""]"
QID162,Outcome bias - failure,MC,wave4_Q_wave1_3_A,True,False,False,1,questionnaire_text_match,"A 55-year-old man had a heart condition. He had to stop working because of chest pain. He enjoyed his work and did not want to stop. His pain also interfered with other things, such as travel and recreation. A type of bypass operation would relieve his pain and increase his life expectancy from age 65 to age 75. However, 2% of the people who have this operation die from the operation itself. His physician decided to go ahead with the operation. The operation did not succeed and the patient died. Evaluate the physician's decision to go ahead with the operation.","[""Incorrect, a very bad decision"", ""Incorrect, all things considered"", ""Incorrect, but not unreasonable"", ""The decision and its opposite are equally good"", ""Correct, but the opposite would be reasonable too"", ""Correct, all things considered"", ""Clearly correct, an excellent decision""]",[],"[""QID162""]"
QID161,Outcome bias - success ,MC,wave4_Q_wave1_3_A,True,False,False,1,questionnaire_text_match,"A 55-year-old man had a heart condition. He had to stop working because of chest pain. He enjoyed his work and did not want to stop. His pain also interfered with other things, such as travel and recreation. A type of bypass operation would relieve his pain and increase his life expectancy from age 65 to age 70. However, 8% of the people who have this operation die from the operation itself. His physician decided to go ahead with the operation. The operation succeeded. Evaluate the physician's decision to go ahead with the operation.","[""Incorrect, a very bad decision"", ""Incorrect, all things considered"", ""Incorrect, but not unreasonable"", ""The decision and its opposite are equally good"", ""Correct, but the opposite would be reasonable too"", ""Correct, all things considered"", ""Clearly correct, an excellent decision""]",[],"[""QID161""]"
QID125,Personality ,Matrix,wave1_3_persona_json,False,True,False,2,persona_block_order,How much have you been bothered by each of the following symptoms over the past week?,[],"[""Numbness or tingling"", ""Feeling hot"", ""Wobbliness in legs"", ""Unable to relax"", ""Fear of the worst happening"", ""Dizzy or lightheaded"", ""Unsteady"", ""Terrified"", ""Nervous"", ""Feeling of choking"", ""Hands trembling"", ""Shaky"", ""Fear of losing control"", ""Difficulty breathing"", ""Fear of dying"", ""Scared"", ""Indigestion or discomfort in abdomen"", ""Faint"", ""Face flushed"", ""Sweating (not due to heat)"", ""Heart pounding or racing""]","[""QID125_1"", ""QID125_2"", ""QID125_3"", ""QID125_4"", ""QID125_5"", ""QID125_6"", ""QID125_7"", ""QID125_8"", ""QID125_9"", ""QID125_10"", ""QID125_11"", ""QID125_12"", ""QID125_13"", ""QID125_14"", ""QID125_15"", ""QID125_16"", ""QID125_17"", ""QID125_18"", ""QID125_19"", ""QID125_20"", ""QID125_21""]"
QID126,Personality ,MC,wave1_3_persona_json,False,False,True,3,persona_block_order,,"[""I don't feel sad"", ""I feel sad"", ""I am sad all the time and I can't snap out of it"", ""I am so sad or unhappy that I can't stand it""]",[],"[""QID126_1"", ""QID126_2"", ""QID126_3"", ""QID126_4""]"
QID127,Personality ,DB,wave1_3_persona_json,False,False,True,3,persona_block_order,"This page contains groups of statements. After reading each group of statements carefully, choose the one statement which best describes the way you have been feeling in the past week, including today . If several statements within a group seem to apply equally well, select each one. Be sure to read all the statements in each group before making your choice .",[],[],[]
QID128,Personality ,MC,wave1_3_persona_json,False,False,True,3,persona_block_order,,"[""I am not particularly discouraged about the future"", ""I feel discouraged about the future"", ""I feel that I have nothing to look forward to"", ""I feel that the future is hopeless and that things cannot improve""]",[],"[""QID128_1"", ""QID128_2"", ""QID128_3"", ""QID128_4""]"
QID129,Personality ,MC,wave1_3_persona_json,False,False,True,3,persona_block_order,,"[""I don't feel like a failure"", ""I feel that I have failed more than the average person"", ""As I look back on my life, all I can see is a lot of failures"", ""I feel I am a complete failure as a person""]",[],"[""QID129_1"", ""QID129_2"", ""QID129_3"", ""QID129_4""]"
QID130,Personality ,MC,wave1_3_persona_json,False,False,True,3,persona_block_order,,"[""I get as much satisfaction out of things as I used to"", ""I don't enjoy things the way I used to"", ""I don't get real satisfaction out of anything anymore"", ""I am dissatisfied or bored with everything""]",[],"[""QID130_1"", ""QID130_2"", ""QID130_3"", ""QID130_4""]"
QID131,Personality ,MC,wave1_3_persona_json,False,False,True,3,persona_block_order,,"[""I don't feel particularly guilty"", ""I feel guilty a good part of the time"", ""I feel guilty most of the time"", ""I feel guilty all the time""]",[],"[""QID131_1"", ""QID131_2"", ""QID131_3"", ""QID131_4""]"
QID132,Personality ,MC,wave1_3_persona_json,False,False,True,3,persona_block_order,,"[""I don't feel I am being punished"", ""I feel I may be punished"", ""I expect to be punished"", ""I feel I am being punished""]",[],"[""QID132_1"", ""QID132_2"", ""QID132_3"", ""QID132_4""]"
QID133,Personality ,MC,wave1_3_persona_json,False,False,True,3,persona_block_order,,"[""I don't feel disappointed in myself"", ""I feel disappointed in myself"", ""I am disgusted with myself"", ""I hate myself""]",[],"[""QID133_1"", ""QID133_2"", ""QID133_3"", ""QID133_4""]"
QID134,Personality ,MC,wave1_3_persona_json,False,False,True,3,persona_block_order,,"[""I don't feel I am worse than anybody else"", ""I am critical of myself for my weaknesses or mistakes"", ""I blame myself all the time for my faults"", ""I blame myself for everything bad that happens""]",[],"[""QID134_1"", ""QID134_2"", ""QID134_3"", ""QID134_4""]"
QID136,Personality ,MC,wave1_3_persona_json,False,False,True,3,persona_block_order,,"[""I don't cry any more than usual"", ""I cry more than I used to"", ""I cry all the time now"", ""I used to be able to cry, but now I can't cry even though I want to""]",[],"[""QID136_1"", ""QID136_2"", ""QID136_3"", ""QID136_4""]"
QID137,Personality ,MC,wave1_3_persona_json,False,False,True,3,persona_block_order,,"[""I am no more irritated now than I ever am"", ""I get annoyed or irritated more easily than I used to"", ""I feel irritated all the time now"", ""I don't get irrirtted at all by the things that used to irritate me""]",[],"[""QID137_1"", ""QID137_2"", ""QID137_3"", ""QID137_4""]"
QID138,Personality ,MC,wave1_3_persona_json,False,False,True,3,persona_block_order,,"[""I have not lost interest in other people"", ""I am less interested in other people than I used to be"", ""I have lost most of my interest in other people"", ""I have lost all of my interest in other people""]",[],"[""QID138_1"", ""QID138_2"", ""QID138_3"", ""QID138_4""]"
QID139,Personality ,MC,wave1_3_persona_json,False,False,True,3,persona_block_order,,"[""I make decisions about as well as I ever could"", ""I put off making decisions more than I used to"", ""I have greater difficulty in making decisions than before"", ""I can't make decisions at all anymore""]",[],"[""QID139_1"", ""QID139_2"", ""QID139_3"", ""QID139_4""]"
QID140,Personality ,MC,wave1_3_persona_json,False,False,True,3,persona_block_order,,"[""I don't feel that I am worthless"", ""I don’t consider myself as worthwhile and useful as I used to"", ""I feel more worthless as compared to other people"", ""I feel utterly worthless""]",[],"[""QID140_1"", ""QID140_2"", ""QID140_3"", ""QID140_4""]"
QID141,Personality ,MC,wave1_3_persona_json,False,False,True,3,persona_block_order,,"[""I can work about as well as before"", ""It takes an extra effort to get started at doing something"", ""I have to push myself very hard to do anything"", ""I can’t do any work at all""]",[],"[""QID141_1"", ""QID141_2"", ""QID141_3"", ""QID141_4""]"
QID142,Personality ,MC,wave1_3_persona_json,False,False,True,3,persona_block_order,,"[""I can sleep as well as usual"", ""I don’t sleep as well as usual"", ""I wake up 1-2 hours earlier than usual and find it hard to get back to sleep"", ""I wake up several hours earlier than I used to and cannot get back to sleep""]",[],"[""QID142_1"", ""QID142_2"", ""QID142_3"", ""QID142_4""]"
QID143,Personality ,MC,wave1_3_persona_json,False,False,True,3,persona_block_order,,"[""I don’t get more tired than usual"", ""I get tired more easily than I used to"", ""I get tired from doing almost anything"", ""I am too tired to do anything""]",[],"[""QID143_1"", ""QID143_2"", ""QID143_3"", ""QID143_4""]"
QID144,Personality ,MC,wave1_3_persona_json,False,False,True,3,persona_block_order,,"[""My appetite is no worse than usual"", ""My appetite is not as good as it used to be"", ""My appetite is much worse now"", ""I have no appetite at all anymore""]",[],"[""QID144_1"", ""QID144_2"", ""QID144_3"", ""QID144_4""]"
QID145,Personality ,MC,wave1_3_persona_json,False,False,True,3,persona_block_order,,"[""I haven’t lost much weight, if any, lately"", ""I have lost more than 5 pounds"", ""I have lost more than 10 pounds"", ""I have lost more than 15 pounds""]",[],"[""QID145_1"", ""QID145_2"", ""QID145_3"", ""QID145_4""]"
QID146,Personality ,MC,wave1_3_persona_json,False,False,True,3,persona_block_order,,"[""I am no more worried about my health than usual"", ""I am worried about physical problems such as aches and pains; or upset stomach; or constipation"", ""I am very worried about physical problems and it’s hard to think of much else"", ""I am so worried about my physical problems that I cannot think about anything else""]",[],"[""QID146_1"", ""QID146_2"", ""QID146_3"", ""QID146_4""]"
QID147,Personality ,MC,wave1_3_persona_json,False,False,True,3,persona_block_order,,"[""I have not noticed any recent change in my interest in sex"", ""I am less interested in sex than I used to be"", ""I am much less interested in sex now"", ""I have lost interest in sex completely""]",[],"[""QID147_1"", ""QID147_2"", ""QID147_3"", ""QID147_4""]"
QID148,Personality ,MC,wave1_3_persona_json,False,False,True,3,persona_block_order,I am purposely trying to lose weight by eating less,"[""Yes"", ""No""]",[],"[""QID148""]"
QID232,Personality ,Matrix,wave1_3_persona_json,True,False,False,1,persona_block_order,Please indicate your agreement with each of the following statements about yourself.,[],"[""My friends’ emotions don’t affect me much."", ""After being with a friend who is sad about something, I usually feel sad."", ""I can understand my friend’s happiness when she/he does well at something."", ""I get frightened when I watch characters in a good scary movie."", ""I get caught up in other people’s feelings easily."", ""I find it hard to know when my friends are frightened."", ""I don’t become sad when I see other people crying."", ""Other people’s feelings don’t bother me at all."", ""When someone is feeling down I can usually understand how they feel."", ""I can usually work out when my friends are scared."", ""I often become sad when watching sad things on TV or in films."", ""I can often understand how people are feeling even before they tell me."", ""Seeing a person who has been angered has no effect on my feelings."", ""I can usually work out when people are cheerful."", ""I tend to feel scared when I am with friends who are afraid."", ""I can usually realize quickly when a friend is angry."", ""I often get swept up in my friends’ feelings."", ""My friend’s unhappiness doesn’t make me feel anything."", ""I am not usually aware of my friends’ feelings."", ""I have trouble figuring out when my friends are happy.""]","[""QID232_1"", ""QID232_2"", ""QID232_3"", ""QID232_4"", ""QID232_5"", ""QID232_6"", ""QID232_7"", ""QID232_8"", ""QID232_9"", ""QID232_10"", ""QID232_11"", ""QID232_12"", ""QID232_13"", ""QID232_14"", ""QID232_15"", ""QID232_16"", ""QID232_17"", ""QID232_18"", ""QID232_19"", ""QID232_20""]"
QID233,Personality ,Matrix,wave1_3_persona_json,False,True,False,2,persona_block_order,Following are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement.,[],"[""I'd rather depend on myself than others"", ""I rely on myself most of the time, I rarely rely on others"", ""I often do my own thing"", ""My personal identity, independent of others, is very important to me"", ""It is important for me to do my job better than the others"", ""Winning is everything"", ""Competition is the law of nature"", ""When another person does better than I do, I get tense and aroused"", ""If a co-worker gets a prize, I would feel proud"", ""The well-being of my coworkers is important to me"", ""To me, pleasure is spending time with others"", ""I feel good when I cooperate with others"", ""Parents and children must stay together as much as possible"", ""It is my duty to take care of my family, even when I have to sacrifice what I want"", ""Family members should stick together, no matter what sacrifices are required"", ""It is important to me that I respect the decision made by my groups""]","[""QID233_1"", ""QID233_2"", ""QID233_3"", ""QID233_4"", ""QID233_5"", ""QID233_6"", ""QID233_7"", ""QID233_8"", ""QID233_9"", ""QID233_10"", ""QID233_11"", ""QID233_12"", ""QID233_13"", ""QID233_14"", ""QID233_15"", ""QID233_16""]"
QID234,Personality ,Matrix,wave1_3_persona_json,False,False,True,3,persona_block_order,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement.,[],"[""I often combine possessions in such a way that I create a personal image that cannot be duplicated."", ""I often try to find a more interesting version of run-of-the-mill products because I enjoy being original."", ""I actively seek to develop my personal uniqueness by buying special products or brands."", ""Having an eye for products that are interesting and unusual assists me in establishing a distinctive image."", ""When it comes to the products I buy and the situations in which I use them, I have broken customs and rules."", ""I have often violated the understood rules of my social group regarding what to buy or own."", ""I have often gone against the understood rules of my social group regarding when and how certain products are properly used."", ""I enjoy challenging the prevailing taste of people I know by buying something they would not seem to accept."", ""When a product I own becomes popular among the general population, I begin to use it less."", ""I often try to avoid products or brands that I know are bought by the general population."", ""As a rule, I dislike products or brands that are customarily bought by everyone."", ""The more commonplace a product or brand is among the general population, the less interested I am in buying it.""]","[""QID234_1"", ""QID234_2"", ""QID234_3"", ""QID234_4"", ""QID234_5"", ""QID234_6"", ""QID234_7"", ""QID234_12"", ""QID234_8"", ""QID234_9"", ""QID234_10"", ""QID234_11""]"
QID235,Personality ,Matrix,wave1_3_persona_json,True,False,False,1,persona_block_order,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement.,[],"[""It is important to me that the products I use do not harm the environment."", ""I consider the potential environmental impact of my actions when making many of my decisions."", ""My purchase habits are affected by my concern for our environment."", ""I am concerned about wasting the resources of our planet."", ""I would describe myself as environmentally responsible."", ""I am willing to be inconvenienced in order to take actions that are more environmentally friendly.""]","[""QID235_1"", ""QID235_2"", ""QID235_3"", ""QID235_4"", ""QID235_5"", ""QID235_6""]"
QID236,Personality ,Matrix,wave1_3_persona_json,False,False,True,3,persona_block_order,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which that statement is true or false.,[],"[""In social situations, I have the ability to alter my behavior if I feel that something else is called for."", ""I have the ability to control the way I come across to people, depending on the impression I wish to give them."", ""When I feel that the image I am portraying isn't working, I can readily change it to something that does."", ""I have trouble changing my behavior to suit different people and different situations."", ""I have found that I can adjust my behavior to meet the requirements of any situation I find myself in."", ""Even when it might be to my advantage, I have difficulty putting up a good front."", ""Once I know what the situation calls for, it's easy for me to regulate my actions accordingly."", ""I am often able to read people's true emotions correctly through their eyes."", ""In conversations, I am sensitive to even the slightest change in the facial expression of the person I'm conversing with."", ""My powers of intuition are quite good when it comes to understanding others' emotions and motives."", ""I can usually tell when others consider a joke to be in bad taste, even though they may laugh convincingly."", ""I can usually tell when I've said something inappropriate by reading it in the listener's eyes."", ""If someone is lying to me, I usually know it at once from that person's manner of expression.""]","[""QID236_1"", ""QID236_2"", ""QID236_3"", ""QID236_4"", ""QID236_5"", ""QID236_6"", ""QID236_7"", ""QID236_8"", ""QID236_9"", ""QID236_10"", ""QID236_11"", ""QID236_12"", ""QID236_13""]"
QID237,Personality ,Matrix,wave1_3_persona_json,False,False,True,3,persona_block_order,Please indicate your agreement with each of the following statements about yourself.,[],"[""My beliefs about myself often conflict with one another."", ""On one day I might have one opinion of myself and on another day I might have a different opinion."", ""I spend a lot of time wondering about what kind of person I really am."", ""Sometimes I feel that I am not really the person that I appear to be."", ""When I think about the kind of person I have been in the past, I'm not sure what I was really like."", ""I seldom experience conflict between the different aspects of my personality."", ""Sometimes I think I know other people better than I know myself."", ""My beliefs about myself seem to change very frequently."", ""If I were asked to describe my personality, my description might end up being different from one day to another day."", ""Even if I wanted to, I don't think I would tell someone what I'm really like."", ""In general, I have a clear sense of who I am and what I am."", ""It is often hard for me to make up my mind about things because I don't really know what I want.""]","[""QID237_1"", ""QID237_2"", ""QID237_3"", ""QID237_4"", ""QID237_5"", ""QID237_6"", ""QID237_7"", ""QID237_8"", ""QID237_9"", ""QID237_10"", ""QID237_11"", ""QID237_12""]"
QID238,Personality ,Matrix,wave1_3_persona_json,False,False,True,3,persona_block_order,Please indicate your agreement with each of the following statements about yourself.,[],"[""I don’t like situations that are uncertain."", ""I dislike questions which could be answered in many different ways."", ""I find that a well ordered life with regular hours suits my temperament."", ""I feel uncomfortable when I don’t understand the reason why an event occurred in my life."", ""I feel irritated when one person disagrees with what everyone else in a group believes."", ""I don’t like to go into a situation without knowing what I can expect from it."", ""When I have made a decision, I feel relieved."", ""When I am confronted with a problem, I’m dying to reach a solution very quickly."", ""I would quickly become impatient and irritated if I would not find a solution to a problem immediately."", ""I don’t like to be with people who are capable of unexpected actions."", ""I dislike it when a person’s statement could mean many different things."", ""I find that establishing a consistent routine enables me to enjoy life more."", ""I enjoy having a clear and structured mode of life."", ""I do not usually consult many different opinions before forming my own view."", ""I dislike unpredictable situations.""]","[""QID238_1"", ""QID238_2"", ""QID238_3"", ""QID238_4"", ""QID238_5"", ""QID238_6"", ""QID238_7"", ""QID238_8"", ""QID238_9"", ""QID238_10"", ""QID238_11"", ""QID238_12"", ""QID238_21"", ""QID238_22"", ""QID238_23""]"
QID239,Personality ,Matrix,wave1_3_persona_json,False,False,True,3,persona_block_order,Please indicate your agreement with each of the following statements about yourself.,[],"[""When I am in the car listening to the radio, I often check other stations to see if something better is playing, even if I am relatively satisfied with what I’m listening to."", ""No matter how satisfied I am with my job, it’s only right for me to be on the lookout for better opportunities."", ""I often find it difficult to shop for a gift for a friend."", ""When shopping, I have a hard time finding clothing that I really love."", ""No matter what I do, I have the highest standards for myself."", ""I never settle for second best.""]","[""QID239_1"", ""QID239_2"", ""QID239_3"", ""QID239_4"", ""QID239_5"", ""QID239_6""]"
QID240,Personality ,DB,wave1_3_persona_json,False,False,True,3,persona_block_order,"After reading each group of statements carefully, choose the one statement which best describes the way you have been feeling in the past week, including today . If several statements within a group seem to apply equally well, select each one. Be sure to read all the statements in each group before making your choice .",[],[],[]
