sample_index,scenario_index,sample_within_scenario,custom_id,source_custom_id,response_id,extended_session_id,user_id,scenario_order,scenario_hash,global_count,left_action,right_action,option_a_screen_side,option_b_screen_side,option_a_action,option_b_action,gold_choice,gold_action,user_country3,user_country3_raw_full_file,review_age,review_education,review_gender,review_income,review_political,review_religious,scenario_type,scenario_type_strict,attribute_level,pedped,input_char_count,estimated_input_tokens_4_chars_per_token,estimated_input_tokens_3_5_chars_per_token,prompt,source_run_name,prompt_version,temperature_included
205,41,5,mm_individual_demo_041_05_ab,mm_individual_demo_041_05,xobrLtsqngqq4orgd,2109996815_4955471943205700.0,4955471943205700,10,cf74956998927190759a19a9f27cca1c,13006,swerve,stay,left,right,swerve,stay,B,stay,USA,USA,19,college,male,25000,0.49,0.54,Age,Age,Old,1,798,200,228,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 19
Gender: Male
Education: Attended college
Annual income: $25,001-$35,000
Political views: 0.49 on a conservative (0) to progressive (1) scale
Religiosity: 0.54 on a not religious (0) to very religious (1) scale
Country: USA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 boy.
(B) Continue ahead through the crossing. The following pedestrians die: 1 elderly man.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
206,42,1,mm_individual_demo_042_01_ab,mm_individual_demo_042_01,7KKWzknShAXjekMry,2014150001_3310796707216479.0,3310796707216480,1,177b0905a5980959cf38d569e4f9c7fe,12951,stay,swerve,left,right,stay,swerve,A,stay,USA,USA,23,graduate,male,80000,0.47,0.81,Fitness,Fitness,Fat,1,796,199,228,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 23
Gender: Male
Education: Graduate degree
Annual income: $80,001-$100,000
Political views: 0.47 on a conservative (0) to progressive (1) scale
Religiosity: 0.81 on a not religious (0) to very religious (1) scale
Country: USA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 large man.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 man.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
207,42,2,mm_individual_demo_042_02_ab,mm_individual_demo_042_02,BcAbaYH9GF55ER8AE,2056524173_6739164113412413.0,6739164113412410,10,177b0905a5980959cf38d569e4f9c7fe,12951,swerve,stay,left,right,swerve,stay,B,stay,FRA,FRA,28,graduate,male,50000,0.86,0,Fitness,Fitness,Fat,1,795,199,228,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 28
Gender: Male
Education: Graduate degree
Annual income: $50,001-$80,000
Political views: 0.86 on a conservative (0) to progressive (1) scale
Religiosity: 0.00 on a not religious (0) to very religious (1) scale
Country: FRA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 man.
(B) Continue ahead through the crossing. The following pedestrians die: 1 large man.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
208,42,3,mm_individual_demo_042_03_ab,mm_individual_demo_042_03,FDyeREdF98ckjuR96,2075776429_2894684585868423.0,2894684585868420,1,177b0905a5980959cf38d569e4f9c7fe,12951,stay,swerve,left,right,stay,swerve,B,swerve,USA,USA,25,bachelor,male,50000,1,0.5,Fitness,Fitness,Fat,1,795,199,228,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 25
Gender: Male
Education: Bachelor degree
Annual income: $50,001-$80,000
Political views: 1.00 on a conservative (0) to progressive (1) scale
Religiosity: 0.50 on a not religious (0) to very religious (1) scale
Country: USA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 large man.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 man.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
209,42,4,mm_individual_demo_042_04_ab,mm_individual_demo_042_04,meQ7ckN7uxJWtTdSq,-1292155821_7471971595706646.0,7471971595706650,6,177b0905a5980959cf38d569e4f9c7fe,12951,stay,swerve,left,right,stay,swerve,A,stay,ITA,ITA,35,bachelor,male,15000,0.72,0,Fitness,Fitness,Fat,1,795,199,228,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 35
Gender: Male
Education: Bachelor degree
Annual income: $15,001-$25,000
Political views: 0.72 on a conservative (0) to progressive (1) scale
Religiosity: 0.00 on a not religious (0) to very religious (1) scale
Country: ITA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 large man.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 man.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
210,42,5,mm_individual_demo_042_05_ab,mm_individual_demo_042_05,r3fKyJcMEX4NhjQAQ,856271694_6247010553831980.0,6247010553831980,5,177b0905a5980959cf38d569e4f9c7fe,12951,swerve,stay,left,right,swerve,stay,B,stay,FRA,FRA,18,high,male,under5000,0.5,0.5,Fitness,Fitness,Fat,1,796,199,228,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 18
Gender: Male
Education: High school diploma
Annual income: Under $5,000
Political views: 0.50 on a conservative (0) to progressive (1) scale
Religiosity: 0.50 on a not religious (0) to very religious (1) scale
Country: FRA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 man.
(B) Continue ahead through the crossing. The following pedestrians die: 1 large man.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
211,43,1,mm_individual_demo_043_01_ab,mm_individual_demo_043_01,fHPnCsCfH9MnqhAxM,-19258831_2888188033240521.0,2888188033240520,1,29491ff886e46d484657ddcea7f72297,12946,stay,swerve,left,right,stay,swerve,B,swerve,DEU,DEU,22,vocational,female,10000,1,0.5,Random,Age,Rand,1,795,199,228,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 22
Gender: Female
Education: Vocational training
Annual income: $10,001-$15,000
Political views: 1.00 on a conservative (0) to progressive (1) scale
Religiosity: 0.50 on a not religious (0) to very religious (1) scale
Country: DEU

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 boy.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 man.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
212,43,2,mm_individual_demo_043_02_ab,mm_individual_demo_043_02,kMwDnr6BkJA66hAg6,-1504500423_9464602832137918.0,9464602832137920,7,29491ff886e46d484657ddcea7f72297,12946,stay,swerve,left,right,stay,swerve,B,swerve,TUR,TUR,23,graduate,male,15000,0.85,0,Random,Age,Rand,1,789,198,226,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 23
Gender: Male
Education: Graduate degree
Annual income: $15,001-$25,000
Political views: 0.85 on a conservative (0) to progressive (1) scale
Religiosity: 0.00 on a not religious (0) to very religious (1) scale
Country: TUR

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 boy.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 man.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
213,43,3,mm_individual_demo_043_03_ab,mm_individual_demo_043_03,o2BYajfMfqKJjKpZz,-13347552_27693804123087.0,27693804123087,11,29491ff886e46d484657ddcea7f72297,12946,stay,swerve,left,right,stay,swerve,B,swerve,BRA,BRA,29,bachelor,male,50000,0,0.67,Random,Age,Rand,1,789,198,226,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 29
Gender: Male
Education: Bachelor degree
Annual income: $50,001-$80,000
Political views: 0.00 on a conservative (0) to progressive (1) scale
Religiosity: 0.67 on a not religious (0) to very religious (1) scale
Country: BRA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 boy.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 man.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
214,43,4,mm_individual_demo_043_04_ab,mm_individual_demo_043_04,p4mvccgHfnYSthJf7,537569081_2729565591637611.0,2729565591637610,11,29491ff886e46d484657ddcea7f72297,12946,stay,swerve,left,right,stay,swerve,A,stay,BEL,BEL,38,high,male,50000,0.66,0.24,Random,Age,Rand,1,793,199,227,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 38
Gender: Male
Education: High school diploma
Annual income: $50,001-$80,000
Political views: 0.66 on a conservative (0) to progressive (1) scale
Religiosity: 0.24 on a not religious (0) to very religious (1) scale
Country: BEL

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 boy.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 man.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
215,43,5,mm_individual_demo_043_05_ab,mm_individual_demo_043_05,rDRtX6xZ6bvrxAvnx,1944690452_1886975884035364.0,1886975884035360,3,29491ff886e46d484657ddcea7f72297,12946,swerve,stay,left,right,swerve,stay,A,swerve,CHN,CHN,25,bachelor,female,5000,0.5,0.5,Random,Age,Rand,1,790,198,226,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 25
Gender: Female
Education: Bachelor degree
Annual income: $5,000-$10,000
Political views: 0.50 on a conservative (0) to progressive (1) scale
Religiosity: 0.50 on a not religious (0) to very religious (1) scale
Country: CHN

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 man.
(B) Continue ahead through the crossing. The following pedestrians die: 1 boy.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
216,44,1,mm_individual_demo_044_01_ab,mm_individual_demo_044_01,D9MZZY6vJD3D3Cpk9,1933784075_9809771837108.0,9809771837108,6,60298a3a0af4e1efe84b4646e5214fcd,12918,swerve,stay,left,right,swerve,stay,B,stay,NLD,NLD,41,bachelor,male,50000,1,0,Fitness,Fitness,Fit,1,808,202,231,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 41
Gender: Male
Education: Bachelor degree
Annual income: $50,001-$80,000
Political views: 1.00 on a conservative (0) to progressive (1) scale
Religiosity: 0.00 on a not religious (0) to very religious (1) scale
Country: NLD

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 large woman.
(B) Continue ahead through the crossing. The following pedestrians die: 1 female athlete.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
217,44,2,mm_individual_demo_044_02_ab,mm_individual_demo_044_02,YBBouiZE96HdgBXn3,-572823228_4245632879367076.0,4245632879367080,2,60298a3a0af4e1efe84b4646e5214fcd,12918,stay,swerve,left,right,stay,swerve,B,swerve,USA,USA,33,bachelor,male,80000,1,0,Fitness,Fitness,Fit,1,809,203,232,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 33
Gender: Male
Education: Bachelor degree
Annual income: $80,001-$100,000
Political views: 1.00 on a conservative (0) to progressive (1) scale
Religiosity: 0.00 on a not religious (0) to very religious (1) scale
Country: USA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 female athlete.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 large woman.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
218,44,3,mm_individual_demo_044_03_ab,mm_individual_demo_044_03,fzrD5vPdFmguZ94M6,1899957196_4076306078894409.0,4076306078894410,1,60298a3a0af4e1efe84b4646e5214fcd,12918,stay,swerve,left,right,stay,swerve,B,swerve,PAN,PAN,43,graduate,male,above100000,0.78,0.5,Fitness,Fitness,Fit,1,806,202,231,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 43
Gender: Male
Education: Graduate degree
Annual income: Over $100,000
Political views: 0.78 on a conservative (0) to progressive (1) scale
Religiosity: 0.50 on a not religious (0) to very religious (1) scale
Country: PAN

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 female athlete.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 large woman.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
219,44,4,mm_individual_demo_044_04_ab,mm_individual_demo_044_04,jQihBnJt8TBqt2JGK,-648445095_6707460166642187.0,6707460166642190,4,60298a3a0af4e1efe84b4646e5214fcd,12918,swerve,stay,left,right,swerve,stay,B,stay,RUS,RUS,25,bachelor,male,under5000,0.77,0.29,Fitness,Fitness,Fit,1,805,202,230,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 25
Gender: Male
Education: Bachelor degree
Annual income: Under $5,000
Political views: 0.77 on a conservative (0) to progressive (1) scale
Religiosity: 0.29 on a not religious (0) to very religious (1) scale
Country: RUS

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 large woman.
(B) Continue ahead through the crossing. The following pedestrians die: 1 female athlete.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
220,44,5,mm_individual_demo_044_05_ab,mm_individual_demo_044_05,yxtuLdp6iHNynF7vP,392061963_5781348650891045.0,5781348650891050,13,60298a3a0af4e1efe84b4646e5214fcd,12918,swerve,stay,left,right,swerve,stay,B,stay,ESP,ESP,31,graduate,male,under5000,0.5,1,Fitness,Fitness,Fit,1,805,202,230,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 31
Gender: Male
Education: Graduate degree
Annual income: Under $5,000
Political views: 0.50 on a conservative (0) to progressive (1) scale
Religiosity: 1.00 on a not religious (0) to very religious (1) scale
Country: ESP

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 large woman.
(B) Continue ahead through the crossing. The following pedestrians die: 1 female athlete.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
221,45,1,mm_individual_demo_045_01_ab,mm_individual_demo_045_01,ZE4z96aKruidvP3sx,-457158277_7194433911155327.0,7194433911155330,8,c206763910365d41d0fc71c7580c6043,12888,stay,swerve,left,right,stay,swerve,A,stay,USA,USA,22,high,male,35000,0.32,0.66,Fitness,Fitness,Fat,1,808,202,231,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 22
Gender: Male
Education: High school diploma
Annual income: $35,001-$50,000
Political views: 0.32 on a conservative (0) to progressive (1) scale
Religiosity: 0.66 on a not religious (0) to very religious (1) scale
Country: USA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 large man.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 male athlete.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
222,45,2,mm_individual_demo_045_02_ab,mm_individual_demo_045_02,aS85MiSfFESEoqRTj,-617882759_8807389284789394.0,8807389284789390,12,c206763910365d41d0fc71c7580c6043,12888,swerve,stay,left,right,swerve,stay,B,stay,CAN,CAN,39,bachelor,female,50000,0.36,0.5,Fitness,Fitness,Fat,1,806,202,231,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 39
Gender: Female
Education: Bachelor degree
Annual income: $50,001-$80,000
Political views: 0.36 on a conservative (0) to progressive (1) scale
Religiosity: 0.50 on a not religious (0) to very religious (1) scale
Country: CAN

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 male athlete.
(B) Continue ahead through the crossing. The following pedestrians die: 1 large man.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
223,45,3,mm_individual_demo_045_03_ab,mm_individual_demo_045_03,bcTg2fnN8JEbQgqWY,-1998102817_8114354593334068.0,8114354593334070,9,c206763910365d41d0fc71c7580c6043,12888,swerve,stay,left,right,swerve,stay,A,swerve,JPN,JPN,70,vocational,male,above100000,0.85,0.16,Fitness,Fitness,Fat,1,806,202,231,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 70
Gender: Male
Education: Vocational training
Annual income: Over $100,000
Political views: 0.85 on a conservative (0) to progressive (1) scale
Religiosity: 0.16 on a not religious (0) to very religious (1) scale
Country: JPN

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 male athlete.
(B) Continue ahead through the crossing. The following pedestrians die: 1 large man.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
224,45,4,mm_individual_demo_045_04_ab,mm_individual_demo_045_04,eMQ37ZXR64ui8YToL,1986119686_1820094672846877.0,1820094672846880,13,c206763910365d41d0fc71c7580c6043,12888,swerve,stay,left,right,swerve,stay,B,stay,ESP,ESP,20,high,female,under5000,0.75,0,Fitness,Fitness,Fat,1,807,202,231,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 20
Gender: Female
Education: High school diploma
Annual income: Under $5,000
Political views: 0.75 on a conservative (0) to progressive (1) scale
Religiosity: 0.00 on a not religious (0) to very religious (1) scale
Country: ESP

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 male athlete.
(B) Continue ahead through the crossing. The following pedestrians die: 1 large man.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
225,45,5,mm_individual_demo_045_05_ab,mm_individual_demo_045_05,tPrbu76ZFn4JbBuvz,1583810416_7897682679059055.0,7897682679059060,7,c206763910365d41d0fc71c7580c6043,12888,swerve,stay,left,right,swerve,stay,B,stay,USA,USA,36,college,male,35000,0.3,0.57,Fitness,Fitness,Fat,1,805,202,230,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 36
Gender: Male
Education: Attended college
Annual income: $35,001-$50,000
Political views: 0.30 on a conservative (0) to progressive (1) scale
Religiosity: 0.57 on a not religious (0) to very religious (1) scale
Country: USA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 male athlete.
(B) Continue ahead through the crossing. The following pedestrians die: 1 large man.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
226,46,1,mm_individual_demo_046_01_ab,mm_individual_demo_046_01,7u6LG3huSd9p55Dtf,833132223_6871556962848795.0,6871556962848800,2,21e60cb66fb9cc874a033c56cf158a9b,12872,stay,swerve,left,right,stay,swerve,A,stay,RUS,RUS,26,graduate,male,10000,1,0.03,Social Status,Social Status,Low,1,801,201,229,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 26
Gender: Male
Education: Graduate degree
Annual income: $10,001-$15,000
Political views: 1.00 on a conservative (0) to progressive (1) scale
Religiosity: 0.03 on a not religious (0) to very religious (1) scale
Country: RUS

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 homeless person.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 man.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
227,46,2,mm_individual_demo_046_02_ab,mm_individual_demo_046_02,CgHY6W7Neg7dbDY6v,1110069467_1159513384214774.0,1159513384214770,7,21e60cb66fb9cc874a033c56cf158a9b,12872,stay,swerve,left,right,stay,swerve,A,stay,USA,USA,20,high,female,5000,0,0.5,Social Status,Social Status,Low,1,806,202,231,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 20
Gender: Female
Education: High school diploma
Annual income: $5,000-$10,000
Political views: 0.00 on a conservative (0) to progressive (1) scale
Religiosity: 0.50 on a not religious (0) to very religious (1) scale
Country: USA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 homeless person.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 man.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
228,46,3,mm_individual_demo_046_03_ab,mm_individual_demo_046_03,gvPr23vmAsT6wuKYK,2125632130_4361819472699.0,4361819472699,7,21e60cb66fb9cc874a033c56cf158a9b,12872,swerve,stay,left,right,swerve,stay,B,stay,USA,USA,35,graduate,female,above100000,0.83,0,Social Status,Social Status,Low,1,801,201,229,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 35
Gender: Female
Education: Graduate degree
Annual income: Over $100,000
Political views: 0.83 on a conservative (0) to progressive (1) scale
Religiosity: 0.00 on a not religious (0) to very religious (1) scale
Country: USA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 man.
(B) Continue ahead through the crossing. The following pedestrians die: 1 homeless person.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
229,46,4,mm_individual_demo_046_04_ab,mm_individual_demo_046_04,qoXLbnJvqTJjYxFNP,362625470_1927969099877471.0,1927969099877470,12,21e60cb66fb9cc874a033c56cf158a9b,12872,stay,swerve,left,right,stay,swerve,A,stay,LVA,LVA,23,high,male,under5000,1,0.5,Social Status,Social Status,Low,1,802,201,230,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 23
Gender: Male
Education: High school diploma
Annual income: Under $5,000
Political views: 1.00 on a conservative (0) to progressive (1) scale
Religiosity: 0.50 on a not religious (0) to very religious (1) scale
Country: LVA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 homeless person.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 man.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
230,46,5,mm_individual_demo_046_05_ab,mm_individual_demo_046_05,xKbuFxsqqb2d7TrC4,-163192262_6767277904291950.0,6767277904291950,1,21e60cb66fb9cc874a033c56cf158a9b,12872,stay,swerve,left,right,stay,swerve,A,stay,JPN,JPN,37,bachelor,male,35000,0.5,0,Social Status,Social Status,Low,1,801,201,229,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 37
Gender: Male
Education: Bachelor degree
Annual income: $35,001-$50,000
Political views: 0.50 on a conservative (0) to progressive (1) scale
Religiosity: 0.00 on a not religious (0) to very religious (1) scale
Country: JPN

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 homeless person.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 man.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
231,47,1,mm_individual_demo_047_01_ab,mm_individual_demo_047_01,DKcLvQS8YteM6MDt9,301736507_5157981692927391.0,5157981692927390,2,79c59073a50d6348bdf97d0b34f214ea,12863,stay,swerve,left,right,stay,swerve,A,stay,GRC,GRC,24,bachelor,male,under5000,0.5,0.5,Age,Age,Old,1,797,200,228,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 24
Gender: Male
Education: Bachelor degree
Annual income: Under $5,000
Political views: 0.50 on a conservative (0) to progressive (1) scale
Religiosity: 0.50 on a not religious (0) to very religious (1) scale
Country: GRC

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 elderly woman.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 girl.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
