custom_id,record_id,unit_id,treatment_name,variant,model,experiment_code,role,visibility,schema_type,action_context,deliberation_dimension
two_stage_trust_punishment_y2hgu__e2_a_1878,E2__A__1878,E2__A__1878,E2_ROLE_A_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,observable,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_1883,E2__A__1883,E2__A__1883,E2_ROLE_A_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,observable,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_1886,E2__A__1886,E2__A__1886,E2_ROLE_A_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,observable,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_2038,E2__A__2038,E2__A__2038,E2_ROLE_A_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,observable,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_2058,E2__A__2058,E2__A__2058,E2_ROLE_A_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,observable,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_2169,E2__A__2169,E2__A__2169,E2_ROLE_A_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,observable,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_2183,E2__A__2183,E2__A__2183,E2_ROLE_A_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,observable,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_2222,E2__A__2222,E2__A__2222,E2_ROLE_A_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,observable,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_2307,E2__A__2307,E2__A__2307,E2_ROLE_A_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,observable,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_2353,E2__A__2353,E2__A__2353,E2_ROLE_A_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,observable,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_2388,E2__A__2388,E2__A__2388,E2_ROLE_A_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,observable,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_239,E2__A__239,E2__A__239,E2_ROLE_A_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,observable,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_2413,E2__A__2413,E2__A__2413,E2_ROLE_A_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,observable,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_2426,E2__A__2426,E2__A__2426,E2_ROLE_A_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,observable,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_2436,E2__A__2436,E2__A__2436,E2_ROLE_A_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,observable,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_2454,E2__A__2454,E2__A__2454,E2_ROLE_A_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,observable,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_2470,E2__A__2470,E2__A__2470,E2_ROLE_A_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,observable,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_2508,E2__A__2508,E2__A__2508,E2_ROLE_A_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,observable,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_2582,E2__A__2582,E2__A__2582,E2_ROLE_A_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,observable,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_270,E2__A__270,E2__A__270,E2_ROLE_A_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,observable,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_327,E2__A__327,E2__A__327,E2_ROLE_A_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,observable,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_349,E2__A__349,E2__A__349,E2_ROLE_A_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,observable,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_370,E2__A__370,E2__A__370,E2_ROLE_A_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,observable,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_394,E2__A__394,E2__A__394,E2_ROLE_A_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,observable,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_487,E2__A__487,E2__A__487,E2_ROLE_A_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,observable,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_530,E2__A__530,E2__A__530,E2_ROLE_A_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,observable,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_549,E2__A__549,E2__A__549,E2_ROLE_A_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,observable,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_578,E2__A__578,E2__A__578,E2_ROLE_A_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,observable,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_732,E2__A__732,E2__A__732,E2_ROLE_A_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,observable,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_736,E2__A__736,E2__A__736,E2_ROLE_A_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,observable,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_743,E2__A__743,E2__A__743,E2_ROLE_A_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,observable,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_889,E2__A__889,E2__A__889,E2_ROLE_A_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,observable,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_909,E2__A__909,E2__A__909,E2_ROLE_A_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,observable,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_935,E2__A__935,E2__A__935,E2_ROLE_A_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,observable,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_973,E2__A__973,E2__A__973,E2_ROLE_A_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,observable,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_975,E2__A__975,E2__A__975,E2_ROLE_A_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,observable,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_1049,E2__B__1049,E2__B__1049,E2_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,hidden,role_b_hidden_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_1179,E2__B__1179,E2__B__1179,E2_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,hidden,role_b_hidden_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_1231,E2__B__1231,E2__B__1231,E2_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,hidden,role_b_hidden_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_128,E2__B__128,E2__B__128,E2_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,hidden,role_b_hidden_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_1287,E2__B__1287,E2__B__1287,E2_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,hidden,role_b_hidden_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_1300,E2__B__1300,E2__B__1300,E2_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,hidden,role_b_hidden_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_138,E2__B__138,E2__B__138,E2_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,hidden,role_b_hidden_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_146,E2__B__146,E2__B__146,E2_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,hidden,role_b_hidden_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_1573,E2__B__1573,E2__B__1573,E2_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,hidden,role_b_hidden_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_1620,E2__B__1620,E2__B__1620,E2_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,hidden,role_b_hidden_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_1638,E2__B__1638,E2__B__1638,E2_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,hidden,role_b_hidden_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_1711,E2__B__1711,E2__B__1711,E2_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,hidden,role_b_hidden_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_1753,E2__B__1753,E2__B__1753,E2_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,hidden,role_b_hidden_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_1754,E2__B__1754,E2__B__1754,E2_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,hidden,role_b_hidden_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_1893,E2__B__1893,E2__B__1893,E2_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,hidden,role_b_hidden_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_19,E2__B__19,E2__B__19,E2_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,hidden,role_b_hidden_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_1901,E2__B__1901,E2__B__1901,E2_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,hidden,role_b_hidden_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_2056,E2__B__2056,E2__B__2056,E2_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,hidden,role_b_hidden_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_2081,E2__B__2081,E2__B__2081,E2_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,hidden,role_b_hidden_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_2186,E2__B__2186,E2__B__2186,E2_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,hidden,role_b_hidden_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_2192,E2__B__2192,E2__B__2192,E2_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,hidden,role_b_hidden_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_2239,E2__B__2239,E2__B__2239,E2_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,hidden,role_b_hidden_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_2316,E2__B__2316,E2__B__2316,E2_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,hidden,role_b_hidden_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_2363,E2__B__2363,E2__B__2363,E2_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,hidden,role_b_hidden_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_2400,E2__B__2400,E2__B__2400,E2_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,hidden,role_b_hidden_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_2401,E2__B__2401,E2__B__2401,E2_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,hidden,role_b_hidden_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_2430,E2__B__2430,E2__B__2430,E2_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,hidden,role_b_hidden_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_2441,E2__B__2441,E2__B__2441,E2_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,hidden,role_b_hidden_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_2457,E2__B__2457,E2__B__2457,E2_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,hidden,role_b_hidden_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_2475,E2__B__2475,E2__B__2475,E2_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,hidden,role_b_hidden_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_2497,E2__B__2497,E2__B__2497,E2_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,hidden,role_b_hidden_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_2544,E2__B__2544,E2__B__2544,E2_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,hidden,role_b_hidden_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_2614,E2__B__2614,E2__B__2614,E2_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,hidden,role_b_hidden_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_280,E2__B__280,E2__B__280,E2_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,hidden,role_b_hidden_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_338,E2__B__338,E2__B__338,E2_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,hidden,role_b_hidden_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_365,E2__B__365,E2__B__365,E2_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,hidden,role_b_hidden_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_397,E2__B__397,E2__B__397,E2_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,hidden,role_b_hidden_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_413,E2__B__413,E2__B__413,E2_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,hidden,role_b_hidden_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_526,E2__B__526,E2__B__526,E2_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,hidden,role_b_hidden_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_548,E2__B__548,E2__B__548,E2_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,hidden,role_b_hidden_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_57,E2__B__57,E2__B__57,E2_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,hidden,role_b_hidden_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_707,E2__B__707,E2__B__707,E2_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,hidden,role_b_hidden_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_750,E2__B__750,E2__B__750,E2_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,hidden,role_b_hidden_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_756,E2__B__756,E2__B__756,E2_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,hidden,role_b_hidden_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_758,E2__B__758,E2__B__758,E2_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,hidden,role_b_hidden_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_885,E2__B__885,E2__B__885,E2_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,hidden,role_b_hidden_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_924,E2__B__924,E2__B__924,E2_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,hidden,role_b_hidden_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_980,E2__B__980,E2__B__980,E2_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,hidden,role_b_hidden_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_981,E2__B__981,E2__B__981,E2_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,hidden,role_b_hidden_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_991,E2__B__991,E2__B__991,E2_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,hidden,role_b_hidden_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_1051,E2__B__1051,E2__B__1051,E2_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,observable,role_b_observable_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_1196,E2__B__1196,E2__B__1196,E2_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,observable,role_b_observable_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_1247,E2__B__1247,E2__B__1247,E2_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,observable,role_b_observable_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_1292,E2__B__1292,E2__B__1292,E2_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,observable,role_b_observable_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_1305,E2__B__1305,E2__B__1305,E2_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,observable,role_b_observable_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_1323,E2__B__1323,E2__B__1323,E2_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,observable,role_b_observable_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_1395,E2__B__1395,E2__B__1395,E2_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,observable,role_b_observable_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_1481,E2__B__1481,E2__B__1481,E2_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,observable,role_b_observable_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_1583,E2__B__1583,E2__B__1583,E2_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,observable,role_b_observable_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_1631,E2__B__1631,E2__B__1631,E2_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,observable,role_b_observable_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_1642,E2__B__1642,E2__B__1642,E2_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,observable,role_b_observable_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_1709,E2__B__1709,E2__B__1709,E2_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,observable,role_b_observable_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_1750,E2__B__1750,E2__B__1750,E2_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,observable,role_b_observable_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_1757,E2__B__1757,E2__B__1757,E2_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,observable,role_b_observable_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_1912,E2__B__1912,E2__B__1912,E2_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,observable,role_b_observable_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_192,E2__B__192,E2__B__192,E2_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,observable,role_b_observable_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_1921,E2__B__1921,E2__B__1921,E2_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,observable,role_b_observable_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_2085,E2__B__2085,E2__B__2085,E2_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,observable,role_b_observable_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_2103,E2__B__2103,E2__B__2103,E2_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,observable,role_b_observable_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_2213,E2__B__2213,E2__B__2213,E2_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,observable,role_b_observable_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_2220,E2__B__2220,E2__B__2220,E2_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,observable,role_b_observable_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_226,E2__B__226,E2__B__226,E2_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,observable,role_b_observable_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_2337,E2__B__2337,E2__B__2337,E2_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,observable,role_b_observable_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_2385,E2__B__2385,E2__B__2385,E2_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,observable,role_b_observable_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_2427,E2__B__2427,E2__B__2427,E2_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,observable,role_b_observable_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_2432,E2__B__2432,E2__B__2432,E2_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,observable,role_b_observable_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_2458,E2__B__2458,E2__B__2458,E2_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,observable,role_b_observable_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_2473,E2__B__2473,E2__B__2473,E2_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,observable,role_b_observable_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_2485,E2__B__2485,E2__B__2485,E2_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,observable,role_b_observable_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_2503,E2__B__2503,E2__B__2503,E2_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,observable,role_b_observable_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_2521,E2__B__2521,E2__B__2521,E2_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,observable,role_b_observable_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_2563,E2__B__2563,E2__B__2563,E2_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,observable,role_b_observable_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_266,E2__B__266,E2__B__266,E2_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,observable,role_b_observable_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_299,E2__B__299,E2__B__299,E2_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,observable,role_b_observable_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_356,E2__B__356,E2__B__356,E2_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,observable,role_b_observable_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_373,E2__B__373,E2__B__373,E2_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,observable,role_b_observable_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_406,E2__B__406,E2__B__406,E2_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,observable,role_b_observable_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_430,E2__B__430,E2__B__430,E2_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,observable,role_b_observable_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_547,E2__B__547,E2__B__547,E2_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,observable,role_b_observable_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_561,E2__B__561,E2__B__561,E2_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,observable,role_b_observable_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_594,E2__B__594,E2__B__594,E2_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,observable,role_b_observable_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_724,E2__B__724,E2__B__724,E2_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,observable,role_b_observable_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_762,E2__B__762,E2__B__762,E2_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,observable,role_b_observable_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_b_765,E2__B__765,E2__B__765,E2_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,B,observable,role_b_observable_check,punish,cost
