custom_id,record_id,unit_id,treatment_name,gold_target,variant,model,TreatmentCode,Treatment,PersonalizedTreatment,num_scenarios,scenario_manifest_json,data_source,UGProposer_delegated,UGResponder_delegated,TGSender_delegated,TGReceiver_delegated,PD_delegated,SH_delegated,C_delegated
multi_game_llm_fvk2c__124,124,124,TDU,"{'UGProposer_delegated': 0, 'UGResponder_delegated': 0, 'TGSender_delegated': 0, 'TGReceiver_delegated': 0, 'PD_delegated': 0, 'SH_delegated': 0, 'C_delegated': 0, 'scenario_outputs': [{'scenario': 'AISupport', 'case': 'AgainstHuman', 'UGProposer_decision': 5, 'UGResponder_decision': 5, 'TGSender_decision': 'YES', 'TGReceiver_decision': 3, 'PD_decision': 'B', 'SH_decision': 'X', 'C_decision': 'Earth'}, {'scenario': 'NoAISupport', 'case': 'AgainstHuman', 'UGProposer_decision': 5, 'UGResponder_decision': 5, 'TGSender_decision': 'YES', 'TGReceiver_decision': 3, 'PD_decision': 'B', 'SH_decision': 'X', 'C_decision': 'Mars'}, {'scenario': 'NoAISupport', 'case': 'AgainstAI', 'UGProposer_decision': 0, 'UGResponder_decision': 5, 'TGSender_decision': 'NO', 'TGReceiver_decision': 0, 'PD_decision': 'B', 'SH_decision': 'X', 'C_decision': 'Earth'}]}",demographic_only_row_resampled_seed_0,gpt-5-mini,TDU,TransparentDelegation,0,3,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""21"", ""scenario"": ""NoAISupport"", ""case"": ""AgainstHuman"", ""order"": 2}, {""scenario_code"": ""22"", ""scenario"": ""NoAISupport"", ""case"": ""AgainstAI"", ""order"": 3}]",human,0.0,0.0,0.0,0.0,0.0,0.0,0.0
multi_game_llm_fvk2c__1370,1370,1370,TDU,"{'UGProposer_delegated': 0, 'UGResponder_delegated': 0, 'TGSender_delegated': 0, 'TGReceiver_delegated': 0, 'PD_delegated': 0, 'SH_delegated': 0, 'C_delegated': 0, 'scenario_outputs': [{'scenario': 'AISupport', 'case': 'AgainstHuman', 'UGProposer_decision': 5, 'UGResponder_decision': 5, 'TGSender_decision': 'NO', 'TGReceiver_decision': 0, 'PD_decision': 'B', 'SH_decision': 'Y', 'C_decision': 'Earth'}, {'scenario': 'NoAISupport', 'case': 'AgainstHuman', 'UGProposer_decision': 5, 'UGResponder_decision': 5, 'TGSender_decision': 'NO', 'TGReceiver_decision': 0, 'PD_decision': 'B', 'SH_decision': 'Y', 'C_decision': 'Earth'}, {'scenario': 'NoAISupport', 'case': 'AgainstAI', 'UGProposer_decision': 1, 'UGResponder_decision': 1, 'TGSender_decision': 'YES', 'TGReceiver_decision': 0, 'PD_decision': 'A', 'SH_decision': 'Y', 'C_decision': 'Earth'}]}",demographic_only_row_resampled_seed_0,gpt-5-mini,TDU,TransparentDelegation,0,3,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""21"", ""scenario"": ""NoAISupport"", ""case"": ""AgainstHuman"", ""order"": 2}, {""scenario_code"": ""22"", ""scenario"": ""NoAISupport"", ""case"": ""AgainstAI"", ""order"": 3}]",human,0.0,0.0,0.0,0.0,0.0,0.0,0.0
multi_game_llm_fvk2c__1454,1454,1454,TDU,"{'UGProposer_delegated': 0, 'UGResponder_delegated': 0, 'TGSender_delegated': 0, 'TGReceiver_delegated': 0, 'PD_delegated': 0, 'SH_delegated': 0, 'C_delegated': 1, 'scenario_outputs': [{'scenario': 'AISupport', 'case': 'AgainstHuman', 'UGProposer_decision': 4, 'UGResponder_decision': 4, 'TGSender_decision': 'YES', 'TGReceiver_decision': 4, 'PD_decision': 'B', 'SH_decision': 'Y', 'C_decision': None}, {'scenario': 'NoAISupport', 'case': 'AgainstHuman', 'UGProposer_decision': 4, 'UGResponder_decision': 4, 'TGSender_decision': 'YES', 'TGReceiver_decision': 4, 'PD_decision': 'A', 'SH_decision': 'Y', 'C_decision': 'Earth'}, {'scenario': 'NoAISupport', 'case': 'AgainstAI', 'UGProposer_decision': 2, 'UGResponder_decision': 2, 'TGSender_decision': 'NO', 'TGReceiver_decision': 2, 'PD_decision': 'A', 'SH_decision': 'Y', 'C_decision': 'Earth'}]}",demographic_only_row_resampled_seed_0,gpt-5-mini,TDU,TransparentDelegation,0,3,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""21"", ""scenario"": ""NoAISupport"", ""case"": ""AgainstHuman"", ""order"": 2}, {""scenario_code"": ""22"", ""scenario"": ""NoAISupport"", ""case"": ""AgainstAI"", ""order"": 3}]",human,0.0,0.0,0.0,0.0,0.0,0.0,1.0
multi_game_llm_fvk2c__1470,1470,1470,TDU,"{'UGProposer_delegated': 0, 'UGResponder_delegated': 0, 'TGSender_delegated': 0, 'TGReceiver_delegated': 0, 'PD_delegated': 0, 'SH_delegated': 0, 'C_delegated': 0, 'scenario_outputs': [{'scenario': 'AISupport', 'case': 'AgainstHuman', 'UGProposer_decision': 5, 'UGResponder_decision': 5, 'TGSender_decision': 'YES', 'TGReceiver_decision': 3, 'PD_decision': 'A', 'SH_decision': 'Y', 'C_decision': 'Earth'}, {'scenario': 'NoAISupport', 'case': 'AgainstHuman', 'UGProposer_decision': 5, 'UGResponder_decision': 5, 'TGSender_decision': 'YES', 'TGReceiver_decision': 3, 'PD_decision': 'A', 'SH_decision': 'Y', 'C_decision': 'Earth'}, {'scenario': 'NoAISupport', 'case': 'AgainstAI', 'UGProposer_decision': 5, 'UGResponder_decision': 5, 'TGSender_decision': 'YES', 'TGReceiver_decision': 3, 'PD_decision': 'A', 'SH_decision': 'Y', 'C_decision': 'Earth'}]}",demographic_only_row_resampled_seed_0,gpt-5-mini,TDU,TransparentDelegation,0,3,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""21"", ""scenario"": ""NoAISupport"", ""case"": ""AgainstHuman"", ""order"": 2}, {""scenario_code"": ""22"", ""scenario"": ""NoAISupport"", ""case"": ""AgainstAI"", ""order"": 3}]",human,0.0,0.0,0.0,0.0,0.0,0.0,0.0
multi_game_llm_fvk2c__1479,1479,1479,TDU,"{'UGProposer_delegated': 0, 'UGResponder_delegated': 1, 'TGSender_delegated': 1, 'TGReceiver_delegated': 1, 'PD_delegated': 0, 'SH_delegated': 0, 'C_delegated': 0, 'scenario_outputs': [{'scenario': 'AISupport', 'case': 'AgainstHuman', 'UGProposer_decision': 5, 'UGResponder_decision': None, 'TGSender_decision': None, 'TGReceiver_decision': None, 'PD_decision': 'A', 'SH_decision': 'X', 'C_decision': 'Mercury'}, {'scenario': 'NoAISupport', 'case': 'AgainstHuman', 'UGProposer_decision': 5, 'UGResponder_decision': 5, 'TGSender_decision': 'NO', 'TGReceiver_decision': 0, 'PD_decision': 'A', 'SH_decision': 'X', 'C_decision': 'Mercury'}, {'scenario': 'NoAISupport', 'case': 'AgainstAI', 'UGProposer_decision': 5, 'UGResponder_decision': 5, 'TGSender_decision': 'YES', 'TGReceiver_decision': 0, 'PD_decision': 'A', 'SH_decision': 'X', 'C_decision': 'Mercury'}]}",demographic_only_row_resampled_seed_0,gpt-5-mini,TDU,TransparentDelegation,0,3,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""21"", ""scenario"": ""NoAISupport"", ""case"": ""AgainstHuman"", ""order"": 2}, {""scenario_code"": ""22"", ""scenario"": ""NoAISupport"", ""case"": ""AgainstAI"", ""order"": 3}]",human,0.0,1.0,1.0,1.0,0.0,0.0,0.0
multi_game_llm_fvk2c__149,149,149,TDU,"{'UGProposer_delegated': 1, 'UGResponder_delegated': 1, 'TGSender_delegated': 1, 'TGReceiver_delegated': 1, 'PD_delegated': 1, 'SH_delegated': 1, 'C_delegated': 1, 'scenario_outputs': [{'scenario': 'AISupport', 'case': 'AgainstHuman', 'UGProposer_decision': None, 'UGResponder_decision': None, 'TGSender_decision': None, 'TGReceiver_decision': None, 'PD_decision': None, 'SH_decision': None, 'C_decision': None}, {'scenario': 'NoAISupport', 'case': 'AgainstHuman', 'UGProposer_decision': 1, 'UGResponder_decision': 3, 'TGSender_decision': 'YES', 'TGReceiver_decision': 3, 'PD_decision': 'B', 'SH_decision': 'X', 'C_decision': 'Mars'}, {'scenario': 'NoAISupport', 'case': 'AgainstAI', 'UGProposer_decision': 1, 'UGResponder_decision': 3, 'TGSender_decision': 'NO', 'TGReceiver_decision': 3, 'PD_decision': 'B', 'SH_decision': 'X', 'C_decision': 'Mars'}]}",demographic_only_row_resampled_seed_0,gpt-5-mini,TDU,TransparentDelegation,0,3,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""21"", ""scenario"": ""NoAISupport"", ""case"": ""AgainstHuman"", ""order"": 2}, {""scenario_code"": ""22"", ""scenario"": ""NoAISupport"", ""case"": ""AgainstAI"", ""order"": 3}]",human,1.0,1.0,1.0,1.0,1.0,1.0,1.0
multi_game_llm_fvk2c__1525,1525,1525,TDU,"{'UGProposer_delegated': 0, 'UGResponder_delegated': 1, 'TGSender_delegated': 0, 'TGReceiver_delegated': 1, 'PD_delegated': 1, 'SH_delegated': 1, 'C_delegated': 0, 'scenario_outputs': [{'scenario': 'AISupport', 'case': 'AgainstHuman', 'UGProposer_decision': 5, 'UGResponder_decision': None, 'TGSender_decision': 'YES', 'TGReceiver_decision': None, 'PD_decision': None, 'SH_decision': None, 'C_decision': 'Venus'}, {'scenario': 'NoAISupport', 'case': 'AgainstHuman', 'UGProposer_decision': 5, 'UGResponder_decision': 3, 'TGSender_decision': 'YES', 'TGReceiver_decision': 3, 'PD_decision': 'B', 'SH_decision': 'X', 'C_decision': 'Mars'}, {'scenario': 'NoAISupport', 'case': 'AgainstAI', 'UGProposer_decision': 3, 'UGResponder_decision': 4, 'TGSender_decision': 'YES', 'TGReceiver_decision': 3, 'PD_decision': 'A', 'SH_decision': 'Y', 'C_decision': 'Earth'}]}",demographic_only_row_resampled_seed_0,gpt-5-mini,TDU,TransparentDelegation,0,3,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""21"", ""scenario"": ""NoAISupport"", ""case"": ""AgainstHuman"", ""order"": 2}, {""scenario_code"": ""22"", ""scenario"": ""NoAISupport"", ""case"": ""AgainstAI"", ""order"": 3}]",human,0.0,1.0,0.0,1.0,1.0,1.0,0.0
multi_game_llm_fvk2c__158,158,158,TDU,"{'UGProposer_delegated': 0, 'UGResponder_delegated': 0, 'TGSender_delegated': 0, 'TGReceiver_delegated': 0, 'PD_delegated': 0, 'SH_delegated': 1, 'C_delegated': 0, 'scenario_outputs': [{'scenario': 'AISupport', 'case': 'AgainstHuman', 'UGProposer_decision': 5, 'UGResponder_decision': 2, 'TGSender_decision': 'YES', 'TGReceiver_decision': 3, 'PD_decision': 'A', 'SH_decision': None, 'C_decision': 'Earth'}, {'scenario': 'NoAISupport', 'case': 'AgainstHuman', 'UGProposer_decision': 4, 'UGResponder_decision': 4, 'TGSender_decision': 'YES', 'TGReceiver_decision': 2, 'PD_decision': 'A', 'SH_decision': 'X', 'C_decision': 'Venus'}, {'scenario': 'NoAISupport', 'case': 'AgainstAI', 'UGProposer_decision': 6, 'UGResponder_decision': 5, 'TGSender_decision': 'YES', 'TGReceiver_decision': 2, 'PD_decision': 'A', 'SH_decision': 'X', 'C_decision': 'Earth'}]}",demographic_only_row_resampled_seed_0,gpt-5-mini,TDU,TransparentDelegation,0,3,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""21"", ""scenario"": ""NoAISupport"", ""case"": ""AgainstHuman"", ""order"": 2}, {""scenario_code"": ""22"", ""scenario"": ""NoAISupport"", ""case"": ""AgainstAI"", ""order"": 3}]",human,0.0,0.0,0.0,0.0,0.0,1.0,0.0
multi_game_llm_fvk2c__1611,1611,1611,TDU,"{'UGProposer_delegated': 0, 'UGResponder_delegated': 0, 'TGSender_delegated': 0, 'TGReceiver_delegated': 0, 'PD_delegated': 0, 'SH_delegated': 0, 'C_delegated': 0, 'scenario_outputs': [{'scenario': 'AISupport', 'case': 'AgainstHuman', 'UGProposer_decision': 5, 'UGResponder_decision': 1, 'TGSender_decision': 'YES', 'TGReceiver_decision': 3, 'PD_decision': 'A', 'SH_decision': 'X', 'C_decision': 'Earth'}, {'scenario': 'NoAISupport', 'case': 'AgainstHuman', 'UGProposer_decision': 5, 'UGResponder_decision': 1, 'TGSender_decision': 'YES', 'TGReceiver_decision': 3, 'PD_decision': 'A', 'SH_decision': 'X', 'C_decision': 'Earth'}, {'scenario': 'NoAISupport', 'case': 'AgainstAI', 'UGProposer_decision': 5, 'UGResponder_decision': 1, 'TGSender_decision': 'YES', 'TGReceiver_decision': 3, 'PD_decision': 'A', 'SH_decision': 'X', 'C_decision': 'Earth'}]}",demographic_only_row_resampled_seed_0,gpt-5-mini,TDU,TransparentDelegation,0,3,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""21"", ""scenario"": ""NoAISupport"", ""case"": ""AgainstHuman"", ""order"": 2}, {""scenario_code"": ""22"", ""scenario"": ""NoAISupport"", ""case"": ""AgainstAI"", ""order"": 3}]",human,0.0,0.0,0.0,0.0,0.0,0.0,0.0
multi_game_llm_fvk2c__1802,1802,1802,TDU,"{'UGProposer_delegated': 0, 'UGResponder_delegated': 1, 'TGSender_delegated': 0, 'TGReceiver_delegated': 0, 'PD_delegated': 0, 'SH_delegated': 0, 'C_delegated': 1, 'scenario_outputs': [{'scenario': 'AISupport', 'case': 'AgainstHuman', 'UGProposer_decision': 5, 'UGResponder_decision': None, 'TGSender_decision': 'YES', 'TGReceiver_decision': 3, 'PD_decision': 'A', 'SH_decision': 'X', 'C_decision': None}, {'scenario': 'NoAISupport', 'case': 'AgainstHuman', 'UGProposer_decision': 5, 'UGResponder_decision': 4, 'TGSender_decision': 'YES', 'TGReceiver_decision': 3, 'PD_decision': 'A', 'SH_decision': 'X', 'C_decision': 'Earth'}, {'scenario': 'NoAISupport', 'case': 'AgainstAI', 'UGProposer_decision': 4, 'UGResponder_decision': 5, 'TGSender_decision': 'NO', 'TGReceiver_decision': 2, 'PD_decision': 'B', 'SH_decision': 'X', 'C_decision': 'Earth'}]}",demographic_only_row_resampled_seed_0,gpt-5-mini,TDU,TransparentDelegation,0,3,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""21"", ""scenario"": ""NoAISupport"", ""case"": ""AgainstHuman"", ""order"": 2}, {""scenario_code"": ""22"", ""scenario"": ""NoAISupport"", ""case"": ""AgainstAI"", ""order"": 3}]",human,0.0,1.0,0.0,0.0,0.0,0.0,1.0
multi_game_llm_fvk2c__1805,1805,1805,TDU,"{'UGProposer_delegated': 0, 'UGResponder_delegated': 1, 'TGSender_delegated': 1, 'TGReceiver_delegated': 0, 'PD_delegated': 0, 'SH_delegated': 0, 'C_delegated': 0, 'scenario_outputs': [{'scenario': 'AISupport', 'case': 'AgainstHuman', 'UGProposer_decision': 5, 'UGResponder_decision': None, 'TGSender_decision': None, 'TGReceiver_decision': 2, 'PD_decision': 'A', 'SH_decision': 'X', 'C_decision': 'Venus'}, {'scenario': 'NoAISupport', 'case': 'AgainstHuman', 'UGProposer_decision': 5, 'UGResponder_decision': 5, 'TGSender_decision': 'YES', 'TGReceiver_decision': 2, 'PD_decision': 'A', 'SH_decision': 'X', 'C_decision': 'Venus'}, {'scenario': 'NoAISupport', 'case': 'AgainstAI', 'UGProposer_decision': 5, 'UGResponder_decision': 5, 'TGSender_decision': 'YES', 'TGReceiver_decision': 2, 'PD_decision': 'A', 'SH_decision': 'X', 'C_decision': 'Venus'}]}",demographic_only_row_resampled_seed_0,gpt-5-mini,TDU,TransparentDelegation,0,3,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""21"", ""scenario"": ""NoAISupport"", ""case"": ""AgainstHuman"", ""order"": 2}, {""scenario_code"": ""22"", ""scenario"": ""NoAISupport"", ""case"": ""AgainstAI"", ""order"": 3}]",human,0.0,1.0,1.0,0.0,0.0,0.0,0.0
multi_game_llm_fvk2c__1840,1840,1840,TDU,"{'UGProposer_delegated': 1, 'UGResponder_delegated': 1, 'TGSender_delegated': 1, 'TGReceiver_delegated': 1, 'PD_delegated': 1, 'SH_delegated': 1, 'C_delegated': 1, 'scenario_outputs': [{'scenario': 'AISupport', 'case': 'AgainstHuman', 'UGProposer_decision': None, 'UGResponder_decision': None, 'TGSender_decision': None, 'TGReceiver_decision': None, 'PD_decision': None, 'SH_decision': None, 'C_decision': None}, {'scenario': 'NoAISupport', 'case': 'AgainstHuman', 'UGProposer_decision': 0, 'UGResponder_decision': 5, 'TGSender_decision': 'YES', 'TGReceiver_decision': 0, 'PD_decision': 'A', 'SH_decision': 'X', 'C_decision': 'Earth'}, {'scenario': 'NoAISupport', 'case': 'AgainstAI', 'UGProposer_decision': 0, 'UGResponder_decision': 5, 'TGSender_decision': 'YES', 'TGReceiver_decision': 0, 'PD_decision': 'A', 'SH_decision': 'X', 'C_decision': 'Earth'}]}",demographic_only_row_resampled_seed_0,gpt-5-mini,TDU,TransparentDelegation,0,3,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""21"", ""scenario"": ""NoAISupport"", ""case"": ""AgainstHuman"", ""order"": 2}, {""scenario_code"": ""22"", ""scenario"": ""NoAISupport"", ""case"": ""AgainstAI"", ""order"": 3}]",human,1.0,1.0,1.0,1.0,1.0,1.0,1.0
multi_game_llm_fvk2c__1915,1915,1915,TDU,"{'UGProposer_delegated': 0, 'UGResponder_delegated': 1, 'TGSender_delegated': 0, 'TGReceiver_delegated': 1, 'PD_delegated': 0, 'SH_delegated': 1, 'C_delegated': 0, 'scenario_outputs': [{'scenario': 'AISupport', 'case': 'AgainstHuman', 'UGProposer_decision': 2, 'UGResponder_decision': None, 'TGSender_decision': 'NO', 'TGReceiver_decision': None, 'PD_decision': 'A', 'SH_decision': None, 'C_decision': 'Earth'}, {'scenario': 'NoAISupport', 'case': 'AgainstHuman', 'UGProposer_decision': 3, 'UGResponder_decision': 3, 'TGSender_decision': 'NO', 'TGReceiver_decision': 2, 'PD_decision': 'B', 'SH_decision': 'X', 'C_decision': 'Earth'}, {'scenario': 'NoAISupport', 'case': 'AgainstAI', 'UGProposer_decision': 3, 'UGResponder_decision': 4, 'TGSender_decision': 'YES', 'TGReceiver_decision': 2, 'PD_decision': 'B', 'SH_decision': 'X', 'C_decision': 'Earth'}]}",demographic_only_row_resampled_seed_0,gpt-5-mini,TDU,TransparentDelegation,0,3,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""21"", ""scenario"": ""NoAISupport"", ""case"": ""AgainstHuman"", ""order"": 2}, {""scenario_code"": ""22"", ""scenario"": ""NoAISupport"", ""case"": ""AgainstAI"", ""order"": 3}]",human,0.0,1.0,0.0,1.0,0.0,1.0,0.0
multi_game_llm_fvk2c__2025,2025,2025,TDU,"{'UGProposer_delegated': 0, 'UGResponder_delegated': 1, 'TGSender_delegated': 1, 'TGReceiver_delegated': 0, 'PD_delegated': 0, 'SH_delegated': 0, 'C_delegated': 0, 'scenario_outputs': [{'scenario': 'AISupport', 'case': 'AgainstHuman', 'UGProposer_decision': 5, 'UGResponder_decision': None, 'TGSender_decision': None, 'TGReceiver_decision': 0, 'PD_decision': 'A', 'SH_decision': 'X', 'C_decision': 'Earth'}, {'scenario': 'NoAISupport', 'case': 'AgainstHuman', 'UGProposer_decision': 5, 'UGResponder_decision': 4, 'TGSender_decision': 'NO', 'TGReceiver_decision': 0, 'PD_decision': 'A', 'SH_decision': 'X', 'C_decision': 'Earth'}, {'scenario': 'NoAISupport', 'case': 'AgainstAI', 'UGProposer_decision': 5, 'UGResponder_decision': 5, 'TGSender_decision': 'YES', 'TGReceiver_decision': 2, 'PD_decision': 'B', 'SH_decision': 'Y', 'C_decision': 'Mars'}]}",demographic_only_row_resampled_seed_0,gpt-5-mini,TDU,TransparentDelegation,0,3,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""21"", ""scenario"": ""NoAISupport"", ""case"": ""AgainstHuman"", ""order"": 2}, {""scenario_code"": ""22"", ""scenario"": ""NoAISupport"", ""case"": ""AgainstAI"", ""order"": 3}]",human,0.0,1.0,1.0,0.0,0.0,0.0,0.0
multi_game_llm_fvk2c__2036,2036,2036,TDU,"{'UGProposer_delegated': 0, 'UGResponder_delegated': 1, 'TGSender_delegated': 1, 'TGReceiver_delegated': 0, 'PD_delegated': 0, 'SH_delegated': 0, 'C_delegated': 1, 'scenario_outputs': [{'scenario': 'AISupport', 'case': 'AgainstHuman', 'UGProposer_decision': 5, 'UGResponder_decision': None, 'TGSender_decision': None, 'TGReceiver_decision': 3, 'PD_decision': 'B', 'SH_decision': 'Y', 'C_decision': None}, {'scenario': 'NoAISupport', 'case': 'AgainstHuman', 'UGProposer_decision': 5, 'UGResponder_decision': 3, 'TGSender_decision': 'YES', 'TGReceiver_decision': 2, 'PD_decision': 'A', 'SH_decision': 'X', 'C_decision': 'Venus'}, {'scenario': 'NoAISupport', 'case': 'AgainstAI', 'UGProposer_decision': 3, 'UGResponder_decision': 2, 'TGSender_decision': 'NO', 'TGReceiver_decision': 3, 'PD_decision': 'A', 'SH_decision': 'Y', 'C_decision': 'Earth'}]}",demographic_only_row_resampled_seed_0,gpt-5-mini,TDU,TransparentDelegation,0,3,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""21"", ""scenario"": ""NoAISupport"", ""case"": ""AgainstHuman"", ""order"": 2}, {""scenario_code"": ""22"", ""scenario"": ""NoAISupport"", ""case"": ""AgainstAI"", ""order"": 3}]",human,0.0,1.0,1.0,0.0,0.0,0.0,1.0
multi_game_llm_fvk2c__2078,2078,2078,TDU,"{'UGProposer_delegated': 0, 'UGResponder_delegated': 1, 'TGSender_delegated': 1, 'TGReceiver_delegated': 1, 'PD_delegated': 1, 'SH_delegated': 0, 'C_delegated': 0, 'scenario_outputs': [{'scenario': 'AISupport', 'case': 'AgainstHuman', 'UGProposer_decision': 4, 'UGResponder_decision': None, 'TGSender_decision': None, 'TGReceiver_decision': None, 'PD_decision': None, 'SH_decision': 'Y', 'C_decision': 'Earth'}, {'scenario': 'NoAISupport', 'case': 'AgainstHuman', 'UGProposer_decision': 5, 'UGResponder_decision': 4, 'TGSender_decision': 'NO', 'TGReceiver_decision': 2, 'PD_decision': 'B', 'SH_decision': 'Y', 'C_decision': 'Earth'}, {'scenario': 'NoAISupport', 'case': 'AgainstAI', 'UGProposer_decision': 5, 'UGResponder_decision': 5, 'TGSender_decision': 'YES', 'TGReceiver_decision': 0, 'PD_decision': 'B', 'SH_decision': 'Y', 'C_decision': 'Saturn'}]}",demographic_only_row_resampled_seed_0,gpt-5-mini,TDU,TransparentDelegation,0,3,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""21"", ""scenario"": ""NoAISupport"", ""case"": ""AgainstHuman"", ""order"": 2}, {""scenario_code"": ""22"", ""scenario"": ""NoAISupport"", ""case"": ""AgainstAI"", ""order"": 3}]",human,0.0,1.0,1.0,1.0,1.0,0.0,0.0
multi_game_llm_fvk2c__2086,2086,2086,TDU,"{'UGProposer_delegated': 1, 'UGResponder_delegated': 1, 'TGSender_delegated': 1, 'TGReceiver_delegated': 1, 'PD_delegated': 1, 'SH_delegated': 1, 'C_delegated': 1, 'scenario_outputs': [{'scenario': 'AISupport', 'case': 'AgainstHuman', 'UGProposer_decision': None, 'UGResponder_decision': None, 'TGSender_decision': None, 'TGReceiver_decision': None, 'PD_decision': None, 'SH_decision': None, 'C_decision': None}, {'scenario': 'NoAISupport', 'case': 'AgainstHuman', 'UGProposer_decision': 0, 'UGResponder_decision': 0, 'TGSender_decision': 'NO', 'TGReceiver_decision': 0, 'PD_decision': 'A', 'SH_decision': 'X', 'C_decision': 'Venus'}, {'scenario': 'NoAISupport', 'case': 'AgainstAI', 'UGProposer_decision': 0, 'UGResponder_decision': 0, 'TGSender_decision': 'NO', 'TGReceiver_decision': 0, 'PD_decision': 'A', 'SH_decision': 'X', 'C_decision': 'Mars'}]}",demographic_only_row_resampled_seed_0,gpt-5-mini,TDU,TransparentDelegation,0,3,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""21"", ""scenario"": ""NoAISupport"", ""case"": ""AgainstHuman"", ""order"": 2}, {""scenario_code"": ""22"", ""scenario"": ""NoAISupport"", ""case"": ""AgainstAI"", ""order"": 3}]",human,1.0,1.0,1.0,1.0,1.0,1.0,1.0
multi_game_llm_fvk2c__2140,2140,2140,TDU,"{'UGProposer_delegated': 1, 'UGResponder_delegated': 1, 'TGSender_delegated': 1, 'TGReceiver_delegated': 1, 'PD_delegated': 0, 'SH_delegated': 0, 'C_delegated': 1, 'scenario_outputs': [{'scenario': 'AISupport', 'case': 'AgainstHuman', 'UGProposer_decision': None, 'UGResponder_decision': None, 'TGSender_decision': None, 'TGReceiver_decision': None, 'PD_decision': 'A', 'SH_decision': 'X', 'C_decision': None}, {'scenario': 'NoAISupport', 'case': 'AgainstHuman', 'UGProposer_decision': 5, 'UGResponder_decision': 10, 'TGSender_decision': 'YES', 'TGReceiver_decision': 0, 'PD_decision': 'A', 'SH_decision': 'X', 'C_decision': 'Earth'}, {'scenario': 'NoAISupport', 'case': 'AgainstAI', 'UGProposer_decision': 1, 'UGResponder_decision': 5, 'TGSender_decision': 'YES', 'TGReceiver_decision': 0, 'PD_decision': 'B', 'SH_decision': 'X', 'C_decision': 'Mercury'}]}",demographic_only_row_resampled_seed_0,gpt-5-mini,TDU,TransparentDelegation,0,3,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""21"", ""scenario"": ""NoAISupport"", ""case"": ""AgainstHuman"", ""order"": 2}, {""scenario_code"": ""22"", ""scenario"": ""NoAISupport"", ""case"": ""AgainstAI"", ""order"": 3}]",human,1.0,1.0,1.0,1.0,0.0,0.0,1.0
